Municipio;Qtd-Doses-Distribuidas
ZACARIAS;1486
VOTUPORANGA;56980
VOTORANTIM;53819
VITÓRIA BRASIL;1087
VISTA ALEGRE DO ALTO;3468
VIRADOURO;9392
VINHEDO;38222
VERA CRUZ;6486
VÁRZEA PAULISTA;46710
VARGEM GRANDE PAULISTA;22852
VARGEM GRANDE DO SUL;21125
VARGEM;5494
VALPARAÍSO;12113
VALINHOS;66364
VALENTIM GENTIL;6014
URUPÊS;7672
URU;929
URÂNIA;5711
UNIÃO PAULISTA;930
UCHOA;5596
UBIRAJARA;2429
UBATUBA;43002
UBARANA;2537
TURMALINA;1399
TURIÚBA;1295
TUPI PAULISTA;9712
TUPÃ;43255
TUIUTI;3978
TRÊS FRONTEIRAS;3580
TREMEMBÉ;22684
TRABIJU;954
TORRINHA;5595
TORRE DE PEDRA;1521
TIMBURI;1645
TIETÊ;19996
TERRA ROXA;4524
TEODORO SAMPAIO;10344
TEJUPÁ;2186
TAUBATÉ;160814
TATUÍ;60325
TARUMÃ;6381
TARABAI;3226
TAQUARIVAÍ;2257
TAQUARITUBA;12197
TAQUARITINGA;30850
TAQUARAL;1610
TAPIRATIBA;6839
TAPIRAÍ;4056
TANABI;14929
TAMBAÚ;11960
TAIÚVA;3489
TAIAÇU;3384
TAGUAÍ;5558
TACIBA;3089
TABOÃO DA SERRA;129598
TABATINGA;7594
TABAPUÃ;6700
SUZANO;127473
SUZANÁPOLIS;2072
SUMARÉ;114986
SUD MENNUCCI;4155
SOROCABA;327143
SOCORRO;24072
SILVEIRAS;3070
SEVERÍNIA;6912
SETE BARRAS;6308
SERTÃOZINHO;57394
SERRANA;10607
SERRA NEGRA;17200
SERRA AZUL;5844
SEBASTIANÓPOLIS DO SUL;1957
SARUTAIÁ;2013
SARAPUÍ;4818
SÃO VICENTE;173335
SÃO SIMÃO;8438
SÃO SEBASTIÃO DA GRAMA;6339
SÃO SEBASTIÃO;37873
SÃO ROQUE;46690
SÃO PEDRO DO TURVO;3839
SÃO PEDRO;19780
SÃO PAULO;6246591
SÃO MIGUEL ARCANJO;15103
SÃO MANUEL;19643
SÃO LUIZ DO PARAITINGA;5796
SÃO LOURENÇO DA SERRA;7222
SÃO JOSÉ DOS CAMPOS;369006
SÃO JOSÉ DO RIO PRETO;258453
SÃO JOSÉ DO RIO PARDO;32831
