Municipio;Qtd-Doses-Distribuidas
MIRASSOL;92341
MIRANTE DO PARANAPANEMA;26538
MIRANDÓPOLIS;46430
MIRACATU;31059
MIRA ESTRELA;4767
MINEIROS DO TIETÊ;17263
MIGUELÓPOLIS;29995
MESÓPOLIS;3108
MERIDIANO;6529
MENDONÇA;9239
MAUÁ;663883
MATÃO;123284
MARTINÓPOLIS;39308
MARINÓPOLIS;3033
MARÍLIA;330759
MARIÁPOLIS;5997
MARAPOAMA;5105
MARACAÍ;19188
MARABÁ PAULISTA;8481
MANDURI;15153
MAIRIPORÃ;150397
MAIRINQUE;77297
MAGDA;5128
MACEDÔNIA;5888
MACAUBAL;12384
MACATUBA;24759
LUTÉCIA;4094
LUPÉRCIO;6653
LUIZIÂNIA;8731
LUÍS ANTÔNIO;18855
LUCIANÓPOLIS;3899
LUCÉLIA;33778
LOUVEIRA;68464
LOURDES;3687
LORENA;130448
LINS;115043
LINDÓIA;12623
LIMEIRA;421214
LENÇÓIS PAULISTA;99546
LEME;144284
LAVRINHAS;10176
LAVÍNIA;18978
LARANJAL PAULISTA;41834
LAGOINHA;8402
JUQUITIBA;46984
JUQUIÁ;27141
JUNQUEIRÓPOLIS;32055
JUNDIAÍ;623246
JUMIRIM;4905
JÚLIO MESQUITA;6896
JOSÉ BONIFÁCIO;54578
JOÃO RAMALHO;6525
JOANÓPOLIS;20296
JERIQUARA;4614
JAÚ;216347
JARINU;46216
JARDINÓPOLIS;64700
JANDIRA;172756
JAMBEIRO;9500
JALES;75690
JAGUARIÚNA;83618
JACUPIRANGA;25660
JACI;11282
JACAREÍ;344634
JABOTICABAL;120091
JABORANDI;9795
ITUVERAVA;63987
ITUPEVA;88745
ITU;260082
ITOBI;12365
ITIRAPUÃ;9920
ITIRAPINA;28964
ITATINGA;30247
ITATIBA;175465
ITARIRI;23754
ITARARÉ;69858
ITAQUAQUECETUBA;514863
ITAPURA;6877
ITAPUÍ;19559
ITAPORANGA;22694
ITÁPOLIS;59013
ITAPIRAPUÃ PAULISTA;6271
ITAPIRA;114889
ITAPEVI;336924
ITAPEVA;136638
ITAPETININGA;223407
ITAPECERICA DA SERRA;261938
ITAOCA;5591
ITANHAÉM;156142
ITAJU;5179
ITAJOBI;24285
ITAÍ;38384
ITABERÁ;26359
IRAPURU;11676
IRAPUÃ;11367
IRACEMÁPOLIS;35807
IPUÃ;22440
IPORANGA;6064
IPIGUÁ;9147
IPEÚNA;10722
IPERÓ;56147
IPAUSSU;20474
INÚBIA PAULISTA;5922
INDIAPORÃ;6484
INDIANA;7199
INDAIATUBA;375577
ILHABELA;54444
ILHA SOLTEIRA;38982
ILHA COMPRIDA;18740
IGUAPE;45185
IGARATÁ;14997
IGARAPAVA;41154
IGARAÇU DO TIETÊ;35992
IEPÊ;11990
ICÉM;12517
IBIÚNA;122353
IBITINGA;88791
IBIRAREMA;10889
IBIRÁ;19954
IBATÉ;51948
IARAS;16075
IACRI;9807
IACANGA;16844
HORTOLÂNDIA;339933
HOLAMBRA;24490
HERCULÂNDIA;13372
GUZOLÂNDIA;6974
GUATAPARÁ;11526
GUARULHOS;1975105
GUARUJÁ;439967
GUARIBA;57142
GUAREÍ;27510
GUARATINGUETÁ;178828
GUARAREMA;45555
GUARARAPES;48953
GUARANTÃ;10026
GUARANI D'OESTE;3333
GUARACI;16913
GUARAÇAÍ;12728
GUARÁ;30189
GUAPIARA;26019
GUAPIAÇU;32792
GUAÍRA;60113
GUAIMBÊ;9033
GUAIÇARA;16817
GLICÉRIO;7160
GETULINA;16663
GENERAL SALGADO;15837
GAVIÃO PEIXOTO;6973
GASTÃO VIDIGAL;6656
GARÇA;68704
GÁLIA;9998
GABRIEL MONTEIRO;4318
FRANCO DA ROCHA;219944
FRANCISCO MORATO;240484
FRANCA;515244
FLORÍNEA;5853
FLÓRIDA PAULISTA;20375
FLOREAL;4825
FLORA RICA;2317
FERRAZ DE VASCONCELOS;277712
FERNÃO;2680
FERNANDÓPOLIS;108061
FERNANDO PRESTES;9341
FARTURA;25328
EUCLIDES DA CUNHA PAULISTA;15050
ESTRELA DO NORTE;3917
ESTRELA D'OESTE;12914
ESTIVA GERBI;16523
ESPÍRITO SANTO DO TURVO;6864
ESPÍRITO SANTO DO PINHAL;68033
ENGENHEIRO COELHO;27343
EMILIANÓPOLIS;4766
EMBU-GUAÇU;107208
EMBU DAS ARTES;364618
EMBAÚBA;3773
ELISIÁRIO;5686
ELIAS FAUSTO;26701
ELDORADO;21734
ECHAPORÃ;9803
DUMONT;14060
DUARTINA;18071
DRACENA;70837
DOURADO;13431
DOLCINÓPOLIS;3556
DOIS CÓRREGOS;38078
DOBRADA;12501
DIVINOLÂNDIA;17444
DIRCE REIS;2840
DIADEMA;587481
DESCALVADO;46612
CUNHA;34768
CUBATÃO;178106
CRUZEIRO;121010
CRUZÁLIA;3305
CRISTAIS PAULISTA;13866
CRAVINHOS;53173
COTIA;354097
COSMORAMA;12332
COSMÓPOLIS;102383
CORUMBATAÍ;5913
CORONEL MACEDO;7100
COROADOS;8625
CORDEIRÓPOLIS;37446
CONCHAS;25383
CONCHAL;40897
COLÔMBIA;9851
COLINA;27491
CLEMENTINA;10814
CHAVANTES;17535
CHARQUEADA;25287
CESÁRIO LANGE;26527
CERQUILHO;69245
CERQUEIRA CÉSAR;31716
CEDRAL;14652
CATIGUÁ;10543
CATANDUVA;187114
CASTILHO;29272
CÁSSIA DOS COQUEIROS;5720
CASA BRANCA;46139
CARDOSO;20198
CARAPICUÍBA;568173
CARAGUATATUBA;184048
CAPIVARI;79899
CAPELA DO ALTO;31379
CAPÃO BONITO;67523
CANITAR;7134
CÂNDIDO RODRIGUES;4537
CÂNDIDO MOTA;44886
CANAS;7540
CANANÉIA;19330
CAMPOS NOVOS PAULISTA;7113
CAMPOS DO JORDÃO;79543
CAMPO LIMPO PAULISTA;122313
CAMPINAS;1767028
CAMPINA DO MONTE ALEGRE;9289
CAJURU;38898
CAJOBI;16343
CAJATI;44560
CAJAMAR;116813
CAIUÁ;9862
CAIEIRAS;145578
CAIABU;6213
CAFELÂNDIA;25563
CACONDE;29390
CACHOEIRA PAULISTA;53751
CAÇAPAVA;141647
CABREÚVA;71033
CABRÁLIA PAULISTA;6988
BURITIZAL;6883
BURITAMA;25223
BURI;28123
BROTAS;35832
BRODOWSKI;37551
BREJO ALEGRE;4520
BRAÚNA;9059
BRAGANÇA PAULISTA;257722
BOTUCATU;186534
BOREBI;4069
BORBOREMA;24566
BORACÉIA;7126
BORÁ;1671
BOM SUCESSO DE ITARARÉ;5497
BOM JESUS DOS PERDÕES;38070
BOITUVA;88614
BOFETE;16838
BOCAINA;17186
BOA ESPERANÇA DO SUL;21172
BIRITIBA MIRIM;47208
BIRIGUI;183483
BILAC;12278
BERTIOGA;90240
BERNARDINO DE CAMPOS;17820
BENTO DE ABREU;4173
BEBEDOURO;121023
BAURU;569589
BATATAIS;94885
BASTOS;31281
BARUERI;401408
BARRINHA;46042
BARRETOS;191275
BARRA DO TURVO;12246
BARRA DO CHAPÉU;8395
BARRA BONITA;54860
BARIRI;48582
BARBOSA;9928
BARÃO DE ANTONINA;5254
BANANAL;16504
BÁLSAMO;13797
BALBINOS;11038
BADY BASSITT;28514
AVARÉ;139565
AVANHANDAVA;18513
AVAÍ;7920
AURIFLAMA;22651
ATIBAIA;220244
ASSIS;153349
ASPÁSIA;2877
ARUJÁ;134831
ARTUR NOGUEIRA;78542
ARIRANHA;13880
AREIÓPOLIS;15850
AREIAS;5648
AREALVA;13196
ARCO-ÍRIS;3102
ARARAS;184713
ARARAQUARA;360219
ARAPEÍ;3909
ARANDU;9642
ARAMINA;8864
ARAÇOIABA DA SERRA;48165
ARAÇATUBA;299576
ARAÇARIGUAMA;29731
APIAÍ;35788
APARECIDA D'OESTE;6754
APARECIDA;52074
ANHUMAS;6245
ANHEMBI;9695
ANGATUBA;33433
ANDRADINA;87067
ANALÂNDIA;6751
AMPARO;110289
AMÉRICO DE CAMPOS;9304
AMÉRICO BRASILIENSE;59089
AMERICANA;357733
ALVINLÂNDIA;4692
ÁLVARO DE CARVALHO;8566
ÁLVARES MACHADO;37080
ÁLVARES FLORENCE;6594
ALUMÍNIO;26332
ALTO ALEGRE;6770
ALTINÓPOLIS;25948
ALTAIR;6083
ALFREDO MARCONDES;6649
ALAMBARI;8414
AGUDOS;57734
ÁGUAS DE SÃO PEDRO;7308
ÁGUAS DE SANTA BÁRBARA;9143
ÁGUAS DE LINDÓIA;31030
ÁGUAS DA PRATA;12475
AGUAÍ;52764
ADOLFO;6054
ADAMANTINA;54321
