Municipio;Qtd-Doses-Distribuidas
ITOBI;1802
ITIRAPUÃ;1500
ITIRAPINA;3099
ITATINGA;3300
ITATIBA;24287
ITARIRI;3238
ITARARÉ;10483
ITAQUAQUECETUBA;42135
ITAPURA;1033
ITAPUÍ;2607
ITAPORANGA;3942
ITÁPOLIS;10803
ITAPIRAPUÃ PAULISTA;807
ITAPIRA;20014
ITAPEVI;30686
ITAPEVA;18904
ITAPETININGA;34288
ITAPECERICA DA SERRA;26788
ITAOCA;1079
ITANHAÉM;26410
ITAJU;835
ITAJOBI;4606
ITAÍ;4549
ITABERÁ;3963
IRAPURU;1897
IRAPUÃ;1720
IRACEMÁPOLIS;4426
IPUÃ;2860
IPORANGA;1565
IPIGUÁ;1278
IPEÚNA;1180
IPERÓ;4614
IPAUSSU;3133
INÚBIA PAULISTA;1015
INDIAPORÃ;1413
INDIANA;1298
INDAIATUBA;47045
ILHABELA;6096
ILHA SOLTEIRA;7899
ILHA COMPRIDA;2837
IGUAPE;8115
IGARATÁ;2198
IGARAPAVA;6564
IGARAÇU DO TIETÊ;4219
IEPÊ;2125
ICÉM;1763
IBIÚNA;17675
IBITINGA;13108
IBIRAREMA;1811
IBIRÁ;3151
IBATÉ;5067
IARAS;1118
IACRI;1712
IACANGA;2619
HORTOLÂNDIA;37713
HOLAMBRA;2574
HERCULÂNDIA;2175
GUZOLÂNDIA;1003
GUATAPARÁ;1595
GUARULHOS;222810
GUARUJÁ;62245
GUARIBA;6218
GUAREÍ;2435
GUARATINGUETÁ;29848
GUARAREMA;6278
GUARARAPES;8014
GUARANTÃ;1428
GUARANI D'OESTE;557
GUARACI;2598
GUARAÇAÍ;2470
GUARÁ;4405
GUAPIARA;3949
GUAPIAÇU;4648
GUAÍRA;8618
GUAIMBÊ;1461
GUAIÇARA;2252
GLICÉRIO;1096
GETULINA;2715
GENERAL SALGADO;3203
GAVIÃO PEIXOTO;907
GASTÃO VIDIGAL;995
GARÇA;11832
GÁLIA;2078
GABRIEL MONTEIRO;804
FRANCO DA ROCHA;25281
FRANCISCO MORATO;22953
FRANCA;72506
FLORÍNEA;836
FLÓRIDA PAULISTA;2968
FLOREAL;1079
FLORA RICA;678
FERRAZ DE VASCONCELOS;27339
FERNÃO;508
FERNANDÓPOLIS;22243
FERNANDO PRESTES;1960
FARTURA;4112
EUCLIDES DA CUNHA PAULISTA;1894
ESTRELA DO NORTE;578
ESTRELA D'OESTE;2486
ESTIVA GERBI;1861
ESPÍRITO SANTO DO TURVO;780
ESPÍRITO SANTO DO PINHAL;11703
ENGENHEIRO COELHO;2771
EMILIANÓPOLIS;891
EMBU-GUAÇU;12765
EMBU DAS ARTES;36197
EMBAÚBA;634
ELISIÁRIO;793
ELIAS FAUSTO;3056
ELDORADO;5534
ECHAPORÃ;2002
DUMONT;1637
DUARTINA;3558
DRACENA;15366
DOURADO;2434
DOLCINÓPOLIS;666
DOIS CÓRREGOS;6037
DOBRADA;1390
DIVINOLÂNDIA;3643
DIRCE REIS;583
DIADEMA;67813
DESCALVADO;8633
CUNHA;5247
CUBATÃO;21553
CRUZEIRO;18075
CRUZÁLIA;555
CRISTAIS PAULISTA;1707
CRAVINHOS;7135
COTIA;40747
COSMORAMA;2261
COSMÓPOLIS;10560
CORUMBATAÍ;940
CORONEL MACEDO;1121
COROADOS;1195
CORDEIRÓPOLIS;5207
CONCHAS;4324
CONCHAL;4889
COLÔMBIA;1478
COLINA;4377
CLEMENTINA;1460
CHAVANTES;2677
CHARQUEADA;3192
CESÁRIO LANGE;3320
CERQUILHO;9366
CERQUEIRA CÉSAR;4364
CEDRAL;3082
CATIGUÁ;1602
CATANDUVA;37657
CASTILHO;5052
CÁSSIA DOS COQUEIROS;702
CASA BRANCA;8278
CARDOSO;3429
CARAPICUÍBA;62999
CARAGUATATUBA;26840
CAPIVARI;10467
CAPELA DO ALTO;3350
CAPÃO BONITO;9191
CANITAR;768
CÂNDIDO RODRIGUES;920
CÂNDIDO MOTA;7268
CANAS;822
CANANÉIA;3049
CAMPOS NOVOS PAULISTA;1140
CAMPOS DO JORDÃO;9461
CAMPO LIMPO PAULISTA;14219
CAMPINAS;303644
CAMPINA DO MONTE ALEGRE;1251
CAJURU;6310
CAJOBI;2639
CAJATI;5321
CAJAMAR;10131
CAIUÁ;1502
CAIEIRAS;16232
CAIABU;1097
CAFELÂNDIA;4620
CACONDE;4825
CACHOEIRA PAULISTA;8171
CAÇAPAVA;21356
CABREÚVA;7048
CABRÁLIA PAULISTA;1004
BURITIZAL;1207
BURITAMA;4017
BURI;3498
BROTAS;5134
BRODOWSKI;5556
BREJO ALEGRE;760
BRAÚNA;1564
BRAGANÇA PAULISTA;40162
BOTUCATU;41929
BOREBI;551
BORBOREMA;3909
BORACÉIA;1198
BORÁ;262
BOM SUCESSO DE ITARARÉ;566
BOM JESUS DOS PERDÕES;4086
BOITUVA;10193
BOFETE;2519
BOCAINA;2452
BOA ESPERANÇA DO SUL;2599
BIRITIBA MIRIM;5562
BIRIGUI;27376
BILAC;2325
BERTIOGA;9978
BERNARDINO DE CAMPOS;3279
BENTO DE ABREU;579
BEBEDOURO;22107
BAURU;107577
BATATAIS;15221
BASTOS;4771
BARUERI;48462
BARRINHA;4576
BARRETOS;36321
BARRA DO TURVO;3018
BARRA DO CHAPÉU;1124
BARRA BONITA;9490
BARIRI;8872
BARBOSA;1619
BARÃO DE ANTONINA;981
BANANAL;2961
BÁLSAMO;2496
BALBINOS;434
BADY BASSITT;3943
AVARÉ;22294
AVANHANDAVA;1952
AVAÍ;1965
AURIFLAMA;4193
ATIBAIA;35613
ASSIS;28437
ASPÁSIA;570
ARUJÁ;14514
ARTUR NOGUEIRA;9651
ARIRANHA;2136
AREIÓPOLIS;1751
AREIAS;908
AREALVA;2543
ARCO-ÍRIS;922
ARARAS;31057
ARARAQUARA;64004
ARAPEÍ;628
ARANDU;1365
ARAMINA;1289
ARAÇOIABA DA SERRA;6738
ARAÇATUBA;54793
ARAÇARIGUAMA;2896
APIAÍ;4979
APARECIDA D'OESTE;1464
APARECIDA;8048
ANHUMAS;986
ANHEMBI;1277
ANGATUBA;5074
ANDRADINA;16367
ANALÂNDIA;1131
AMPARO;18730
AMÉRICO DE CAMPOS;1731
AMÉRICO BRASILIENSE;7368
AMERICANA;55941
ALVINLÂNDIA;699
ÁLVARO DE CARVALHO;891
ÁLVARES MACHADO;5986
ÁLVARES FLORENCE;1291
ALUMÍNIO;2907
ALTO ALEGRE;1421
ALTINÓPOLIS;4460
ALTAIR;883
ALFREDO MARCONDES;1545
ALAMBARI;1142
AGUDOS;10258
ÁGUAS DE SÃO PEDRO;1542
ÁGUAS DE SANTA BÁRBARA;1521
ÁGUAS DE LINDÓIA;4823
ÁGUAS DA PRATA;2531
AGUAÍ;6773
ADOLFO;1104
ADAMANTINA;11379
