Municipio;Qtd-Doses-Distribuidas
SÃO LUIZ DO PARAITINGA;5343
SÃO LOURENÇO DA SERRA;6484
SÃO JOSÉ DOS CAMPOS;345096
SÃO JOSÉ DO RIO PRETO;244919
SÃO JOSÉ DO RIO PARDO;31038
SÃO JOSÉ DO BARREIRO;2065
SÃO JOSÉ DA BELA VISTA;3448
SÃO JOAQUIM DA BARRA;25094
SÃO JOÃO DO PAU D'ALHO;1435
SÃO JOÃO DE IRACEMA;1104
SÃO JOÃO DAS DUAS PONTES;1312
SÃO JOÃO DA BOA VISTA;52847
SÃO FRANCISCO;1733
SÃO CARLOS;126300
SÃO CAETANO DO SUL;112649
SÃO BERNARDO DO CAMPO;379907
SÃO BENTO DO SAPUCAÍ;5893
SANTOS;310982
SANTÓPOLIS DO AGUAPEÍ;2026
SANTO EXPEDITO;1731
SANTO ANTÔNIO DO PINHAL;3213
SANTO ANTÔNIO DO JARDIM;3110
SANTO ANTÔNIO DO ARACANGUÁ;3671
SANTO ANTÔNIO DE POSSE;9437
SANTO ANTÔNIO DA ALEGRIA;3672
SANTO ANDRÉ;380201
SANTO ANASTÁCIO;11009
SANTANA DE PARNAÍBA;56885
SANTANA DA PONTE PENSA;1068
SANTA SALETE;1055
SANTA ROSA DE VITERBO;12893
SANTA RITA DO PASSA QUATRO;16383
SANTA RITA D'OESTE;1743
SANTA MERCEDES;1451
SANTA MARIA DA SERRA;2549
SANTA LÚCIA;3219
SANTA ISABEL;23558
SANTA GERTRUDES;9151
SANTA FÉ DO SUL;21103
SANTA ERNESTINA;2277
SANTA CRUZ DO RIO PARDO;23820
SANTA CRUZ DAS PALMEIRAS;13430
SANTA CRUZ DA ESPERANÇA;1190
SANTA CRUZ DA CONCEIÇÃO;2566
SANTA CLARA D'OESTE;1234
SANTA BRANCA;7089
SANTA BÁRBARA D'OESTE;84203
SANTA ALBERTINA;3604
SANTA ADÉLIA;7432
SANDOVALINA;1801
SALTO GRANDE;4395
SALTO DE PIRAPORA;19781
SALTO;51009
SALTINHO;3936
SALMOURÃO;2441
SALESÓPOLIS;7613
SALES OLIVEIRA;5878
SALES;3195
SAGRES;1397
SABINO;3224
RUBINÉIA;1907
RUBIÁCEA;1385
ROSEIRA;4520
ROSANA;8970
RIVERSUL;2843
RIOLÂNDIA;4699
RIO GRANDE DA SERRA;18328
RIO DAS PEDRAS;12360
RIO CLARO;101324
RINÓPOLIS;5302
RINCÃO;4991
RIFAINA;1941
RIBEIRÃO PRETO;344060
RIBEIRÃO PIRES;58312
RIBEIRÃO GRANDE;3414
RIBEIRÃO DOS ÍNDIOS;1516
RIBEIRÃO DO SUL;2636
RIBEIRÃO CORRENTE;1970
RIBEIRÃO BRANCO;6419
RIBEIRÃO BONITO;5556
RIBEIRA;1704
RESTINGA;2758
REGISTRO;33314
REGINÓPOLIS;3396
REGENTE FEIJÓ;9533
REDENÇÃO DA SERRA;2075
RANCHARIA;14793
RAFARD;3948
QUINTANA;3243
QUELUZ;5105
QUEIROZ;1409
QUATÁ;6034
QUADRA;1585
PROMISSÃO;18235
PRESIDENTE VENCESLAU;22059
PRESIDENTE PRUDENTE;124896
PRESIDENTE EPITÁCIO;19591
PRESIDENTE BERNARDES;8588
PRESIDENTE ALVES;2428
PRATÂNIA;1945
PRAIA GRANDE;151377
PRADÓPOLIS;7500
PRACINHA;1195
POTIRENDABA;8512
POTIM;8057
PORTO FERREIRA;26006
PORTO FELIZ;22878
PORANGABA;5175
POPULINA;2519
PONTES GESTAL;1397
PONTALINDA;1889
PONTAL;14566
PONGAÍ;2061
POMPÉIA;11979
POLONI;3030
POÁ;46357
PLATINA;1618
PLANALTO;2211
PITANGUEIRAS;14483
PIRATININGA;7572
PIRASSUNUNGA;38539
PIRAPOZINHO;12901
PIRAPORA DO BOM JESUS;6631
PIRANGI;5836
PIRAJUÍ;12569
PIRAJU;15421
PIRACICABA;194018
PIRACAIA;12841
PIQUETE;7124
PIQUEROBI;2158
PINHALZINHO;7424
PINDORAMA;8535
PINDAMONHANGABA;70730
PILAR DO SUL;13135
PIEDADE;24906
PIACATU;2850
PERUÍBE;35822
PEREIRAS;3585
PEREIRA BARRETO;12691
PENÁPOLIS;33348
PEDRO DE TOLEDO;5813
PEDRINHAS PAULISTA;1606
PEDREIRA;22264
PEDREGULHO;7320
PEDRANÓPOLIS;1569
PEDRA BELA;2959
PEDERNEIRAS;19170
PAULO DE FARIA;4902
PAULISTÂNIA;934
PAULÍNIA;40337
PAULICÉIA;2929
PATROCÍNIO PAULISTA;6592
PARISI;1350
PARIQUERA-AÇU;10917
PARDINHO;2907
PARAPUÃ;5860
PARANAPUÃ;2062
PARANAPANEMA;8181
PARAÍSO;3156
PARAIBUNA;8614
PARAGUAÇU PAULISTA;20718
PANORAMA;6841
PALMITAL;12042
PALMEIRA D'OESTE;5541
PALMARES PAULISTA;3922
PALESTINA;6636
PACAEMBU;6916
OUROESTE;4790
OURO VERDE;4631
OURINHOS;56204
OSVALDO CRUZ;18400
OSCAR BRESSANE;1782
OSASCO;301959
ORLÂNDIA;20068
ORINDIÚVA;2439
ORIENTE;3425
ONDA VERDE;2088
OLÍMPIA;27295
ÓLEO;1521
OCAUÇU;2054
NUPORANGA;3713
NOVO HORIZONTE;19643
NOVAIS;1943
NOVA ODESSA;23618
NOVA LUZITÂNIA;1862
NOVA INDEPENDÊNCIA;1548
NOVA GUATAPORANGA;1392
NOVA GRANADA;9750
NOVA EUROPA;4158
NOVA CASTILHO;646
NOVA CANAÃ PAULISTA;1353
NOVA CAMPINA;3191
NOVA ALIANÇA;3419
NIPOÃ;2022
NHANDEARA;7083
NEVES PAULISTA;5603
NAZARÉ PAULISTA;9318
NATIVIDADE DA SERRA;3915
NARANDIBA;2044
NANTES;1249
MURUTINGA DO SUL;2605
MOTUCA;1979
MORUNGABA;5746
MORRO AGUDO;12588
MONTEIRO LOBATO;2524
MONTE MOR;22693
MONTE CASTELO;2409
MONTE AZUL PAULISTA;10086
MONTE APRAZÍVEL;12679
MONTE ALTO;25441
MONTE ALEGRE DO SUL;4206
MONGAGUÁ;28165
MONÇÕES;1376
MOMBUCA;1604
MOGI MIRIM;45942
MOGI GUAÇU;71482
MOGI DAS CRUZES;187459
MOCOCA;36294
MIRASSOLÂNDIA;2489
MIRASSOL;29541
MIRANTE DO PARANAPANEMA;9588
MIRANDÓPOLIS;15378
MIRACATU;9732
MIRA ESTRELA;1903
MINEIROS DO TIETÊ;5690
MIGUELÓPOLIS;9790
MESÓPOLIS;1154
MERIDIANO;2148
MENDONÇA;3060
MAUÁ;177247
MATÃO;38913
MARTINÓPOLIS;12786
MARINÓPOLIS;1212
MARÍLIA;136741
MARIÁPOLIS;1908
MARAPOAMA;1806
MARACAÍ;6471
MARABÁ PAULISTA;2089
MANDURI;4498
MAIRIPORÃ;39326
MAIRINQUE;20547
MAGDA;1892
MACEDÔNIA;2243
MACAUBAL;4478
MACATUBA;7520
LUTÉCIA;1506
LUPÉRCIO;2147
LUIZIÂNIA;2392
LUÍS ANTÔNIO;4995
LUCIANÓPOLIS;1421
LUCÉLIA;10756
LOUVEIRA;15313
LOURDES;1408
LORENA;41765
LINS;41350
LINDÓIA;3657
LIMEIRA;139231
LENÇÓIS PAULISTA;28308
LEME;42312
LAVRINHAS;2582
LAVÍNIA;3752
LARANJAL PAULISTA;14043
LAGOINHA;2971
JUQUITIBA;13038
JUQUIÁ;9246
JUNQUEIRÓPOLIS;10492
JUNDIAÍ;206572
JUMIRIM;1281
JÚLIO MESQUITA;2105
JOSÉ BONIFÁCIO;16992
JOÃO RAMALHO;1743
JOANÓPOLIS;6647
JERIQUARA;1403
JAÚ;75323
JARINU;12884
JARDINÓPOLIS;18780
JANDIRA;42410
JAMBEIRO;2641
JALES;31975
JAGUARIÚNA;23089
JACUPIRANGA;7711
JACI;3524
JACAREÍ;106825
JABOTICABAL;40071
JABORANDI;3207
ITUVERAVA;22921
ITUPEVA;19926
ITU;74184
ITOBI;4179
ITIRAPUÃ;3195
ITIRAPINA;6625
ITATINGA;7321
ITATIBA;52182
ITARIRI;6840
ITARARÉ;21757
ITAQUAQUECETUBA;114876
ITAPURA;2248
ITAPUÍ;5623
ITAPORANGA;7622
ITÁPOLIS;21124
ITAPIRAPUÃ PAULISTA;1646
ITAPIRA;39379
ITAPEVI;75751
ITAPEVA;40198
ITAPETININGA;71526
ITAPECERICA DA SERRA;67896
ITAOCA;2020
ITANHAÉM;54027
ITAJU;1659
ITAJOBI;8737
ITAÍ;10451
ITABERÁ;8335
IRAPURU;3937
IRAPUÃ;3606
IRACEMÁPOLIS;10020
IPUÃ;6145
IPORANGA;2518
IPIGUÁ;2674
IPEÚNA;2800
IPERÓ;11927
IPAUSSU;6422
INÚBIA PAULISTA;2031
INDIAPORÃ;2524
INDIANA;2641
INDAIATUBA;107322
ILHABELA;14184
ILHA SOLTEIRA;15187
ILHA COMPRIDA;6055
IGUAPE;15595
IGARATÁ;4494
IGARAPAVA;13498
IGARAÇU DO TIETÊ;9689
IEPÊ;4166
ICÉM;3987
IBIÚNA;35217
IBITINGA;27795
IBIRAREMA;3631
IBIRÁ;6188
IBATÉ;12067
IARAS;3273
IACRI;3380
IACANGA;5189
HORTOLÂNDIA;89843
HOLAMBRA;6573
HERCULÂNDIA;4424
GUZOLÂNDIA;2232
GUATAPARÁ;3378
GUARULHOS;521278
GUARUJÁ;139069
GUARIBA;14549
GUAREÍ;6490
GUARATINGUETÁ;65521
GUARAREMA;13236
GUARARAPES;16052
GUARANTÃ;2956
GUARANI D'OESTE;1244
GUARACI;5047
GUARAÇAÍ;4728
GUARÁ;8878
GUAPIARA;8095
GUAPIAÇU;10261
GUAÍRA;18019
GUAIMBÊ;2844
GUAIÇARA;4836
GLICÉRIO;2183
GETULINA;5275
GENERAL SALGADO;6127
GAVIÃO PEIXOTO;2016
GASTÃO VIDIGAL;1987
GARÇA;23209
GÁLIA;3811
GABRIEL MONTEIRO;1564
FRANCO DA ROCHA;57382
FRANCISCO MORATO;57353
FRANCA;154489
FLORÍNEA;1639
FLÓRIDA PAULISTA;6288
FLOREAL;2002
FLORA RICA;1146
FERRAZ DE VASCONCELOS;65249
FERNÃO;963
FERNANDÓPOLIS;42025
FERNANDO PRESTES;3454
FARTURA;8477
EUCLIDES DA CUNHA PAULISTA;3899
ESTRELA DO NORTE;1312
ESTRELA D'OESTE;4665
ESTIVA GERBI;4590
ESPÍRITO SANTO DO TURVO;1752
ESPÍRITO SANTO DO PINHAL;22707
ENGENHEIRO COELHO;6889
EMILIANÓPOLIS;1666
EMBU-GUAÇU;30987
EMBU DAS ARTES;88283
EMBAÚBA;1321
ELISIÁRIO;1666
ELIAS FAUSTO;6964
ELDORADO;8939
ECHAPORÃ;3552
DUMONT;3748
DUARTINA;6815
DRACENA;27746
DOURADO;4658
DOLCINÓPOLIS;1301
DOIS CÓRREGOS;11956
DOBRADA;3006
DIVINOLÂNDIA;6917
DIRCE REIS;1069
DIADEMA;162877
DESCALVADO;16620
CUNHA;10781
CUBATÃO;51165
CRUZEIRO;37549
CRUZÁLIA;1233
CRISTAIS PAULISTA;3810
CRAVINHOS;15380
COTIA;99298
COSMORAMA;4450
COSMÓPOLIS;24440
CORUMBATAÍ;1925
CORONEL MACEDO;2368
COROADOS;2641
CORDEIRÓPOLIS;11442
CONCHAS;8499
CONCHAL;10878
COLÔMBIA;2958
COLINA;8879
CLEMENTINA;3090
CHAVANTES;5616
CHARQUEADA;6937
CESÁRIO LANGE;7205
CERQUILHO;20360
CERQUEIRA CÉSAR;8945
CEDRAL;5702
CATIGUÁ;3375
CATANDUVA;70938
CASTILHO;10760
CÁSSIA DOS COQUEIROS;1493
CASA BRANCA;15867
CARDOSO;6872
CARAPICUÍBA;145656
CARAGUATATUBA;59703
CAPIVARI;22419
CAPELA DO ALTO;7904
CAPÃO BONITO;19607
CANITAR;1909
CÂNDIDO RODRIGUES;1813
CÂNDIDO MOTA;15236
CANAS;1815
CANANÉIA;6288
CAMPOS NOVOS PAULISTA;2274
CAMPOS DO JORDÃO;21574
CAMPO LIMPO PAULISTA;33935
CAMPINAS;603033
CAMPINA DO MONTE ALEGRE;2863
CAJURU;12345
CAJOBI;5225
CAJATI;12085
CAJAMAR;26596
CAIUÁ;2988
CAIEIRAS;38763
CAIABU;2230
CAFELÂNDIA;8900
CACONDE;9418
CACHOEIRA PAULISTA;16999
CAÇAPAVA;42946
CABREÚVA;17420
CABRÁLIA PAULISTA;2070
BURITIZAL;2444
BURITAMA;8490
BURI;7562
BROTAS;10727
BRODOWSKI;11416
BREJO ALEGRE;1469
BRAÚNA;2974
BRAGANÇA PAULISTA;83422
BOTUCATU;71449
BOREBI;1173
BORBOREMA;8169
BORACÉIA;2256
BORÁ;555
BOM SUCESSO DE ITARARÉ;1329
BOM JESUS DOS PERDÕES;9563
BOITUVA;23269
BOFETE;5311
BOCAINA;5083
BOA ESPERANÇA DO SUL;5916
BIRITIBA MIRIM;12377
BIRIGUI;56787
BILAC;4532
BERTIOGA;23931
BERNARDINO DE CAMPOS;6021
BENTO DE ABREU;1249
BEBEDOURO;42589
BAURU;207584
BATATAIS;31651
BASTOS;10017
BARUERI;112830
BARRINHA;10793
BARRETOS;69989
BARRA DO TURVO;4869
BARRA DO CHAPÉU;2391
BARRA BONITA;18486
BARIRI;16939
BARBOSA;3228
BARÃO DE ANTONINA;1883
BANANAL;5813
BÁLSAMO;4740
BALBINOS;1736
BADY BASSITT;8973
AVARÉ;44908
AVANHANDAVA;4659
AVAÍ;3157
AURIFLAMA;7963
ATIBAIA;71660
ASSIS;55354
ASPÁSIA;1085
ARUJÁ;34374
ARTUR NOGUEIRA;20810
ARIRANHA;4482
AREIÓPOLIS;3960
AREIAS;1823
AREALVA;4815
ARCO-ÍRIS;1426
ARARAS;62690
ARARAQUARA;123173
ARAPEÍ;1215
ARANDU;2971
ARAMINA;2610
ARAÇOIABA DA SERRA;15024
ARAÇATUBA;107630
ARAÇARIGUAMA;7384
APIAÍ;10811
APARECIDA D'OESTE;2676
APARECIDA;16977
ANHUMAS;1975
ANHEMBI;2993
ANGATUBA;11272
ANDRADINA;30564
ANALÂNDIA;2248
AMPARO;37315
AMÉRICO DE CAMPOS;3377
AMÉRICO BRASILIENSE;15851
AMERICANA;117214
ALVINLÂNDIA;1533
ÁLVARO DE CARVALHO;1951
ÁLVARES MACHADO;11857
ÁLVARES FLORENCE;2788
ALUMÍNIO;6616
ALTO ALEGRE;2514
ALTINÓPOLIS;8643
ALTAIR;1725
ALFREDO MARCONDES;2697
ALAMBARI;2615
AGUDOS;19063
ÁGUAS DE SÃO PEDRO;2728
ÁGUAS DE SANTA BÁRBARA;3389
ÁGUAS DE LINDÓIA;10529
ÁGUAS DA PRATA;4857
AGUAÍ;14764
ADOLFO;2262
ADAMANTINA;21809
