Municipio;Qtd-Doses-Distribuidas
BOM JESUS DOS PERDÕES;34796
BOITUVA;81825
BOFETE;15575
BOCAINA;15957
BOA ESPERANÇA DO SUL;18844
BIRITIBA MIRIM;42567
BIRIGUI;171182
BILAC;11434
BERTIOGA;82975
BERNARDINO DE CAMPOS;16745
BENTO DE ABREU;3882
BEBEDOURO;111323
BAURU;538758
BATATAIS;88351
BASTOS;28709
BARUERI;370829
BARRINHA;42256
BARRETOS;177964
BARRA DO TURVO;10912
BARRA DO CHAPÉU;7837
BARRA BONITA;51352
BARIRI;45502
BARBOSA;9235
BARÃO DE ANTONINA;4904
BANANAL;14973
BÁLSAMO;12456
BALBINOS;9535
BADY BASSITT;25048
AVARÉ;130266
AVANHANDAVA;17188
AVAÍ;7474
AURIFLAMA;20616
ATIBAIA;205230
ASSIS;141544
ASPÁSIA;2683
ARUJÁ;123999
ARTUR NOGUEIRA;73092
ARIRANHA;12953
AREIÓPOLIS;14653
AREIAS;5293
AREALVA;12399
ARCO-ÍRIS;2902
ARARAS;170374
ARARAQUARA;336857
ARAPEÍ;3570
ARANDU;8887
ARAMINA;7932
ARAÇOIABA DA SERRA;43992
ARAÇATUBA;278758
ARAÇARIGUAMA;26632
APIAÍ;33667
APARECIDA D'OESTE;6138
APARECIDA;48491
ANHUMAS;5660
ANHEMBI;9038
ANGATUBA;31075
ANDRADINA;79452
ANALÂNDIA;6281
AMPARO;102359
AMÉRICO DE CAMPOS;8702
AMÉRICO BRASILIENSE;53740
AMERICANA;331653
ALVINLÂNDIA;4300
ÁLVARO DE CARVALHO;7813
ÁLVARES MACHADO;34214
ÁLVARES FLORENCE;6131
ALUMÍNIO;24623
ALTO ALEGRE;6350
ALTINÓPOLIS;23488
ALTAIR;5649
ALFREDO MARCONDES;6141
ALAMBARI;7878
AGUDOS;52560
ÁGUAS DE SÃO PEDRO;5701
ÁGUAS DE SANTA BÁRBARA;8664
ÁGUAS DE LINDÓIA;28748
ÁGUAS DA PRATA;11750
AGUAÍ;47290
ADOLFO;5431
ADAMANTINA;49777
