Municipio;Qtd-Doses-Distribuidas
ZACARIAS;1050
VOTUPORANGA;42511
VOTORANTIM;35831
VITÓRIA BRASIL;778
VISTA ALEGRE DO ALTO;2229
VIRADOURO;6229
VINHEDO;26387
VERA CRUZ;4517
VÁRZEA PAULISTA;30270
VARGEM GRANDE PAULISTA;14904
VARGEM GRANDE DO SUL;14992
VARGEM;4007
VALPARAÍSO;8338
VALINHOS;43805
VALENTIM GENTIL;3983
URUPÊS;5622
URU;606
URÂNIA;4256
UNIÃO PAULISTA;600
UCHOA;4161
UBIRAJARA;1730
UBATUBA;28173
UBARANA;1626
TURMALINA;1092
TURIÚBA;978
TUPI PAULISTA;7269
TUPÃ;32218
TUIUTI;2667
TRÊS FRONTEIRAS;2586
TREMEMBÉ;16073
TRABIJU;654
TORRINHA;4073
TORRE DE PEDRA;1065
TIMBURI;1216
TIETÊ;14163
TERRA ROXA;3249
TEODORO SAMPAIO;6672
TEJUPÁ;1398
TAUBATÉ;111547
TATUÍ;41938
TARUMÃ;4101
TARABAI;2211
TAQUARIVAÍ;1477
TAQUARITUBA;8278
TAQUARITINGA;22421
TAQUARAL;1104
TAPIRATIBA;4959
TAPIRAÍ;2619
TANABI;10649
TAMBAÚ;8578
TAIÚVA;2614
TAIAÇU;2474
TAGUAÍ;3511
TACIBA;2104
TABOÃO DA SERRA;84255
TABATINGA;4903
TABAPUÃ;4743
SUZANO;80627
SUZANÁPOLIS;2278
SUMARÉ;73443
SUD MENNUCCI;2878
SOROCABA;225315
SOCORRO;17184
SILVEIRAS;2216
SEVERÍNIA;4669
SETE BARRAS;4331
SERTÃOZINHO;39235
SERRANA;9683
SERRA NEGRA;12579
SERRA AZUL;3561
SEBASTIANÓPOLIS DO SUL;1371
SARUTAIÁ;1381
SARAPUÍ;2998
SÃO VICENTE;115901
SÃO SIMÃO;6045
SÃO SEBASTIÃO DA GRAMA;4525
SÃO SEBASTIÃO;22730
SÃO ROQUE;33160
SÃO PEDRO DO TURVO;2709
SÃO PEDRO;13851
SÃO PAULO;4310859
SÃO MIGUEL ARCANJO;10311
SÃO MANUEL;13653
SÃO LUIZ DO PARAITINGA;3956
SÃO LOURENÇO DA SERRA;4634
SÃO JOSÉ DOS CAMPOS;264664
SÃO JOSÉ DO RIO PRETO;191794
SÃO JOSÉ DO RIO PARDO;24514
SÃO JOSÉ DO BARREIRO;1548
SÃO JOSÉ DA BELA VISTA;2493
SÃO JOAQUIM DA BARRA;18849
SÃO JOÃO DO PAU D'ALHO;1165
SÃO JOÃO DE IRACEMA;854
SÃO JOÃO DAS DUAS PONTES;986
SÃO JOÃO DA BOA VISTA;40905
SÃO FRANCISCO;1348
SÃO CARLOS;94870
SÃO CAETANO DO SUL;93204
SÃO BERNARDO DO CAMPO;278280
SÃO BENTO DO SAPUCAÍ;4458
SANTOS;237178
SANTÓPOLIS DO AGUAPEÍ;1506
SANTO EXPEDITO;1362
SANTO ANTÔNIO DO PINHAL;2385
SANTO ANTÔNIO DO JARDIM;2379
SANTO ANTÔNIO DO ARACANGUÁ;2721
SANTO ANTÔNIO DE POSSE;6777
SANTO ANTÔNIO DA ALEGRIA;2907
SANTO ANDRÉ;283300
SANTO ANASTÁCIO;8479
SANTANA DE PARNAÍBA;39194
SANTANA DA PONTE PENSA;863
SANTA SALETE;840
SANTA ROSA DE VITERBO;9780
SANTA RITA DO PASSA QUATRO;13168
SANTA RITA D'OESTE;1262
SANTA MERCEDES;1090
SANTA MARIA DA SERRA;1887
SANTA LÚCIA;2294
SANTA ISABEL;17068
SANTA GERTRUDES;5868
SANTA FÉ DO SUL;16532
SANTA ERNESTINA;1565
SANTA CRUZ DO RIO PARDO;18493
SANTA CRUZ DAS PALMEIRAS;9815
SANTA CRUZ DA ESPERANÇA;885
SANTA CRUZ DA CONCEIÇÃO;1931
SANTA CLARA D'OESTE;906
SANTA BRANCA;5398
SANTA BÁRBARA D'OESTE;63095
SANTA ALBERTINA;2635
SANTA ADÉLIA;5674
SANDOVALINA;1351
SALTO GRANDE;3360
SALTO DE PIRAPORA;14830
SALTO;37714
SALTINHO;2944
SALMOURÃO;1787
SALESÓPOLIS;5199
SALES OLIVEIRA;4543
SALES;2505
SAGRES;1037
SABINO;2504
RUBINÉIA;1542
RUBIÁCEA;980
ROSEIRA;3320
ROSANA;7128
RIVERSUL;2199
RIOLÂNDIA;3143
RIO GRANDE DA SERRA;12404
RIO DAS PEDRAS;8745
RIO CLARO;76619
RINÓPOLIS;4043
RINCÃO;3637
RIFAINA;1486
RIBEIRÃO PRETO;259593
RIBEIRÃO PIRES;44036
RIBEIRÃO GRANDE;2412
RIBEIRÃO DOS ÍNDIOS;1191
RIBEIRÃO DO SUL;1906
RIBEIRÃO CORRENTE;1307
RIBEIRÃO BRANCO;4519
RIBEIRÃO BONITO;3961
RIBEIRA;1344
RESTINGA;1990
REGISTRO;24874
REGINÓPOLIS;2274
REGENTE FEIJÓ;7051
REDENÇÃO DA SERRA;1441
RANCHARIA;11283
RAFARD;2936
QUINTANA;2461
QUELUZ;3601
QUEIROZ;1004
QUATÁ;4474
QUADRA;1175
PROMISSÃO;13885
PRESIDENTE VENCESLAU;16714
PRESIDENTE PRUDENTE;98333
PRESIDENTE EPITÁCIO;14383
PRESIDENTE BERNARDES;6891
PRESIDENTE ALVES;1753
PRATÂNIA;1361
PRAIA GRANDE;108876
PRADÓPOLIS;5290
PRACINHA;642
POTIRENDABA;6572
POTIM;5387
PORTO FERREIRA;18808
PORTO FELIZ;17053
PORANGABA;3990
POPULINA;1965
PONTES GESTAL;1016
PONTALINDA;1327
PONTAL;9461
PONGAÍ;1619
POMPÉIA;8741
POLONI;2350
POÁ;33627
PLATINA;1205
PLANALTO;1478
PITANGUEIRAS;10291
PIRATININGA;6032
PIRASSUNUNGA;29729
PIRAPOZINHO;9344
PIRAPORA DO BOM JESUS;4509
PIRANGI;4461
PIRAJUÍ;9664
PIRAJU;11836
PIRACICABA;148229
PIRACAIA;9553
PIQUETE;5599
PIQUEROBI;1661
PINHALZINHO;5795
PINDORAMA;6620
PINDAMONHANGABA;52649
PILAR DO SUL;9350
PIEDADE;17921
PIACATU;2136
PERUÍBE;26671
PEREIRAS;2620
PEREIRA BARRETO;9751
PENÁPOLIS;25878
PEDRO DE TOLEDO;3894
PEDRINHAS PAULISTA;1218
PEDREIRA;15857
PEDREGULHO;5516
PEDRANÓPOLIS;1244
PEDRA BELA;2222
PEDERNEIRAS;14135
PAULO DE FARIA;3412
PAULISTÂNIA;704
PAULÍNIA;28350
PAULICÉIA;2019
PATROCÍNIO PAULISTA;4837
PARISI;1060
PARIQUERA-AÇU;8677
PARDINHO;2070
PARAPUÃ;4480
PARANAPUÃ;1576
PARANAPANEMA;5962
PARAÍSO;2441
PARAIBUNA;6473
PARAGUAÇU PAULISTA;15570
PANORAMA;4888
PALMITAL;9419
PALMEIRA D'OESTE;4406
PALMARES PAULISTA;2443
PALESTINA;4633
PACAEMBU;5085
OUROESTE;3625
OURO VERDE;3525
OURINHOS;42947
OSVALDO CRUZ;14433
OSCAR BRESSANE;1469
OSASCO;212774
ORLÂNDIA;14208
ORINDIÚVA;1629
ORIENTE;2594
ONDA VERDE;1543
OLÍMPIA;20945
ÓLEO;1177
OCAUÇU;1551
NUPORANGA;2863
NOVO HORIZONTE;14728
NOVAIS;1283
NOVA ODESSA;16986
NOVA LUZITÂNIA;1267
NOVA INDEPENDÊNCIA;1098
NOVA GUATAPORANGA;1018
NOVA GRANADA;7096
NOVA EUROPA;2998
NOVA CASTILHO;506
NOVA CANAÃ PAULISTA;999
NOVA CAMPINA;2154
NOVA ALIANÇA;2649
NIPOÃ;1331
NHANDEARA;5596
NEVES PAULISTA;4360
NAZARÉ PAULISTA;6025
NATIVIDADE DA SERRA;3114
NARANDIBA;1451
NANTES;894
MURUTINGA DO SUL;2060
MOTUCA;1474
MORUNGABA;4276
MORRO AGUDO;9023
MONTEIRO LOBATO;1994
MONTE MOR;15021
MONTE CASTELO;1879
MONTE AZUL PAULISTA;7461
MONTE APRAZÍVEL;9649
MONTE ALTO;19626
MONTE ALEGRE DO SUL;3137
MONGAGUÁ;21285
MONÇÕES;1102
MOMBUCA;1213
MOGI MIRIM;35542
MOGI GUAÇU;54837
MOGI DAS CRUZES;137979
MOCOCA;27867
MIRASSOLÂNDIA;1939
MIRASSOL;22019
MIRANTE DO PARANAPANEMA;6987
MIRANDÓPOLIS;11783
MIRACATU;6532
MIRA ESTRELA;1477
MINEIROS DO TIETÊ;4190
