Municipio;Qtd-Doses-Distribuidas
MIGUELÓPOLIS;7172
MESÓPOLIS;886
MERIDIANO;1638
MENDONÇA;2265
MAUÁ;125011
MATÃO;29547
MARTINÓPOLIS;9237
MARINÓPOLIS;932
MARÍLIA;104426
MARIÁPOLIS;1373
MARAPOAMA;1387
MARACAÍ;4875
MARABÁ PAULISTA;1338
MANDURI;3344
MAIRIPORÃ;27484
MAIRINQUE;14477
MAGDA;1496
MACEDÔNIA;1690
MACAUBAL;3508
MACATUBA;5625
LUTÉCIA;1137
LUPÉRCIO;1607
LUIZIÂNIA;1752
LUÍS ANTÔNIO;3510
LUCIANÓPOLIS;1073
LUCÉLIA;7999
LOUVEIRA;10275
LOURDES;1057
LORENA;31699
LINS;31940
LINDÓIA;2560
LIMEIRA;100736
LENÇÓIS PAULISTA;20893
LEME;31377
LAVRINHAS;1842
LAVÍNIA;1968
LARANJAL PAULISTA;10523
LAGOINHA;2222
JUQUITIBA;9217
JUQUIÁ;7136
JUNQUEIRÓPOLIS;7876
JUNDIAÍ;157073
JUMIRIM;895
JÚLIO MESQUITA;1533
JOSÉ BONIFÁCIO;12772
JOÃO RAMALHO;1236
JOANÓPOLIS;5167
JERIQUARA;985
JAÚ;58828
JARINU;9288
JARDINÓPOLIS;14110
JANDIRA;27749
JAMBEIRO;1871
JALES;23210
JAGUARIÚNA;16774
JACUPIRANGA;5786
JACI;2527
JACAREÍ;78144
JABOTICABAL;31141
JABORANDI;2389
ITUVERAVA;17323
ITUPEVA;13224
ITU;53962
ITOBI;2744
ITIRAPUÃ;2234
ITIRAPINA;4633
ITATINGA;5236
ITATIBA;38200
ITARIRI;4955
ITARARÉ;16295
ITAQUAQUECETUBA;73928
ITAPURA;1571
ITAPUÍ;4103
ITAPORANGA;5947
ITÁPOLIS;15846
ITAPIRAPUÃ PAULISTA;1217
ITAPIRA;30534
ITAPEVI;50273
ITAPEVA;29438
ITAPETININGA;53147
ITAPECERICA DA SERRA;45882
ITAOCA;1563
ITANHAÉM;40595
ITAJU;1220
ITAJOBI;6798
ITAÍ;7320
ITABERÁ;6310
IRAPURU;2717
IRAPUÃ;2660
IRACEMÁPOLIS;7057
IPUÃ;4424
IPORANGA;2063
IPIGUÁ;1999
IPEÚNA;1913
IPERÓ;7892
IPAUSSU;4794
INÚBIA PAULISTA;1520
INDIAPORÃ;2029
INDIANA;1928
INDAIATUBA;76505
ILHABELA;9757
ILHA SOLTEIRA;11919
ILHA COMPRIDA;4813
IGUAPE;12225
IGARATÁ;3381
IGARAPAVA;9943
IGARAÇU DO TIETÊ;6910
IEPÊ;3184
ICÉM;2650
IBIÚNA;26742
IBITINGA;20045
IBIRAREMA;2621
IBIRÁ;4690
IBATÉ;8165
IARAS;2027
IACRI;2570
IACANGA;3869
HORTOLÂNDIA;60303
HOLAMBRA;4221
HERCULÂNDIA;3292
GUZOLÂNDIA;1603
GUATAPARÁ;2498
GUARULHOS;365615
GUARUJÁ;97409
GUARIBA;9997
GUAREÍ;3871
GUARATINGUETÁ;48583
GUARAREMA;9815
GUARARAPES;12242
GUARANTÃ;2166
GUARANI D'OESTE;857
GUARACI;3805
GUARAÇAÍ;3651
GUARÁ;6608
GUAPIARA;6055
GUAPIAÇU;7098
GUAÍRA;13365
GUAIMBÊ;2138
GUAIÇARA;3551
GLICÉRIO;1653
GETULINA;3951
GENERAL SALGADO;4792
GAVIÃO PEIXOTO;1375
GASTÃO VIDIGAL;1458
GARÇA;17537
GÁLIA;2979
GABRIEL MONTEIRO;1219
FRANCO DA ROCHA;39646
FRANCISCO MORATO;39447
FRANCA;115529
FLORÍNEA;1289
FLÓRIDA PAULISTA;4403
FLOREAL;1610
FLORA RICA;899
FERRAZ DE VASCONCELOS;45754
FERNÃO;748
FERNANDÓPOLIS;33306
FERNANDO PRESTES;2707
FARTURA;6169
EUCLIDES DA CUNHA PAULISTA;2899
ESTRELA DO NORTE;978
ESTRELA D'OESTE;3624
ESTIVA GERBI;3190
ESPÍRITO SANTO DO TURVO;1257
ESPÍRITO SANTO DO PINHAL;17505
ENGENHEIRO COELHO;4219
EMILIANÓPOLIS;1310
EMBU-GUAÇU;20960
EMBU DAS ARTES;60178
EMBAÚBA;1003
ELISIÁRIO;1215
ELIAS FAUSTO;4929
ELDORADO;7319
ECHAPORÃ;2802
DUMONT;2656
DUARTINA;5312
DRACENA;22056
DOURADO;3590
DOLCINÓPOLIS;1026
DOIS CÓRREGOS;8839
DOBRADA;2136
DIVINOLÂNDIA;5368
DIRCE REIS;844
DIADEMA;111218
DESCALVADO;12780
CUNHA;7976
CUBATÃO;34985
CRUZEIRO;28378
CRUZÁLIA;905
CRISTAIS PAULISTA;2798
CRAVINHOS;11330
COTIA;68084
COSMORAMA;3278
COSMÓPOLIS;16940
CORUMBATAÍ;1439
CORONEL MACEDO;1763
COROADOS;1931
CORDEIRÓPOLIS;7993
CONCHAS;6544
CONCHAL;7753
COLÔMBIA;2247
COLINA;6649
CLEMENTINA;2168
CHAVANTES;4146
CHARQUEADA;4981
CESÁRIO LANGE;5225
CERQUILHO;15025
CERQUEIRA CÉSAR;6620
CEDRAL;4367
CATIGUÁ;2465
CATANDUVA;55880
CASTILHO;7575
CÁSSIA DOS COQUEIROS;1116
CASA BRANCA;12222
CARDOSO;5143
CARAPICUÍBA;101714
CARAGUATATUBA;42033
CAPIVARI;16184
CAPELA DO ALTO;5510
CAPÃO BONITO;14437
CANITAR;1375
CÂNDIDO RODRIGUES;1315
CÂNDIDO MOTA;11341
CANAS;1294
CANANÉIA;4678
CAMPOS NOVOS PAULISTA;1673
CAMPOS DO JORDÃO;15201
CAMPO LIMPO PAULISTA;23336
CAMPINAS;464229
CAMPINA DO MONTE ALEGRE;1917
CAJURU;9440
CAJOBI;4042
CAJATI;8275
CAJAMAR;16708
CAIUÁ;2280
CAIEIRAS;26958
CAIABU;1645
CAFELÂNDIA;6915
CACONDE;7230
CACHOEIRA PAULISTA;12525
CAÇAPAVA;32387
CABREÚVA;11161
CABRÁLIA PAULISTA;1525
BURITIZAL;1778
BURITAMA;6262
BURI;5567
BROTAS;8028
BRODOWSKI;8503
BREJO ALEGRE;1109
BRAÚNA;2235
BRAGANÇA PAULISTA;64042
BOTUCATU;63329
BOREBI;883
BORBOREMA;5903
BORACÉIA;1731
BORÁ;409
BOM SUCESSO DE ITARARÉ;924
BOM JESUS DOS PERDÕES;6527
BOITUVA;16234
BOFETE;4011
BOCAINA;3708
BOA ESPERANÇA DO SUL;4067
BIRITIBA MIRIM;8787
BIRIGUI;42867
BILAC;3380
BERTIOGA;16280
BERNARDINO DE CAMPOS;4702
BENTO DE ABREU;903
BEBEDOURO;32939
BAURU;161179
BATATAIS;23986
BASTOS;7355
BARUERI;80444
BARRINHA;7348
BARRETOS;54631
BARRA DO TURVO;3979
BARRA DO CHAPÉU;1796
BARRA BONITA;14361
BARIRI;13044
BARBOSA;2428
BARÃO DE ANTONINA;1439
BANANAL;4270
BÁLSAMO;3675
BALBINOS;642
BADY BASSITT;6223
AVARÉ;33992
AVANHANDAVA;3119
AVAÍ;2542
AURIFLAMA;6213
ATIBAIA;54536
ASSIS;42527
ASPÁSIA;860
ARUJÁ;24433
ARTUR NOGUEIRA;15100
ARIRANHA;3182
AREIÓPOLIS;2805
AREIAS;1368
AREALVA;3778
ARCO-ÍRIS;1191
ARARAS;47905
ARARAQUARA;95174
ARAPEÍ;940
ARANDU;2153
ARAMINA;1980
ARAÇOIABA DA SERRA;10889
ARAÇATUBA;82342
ARAÇARIGUAMA;4949
APIAÍ;7903
APARECIDA D'OESTE;2143
APARECIDA;12682
ANHUMAS;1500
ANHEMBI;2019
ANGATUBA;7868
ANDRADINA;23954
ANALÂNDIA;1736
AMPARO;28490
AMÉRICO DE CAMPOS;2627
AMÉRICO BRASILIENSE;11341
AMERICANA;87070
ALVINLÂNDIA;1069
ÁLVARO DE CARVALHO;1382
ÁLVARES MACHADO;9031
ÁLVARES FLORENCE;1872
ALUMÍNIO;4679
ALTO ALEGRE;1984
ALTINÓPOLIS;6773
ALTAIR;1270
ALFREDO MARCONDES;2192
ALAMBARI;1828
AGUDOS;15003
ÁGUAS DE SÃO PEDRO;2118
ÁGUAS DE SANTA BÁRBARA;2273
ÁGUAS DE LINDÓIA;7394
ÁGUAS DA PRATA;3812
AGUAÍ;10589
ADOLFO;1667
ADAMANTINA;16797
