Municipio;Qtd-Doses-Distribuidas
ZACARIAS;1686
VOTUPORANGA;65574
VOTORANTIM;65063
VITÓRIA BRASIL;1235
VISTA ALEGRE DO ALTO;4185
VIRADOURO;11176
VINHEDO;45030
VERA CRUZ;7304
VÁRZEA PAULISTA;57277
VARGEM GRANDE PAULISTA;28073
VARGEM GRANDE DO SUL;22685
VARGEM;6403
VALPARAÍSO;14400
VALINHOS;79102
VALENTIM GENTIL;7309
URUPÊS;8948
URU;1063
URÂNIA;6474
UNIÃO PAULISTA;1047
UCHOA;6439
UBIRAJARA;2819
UBATUBA;52286
UBARANA;3092
TURMALINA;1504
TURIÚBA;1453
TUPI PAULISTA;11206
TUPÃ;48053
TUIUTI;4706
TRÊS FRONTEIRAS;4106
TREMEMBÉ;26721
TRABIJU;1074
TORRINHA;6383
TORRE DE PEDRA;1786
TIMBURI;1823
TIETÊ;23563
TERRA ROXA;5066
TEODORO SAMPAIO;12165
TEJUPÁ;2543
TAUBATÉ;192592
TATUÍ;69200
TARUMÃ;7542
TARABAI;3789
TAQUARIVAÍ;2671
TAQUARITUBA;14034
TAQUARITINGA;35175
TAQUARAL;1857
TAPIRATIBA;8017
TAPIRAÍ;4535
TANABI;17047
TAMBAÚ;14017
TAIÚVA;3963
TAIAÇU;3874
TAGUAÍ;6621
TACIBA;3605
TABOÃO DA SERRA;153945
TABATINGA;9084
TABAPUÃ;7816
SUZANO;153898
SUZANÁPOLIS;2370
SUMARÉ;138659
SUD MENNUCCI;4787
SOROCABA;387095
SOCORRO;28158
SILVEIRAS;3565
SEVERÍNIA;8370
SETE BARRAS;7274
SERTÃOZINHO;68230
SERRANA;10607
SERRA NEGRA;19888
SERRA AZUL;6854
SEBASTIANÓPOLIS DO SUL;2218
SARUTAIÁ;2271
SARAPUÍ;5653
SÃO VICENTE;205994
SÃO SIMÃO;9807
SÃO SEBASTIÃO DA GRAMA;7344
SÃO SEBASTIÃO;44502
SÃO ROQUE;55054
SÃO PEDRO DO TURVO;4359
SÃO PEDRO;23176
SÃO PAULO;7723285
SÃO MIGUEL ARCANJO;17948
SÃO MANUEL;22984
SÃO LUIZ DO PARAITINGA;6813
SÃO LOURENÇO DA SERRA;7929
SÃO JOSÉ DOS CAMPOS;413758
SÃO JOSÉ DO RIO PRETO;296331
SÃO JOSÉ DO RIO PARDO;36555
SÃO JOSÉ DO BARREIRO;2498
SÃO JOSÉ DA BELA VISTA;4461
SÃO JOAQUIM DA BARRA;31438
SÃO JOÃO DO PAU D'ALHO;1729
SÃO JOÃO DE IRACEMA;1349
SÃO JOÃO DAS DUAS PONTES;1677
SÃO JOÃO DA BOA VISTA;63924
SÃO FRANCISCO;2132
SÃO CARLOS;161686
SÃO CAETANO DO SUL;129372
SÃO BERNARDO DO CAMPO;475646
SÃO BENTO DO SAPUCAÍ;7454
SANTOS;356370
SANTÓPOLIS DO AGUAPEÍ;2598
SANTO EXPEDITO;2167
SANTO ANTÔNIO DO PINHAL;4098
SANTO ANTÔNIO DO JARDIM;3872
SANTO ANTÔNIO DO ARACANGUÁ;4792
SANTO ANTÔNIO DE POSSE;12009
SANTO ANTÔNIO DA ALEGRIA;4312
SANTO ANDRÉ;473972
SANTO ANASTÁCIO;13768
SANTANA DE PARNAÍBA;73108
SANTANA DA PONTE PENSA;1233
SANTA SALETE;1286
SANTA ROSA DE VITERBO;16017
SANTA RITA DO PASSA QUATRO;19447
SANTA RITA D'OESTE;2207
SANTA MERCEDES;1850
SANTA MARIA DA SERRA;3307
SANTA LÚCIA;4267
