Município;Qtd Dose
IRAPURU;597
ITABERA;1401
ITAÍ;1577
ITAJOBI;1434
ITAJU;282
ITANHAÉM;8673
ITAOCA;541
ITAPECERICA DA SERRA;10830
ITAPETININGA;12998
ITAPEVA;7834
ITAPEVI;12229
ITAPIRA;8352
ITAPIRAPUA PAULISTA;249
ITAPOLIS;3620
ITAPORANGA;1485
ITAPUÍ;912
ITAPURA;337
ITAQUAQUECETUBA;10315
ITARARE;3923
ITARIRI;948
ITATIBA;9539
ITATINGA;1251
ITIRAPINA;1250
ITIRAPUÃ;571
ITOBI;726
ITU;12205
ITUPEVA;2900
ITUVERAVA;5003
JABORANDI;596
JABOTICABAL;7276
JACAREÍ;19602
JACI;925
JACUPIRANGA;1014
JAGUARIUNA;3942
JALES;5676
JAMBEIRO;425
JANDIRA;5850
JARDINOPOLIS;3599
JARINU;2174
JAÚ;17376
JERIQUARA;271
JOANOPOLIS;1292
JOÃO RAMALHO;249
JOSE BONIFACIO;3069
JULIO MESQUITA;279
JUMIRIM;189
JUNDIAI;37961
JUNQUEIROPOLIS;1959
JUQUIÁ;1399
JUQUITIBA;2261
LAGOINHA;468
LARANJAL PAULISTA;2629
LAVINIA;447
LAVRINHAS;401
LEME;7883
LENÇÓIS PAULISTA;4568
LIMEIRA;23005
LINDOIA;657
LINS;8896
LORENA;7406
LOURDES;233
LOUVEIRA;2662
LUCELIA;1995
LUCIANÓPOLIS;182
LUIS ANTONIO;860
LUIZIÂNIA;375
LUPERCIO;295
LUTÉCIA;316
MACATUBA;1279
MACAUBAL;831
MACEDÔNIA;305
MAGDA;315
MAIRINQUE;2760
MAIRIPORÃ;5876
MANDURI;728
MARABA PAULISTA;276
MARACAI;1068
MARAPOAMA;346
MARIAPOLIS;320
MARILIA;30014
MARINÓPOLIS;241
MARTINÓPOLIS;1951
MATÃO;6243
MAUA;29005
MENDONÇA;631
MERIDIANO;408
MESÓPOLIS;234
MIGUELÓPOLIS;2046
MINEIROS DO TIETÊ;818
MIRA ESTRELA;278
MIRACATU;1303
MIRANDOPOLIS;3203
MIRANTE DO PARANAPANEMA;1637
MIRASSOL;4683
MIRASSOLANDIA;366
MOCOCA;7690
MOGI DAS CRUZES;28082
MOGI GUAÇU;12424
MOGI MIRIM;9355
MOMBUCA;359
MONÇÕES;271
MONGAGUÁ;3308
MONTE ALEGRE DO SUL;720
MONTE ALTO;4861
MONTE APRAZIVEL;2712
MONTE AZUL PAULISTA;1680
MONTE CASTELO;419
MONTE MOR;3021
MONTEIRO LOBATO;513
MORRO AGUDO;2620
MORUNGABA;925
MOTUCA;284
MURUTINGA DO SUL;449
NANTES;191
NARANDIBA;362
NATIVIDADE DA SERRA;790
NAZARE PAULISTA;1128
NEVES PAULISTA;1074
NHANDEARA;1159
NIPOÃ;283
NOVA ALIANÇA;595
NOVA CAMPINA;425
NOVA CANAÃ PAULISTA;195
NOVA CASTILHO;103
NOVA EUROPA;562
NOVA GRANADA;1465
NOVA GUATAPORANGA;184
NOVA INDEPENDÊNCIA;300
NOVA LUZITÂNIA;236
NOVA ODESSA;3159
NOVAIS;386
NOVO HORIZONTE;3419
NUPORANGA;843
OCAUÇU;272
ÓLEO;259
OLIMPIA;4811
ONDA VERDE;370
ORIENTE;643
ORINDIUVA;397
ORLÂNDIA;3215
OSASCO;51724
OSCAR BRESSANE;380
OSVALDO CRUZ;3389
OURINHOS;10669
OURO VERDE;1182
OUROESTE;913
PACAEMBU;1206
PALESTINA;1023
PALMARES PAULISTA;548
PALMEIRA D'OESTE;921
PALMITAL;2455
PANORAMA;1072
PARAGUAÇU PAULISTA;3685
PARAIBUNA;1476
PARAISO;562
PARANAPANEMA;1565
PARANAPUÃ;267
PARAPUA;896
PARDINHO;497
PARIQUERA-AÇÚ;2920
PARISI;224
PATROCÍNIO PAULISTA;1255
PAULICÉIA;415
PAULINIA;6748
PAULISTÂNIA;146
PAULO DE FARIA;943
PEDERNEIRAS;3102
PEDRA BELA;496
PEDRANÓPOLIS;296
PEDREGULHO;1415
PEDREIRA;4351
PEDRINHAS PAULISTA;261
PEDRO DE TOLEDO;684
PENAPOLIS;6042
PEREIRA BARRETO;2227
PEREIRAS;574
PERUÍBE;5313
PIACATU;412
PIEDADE;3060
PILAR DO SUL;1733
PINDAMONHANGABA;10577
PINDORAMA;1712
PINHALZINHO;1106
PIQUEROBI;504
PIQUETE;1299
PIRACAIA;2084
PIRACICABA;38592
PIRAJÚ;2991
PIRAJUÍ;2537
PIRANGI;978
PIRAPORA DO BOM JESUS;1205
PIRAPOZINHO;1945
PIRASSUNUNGA;7933
PIRATININGA;1824
PITANGUEIRAS;2758
PLANALTO;386
PLATINA;259
POA;7195
POLONI;559
POMPEIA;2306
PONGAI;326
PONTAL;2342
PONTALINDA;206
PONTES GESTAL;186
POPULINA;480
PORANGABA;859
PORTO FELIZ;3545
PORTO FERREIRA;3835
POTIM;1437
POTIRENDABA;1611
PRACINHA;177
PRADOPOLIS;850
PRAIA GRANDE;24249
PRATÂNIA;309
PRESIDENTE ALVES;431
PRESIDENTE BERNARDES;1962
PRESIDENTE EPITÁCIO;2999
PRESIDENTE PRUDENTE;27958
PRESIDENTE VENCESLAU;4379
PROMISSÃO;3292
QUADRA;159
QUATÁ;1082
QUEIROZ;247
QUELUZ;674
QUINTANA;550
RAFARD;694
RANCHARIA;2564
REDENCAO DA SERRA;306
REGENTE FEIJÓ;1259
REGINÓPOLIS;566
REGISTRO;5403
RESTINGA;464
RIBEIRA;316
RIBEIRÃO BONITO;819
RIBEIRAO BRANCO;960
RIBEIRÃO CORRENTE;373
RIBEIRÃO DO SUL;405
RIBEIRÃO DOS INDIOS;339
RIBEIRÃO GRANDE;346
RIBEIRÃO PIRES;10517
RIBEIRÃO PRETO;74616
RIFAINA;334
RINCÃO;771
RINOPOLIS;846
RIO CLARO;22956
RIO DAS PEDRAS;1976
RIO GRANDE DA SERRA;2585
RIOLANDIA;662
RIVERSUL;453
ROSANA;1530
ROSEIRA;739
RUBIACEA;226
RUBINÉIA;278
SABINO;627
SAGRES;192
SALES;441
SALES OLIVEIRA;1188
SALESOPOLIS;783
SALMOURÃO;354
SALTINHO;555
SALTO;8739
SALTO DE PIRAPORA;3396
SALTO GRANDE;736
SANDOVALINA;243
SANTA ADÉLIA;1449
SANTA ALBERTINA;609
SANTA BARBARA D'OESTE;12633
SANTA BRANCA;1263
SANTA CLARA D'OESTE;181
SANTA CRUZ DA CONCEIÇÃO;495
SANTA CRUZ DA ESPERANÇA;226
SANTA CRUZ DAS PALMEIRAS;2473
SANTA CRUZ DO RIO PARDO;4859
SANTA ERNESTINA;294
SANTA FÉ DO SUL;4761
SANTA GERTRUDES;1501
SANTA ISABEL;2627
SANTA LÚCIA;460
SANTA MARIA DA SERRA;517
SANTA MERCEDES;279
SANTA RITA DO PASSA QUATRO;3476
SANTA RITA D'OESTE;215
SANTA ROSA DE VITERBO;2245
SANTA SALETE;228
SANTANA DA PONTE PENSA;165
SANTANA DE PARNAIBA;8672
SANTO ANASTÁCIO;1943
SANTO ANDRÉ;79668
SANTO ANTONIO DA ALEGRIA;644
SANTO ANTONIO DE POSSE;1812
SANTO ANTONIO DO ARACANGUA;619
SANTO ANTONIO DO JARDIM;561
SANTO ANTONIO DO PINHAL;475
SANTO EXPEDITO;307
SANTOPOLIS DO AGUAPEI;351
SANTOS;67509
SAO BENTO DO SAPUCAI;960
SÃO BERNARDO DO CAMPO;73194
SÃO CAETANO DO SUL;32196
SÃO CARLOS;25289
SÃO FRANCISCO;260
SAO JOAO DA BOA VISTA;13087
SÃO JOÃO DAS DUAS PONTES;186
SÃO JOÃO DE IRACEMA;220
SÃO JOÃO DO PAU D'ALHO;267
SÃO JOAQUIM DA BARRA;5463
SÃO JOSÉ DA BELA VISTA;557
SAO JOSE DO BARREIRO;333
SAO JOSE DO RIO PARDO;6565
SÃO JOSÉ DO RIO PRETO;53431
SÃO JOSÉ DOS CAMPOS;65938
SÃO LOURENÇO DA SERRA;846
SAO LUIZ DO PARAITINGA;769
SÃO MANUEL;3601
SÃO MIGUEL ARCANJO;1825
SÃO PAULO;1101418
SÃO PEDRO;3096
SÃO PEDRO DO TURVO;566
SÃO ROQUE;8050
SÃO SEBASTIÃO;4110
SAO SEBASTIAO DA GRAMA;1121
SAO SIMAO;1520
SÃO VICENTE;25856
SARAPUÍ;486
SARUTAIA;347
SEBASTIANÓPOLIS DO SUL;315
SERRA AZUL;964
SERRA NEGRA;2935
SERRANA;3151
SERTAOZINHO;10060
SETE BARRAS;760
SEVERÍNIA;943
SILVEIRAS;459
SOCORRO;3958
SOROCABA;56327
SUD MENNUCCI;702
SUMARE;17157
SUZANAPOLIS;269
SUZANO;14949
TABAPUÃ;1038
TABATINGA;1086
TABOÃO DA SERRA;23447
TACIBA;456
TAGUAÍ;827
TAIAÇU;680
TAIUVA;702
TAMBAU;2068
TANABI;2426
TAPIRAÍ;630
TAPIRATIBA;1207
TAQUARAL;217
TAQUARITINGA;6149
TAQUARITUBA;2213
TAQUARIVAI;326
TARABAI;448
TARUMÃ;864
TATUÍ;10307
TAUBATE;27512
TEJUPÁ;257
TEODORO SAMPAIO;1423
TERRA ROXA;809
TIETÊ;8646
TIMBURI;303
TORRE DE PEDRA;297
TORRINHA;956
TRABIJÚ;160
TREMEMBE;5052
TRÊS FRONTEIRAS;554
TUIUTI;553
TUPA;9506
TUPI PAULISTA;2053
TURIUBA;207
TURMALINA;256
UBARANA;318
UBATUBA;5066
UBIRAJARA;364
UCHÔA;999
UNIÃO PAULISTA;149
URÂNIA;1048
URU;182
URUPÊS;1269
VALENTIM GENTIL;763
VALINHOS;10740
VALPARAISO;2849
VARGEM;1098
VARGEM GRANDE DO SUL;4314
VARGEM GRANDE PAULISTA;2930
VARZEA PAULISTA;6043
VERA CRUZ;1109
VINHEDO;7154
VIRADOURO;1175
VISTA ALEGRE DO ALTO;515
VITÓRIA BRASIL;150
VOTORANTIM;17384
VOTUPORANGA;12576
ZACARIAS;191
