Municipio;Qtd-Doses-Distribuidas
PEDRO DE TOLEDO;15101
PEDRINHAS PAULISTA;4068
PEDREIRA;64522
PEDREGULHO;21694
PEDRANÓPOLIS;3694
PEDRA BELA;8324
PEDERNEIRAS;61660
PAULO DE FARIA;13081
PAULISTÂNIA;2511
PAULÍNIA;137599
PAULICÉIA;9350
PATROCÍNIO PAULISTA;18997
PARISI;3135
PARIQUERA-AÇU;26627
PARDINHO;8377
PARAPUÃ;13809
PARANAPUÃ;5475
PARANAPANEMA;24507
PARAÍSO;8413
PARAIBUNA;22954
PARAGUAÇU PAULISTA;58808
PANORAMA;19272
PALMITAL;29296
PALMEIRA D'OESTE;12497
PALMARES PAULISTA;15646
PALESTINA;16907
PACAEMBU;22797
OUROESTE;13292
OURO VERDE;10468
OURINHOS;134964
OSVALDO CRUZ;47403
OSCAR BRESSANE;3665
OSASCO;893091
ORLÂNDIA;59827
ORINDIÚVA;8611
ORIENTE;8734
ONDA VERDE;5932
OLÍMPIA;73829
ÓLEO;3676
OCAUÇU;5438
NUPORANGA;9959
NOVO HORIZONTE;53736
NOVAIS;6606
NOVA ODESSA;77888
NOVA LUZITÂNIA;4911
NOVA INDEPENDÊNCIA;6037
NOVA GUATAPORANGA;3256
NOVA GRANADA;28228
NOVA EUROPA;12879
NOVA CASTILHO;1644
NOVA CANAÃ PAULISTA;2956
NOVA CAMPINA;11482
NOVA ALIANÇA;9248
NIPOÃ;6392
NHANDEARA;16378
NEVES PAULISTA;12917
NAZARÉ PAULISTA;26994
NATIVIDADE DA SERRA;9440
NARANDIBA;6243
NANTES;3621
MURUTINGA DO SUL;5515
MOTUCA;5987
MORUNGABA;17503
MORRO AGUDO;39470
MONTEIRO LOBATO;6658
MONTE MOR;74592
MONTE CASTELO;5698
MONTE AZUL PAULISTA;26471
MONTE APRAZÍVEL;31136
MONTE ALTO;66771
MONTE ALEGRE DO SUL;10889
MONGAGUÁ;78071
MONÇÕES;3143
MOMBUCA;4641
MOGI MIRIM;126344
MOGI GUAÇU;208885
MOGI DAS CRUZES;562143
MOCOCA;91378
MIRASSOLÂNDIA;6556
MIRASSOL;81520
MIRANTE DO PARANAPANEMA;24117
MIRANDÓPOLIS;40576
MIRACATU;27010
MIRA ESTRELA;4204
MINEIROS DO TIETÊ;15620
MIGUELÓPOLIS;26873
MESÓPOLIS;2773
MERIDIANO;5497
MENDONÇA;7873
MAUÁ;584627
MATÃO;110908
MARTINÓPOLIS;35254
MARINÓPOLIS;2772
MARÍLIA;301760
MARIÁPOLIS;5354
MARAPOAMA;4393
MARACAÍ;16713
MARABÁ PAULISTA;7454
MANDURI;13347
MAIRIPORÃ;131242
MAIRINQUE;69913
MAGDA;4528
MACEDÔNIA;5289
MACAUBAL;10946
MACATUBA;22077
LUTÉCIA;3678
LUPÉRCIO;5884
LUIZIÂNIA;7724
LUÍS ANTÔNIO;16749
LUCIANÓPOLIS;3412
LUCÉLIA;29565
LOUVEIRA;58784
LOURDES;3278
LORENA;115956
LINS;103320
LINDÓIA;10495
LIMEIRA;373368
LENÇÓIS PAULISTA;86736
LEME;127420
LAVRINHAS;8556
LAVÍNIA;15853
LARANJAL PAULISTA;37304
LAGOINHA;7198
JUQUITIBA;41045
JUQUIÁ;24305
JUNQUEIRÓPOLIS;27545
JUNDIAÍ;560629
JUMIRIM;4330
JÚLIO MESQUITA;6010
JOSÉ BONIFÁCIO;47656
JOÃO RAMALHO;5806
JOANÓPOLIS;18154
JERIQUARA;3980
JAÚ;192233
JARINU;39570
JARDINÓPOLIS;56807
JANDIRA;151640
JAMBEIRO;8333
JALES;68679
JAGUARIÚNA;73167
JACUPIRANGA;22254
JACI;9681
JACAREÍ;305298
JABOTICABAL;106740
JABORANDI;8798
ITUVERAVA;57088
ITUPEVA;76520
ITU;229669
ITOBI;9781
ITIRAPUÃ;8891
ITIRAPINA;24171
ITATINGA;26838
ITATIBA;156105
ITARIRI;21226
ITARARÉ;63027
ITAQUAQUECETUBA;457359
ITAPURA;5650
ITAPUÍ;17456
ITAPORANGA;20415
ITÁPOLIS;53046
ITAPIRAPUÃ PAULISTA;5457
ITAPIRA;101738
ITAPEVI;298135
ITAPEVA;122386
ITAPETININGA;200648
ITAPECERICA DA SERRA;232542
ITAOCA;5053
ITANHAÉM;137196
ITAJU;4566
ITAJOBI;21310
ITAÍ;33957
ITABERÁ;23479
IRAPURU;10416
IRAPUÃ;10128
IRACEMÁPOLIS;30769
IPUÃ;19936
IPORANGA;5588
IPIGUÁ;7403
IPEÚNA;9276
IPERÓ;46813
IPAUSSU;17807
INÚBIA PAULISTA;5284
INDIAPORÃ;5851
INDIANA;6429
INDAIATUBA;334685
ILHABELA;49372
ILHA SOLTEIRA;34867
ILHA COMPRIDA;15570
IGUAPE;40349
IGARATÁ;12877
IGARAPAVA;37103
IGARAÇU DO TIETÊ;31776
IEPÊ;10770
ICÉM;11272
IBIÚNA;107439
IBITINGA;78693
IBIRAREMA;9519
IBIRÁ;17159
IBATÉ;44982
IARAS;13727
IACRI;8713
IACANGA;15000
HORTOLÂNDIA;301899
HOLAMBRA;19891
HERCULÂNDIA;11722
GUZOLÂNDIA;6244
GUATAPARÁ;10121
GUARULHOS;1765277
GUARUJÁ;390981
GUARIBA;50536
GUAREÍ;23911
GUARATINGUETÁ;158700
GUARAREMA;40354
GUARARAPES;43492
GUARANTÃ;8902
GUARANI D'OESTE;2947
GUARACI;15151
GUARAÇAÍ;11433
GUARÁ;26541
GUAPIARA;23244
GUAPIAÇU;28559
GUAÍRA;53010
GUAIMBÊ;7655
GUAIÇARA;15067
GLICÉRIO;6354
GETULINA;14570
GENERAL SALGADO;14226
GAVIÃO PEIXOTO;6222
GASTÃO VIDIGAL;5975
GARÇA;60744
GÁLIA;8861
GABRIEL MONTEIRO;3877
FRANCO DA ROCHA;196541
FRANCISCO MORATO;214880
FRANCA;461222
FLORÍNEA;5261
FLÓRIDA PAULISTA;17804
FLOREAL;4165
FLORA RICA;2105
FERRAZ DE VASCONCELOS;243744
FERNÃO;2396
FERNANDÓPOLIS;96609
FERNANDO PRESTES;8127
FARTURA;22379
EUCLIDES DA CUNHA PAULISTA;12161
ESTRELA DO NORTE;3597
ESTRELA D'OESTE;11310
ESTIVA GERBI;14609
ESPÍRITO SANTO DO TURVO;5718
ESPÍRITO SANTO DO PINHAL;59671
ENGENHEIRO COELHO;23666
EMILIANÓPOLIS;4178
EMBU-GUAÇU;96341
EMBU DAS ARTES;325938
EMBAÚBA;3370
ELISIÁRIO;4863
ELIAS FAUSTO;22891
ELDORADO;19672
ECHAPORÃ;8398
DUMONT;12479
DUARTINA;16327
DRACENA;63158
DOURADO;11935
DOLCINÓPOLIS;3052
DOIS CÓRREGOS;34250
DOBRADA;10943
DIVINOLÂNDIA;15622
DIRCE REIS;2525
DIADEMA;521915
DESCALVADO;41552
CUNHA;30460
CUBATÃO;158335
CRUZEIRO;105982
CRUZÁLIA;2935
CRISTAIS PAULISTA;11455
CRAVINHOS;46576
COTIA;318680
COSMORAMA;10401
COSMÓPOLIS;89102
CORUMBATAÍ;5113
CORONEL MACEDO;6388
COROADOS;7689
CORDEIRÓPOLIS;32246
CONCHAS;22730
CONCHAL;35812
COLÔMBIA;8573
COLINA;24670
CLEMENTINA;9696
CHAVANTES;15536
CHARQUEADA;22334
CESÁRIO LANGE;23101
CERQUILHO;61396
CERQUEIRA CÉSAR;28141
CEDRAL;12964
CATIGUÁ;9313
CATANDUVA;167083
CASTILHO;26035
CÁSSIA DOS COQUEIROS;3694
CASA BRANCA;39706
CARDOSO;17669
CARAPICUÍBA;503721
CARAGUATATUBA;162563
CAPIVARI;70757
CAPELA DO ALTO;27897
CAPÃO BONITO;60585
CANITAR;6378
CÂNDIDO RODRIGUES;4076
CÂNDIDO MOTA;39653
CANAS;6469
CANANÉIA;16722
CAMPOS NOVOS PAULISTA;6362
CAMPOS DO JORDÃO;69711
CAMPO LIMPO PAULISTA;106558
CAMPINAS;1591881
CAMPINA DO MONTE ALEGRE;8113
CAJURU;34773
CAJOBI;14605
CAJATI;38530
CAJAMAR;104147
CAIUÁ;8871
CAIEIRAS;129217
CAIABU;5598
CAFELÂNDIA;23202
CACONDE;26229
CACHOEIRA PAULISTA;46176
CAÇAPAVA;124474
CABREÚVA;61831
CABRÁLIA PAULISTA;5766
BURITIZAL;6140
BURITAMA;22343
BURI;24796
BROTAS;31907
BRODOWSKI;32583
BREJO ALEGRE;3995
BRAÚNA;7852
BRAGANÇA PAULISTA;229675
BOTUCATU;183538
BOREBI;3441
BORBOREMA;21324
BORACÉIA;6299
BORÁ;1571
BOM SUCESSO DE ITARARÉ;4876
BOM JESUS DOS PERDÕES;33126
BOITUVA;78069
BOFETE;14855
BOCAINA;15259
BOA ESPERANÇA DO SUL;17952
BIRITIBA MIRIM;40515
BIRIGUI;163230
BILAC;11010
BERTIOGA;78973
BERNARDINO DE CAMPOS;16151
BENTO DE ABREU;3716
BEBEDOURO;106803
BAURU;517704
BATATAIS;84831
BASTOS;27481
BARUERI;354977
BARRINHA;40232
BARRETOS;171802
BARRA DO TURVO;10490
BARRA DO CHAPÉU;7479
BARRA BONITA;49054
BARIRI;43750
BARBOSA;8771
BARÃO DE ANTONINA;4724
BANANAL;14325
BÁLSAMO;11914
BALBINOS;9465
BADY BASSITT;23962
AVARÉ;124914
AVANHANDAVA;16510
AVAÍ;7212
AURIFLAMA;19836
ATIBAIA;196518
ASSIS;136508
ASPÁSIA;2569
ARUJÁ;118427
ARTUR NOGUEIRA;69566
ARIRANHA;12409
AREIÓPOLIS;13951
AREIAS;5053
AREALVA;11865
ARCO-ÍRIS;2822
ARARAS;163630
ARARAQUARA;323409
ARAPEÍ;3406
ARANDU;8487
ARAMINA;7590
ARAÇOIABA DA SERRA;41888
ARAÇATUBA;267544
ARAÇARIGUAMA;25294
APIAÍ;32217
APARECIDA D'OESTE;5938
APARECIDA;46493
ANHUMAS;5422
ANHEMBI;8638
ANGATUBA;29609
ANDRADINA;75906
ANALÂNDIA;6029
AMPARO;98259
AMÉRICO DE CAMPOS;8384
AMÉRICO BRASILIENSE;51296
AMERICANA;317619
ALVINLÂNDIA;4104
ÁLVARO DE CARVALHO;7535
ÁLVARES MACHADO;32864
ÁLVARES FLORENCE;5879
ALUMÍNIO;23375
ALTO ALEGRE;6092
ALTINÓPOLIS;22516
ALTAIR;5401
ALFREDO MARCONDES;5955
ALAMBARI;7534
AGUDOS;50356
ÁGUAS DE SÃO PEDRO;5531
ÁGUAS DE SANTA BÁRBARA;8260
ÁGUAS DE LINDÓIA;27566
ÁGUAS DA PRATA;11274
AGUAÍ;45338
ADOLFO;5225
ADAMANTINA;47917
