Municipio;Qtd-Doses-Distribuidas
ZACARIAS;3643
VOTUPORANGA;133596
VOTORANTIM;160365
VITÓRIA BRASIL;2432
VISTA ALEGRE DO ALTO;11358
VIRADOURO;25640
VINHEDO;104788
VERA CRUZ;14016
VÁRZEA PAULISTA;154647
VARGEM GRANDE PAULISTA;67519
VARGEM GRANDE DO SUL;49861
VARGEM;14165
VALPARAÍSO;33247
VALINHOS;173415
VALENTIM GENTIL;17422
URUPÊS;18856
URU;1923
URÂNIA;12195
UNIÃO PAULISTA;2196
UCHOA;13734
UBIRAJARA;6056
UBATUBA;124024
UBARANA;7729
TURMALINA;2586
TURIÚBA;2757
TUPI PAULISTA;22130
TUPÃ;90009
TUIUTI;9780
TRÊS FRONTEIRAS;8057
TREMEMBÉ;67656
TRABIJU;2391
TORRINHA;13699
TORRE DE PEDRA;3637
TIMBURI;3559
TIETÊ;52833
TERRA ROXA;11352
TEODORO SAMPAIO;28721
TEJUPÁ;5909
TAUBATÉ;428465
TATUÍ;157299
TARUMÃ;18420
TARABAI;9619
TAQUARIVAÍ;7127
TAQUARITUBA;32262
TAQUARITINGA;73697
TAQUARAL;3882
TAPIRATIBA;17871
TAPIRAÍ;9743
TANABI;35098
TAMBAÚ;29312
TAIÚVA;8630
TAIAÇU;8374
TAGUAÍ;17073
TACIBA;8141
TABOÃO DA SERRA;372230
TABATINGA;21137
TABAPUÃ;15986
SUZANO;381707
SUZANÁPOLIS;5203
SUMARÉ;353668
SUD MENNUCCI;9933
SOROCABA;909977
SOCORRO;58400
SILVEIRAS;8153
SEVERÍNIA;21377
SETE BARRAS;16757
SERTÃOZINHO;164095
SERRANA;20016
SERRA NEGRA;40937
SERRA AZUL;19255
SEBASTIANÓPOLIS DO SUL;4627
SARUTAIÁ;5009
SARAPUÍ;12235
SÃO VICENTE;417973
SÃO SIMÃO;21258
SÃO SEBASTIÃO DA GRAMA;16513
SÃO SEBASTIÃO;109443
SÃO ROQUE;122540
SÃO PEDRO DO TURVO;9870
SÃO PEDRO;47984
SÃO PAULO;16418415
SÃO MIGUEL ARCANJO;42005
SÃO MANUEL;49794
SÃO LUIZ DO PARAITINGA;14970
SÃO LOURENÇO DA SERRA;19717
SÃO JOSÉ DOS CAMPOS;950354
SÃO JOSÉ DO RIO PRETO;616366
SÃO JOSÉ DO RIO PARDO;75338
SÃO JOSÉ DO BARREIRO;5487
SÃO JOSÉ DA BELA VISTA;10625
SÃO JOAQUIM DA BARRA;71387
SÃO JOÃO DO PAU D'ALHO;3179
SÃO JOÃO DE IRACEMA;2533
SÃO JOÃO DAS DUAS PONTES;3433
SÃO JOÃO DA BOA VISTA;126505
SÃO FRANCISCO;3766
SÃO CARLOS;345086
SÃO CAETANO DO SUL;237938
SÃO BERNARDO DO CAMPO;1073113
SÃO BENTO DO SAPUCAÍ;15381
SANTOS;643644
SANTÓPOLIS DO AGUAPEÍ;6094
SANTO EXPEDITO;4217
SANTO ANTÔNIO DO PINHAL;9267
SANTO ANTÔNIO DO JARDIM;8306
SANTO ANTÔNIO DO ARACANGUÁ;11270
SANTO ANTÔNIO DE POSSE;29272
SANTO ANTÔNIO DA ALEGRIA;8996
SANTO ANDRÉ;997731
SANTO ANASTÁCIO;25111
SANTANA DE PARNAÍBA;187493
SANTANA DA PONTE PENSA;2203
SANTA SALETE;2321
SANTA ROSA DE VITERBO;36081
SANTA RITA DO PASSA QUATRO;36980
SANTA RITA D'OESTE;4010
SANTA MERCEDES;4109
SANTA MARIA DA SERRA;7939
SANTA LÚCIA;11155
SANTA ISABEL;73359
SANTA GERTRUDES;29754
SANTA FÉ DO SUL;46896
SANTA ERNESTINA;7198
SANTA CRUZ DO RIO PARDO;61639
SANTA CRUZ DAS PALMEIRAS;39827
SANTA CRUZ DA ESPERANÇA;3020
SANTA CRUZ DA CONCEIÇÃO;6002
SANTA CLARA D'OESTE;3110
SANTA BRANCA;19940
SANTA BÁRBARA D'OESTE;249985
SANTA ALBERTINA;8821
SANTA ADÉLIA;19507
SANDOVALINA;5181
SALTO GRANDE;11951
SALTO DE PIRAPORA;57621
SALTO;155831
SALTINHO;11165
SALMOURÃO;6526
SALESÓPOLIS;22580
SALES OLIVEIRA;16061
SALES;8314
SAGRES;3333
SABINO;7852
RUBINÉIA;4780
RUBIÁCEA;3764
ROSEIRA;14174
ROSANA;23712
RIVERSUL;7716
RIOLÂNDIA;16757
RIO GRANDE DA SERRA;66280
RIO DAS PEDRAS;40480
RIO CLARO;257846
RINÓPOLIS;13400
RINCÃO;14379
RIFAINA;5012
RIBEIRÃO PRETO;953401
RIBEIRÃO PIRES;164503
RIBEIRÃO GRANDE;10196
RIBEIRÃO DOS ÍNDIOS;3084
RIBEIRÃO DO SUL;6528
RIBEIRÃO CORRENTE;6196
RIBEIRÃO BRANCO;20996
RIBEIRÃO BONITO;15713
RIBEIRA;4628
RESTINGA;8791
REGISTRO;81053
REGINÓPOLIS;13563
REGENTE FEIJÓ;25646
REDENÇÃO DA SERRA;5620
RANCHARIA;41262
RAFARD;11544
QUINTANA;8780
QUELUZ;14432
QUEIROZ;4366
QUATÁ;17996
QUADRA;4813
PROMISSÃO;49004
PRESIDENTE VENCESLAU;48688
PRESIDENTE PRUDENTE;317109
PRESIDENTE EPITÁCIO;53531
PRESIDENTE BERNARDES;20507
PRESIDENTE ALVES;5539
PRATÂNIA;6611
PRAIA GRANDE;435397
PRADÓPOLIS;26038
PRACINHA;5196
POTIRENDABA;23021
POTIM;30279
PORTO FERREIRA;69529
PORTO FELIZ;71656
PORANGABA;13730
POPULINA;5575
PONTES GESTAL;3593
PONTALINDA;5882
PONTAL;58118
PONGAÍ;4694
POMPÉIA;28615
POLONI;7424
POÁ;147686
PLATINA;4587
PLANALTO;6324
PITANGUEIRAS;48353
PIRATININGA;18736
PIRASSUNUNGA;99415
PIRAPOZINHO;34572
PIRAPORA DO BOM JESUS;22825
PIRANGI;15185
PIRAJUÍ;36350
PIRAJU;39711
PIRACICABA;549628
PIRACAIA;37689
PIQUETE;17893
PIQUEROBI;4527
PINHALZINHO;20679
PINDORAMA;21899
PINDAMONHANGABA;218766
PILAR DO SUL;38299
PIEDADE;73148
PIACATU;7904
PERUÍBE;94351
PEREIRAS;10756
PEREIRA BARRETO;32398
PENÁPOLIS;83412
