Município;Qtd Dose
MAIRINQUE;1800
MAIRIPORÃ;3726
MANDURI;378
MARABA PAULISTA;166
MARACAI;598
MARAPOAMA;236
MARIAPOLIS;180
MARILIA;23397
MARINÓPOLIS;161
MARTINÓPOLIS;1141
MATÃO;4083
MAUA;18775
MENDONÇA;431
MERIDIANO;258
MESÓPOLIS;164
MIGUELÓPOLIS;1326
MINEIROS DO TIETÊ;458
MIRA ESTRELA;178
MIRACATU;843
MIRANDOPOLIS;2113
MIRANTE DO PARANAPANEMA;997
MIRASSOL;2873
MIRASSOLANDIA;236
MOCOCA;4690
MOGI DAS CRUZES;21632
MOGI GUAÇU;7644
MOGI MIRIM;5655
MOMBUCA;239
MONÇÕES;191
MONGAGUÁ;2108
MONTE ALEGRE DO SUL;360
MONTE ALTO;2681
MONTE APRAZIVEL;1792
MONTE AZUL PAULISTA;1040
MONTE CASTELO;229
MONTE MOR;1761
MONTEIRO LOBATO;303
MORRO AGUDO;1790
MORUNGABA;545
MOTUCA;184
MURUTINGA DO SUL;259
NANTES;131
NARANDIBA;242
NATIVIDADE DA SERRA;520
NAZARE PAULISTA;548
NEVES PAULISTA;684
NHANDEARA;719
NIPOÃ;173
NOVA ALIANÇA;365
NOVA CAMPINA;265
NOVA CANAÃ PAULISTA;105
NOVA CASTILHO;63
NOVA EUROPA;342
NOVA GRANADA;895
NOVA GUATAPORANGA;104
NOVA INDEPENDÊNCIA;210
NOVA LUZITÂNIA;146
NOVA ODESSA;1679
NOVAIS;256
NOVO HORIZONTE;2179
NUPORANGA;513
OCAUÇU;172
ÓLEO;129
OLIMPIA;2991
ONDA VERDE;250
ORIENTE;393
ORINDIUVA;257
ORLÂNDIA;1865
OSASCO;32534
OSCAR BRESSANE;260
OSVALDO CRUZ;2079
OURINHOS;6339
OURO VERDE;842
OUROESTE;633
PACAEMBU;696
PALESTINA;583
PALMARES PAULISTA;368
PALMEIRA D'OESTE;541
PALMITAL;1355
PANORAMA;682
PARAGUAÇU PAULISTA;2065
PARAIBUNA;826
PARAISO;352
PARANAPANEMA;965
PARANAPUÃ;157
PARAPUA;496
PARDINHO;287
PARIQUERA-AÇÚ;2180
PARISI;144
PATROCÍNIO PAULISTA;765
PAULICÉIA;265
PAULINIA;4388
PAULISTÂNIA;96
PAULO DE FARIA;603
PEDERNEIRAS;1982
PEDRA BELA;256
PEDRANÓPOLIS;166
PEDREGULHO;825
PEDREIRA;2741
PEDRINHAS PAULISTA;161
PEDRO DE TOLEDO;404
PENAPOLIS;3842
PEREIRA BARRETO;1337
PEREIRAS;284
PERUÍBE;3423
PIACATU;252
PIEDADE;1780
PILAR DO SUL;1063
PINDAMONHANGABA;7477
PINDORAMA;1102
PINHALZINHO;546
PIQUEROBI;344
PIQUETE;829
PIRACAIA;1124
PIRACICABA;23092
PIRAJÚ;1731
PIRAJUÍ;1697
PIRANGI;608
PIRAPORA DO BOM JESUS;855
PIRAPOZINHO;1205
PIRASSUNUNGA;4523
PIRATININGA;1254
PITANGUEIRAS;1668
PLANALTO;246
PLATINA;149
POA;5635
POLONI;329
POMPEIA;1546
PONGAI;186
PONTAL;1432
PONTALINDA;116
PONTES GESTAL;106
POPULINA;300
PORANGABA;469
PORTO FELIZ;2205
PORTO FERREIRA;2375
POTIM;1067
POTIRENDABA;1011
PRACINHA;117
PRADOPOLIS;440
PRAIA GRANDE;16559
PRATÂNIA;189
PRESIDENTE ALVES;271
PRESIDENTE BERNARDES;1272
PRESIDENTE EPITÁCIO;1849
PRESIDENTE PRUDENTE;19808
PRESIDENTE VENCESLAU;2899
PROMISSÃO;2182
QUADRA;99
QUATÁ;712
QUEIROZ;167
QUELUZ;414
QUINTANA;340
RAFARD;364
RANCHARIA;1594
REDENCAO DA SERRA;186
REGENTE FEIJÓ;729
REGINÓPOLIS;336
REGISTRO;3713
RESTINGA;284
RIBEIRA;176
RIBEIRÃO BONITO;479
RIBEIRAO BRANCO;550
RIBEIRÃO CORRENTE;233
RIBEIRÃO DO SUL;215
RIBEIRÃO DOS INDIOS;229
RIBEIRÃO GRANDE;216
RIBEIRÃO PIRES;6707
RIBEIRÃO PRETO;52676
RIFAINA;194
RINCÃO;491
RINOPOLIS;436
RIO CLARO;13836
RIO DAS PEDRAS;1186
RIO GRANDE DA SERRA;1655
RIOLANDIA;402
RIVERSUL;193
ROSANA;1060
ROSEIRA;489
RUBIACEA;146
RUBINÉIA;178
SABINO;417
SAGRES;112
SALES;281
SALES OLIVEIRA;698
SALESOPOLIS;583
SALMOURÃO;204
SALTINHO;285
SALTO;5859
SALTO DE PIRAPORA;2396
SALTO GRANDE;386
SANDOVALINA;163
SANTA ADÉLIA;929
SANTA ALBERTINA;349
SANTA BARBARA D'OESTE;6953
SANTA BRANCA;713
SANTA CLARA D'OESTE;111
SANTA CRUZ DA CONCEIÇÃO;285
SANTA CRUZ DA ESPERANÇA;136
SANTA CRUZ DAS PALMEIRAS;1463
SANTA CRUZ DO RIO PARDO;2789
SANTA ERNESTINA;184
SANTA FÉ DO SUL;3351
SANTA GERTRUDES;911
SANTA ISABEL;1957
SANTA LÚCIA;290
SANTA MARIA DA SERRA;327
SANTA MERCEDES;169
SANTA RITA DO PASSA QUATRO;1886
SANTA RITA D'OESTE;115
SANTA ROSA DE VITERBO;1185
SANTA SALETE;148
SANTANA DA PONTE PENSA;95
SANTANA DE PARNAIBA;5782
SANTO ANASTÁCIO;1153
SANTO ANDRÉ;48678
SANTO ANTONIO DA ALEGRIA;344
SANTO ANTONIO DE POSSE;1072
SANTO ANTONIO DO ARACANGUA;419
SANTO ANTONIO DO JARDIM;291
SANTO ANTONIO DO PINHAL;315
SANTO EXPEDITO;207
SANTOPOLIS DO AGUAPEI;211
SANTOS;43519
SAO BENTO DO SAPUCAI;600
SÃO BERNARDO DO CAMPO;47724
SÃO CAETANO DO SUL;20376
SÃO CARLOS;16929
SÃO FRANCISCO;140
SAO JOAO DA BOA VISTA;8417
SÃO JOÃO DAS DUAS PONTES;116
SÃO JOÃO DE IRACEMA;160
SÃO JOÃO DO PAU D'ALHO;157
SÃO JOAQUIM DA BARRA;3493
SÃO JOSÉ DA BELA VISTA;317
SAO JOSE DO BARREIRO;213
SAO JOSE DO RIO PARDO;3905
SÃO JOSÉ DO RIO PRETO;42691
SÃO JOSÉ DOS CAMPOS;34888
SÃO LOURENÇO DA SERRA;486
SAO LUIZ DO PARAITINGA;429
SÃO MANUEL;2081
SÃO MIGUEL ARCANJO;1125
SÃO PAULO;883374
SÃO PEDRO;1596
SÃO PEDRO DO TURVO;276
SÃO ROQUE;5500
SÃO SEBASTIÃO;3590
SAO SEBASTIAO DA GRAMA;601
SAO SIMAO;850
SÃO VICENTE;16976
SARAPUÍ;296
SARUTAIA;197
SEBASTIANÓPOLIS DO SUL;205
SERRA AZUL;634
SERRA NEGRA;1415
SERRANA;2091
SERTAOZINHO;6340
SETE BARRAS;440
SEVERÍNIA;603
SILVEIRAS;279
SOCORRO;2088
SOROCABA;38547
SUD MENNUCCI;472
SUMARE;10887
SUZANAPOLIS;149
SUZANO;11519
TABAPUÃ;668
TABATINGA;686
TABOÃO DA SERRA;16547
TACIBA;286
TAGUAÍ;507
TAIAÇU;450
TAIUVA;452
TAMBAU;1098
TANABI;1466
TAPIRAÍ;450
TAPIRATIBA;667
TAQUARAL;147
TAQUARITINGA;4109
TAQUARITUBA;1363
TAQUARIVAI;206
TARABAI;288
TARUMÃ;534
TATUÍ;6987
TAUBATE;18832
TEJUPÁ;137
TEODORO SAMPAIO;913
TERRA ROXA;499
TIETÊ;1976
TIMBURI;163
TORRE DE PEDRA;187
TORRINHA;566
TRABIJÚ;110
TREMEMBE;3712
TRÊS FRONTEIRAS;304
TUIUTI;263
TUPA;6366
TUPI PAULISTA;1353
TURIUBA;127
TURMALINA;186
UBARANA;208
UBATUBA;4456
UBIRAJARA;224
UCHÔA;589
UNIÃO PAULISTA;99
URÂNIA;668
URU;122
URUPÊS;729
VALENTIM GENTIL;463
VALINHOS;6430
VALPARAISO;2059
VARGEM;658
VARGEM GRANDE DO SUL;2644
VARGEM GRANDE PAULISTA;1390
VARZEA PAULISTA;3723
VERA CRUZ;649
VINHEDO;4484
VIRADOURO;675
VISTA ALEGRE DO ALTO;335
VITÓRIA BRASIL;100
VOTORANTIM;5714
VOTUPORANGA;8886
ZACARIAS;121
ESTADO - SAO PAULO;0
