Municipio;Qtd-Doses-Distribuidas
IRAPURU;8777
IRAPUÃ;8547
IRACEMÁPOLIS;25608
IPUÃ;16197
IPORANGA;4537
IPIGUÁ;6272
IPEÚNA;7512
IPERÓ;38218
IPAUSSU;14835
INÚBIA PAULISTA;4454
INDIAPORÃ;4901
INDIANA;5489
INDAIATUBA;279584
ILHABELA;36140
ILHA SOLTEIRA;30328
ILHA COMPRIDA;13372
IGUAPE;33658
IGARATÁ;10661
IGARAPAVA;31045
IGARAÇU DO TIETÊ;26338
IEPÊ;8984
ICÉM;9483
IBIÚNA;89303
IBITINGA;66072
IBIRAREMA;7875
IBIRÁ;14497
IBATÉ;36263
IARAS;11271
IACRI;7334
IACANGA;12523
HORTOLÂNDIA;249119
HOLAMBRA;16818
HERCULÂNDIA;9771
GUZOLÂNDIA;5221
GUATAPARÁ;8255
GUARULHOS;1448434
GUARUJÁ;326469
GUARIBA;41115
GUAREÍ;20085
GUARATINGUETÁ;137982
GUARAREMA;33381
GUARARAPES;36706
GUARANTÃ;7266
GUARANI D'OESTE;2518
GUARACI;12482
GUARAÇAÍ;9792
GUARÁ;21572
GUAPIARA;18972
GUAPIAÇU;24295
GUAÍRA;44591
GUAIMBÊ;6409
GUAIÇARA;12479
GLICÉRIO;5240
GETULINA;12484
GENERAL SALGADO;12183
GAVIÃO PEIXOTO;5145
GASTÃO VIDIGAL;4948
GARÇA;51385
GÁLIA;7570
GABRIEL MONTEIRO;3311
FRANCO DA ROCHA;160122
FRANCISCO MORATO;171163
FRANCA;383217
FLORÍNEA;4590
FLÓRIDA PAULISTA;15179
FLOREAL;3651
FLORA RICA;1813
FERRAZ DE VASCONCELOS;197287
FERNÃO;1996
FERNANDÓPOLIS;83285
FERNANDO PRESTES;6958
FARTURA;18887
EUCLIDES DA CUNHA PAULISTA;9889
ESTRELA DO NORTE;2933
ESTRELA D'OESTE;9668
ESTIVA GERBI;12138
ESPÍRITO SANTO DO TURVO;4530
ESPÍRITO SANTO DO PINHAL;50382
ENGENHEIRO COELHO;18937
EMILIANÓPOLIS;3549
EMBU-GUAÇU;80177
EMBU DAS ARTES;260774
EMBAÚBA;2871
ELISIÁRIO;4083
ELIAS FAUSTO;18842
ELDORADO;16336
ECHAPORÃ;7098
DUMONT;10281
DUARTINA;13935
DRACENA;54590
DOURADO;10084
DOLCINÓPOLIS;2637
DOIS CÓRREGOS;28042
DOBRADA;8727
DIVINOLÂNDIA;13414
DIRCE REIS;2124
DIADEMA;430037
DESCALVADO;35099
CUNHA;25257
CUBATÃO;129700
CRUZEIRO;88911
CRUZÁLIA;2496
CRISTAIS PAULISTA;9530
CRAVINHOS;38716
COTIA;261596
COSMORAMA;9051
COSMÓPOLIS;72776
CORUMBATAÍ;4291
CORONEL MACEDO;5253
COROADOS;6354
CORDEIRÓPOLIS;27111
CONCHAS;19053
CONCHAL;29151
COLÔMBIA;7085
COLINA;20790
CLEMENTINA;7734
CHAVANTES;12963
CHARQUEADA;18428
CESÁRIO LANGE;19111
CERQUILHO;51504
CERQUEIRA CÉSAR;23317
CEDRAL;11234
CATIGUÁ;7742
CATANDUVA;143725
CASTILHO;22098
CÁSSIA DOS COQUEIROS;3105
CASA BRANCA;34296
CARDOSO;14980
CARAPICUÍBA;410796
CARAGUATATUBA;137351
CAPIVARI;58232
CAPELA DO ALTO;23309
CAPÃO BONITO;49576
CANITAR;5172
CÂNDIDO RODRIGUES;3485
CÂNDIDO MOTA;33429
CANAS;5185
CANANÉIA;13908
CAMPOS NOVOS PAULISTA;5266
CAMPOS DO JORDÃO;57817
CAMPO LIMPO PAULISTA;89246
CAMPINAS;1341483
CAMPINA DO MONTE ALEGRE;6753
CAJURU;28871
CAJOBI;12311
CAJATI;31197
CAJAMAR;77189
CAIUÁ;7716
CAIEIRAS;105977
CAIABU;4675
CAFELÂNDIA;19531
CACONDE;21842
CACHOEIRA PAULISTA;38955
CAÇAPAVA;104156
CABREÚVA;50053
CABRÁLIA PAULISTA;4753
BURITIZAL;5183
BURITAMA;18983
BURI;20034
BROTAS;26461
BRODOWSKI;27408
BREJO ALEGRE;3319
BRAÚNA;6628
BRAGANÇA PAULISTA;194277
BOTUCATU;173058
BOREBI;2837
BORBOREMA;17986
BORACÉIA;5138
BORÁ;1158
BOM SUCESSO DE ITARARÉ;3859
BOM JESUS DOS PERDÕES;27288
BOITUVA;64659
BOFETE;12552
BOCAINA;12633
BOA ESPERANÇA DO SUL;14707
BIRITIBA MIRIM;32944
BIRIGUI;137916
BILAC;9468
BERTIOGA;64354
BERNARDINO DE CAMPOS;13811
BENTO DE ABREU;3045
BEBEDOURO;91049
BAURU;439042
BATATAIS;71671
BASTOS;22941
BARUERI;294088
BARRINHA;32246
BARRETOS;146659
BARRA DO TURVO;8910
BARRA DO CHAPÉU;6022
BARRA BONITA;41732
BARIRI;36979
BARBOSA;7265
BARÃO DE ANTONINA;3878
BANANAL;12245
BÁLSAMO;10244
BALBINOS;8161
BADY BASSITT;20417
AVARÉ;104826
AVANHANDAVA;13583
AVAÍ;5957
AURIFLAMA;16962
ATIBAIA;166026
ASSIS;117700
ASPÁSIA;2188
ARUJÁ;97006
ARTUR NOGUEIRA;57454
ARIRANHA;10413
AREIÓPOLIS;11322
AREIAS;4183
AREALVA;10120
ARCO-ÍRIS;2418
ARARAS;138722
ARARAQUARA;274809
ARAPEÍ;2838
ARANDU;7076
ARAMINA;6365
ARAÇOIABA DA SERRA;36046
ARAÇATUBA;229238
ARAÇARIGUAMA;20857
APIAÍ;26179
APARECIDA D'OESTE;5093
APARECIDA;38945
ANHUMAS;4530
ANHEMBI;7122
ANGATUBA;24383
ANDRADINA;64421
ANALÂNDIA;5035
AMPARO;83290
AMÉRICO DE CAMPOS;7177
AMÉRICO BRASILIENSE;41999
AMERICANA;269559
ALVINLÂNDIA;3442
ÁLVARO DE CARVALHO;6461
ÁLVARES MACHADO;27493
ÁLVARES FLORENCE;5186
ALUMÍNIO;18960
ALTO ALEGRE;5195
ALTINÓPOLIS;19078
ALTAIR;4370
ALFREDO MARCONDES;5147
ALAMBARI;6257
AGUDOS;42216
ÁGUAS DE SÃO PEDRO;4812
ÁGUAS DE SANTA BÁRBARA;6981
ÁGUAS DE LINDÓIA;23561
ÁGUAS DA PRATA;9825
AGUAÍ;37173
ADOLFO;4519
ADAMANTINA;42012
