Municipio;Qtd-Doses-Distribuidas
ZACARIAS;3079
VOTUPORANGA;114907
VOTORANTIM;132499
VITÓRIA BRASIL;2056
VISTA ALEGRE DO ALTO;9291
VIRADOURO;21432
VINHEDO;88426
VERA CRUZ;11809
VÁRZEA PAULISTA;126651
VARGEM GRANDE PAULISTA;56047
VARGEM GRANDE DO SUL;41856
VARGEM;12046
VALPARAÍSO;27881
VALINHOS;148002
VALENTIM GENTIL;14621
URUPÊS;16122
URU;1634
URÂNIA;10530
UNIÃO PAULISTA;1777
UCHOA;11649
UBIRAJARA;5075
UBATUBA;103089
UBARANA;6381
TURMALINA;2261
TURIÚBA;2379
TUPI PAULISTA;19526
TUPÃ;77236
TUIUTI;8413
TRÊS FRONTEIRAS;6884
TREMEMBÉ;57377
TRABIJU;1962
TORRINHA;11538
TORRE DE PEDRA;3070
TIMBURI;3003
TIETÊ;44538
TERRA ROXA;9434
TEODORO SAMPAIO;23304
TEJUPÁ;4783
TAUBATÉ;362429
TATUÍ;130518
TARUMÃ;15021
TARABAI;7878
TAQUARIVAÍ;5721
TAQUARITUBA;26821
TAQUARITINGA;61895
TAQUARAL;3232
TAPIRATIBA;15050
TAPIRAÍ;7930
TANABI;30013
TAMBAÚ;24628
TAIÚVA;7441
TAIAÇU;6988
TAGUAÍ;13848
TACIBA;6737
TABOÃO DA SERRA;308640
TABATINGA;17504
TABAPUÃ;13553
SUZANO;312416
SUZANÁPOLIS;4329
SUMARÉ;289903
SUD MENNUCCI;8242
SOROCABA;762175
SOCORRO;49805
SILVEIRAS;6785
SEVERÍNIA;17515
SETE BARRAS;13697
SERTÃOZINHO;136761
SERRANA;13236
SERRA NEGRA;34855
SERRA AZUL;16357
SEBASTIANÓPOLIS DO SUL;3918
SARUTAIÁ;4110
SARAPUÍ;10217
SÃO VICENTE;352365
SÃO SIMÃO;17849
SÃO SEBASTIÃO DA GRAMA;13760
SÃO SEBASTIÃO;88341
SÃO ROQUE;103737
SÃO PEDRO DO TURVO;8162
SÃO PEDRO;40945
SÃO PAULO;14058221
SÃO MIGUEL ARCANJO;34687
SÃO MANUEL;41836
SÃO LUIZ DO PARAITINGA;12539
SÃO LOURENÇO DA SERRA;16112
SÃO JOSÉ DOS CAMPOS;799078
SÃO JOSÉ DO RIO PRETO;527633
SÃO JOSÉ DO RIO PARDO;64311
SÃO JOSÉ DO BARREIRO;4568
SÃO JOSÉ DA BELA VISTA;8477
SÃO JOAQUIM DA BARRA;59776
SÃO JOÃO DO PAU D'ALHO;2698
SÃO JOÃO DE IRACEMA;2177
SÃO JOÃO DAS DUAS PONTES;2943
SÃO JOÃO DA BOA VISTA;109045
SÃO FRANCISCO;3249
SÃO CARLOS;293051
SÃO CAETANO DO SUL;208631
SÃO BERNARDO DO CAMPO;891768
SÃO BENTO DO SAPUCAÍ;13121
SANTOS;566296
SANTÓPOLIS DO AGUAPEÍ;4984
SANTO EXPEDITO;3596
SANTO ANTÔNIO DO PINHAL;7743
SANTO ANTÔNIO DO JARDIM;6986
SANTO ANTÔNIO DO ARACANGUÁ;9405
SANTO ANTÔNIO DE POSSE;24133
SANTO ANTÔNIO DA ALEGRIA;7629
SANTO ANDRÉ;849674
SANTO ANASTÁCIO;21645
SANTANA DE PARNAÍBA;155729
SANTANA DA PONTE PENSA;1935
SANTA SALETE;1990
SANTA ROSA DE VITERBO;30387
SANTA RITA DO PASSA QUATRO;31715
SANTA RITA D'OESTE;3499
SANTA MERCEDES;3350
SANTA MARIA DA SERRA;6496
SANTA LÚCIA;9089
SANTA ISABEL;60577
SANTA GERTRUDES;24451
SANTA FÉ DO SUL;41025
SANTA ERNESTINA;5874
SANTA CRUZ DO RIO PARDO;51497
SANTA CRUZ DAS PALMEIRAS;32947
SANTA CRUZ DA ESPERANÇA;2515
SANTA CRUZ DA CONCEIÇÃO;5111
SANTA CLARA D'OESTE;2644
SANTA BRANCA;16691
SANTA BÁRBARA D'OESTE;209825
SANTA ALBERTINA;7503
SANTA ADÉLIA;16297
SANDOVALINA;4192
SALTO GRANDE;9955
SALTO DE PIRAPORA;47820
SALTO;129750
SALTINHO;9469
SALMOURÃO;5466
SALESÓPOLIS;18739
SALES OLIVEIRA;13568
SALES;7014
SAGRES;2801
SABINO;6665
RUBINÉIA;4090
RUBIÁCEA;3067
ROSEIRA;11744
ROSANA;19582
RIVERSUL;6349
RIOLÂNDIA;14023
RIO GRANDE DA SERRA;54346
RIO DAS PEDRAS;33271
RIO CLARO;218896
RINÓPOLIS;11463
RINCÃO;11908
RIFAINA;4227
RIBEIRÃO PRETO;805438
RIBEIRÃO PIRES;138725
RIBEIRÃO GRANDE;8433
RIBEIRÃO DOS ÍNDIOS;2668
RIBEIRÃO DO SUL;5540
RIBEIRÃO CORRENTE;5100
RIBEIRÃO BRANCO;16635
RIBEIRÃO BONITO;12939
RIBEIRA;3810
RESTINGA;7140
REGISTRO;69135
REGINÓPOLIS;11164
REGENTE FEIJÓ;21620
REDENÇÃO DA SERRA;4726
RANCHARIA;34511
RAFARD;9553
QUINTANA;7386
QUELUZ;12047
QUEIROZ;3535
QUATÁ;14819
QUADRA;3979
PROMISSÃO;41457
PRESIDENTE VENCESLAU;42180
PRESIDENTE PRUDENTE;270632
PRESIDENTE EPITÁCIO;44828
PRESIDENTE BERNARDES;17872
PRESIDENTE ALVES;4752
PRATÂNIA;5385
PRAIA GRANDE;364455
PRADÓPOLIS;21354
PRACINHA;4350
POTIRENDABA;19450
POTIM;24954
PORTO FERREIRA;58784
PORTO FELIZ;59889
PORANGABA;11729
POPULINA;4746
PONTES GESTAL;3025
PONTALINDA;4862
PONTAL;46544
PONGAÍ;4078
POMPÉIA;24543
POLONI;6313
POÁ;121841
PLATINA;3808
PLANALTO;5283
PITANGUEIRAS;38975
PIRATININGA;15928
PIRASSUNUNGA;83720
PIRAPOZINHO;29184
PIRAPORA DO BOM JESUS;18383
PIRANGI;12912
PIRAJUÍ;30857
PIRAJU;33316
PIRACICABA;462972
PIRACAIA;31622
PIQUETE;15280
PIQUEROBI;3865
PINHALZINHO;17467
PINDORAMA;18508
PINDAMONHANGABA;181534
PILAR DO SUL;31739
PIEDADE;61031
PIACATU;6622
PERUÍBE;79430
PEREIRAS;8994
PEREIRA BARRETO;27220
PENÁPOLIS;70308
PEDRO DE TOLEDO;12679
PEDRINHAS PAULISTA;3407
PEDREIRA;54241
PEDREGULHO;17794
PEDRANÓPOLIS;3159
PEDRA BELA;6998
PEDERNEIRAS;50435
PAULO DE FARIA;11123
PAULISTÂNIA;2113
PAULÍNIA;113422
PAULICÉIA;7732
PATROCÍNIO PAULISTA;15662
PARISI;2674
PARIQUERA-AÇU;22481
PARDINHO;6980
PARAPUÃ;11843
PARANAPUÃ;4655
PARANAPANEMA;20203
PARAÍSO;7067
PARAIBUNA;19542
PARAGUAÇU PAULISTA;48904
PANORAMA;15781
PALMITAL;24929
PALMEIRA D'OESTE;10861
PALMARES PAULISTA;12529
PALESTINA;14443
PACAEMBU;20266
OUROESTE;11047
OURO VERDE;8841
OURINHOS;114233
OSVALDO CRUZ;40665
OSCAR BRESSANE;3210
OSASCO;745621
ORLÂNDIA;50244
ORINDIÚVA;6902
ORIENTE;7464
ONDA VERDE;4957
OLÍMPIA;61948
ÓLEO;3093
OCAUÇU;4544
NUPORANGA;8330
NOVO HORIZONTE;45160
NOVAIS;5219
NOVA ODESSA;64982
NOVA LUZITÂNIA;4086
NOVA INDEPENDÊNCIA;5058
NOVA GUATAPORANGA;2794
NOVA GRANADA;23578
NOVA EUROPA;10626
NOVA CASTILHO;1359
NOVA CANAÃ PAULISTA;2577
NOVA CAMPINA;9119
NOVA ALIANÇA;7793
NIPOÃ;5278
NHANDEARA;14308
NEVES PAULISTA;11207
NAZARÉ PAULISTA;22885
NATIVIDADE DA SERRA;8086
NARANDIBA;5090
NANTES;2959
MURUTINGA DO SUL;4767
MOTUCA;4958
MORUNGABA;14564
MORRO AGUDO;32330
MONTEIRO LOBATO;5613
MONTE MOR;61245
MONTE CASTELO;4855
MONTE AZUL PAULISTA;22429
MONTE APRAZÍVEL;26735
MONTE ALTO;56877
MONTE ALEGRE DO SUL;9288
MONGAGUÁ;66384
MONÇÕES;2714
MOMBUCA;3802
MOGI MIRIM;106559
MOGI GUAÇU;176124
MOGI DAS CRUZES;466278
MOCOCA;77519
MIRASSOLÂNDIA;5534
MIRASSOL;69337
MIRANTE DO PARANAPANEMA;20146
MIRANDÓPOLIS;35094
MIRACATU;22300
MIRA ESTRELA;3652
MINEIROS DO TIETÊ;12958
MIGUELÓPOLIS;22349
MESÓPOLIS;2321
MERIDIANO;4692
MENDONÇA;6755
MAUÁ;481888
MATÃO;93281
MARTINÓPOLIS;29694
MARINÓPOLIS;2357
MARÍLIA;261278
MARIÁPOLIS;4457
MARAPOAMA;3741
MARACAÍ;14080
MARABÁ PAULISTA;6203
MANDURI;11130
MAIRIPORÃ;108660
MAIRINQUE;53094
MAGDA;3896
MACEDÔNIA;4551
MACAUBAL;9356
MACATUBA;18174
LUTÉCIA;3054
LUPÉRCIO;4867
LUIZIÂNIA;6354
LUÍS ANTÔNIO;13804
LUCIANÓPOLIS;2877
LUCÉLIA;25121
LOUVEIRA;47559
LOURDES;2806
LORENA;97864
LINS;87744
LINDÓIA;8785
LIMEIRA;319655
LENÇÓIS PAULISTA;71808
LEME;104852
LAVRINHAS;6962
LAVÍNIA;13628
LARANJAL PAULISTA;31294
LAGOINHA;6095
JUQUITIBA;33504
JUQUIÁ;20215
JUNQUEIRÓPOLIS;23388
JUNDIAÍ;476418
JUMIRIM;3533
JÚLIO MESQUITA;5025
JOSÉ BONIFÁCIO;39869
JOÃO RAMALHO;4702
JOANÓPOLIS;15385
JERIQUARA;3229
JAÚ;164537
JARINU;32799
JARDINÓPOLIS;46954
JANDIRA;123444
JAMBEIRO;6925
JALES;60420
JAGUARIÚNA;60731
JACUPIRANGA;18483
JACI;8081
JACAREÍ;254741
JABOTICABAL;90537
JABORANDI;7318
ITUVERAVA;48686
ITUPEVA;62025
ITU;190803
ITOBI;8297
ITIRAPUÃ;7328
ITIRAPINA;19923
ITATINGA;21736
ITATIBA;131011
ITARIRI;16991
ITARARÉ;51547
ITAQUAQUECETUBA;365002
ITAPURA;4742
ITAPUÍ;14295
ITAPORANGA;16938
ITÁPOLIS;45352
ITAPIRAPUÃ PAULISTA;4310
ITAPIRA;86780
ITAPEVI;239482
ITAPEVA;100657
ITAPETININGA;165736
ITAPECERICA DA SERRA;189944
ITAOCA;4214
ITANHAÉM;116230
ITAJU;3817
ITAJOBI;18409
ITAÍ;27896
ITABERÁ;19334
