Município;Qtd Dose
GUAIMBE;1038
GUAÍRA;4459
GUAPIAÇU;3144
GUAPIARA;2538
GUARÁ;3073
GUARAÇAÍ;1716
GUARACI;1500
GUARANÍ D'OESTE;382
GUARANTA;992
GUARARAPES;5415
GUARAREMA;3298
GUARATINGUETA;20698
GUAREÍ;1680
GUARIBA;4120
GUARUJÁ;35972
GUARULHOS;119274
GUATAPARA;1055
GUZOLANDIA;654
HERCULANDIA;1554
HOLAMBRA;1684
HORTOLANDIA;26296
IACANGA;1818
IACRI;1185
IARAS;724
IBATÉ;3348
IBIRA;2218
IBIRAREMA;1284
IBITINGA;9249
IBIÚNA;12386
ICEM;1240
IEPE;1529
IGARAÇÚ DO TIETÊ;2781
IGARAPAVA;4501
IGARATA;1458
IGUAPE;5361
ILHA COMPRIDA;1707
ILHA SOLTEIRA;5296
ILHABELA;3509
INDAIATUBA;32304
INDIANA;921
INDIAPORÃ;1000
INUBIA PAULISTA;712
IPAUSSU;2148
IPERÓ;2899
IPEUNA;787
IPIGUA;822
IPORANGA;1422
IPUÃ;1918
IRACEMÁPOLIS;3044
IRAPUÃ;1153
IRAPURU;1317
ITABERA;2631
ITAÍ;3007
ITAJOBI;3156
ITAJU;562
ITANHAÉM;14084
ITAOCA;851
ITAPECERICA DA SERRA;12370
ITAPETININGA;23878
ITAPEVA;13277
ITAPEVI;13829
ITAPIRA;14144
ITAPIRAPUA PAULISTA;519
ITAPOLIS;7480
ITAPORANGA;2687
ITAPUÍ;1806
ITAPURA;707
ITAQUAQUECETUBA;19575
ITARARE;7156
ITARIRI;2158
ITATIBA;16560
ITATINGA;2234
ITIRAPINA;2174
ITIRAPUÃ;1041
ITOBI;1266
ITU;23365
ITUPEVA;5230
ITUVERAVA;8286
JABORANDI;906
JABOTICABAL;13276
JACAREÍ;34434
JACI;1305
JACUPIRANGA;2328
JAGUARIUNA;7194
JALES;10736
JAMBEIRO;808
JANDIRA;6740
JARDINOPOLIS;6269
JARINU;3989
JAÚ;28996
JERIQUARA;461
JOANOPOLIS;2355
JOÃO RAMALHO;529
JOSE BONIFACIO;5909
JULIO MESQUITA;690
JUMIRIM;392
JUNDIAI;68422
JUNQUEIROPOLIS;3849
JUQUIÁ;3049
JUQUITIBA;2622
LAGOINHA;1028
LARANJAL PAULISTA;4839
LAVINIA;959
LAVRINHAS;742
LEME;14006
LENÇÓIS PAULISTA;9108
LIMEIRA;42855
LINDOIA;1167
LINS;15466
LORENA;14416
LOURDES;483
LOUVEIRA;4434
LUCELIA;3876
LUCIANÓPOLIS;444
LUIS ANTONIO;1433
LUIZIÂNIA;810
LUPERCIO;696
LUTÉCIA;556
MACATUBA;2524
MACAUBAL;1686
MACEDÔNIA;725
MAGDA;676
MAIRINQUE;5850
MAIRIPORÃ;10956
MANDURI;1458
MARABA PAULISTA;578
MARACAI;2038
MARAPOAMA;638
MARIAPOLIS;671
MARILIA;51054
MARINÓPOLIS;426
MARTINÓPOLIS;4162
MATÃO;12566
MAUA;51045
MENDONÇA;1112
MERIDIANO;778
MESÓPOLIS;417
MIGUELÓPOLIS;3370
MINEIROS DO TIETÊ;1788
MIRA ESTRELA;608
MIRACATU;2813
MIRANDOPOLIS;5853
MIRANTE DO PARANAPANEMA;3250
MIRASSOL;9566
MIRASSOLANDIA;850
MOCOCA;13090
MOGI DAS CRUZES;36304
MOGI GUAÇU;22558
MOGI MIRIM;16245
MOMBUCA;569
MONÇÕES;521
MONGAGUÁ;6268
MONTE ALEGRE DO SUL;1403
MONTE ALTO;8952
MONTE APRAZIVEL;4856
MONTE AZUL PAULISTA;2724
MONTE CASTELO;899
MONTE MOR;6042
MONTEIRO LOBATO;916
MORRO AGUDO;4210
MORUNGABA;1835
MOTUCA;595
MURUTINGA DO SUL;982
NANTES;381
NARANDIBA;632
NATIVIDADE DA SERRA;1520
NAZARE PAULISTA;2461
NEVES PAULISTA;2124
NHANDEARA;2479
NIPOÃ;594
NOVA ALIANÇA;1245
NOVA CAMPINA;815
NOVA CANAÃ PAULISTA;456
NOVA CASTILHO;233
NOVA EUROPA;1252
NOVA GRANADA;3245
NOVA GUATAPORANGA;434
NOVA INDEPENDÊNCIA;504
NOVA LUZITÂNIA;556
NOVA ODESSA;6699
NOVAIS;696
NOVO HORIZONTE;6799
NUPORANGA;1346
OCAUÇU;654
ÓLEO;509
OLIMPIA;7822
ONDA VERDE;700
ORIENTE;1263
ORINDIUVA;692
ORLÂNDIA;6165
OSASCO;60758
OSCAR BRESSANE;750
OSVALDO CRUZ;6859
OURINHOS;19159
OURO VERDE;1862
OUROESTE;1684
PACAEMBU;2438
PALESTINA;2183
PALMARES PAULISTA;1009
PALMEIRA D'OESTE;2031
PALMITAL;4500
PANORAMA;2186
PARAGUAÇU PAULISTA;6860
PARAIBUNA;2746
PARAISO;1144
PARANAPANEMA;2595
PARANAPUÃ;677
PARAPUA;2051
PARDINHO;914
PARIQUERA-AÇÚ;4464
PARISI;474
PATROCÍNIO PAULISTA;2188
PAULICÉIA;855
PAULINIA;11578
PAULISTÂNIA;316
PAULO DE FARIA;1658
PEDERNEIRAS;6214
PEDRA BELA;976
PEDRANÓPOLIS;586
PEDREGULHO;2505
PEDREIRA;7262
PEDRINHAS PAULISTA;501
PEDRO DE TOLEDO;1578
PENAPOLIS;12024
PEREIRA BARRETO;4602
PEREIRAS;1134
PERUÍBE;9118
PIACATU;925
PIEDADE;7340
PILAR DO SUL;3915
PINDAMONHANGABA;21347
PINDORAMA;3282
PINHALZINHO;2456
PIQUEROBI;868
PIQUETE;2589
PIRACAIA;4137
PIRACICABA;66804
PIRAJÚ;5291
PIRAJUÍ;4610
PIRANGI;2078
PIRAPORA DO BOM JESUS;1395
PIRAPOZINHO;4135
PIRASSUNUNGA;14096
PIRATININGA;3074
PITANGUEIRAS;4748
PLANALTO;659
PLATINA;520
POA;11405
POLONI;1180
POMPEIA;4201
PONGAI;720
PONTAL;3914
PONTALINDA;546
PONTES GESTAL;430
POPULINA;950
PORANGABA;1743
PORTO FELIZ;7360
PORTO FERREIRA;8255
POTIM;2362
POTIRENDABA;3162
PRACINHA;317
PRADOPOLIS;1940
PRAIA GRANDE;37954
PRATÂNIA;559
PRESIDENTE ALVES;834
PRESIDENTE BERNARDES;3554
PRESIDENTE EPITÁCIO;6279
PRESIDENTE PRUDENTE;47719
PRESIDENTE VENCESLAU;8169
PROMISSÃO;6264
QUADRA;469
QUATÁ;2042
QUEIROZ;468
QUELUZ;1484
QUINTANA;1152
RAFARD;1348
RANCHARIA;5118
REDENCAO DA SERRA;680
REGENTE FEIJÓ;2949
REGINÓPOLIS;1118
REGISTRO;9833
RESTINGA;824
RIBEIRA;598
RIBEIRÃO BONITO;1783
RIBEIRAO BRANCO;1890
RIBEIRÃO CORRENTE;596
RIBEIRÃO DO SUL;828
RIBEIRÃO DOS INDIOS;599
RIBEIRÃO GRANDE;976
RIBEIRÃO PIRES;18617
RIBEIRÃO PRETO;122911
RIFAINA;644
RINCÃO;1584
RINOPOLIS;1896
RIO CLARO;37916
RIO DAS PEDRAS;3666
RIO GRANDE DA SERRA;4785
RIOLANDIA;1414
RIVERSUL;933
ROSANA;3030
ROSEIRA;1414
RUBIACEA;438
RUBINÉIA;638
SABINO;1187
SAGRES;466
SALES;1074
SALES OLIVEIRA;2109
SALESOPOLIS;1723
SALMOURÃO;824
SALTINHO;1195
SALTO;16439
SALTO DE PIRAPORA;6476
SALTO GRANDE;1486
SANDOVALINA;533
SANTA ADÉLIA;2752
SANTA ALBERTINA;1282
SANTA BARBARA D'OESTE;24636
SANTA BRANCA;2398
SANTA CLARA D'OESTE;386
SANTA CRUZ DA CONCEIÇÃO;910
SANTA CRUZ DA ESPERANÇA;398
SANTA CRUZ DAS PALMEIRAS;4416
SANTA CRUZ DO RIO PARDO;8649
SANTA ERNESTINA;634
SANTA FÉ DO SUL;8042
SANTA GERTRUDES;2504
SANTA ISABEL;5337
SANTA LÚCIA;972
SANTA MARIA DA SERRA;868
SANTA MERCEDES;522
SANTA RITA DO PASSA QUATRO;6310
SANTA RITA D'OESTE;545
SANTA ROSA DE VITERBO;4325
SANTA SALETE;418
SANTANA DA PONTE PENSA;407
SANTANA DE PARNAIBA;9984
SANTO ANASTÁCIO;4043
SANTO ANDRÉ;134438
SANTO ANTONIO DA ALEGRIA;1308
SANTO ANTONIO DE POSSE;3024
SANTO ANTONIO DO ARACANGUA;1182
SANTO ANTONIO DO JARDIM;1072
SANTO ANTONIO DO PINHAL;1006
SANTO EXPEDITO;648
SANTOPOLIS DO AGUAPEI;676
SANTOS;100199
SAO BENTO DO SAPUCAI;2000
SÃO BERNARDO DO CAMPO;123418
SÃO CAETANO DO SUL;49466
SÃO CARLOS;45179
SÃO FRANCISCO;620
SAO JOAO DA BOA VISTA;20467
SÃO JOÃO DAS DUAS PONTES;429
SÃO JOÃO DE IRACEMA;400
SÃO JOÃO DO PAU D'ALHO;558
SÃO JOAQUIM DA BARRA;9066
SÃO JOSÉ DA BELA VISTA;1120
SAO JOSE DO BARREIRO;673
SAO JOSE DO RIO PARDO;11200
SÃO JOSÉ DO RIO PRETO;93242
SÃO JOSÉ DOS CAMPOS;108728
SÃO LOURENÇO DA SERRA;1056
SAO LUIZ DO PARAITINGA;1770
SÃO MANUEL;6352
SÃO MIGUEL ARCANJO;4185
SÃO PAULO;1793560
SÃO PEDRO;6246
SÃO PEDRO DO TURVO;1176
SÃO ROQUE;15000
SÃO SEBASTIÃO;7670
SAO SEBASTIAO DA GRAMA;2031
SAO SIMAO;2752
SÃO VICENTE;40506
SARAPUÍ;1206
SARUTAIA;648
SEBASTIANÓPOLIS DO SUL;615
SERRA AZUL;1554
SERRA NEGRA;5737
SERRANA;5312
SERTAOZINHO;16910
SETE BARRAS;1774
SEVERÍNIA;1563
SILVEIRAS;1009
SOCORRO;7758
SOROCABA;101257
SUD MENNUCCI;1342
SUMARE;30367
SUZANAPOLIS;599
SUZANO;26069
TABAPUÃ;2172
TABATINGA;2149
TABOÃO DA SERRA;26277
TACIBA;936
TAGUAÍ;1547
TAIAÇU;1030
TAIUVA;1034
TAMBAU;3868
TANABI;4926
TAPIRAÍ;1243
TAPIRATIBA;2172
TAQUARAL;360
TAQUARITINGA;11109
TAQUARITUBA;3778
TAQUARIVAI;576
TARABAI;948
TARUMÃ;1624
TATUÍ;18797
TAUBATE;49924
TEJUPÁ;530
TEODORO SAMPAIO;2916
TERRA ROXA;1240
TIETÊ;6446
TIMBURI;544
TORRE DE PEDRA;517
TORRINHA;1966
TRABIJÚ;290
TREMEMBE;7904
TRÊS FRONTEIRAS;1244
TUIUTI;1173
TUPA;16686
TUPI PAULISTA;3753
TURIUBA;447
TURMALINA;517
UBARANA;658
UBATUBA;9656
UBIRAJARA;784
UCHÔA;2009
UNIÃO PAULISTA;294
URÂNIA;2028
URU;314
URUPÊS;2679
VALENTIM GENTIL;1678
VALINHOS;19160
VALPARAISO;4359
VARGEM;1929
VARGEM GRANDE DO SUL;7198
VARGEM GRANDE PAULISTA;3610
VARZEA PAULISTA;11516
VERA CRUZ;2249
VINHEDO;12128
VIRADOURO;2080
VISTA ALEGRE DO ALTO;795
VITÓRIA BRASIL;343
VOTORANTIM;15508
VOTUPORANGA;21076
ZACARIAS;451
