Municipio;Qtd-Doses-Distribuidas
SANTA CRUZ DA ESPERANÇA;1010
SANTA CRUZ DA CONCEIÇÃO;2346
SANTA CLARA D'OESTE;1109
SANTA BRANCA;6344
SANTA BÁRBARA D'OESTE;73838
SANTA ALBERTINA;3284
SANTA ADÉLIA;6612
SANDOVALINA;1576
SALTO GRANDE;3915
SALTO DE PIRAPORA;17341
SALTO;44574
SALTINHO;3486
SALMOURÃO;2151
SALESÓPOLIS;6728
SALES OLIVEIRA;5233
SALES;2885
SAGRES;1272
SABINO;2849
RUBINÉIA;1762
RUBIÁCEA;1200
ROSEIRA;3905
ROSANA;8190
RIVERSUL;2573
RIOLÂNDIA;3749
RIO GRANDE DA SERRA;15498
RIO DAS PEDRAS;10370
RIO CLARO;90234
RINÓPOLIS;4802
RINCÃO;4426
RIFAINA;1716
RIBEIRÃO PRETO;304540
RIBEIRÃO PIRES;51587
RIBEIRÃO GRANDE;3019
RIBEIRÃO DOS ÍNDIOS;1401
RIBEIRÃO DO SUL;2386
RIBEIRÃO CORRENTE;1695
RIBEIRÃO BRANCO;5514
RIBEIRÃO BONITO;4866
RIBEIRA;1544
RESTINGA;2348
REGISTRO;30114
REGINÓPOLIS;2666
REGENTE FEIJÓ;8473
REDENÇÃO DA SERRA;1870
RANCHARIA;13238
RAFARD;3468
QUINTANA;2868
QUELUZ;4335
QUEIROZ;1209
QUATÁ;5279
QUADRA;1390
PROMISSÃO;16070
PRESIDENTE VENCESLAU;19989
PRESIDENTE PRUDENTE;113126
PRESIDENTE EPITÁCIO;17246
PRESIDENTE BERNARDES;7983
PRESIDENTE ALVES;2028
PRATÂNIA;1635
PRAIA GRANDE;134487
PRADÓPOLIS;6255
PRACINHA;785
POTIRENDABA;7592
POTIM;6422
PORTO FERREIRA;23016
PORTO FELIZ;20003
PORANGABA;4695
POPULINA;2299
PONTES GESTAL;1212
PONTALINDA;1629
PONTAL;11446
PONGAÍ;1876
POMPÉIA;10779
POLONI;2705
POÁ;39932
PLATINA;1433
PLANALTO;1921
PITANGUEIRAS;12268
PIRATININGA;6837
PIRASSUNUNGA;34569
PIRAPOZINHO;11466
PIRAPORA DO BOM JESUS;5611
PIRANGI;5236
PIRAJUÍ;11084
PIRAJU;13856
PIRACICABA;172128
PIRACAIA;11421
PIQUETE;6469
PIQUEROBI;1973
PINHALZINHO;6664
PINDORAMA;7630
PINDAMONHANGABA;61435
PILAR DO SUL;11625
PIEDADE;22051
PIACATU;2530
PERUÍBE;31732
PEREIRAS;3105
PEREIRA BARRETO;11381
PENÁPOLIS;29798
PEDRO DE TOLEDO;5128
PEDRINHAS PAULISTA;1411
PEDREIRA;19569
PEDREGULHO;6380
PEDRANÓPOLIS;1439
PEDRA BELA;2614
PEDERNEIRAS;16650
PAULO DE FARIA;4387
PAULISTÂNIA;819
PAULÍNIA;34107
PAULICÉIA;2489
PATROCÍNIO PAULISTA;5812
PARISI;1225
PARIQUERA-AÇU;9822
PARDINHO;2572
PARAPUÃ;5295
PARANAPUÃ;1842
PARANAPANEMA;7061
PARAÍSO;2811
PARAIBUNA;7659
PARAGUAÇU PAULISTA;18228
PANORAMA;5996
PALMITAL;10937
PALMEIRA D'OESTE;5096
PALMARES PAULISTA;3032
PALESTINA;5921
PACAEMBU;6031
OUROESTE;4190
OURO VERDE;4171
OURINHOS;50329
OSVALDO CRUZ;16685
OSCAR BRESSANE;1652
OSASCO;263789
ORLÂNDIA;17498
ORINDIÚVA;2034
ORIENTE;3020
ONDA VERDE;1853
OLÍMPIA;24385
ÓLEO;1406
OCAUÇU;1824
NUPORANGA;3308
NOVO HORIZONTE;17453
NOVAIS;1528
NOVA ODESSA;20333
NOVA LUZITÂNIA;1617
NOVA INDEPENDÊNCIA;1313
NOVA GUATAPORANGA;1262
NOVA GRANADA;8545
NOVA EUROPA;3563
NOVA CASTILHO;586
NOVA CANAÃ PAULISTA;1258
NOVA CAMPINA;2666
NOVA ALIANÇA;3059
NIPOÃ;1702
NHANDEARA;6428
NEVES PAULISTA;5133
NAZARÉ PAULISTA;8323
NATIVIDADE DA SERRA;3605
NARANDIBA;1779
NANTES;1074
MURUTINGA DO SUL;2395
MOTUCA;1724
MORUNGABA;4991
MORRO AGUDO;10503
MONTEIRO LOBATO;2294
MONTE MOR;19333
MONTE CASTELO;2184
MONTE AZUL PAULISTA;8836
MONTE APRAZÍVEL;11324
MONTE ALTO;22766
MONTE ALEGRE DO SUL;3801
MONGAGUÁ;24700
MONÇÕES;1251
MOMBUCA;1404
MOGI MIRIM;41017
MOGI GUAÇU;63252
MOGI DAS CRUZES;163434
MOCOCA;32629
MIRASSOLÂNDIA;2229
MIRASSOL;26246
MIRANTE DO PARANAPANEMA;8658
MIRANDÓPOLIS;13648
MIRACATU;8607
MIRA ESTRELA;1768
MINEIROS DO TIETÊ;4950
MIGUELÓPOLIS;8530
MESÓPOLIS;1064
MERIDIANO;1948
MENDONÇA;2745
MAUÁ;150637
MATÃO;34363
MARTINÓPOLIS;11341
MARINÓPOLIS;1092
MARÍLIA;124166
MARIÁPOLIS;1683
MARAPOAMA;1596
MARACAÍ;5736
MARABÁ PAULISTA;1644
MANDURI;3988
MAIRIPORÃ;33116
MAIRINQUE;18097
MAGDA;1717
MACEDÔNIA;2063
MACAUBAL;4063
MACATUBA;6615
LUTÉCIA;1376
LUPÉRCIO;1887
LUIZIÂNIA;2057
LUÍS ANTÔNIO;4135
LUCIANÓPOLIS;1296
LUCÉLIA;9536
LOUVEIRA;12328
LOURDES;1253
LORENA;37075
LINS;36625
LINDÓIA;3237
LIMEIRA;122791
LENÇÓIS PAULISTA;24558
LEME;36557
LAVRINHAS;2182
LAVÍNIA;2557
LARANJAL PAULISTA;12533
LAGOINHA;2731
JUQUITIBA;11358
JUQUIÁ;8261
JUNQUEIRÓPOLIS;9337
JUNDIAÍ;182127
JUMIRIM;1081
JÚLIO MESQUITA;1835
JOSÉ BONIFÁCIO;14922
JOÃO RAMALHO;1493
JOANÓPOLIS;5967
JERIQUARA;1223
JAÚ;67213
JARINU;11234
JARDINÓPOLIS;16405
JANDIRA;35345
JAMBEIRO;2281
JALES;29425
JAGUARIÚNA;19854
JACUPIRANGA;6771
JACI;3044
JACAREÍ;94495
JABOTICABAL;35726
JABORANDI;2837
ITUVERAVA;20586
ITUPEVA;16131
ITU;64609
ITOBI;3194
ITIRAPUÃ;2845
ITIRAPINA;5525
ITATINGA;6196
ITATIBA;45027
ITARIRI;5815
ITARARÉ;19087
ITAQUAQUECETUBA;94441
ITAPURA;1968
ITAPUÍ;4878
ITAPORANGA;6822
ITÁPOLIS;18834
ITAPIRAPUÃ PAULISTA;1416
ITAPIRA;35154
ITAPEVI;61971
ITAPEVA;34993
ITAPETININGA;62386
ITAPECERICA DA SERRA;57671
ITAOCA;1855
ITANHAÉM;49127
ITAJU;1449
ITAJOBI;7857
ITAÍ;8881
ITABERÁ;7430
IRAPURU;3372
IRAPUÃ;3151
IRACEMÁPOLIS;8665
IPUÃ;5170
IPORANGA;2278
IPIGUÁ;2399
IPEÚNA;2395
IPERÓ;9782
IPAUSSU;5642
INÚBIA PAULISTA;1816
INDIAPORÃ;2314
INDIANA;2361
INDAIATUBA;93107
ILHABELA;12189
ILHA SOLTEIRA;13892
ILHA COMPRIDA;5535
IGUAPE;14070
IGARATÁ;4014
IGARAPAVA;11833
IGARAÇU DO TIETÊ;8354
IEPÊ;3741
ICÉM;3507
IBIÚNA;30997
IBITINGA;24460
IBIRAREMA;3126
IBIRÁ;5478
IBATÉ;10052
IARAS;2653
IACRI;3070
IACANGA;4534
HORTOLÂNDIA;76633
HOLAMBRA;5738
HERCULÂNDIA;3879
GUZOLÂNDIA;1947
GUATAPARÁ;2983
GUARULHOS;434598
GUARUJÁ;114499
GUARIBA;12219
GUAREÍ;5120
GUARATINGUETÁ;57301
GUARAREMA;11611
GUARARAPES;14302
GUARANTÃ;2526
GUARANI D'OESTE;1139
GUARACI;4422
GUARAÇAÍ;4313
GUARÁ;7718
GUAPIARA;7130
GUAPIAÇU;9086
GUAÍRA;15799
GUAIMBÊ;2539
GUAIÇARA;4196
GLICÉRIO;1943
GETULINA;4590
GENERAL SALGADO;5542
GAVIÃO PEIXOTO;1761
GASTÃO VIDIGAL;1687
GARÇA;20864
GÁLIA;3456
GABRIEL MONTEIRO;1429
FRANCO DA ROCHA;48332
FRANCISCO MORATO;47643
FRANCA;135779
FLORÍNEA;1509
FLÓRIDA PAULISTA;5373
FLOREAL;1857
FLORA RICA;1066
FERRAZ DE VASCONCELOS;54569
FERNÃO;863
FERNANDÓPOLIS;38435
FERNANDO PRESTES;3094
FARTURA;7637
EUCLIDES DA CUNHA PAULISTA;3434
ESTRELA DO NORTE;1167
ESTRELA D'OESTE;4225
ESTIVA GERBI;3975
ESPÍRITO SANTO DO TURVO;1487
ESPÍRITO SANTO DO PINHAL;20387
ENGENHEIRO COELHO;5664
EMILIANÓPOLIS;1506
EMBU-GUAÇU;27232
EMBU DAS ARTES;72993
EMBAÚBA;1186
ELISIÁRIO;1451
ELIAS FAUSTO;5974
ELDORADO;8139
ECHAPORÃ;3257
DUMONT;3178
DUARTINA;6195
DRACENA;25231
DOURADO;4213
DOLCINÓPOLIS;1181
DOIS CÓRREGOS;10486
DOBRADA;2511
DIVINOLÂNDIA;6307
DIRCE REIS;979
DIADEMA;139007
DESCALVADO;14845
CUNHA;9356
CUBATÃO;43810
CRUZEIRO;33174
CRUZÁLIA;1128
CRISTAIS PAULISTA;3265
CRAVINHOS;13195
COTIA;85238
COSMORAMA;4080
COSMÓPOLIS;20320
CORUMBATAÍ;1705
CORONEL MACEDO;2128
COROADOS;2316
CORDEIRÓPOLIS;10117
CONCHAS;7619
CONCHAL;9283
COLÔMBIA;2613
COLINA;7864
CLEMENTINA;2590
CHAVANTES;4976
CHARQUEADA;6007
CESÁRIO LANGE;6185
CERQUILHO;17660
CERQUEIRA CÉSAR;7920
CEDRAL;4967
CATIGUÁ;2955
CATANDUVA;64528
CASTILHO;9655
CÁSSIA DOS COQUEIROS;1323
CASA BRANCA;14137
CARDOSO;6047
CARAPICUÍBA;123646
CARAGUATATUBA;50428
CAPIVARI;19339
CAPELA DO ALTO;6744
CAPÃO BONITO;16987
CANITAR;1624
CÂNDIDO RODRIGUES;1663
CÂNDIDO MOTA;13636
CANAS;1540
CANANÉIA;5653
CAMPOS NOVOS PAULISTA;1954
CAMPOS DO JORDÃO;18309
CAMPO LIMPO PAULISTA;29325
CAMPINAS;532719
CAMPINA DO MONTE ALEGRE;2543
CAJURU;10915
CAJOBI;4670
CAJATI;10530
CAJAMAR;22236
CAIUÁ;2708
CAIEIRAS;33193
CAIABU;2030
CAFELÂNDIA;7955
CACONDE;8443
CACHOEIRA PAULISTA;14704
CAÇAPAVA;37861
CABREÚVA;14695
CABRÁLIA PAULISTA;1850
BURITIZAL;2194
BURITAMA;7545
BURI;6532
BROTAS;9442
BRODOWSKI;10081
BREJO ALEGRE;1279
BRAÚNA;2679
BRAGANÇA PAULISTA;73892
BOTUCATU;70379
BOREBI;1028
BORBOREMA;7304
BORACÉIA;1981
BORÁ;460
BOM SUCESSO DE ITARARÉ;1119
BOM JESUS DOS PERDÕES;8158
BOITUVA;19779
BOFETE;4751
BOCAINA;4383
BOA ESPERANÇA DO SUL;5096
BIRITIBA MIRIM;10672
BIRIGUI;50157
BILAC;4092
BERTIOGA;20571
BERNARDINO DE CAMPOS;5466
BENTO DE ABREU;1084
BEBEDOURO;38489
BAURU;187514
BATATAIS;28321
BASTOS;8972
BARUERI;97535
BARRINHA;8858
BARRETOS;63289
BARRA DO TURVO;4399
BARRA DO CHAPÉU;2096
BARRA BONITA;16621
BARIRI;15119
BARBOSA;2828
BARÃO DE ANTONINA;1708
BANANAL;5048
BÁLSAMO;4275
BALBINOS;996
BADY BASSITT;7478
AVARÉ;40003
AVANHANDAVA;3799
AVAÍ;2832
AURIFLAMA;7173
ATIBAIA;64035
ASSIS;49729
ASPÁSIA;995
ARUJÁ;29149
ARTUR NOGUEIRA;17805
ARIRANHA;3952
AREIÓPOLIS;3345
AREIAS;1623
AREALVA;4345
ARCO-ÍRIS;1316
ARARAS;55385
ARARAQUARA;110333
ARAPEÍ;1090
ARANDU;2636
ARAMINA;2315
ARAÇOIABA DA SERRA;13289
ARAÇATUBA;97150
ARAÇARIGUAMA;6169
APIAÍ;9471
APARECIDA D'OESTE;2476
APARECIDA;14982
ANHUMAS;1755
ANHEMBI;2638
ANGATUBA;9867
ANDRADINA;27559
ANALÂNDIA;1998
AMPARO;33480
AMÉRICO DE CAMPOS;3032
AMÉRICO BRASILIENSE;13346
AMERICANA;104414
ALVINLÂNDIA;1338
ÁLVARO DE CARVALHO;1611
ÁLVARES MACHADO;10622
ÁLVARES FLORENCE;2223
ALUMÍNIO;5616
ALTO ALEGRE;2284
ALTINÓPOLIS;7783
ALTAIR;1480
ALFREDO MARCONDES;2507
ALAMBARI;2275
AGUDOS;17053
ÁGUAS DE SÃO PEDRO;2563
ÁGUAS DE SANTA BÁRBARA;2719
ÁGUAS DE LINDÓIA;9564
ÁGUAS DA PRATA;4477
AGUAÍ;12789
ADOLFO;2087
ADAMANTINA;20049
