Municipio;Qtd-Doses-Distribuidas
SÃO JOÃO DAS DUAS PONTES;3167
SÃO JOÃO DA BOA VISTA;117033
SÃO FRANCISCO;3471
SÃO CARLOS;316801
SÃO CAETANO DO SUL;221406
SÃO BERNARDO DO CAMPO;978302
SÃO BENTO DO SAPUCAÍ;14134
SANTOS;601092
SANTÓPOLIS DO AGUAPEÍ;5502
SANTO EXPEDITO;3870
SANTO ANTÔNIO DO PINHAL;8419
SANTO ANTÔNIO DO JARDIM;7560
SANTO ANTÔNIO DO ARACANGUÁ;10237
SANTO ANTÔNIO DE POSSE;26558
SANTO ANTÔNIO DA ALEGRIA;8286
SANTO ANDRÉ;916009
SANTO ANASTÁCIO;23201
SANTANA DE PARNAÍBA;171405
SANTANA DA PONTE PENSA;2058
SANTA SALETE;2117
SANTA ROSA DE VITERBO;32978
SANTA RITA DO PASSA QUATRO;33927
SANTA RITA D'OESTE;3716
SANTA MERCEDES;3661
SANTA MARIA DA SERRA;7161
SANTA LÚCIA;10021
SANTA ISABEL;66236
SANTA GERTRUDES;27223
SANTA FÉ DO SUL;43823
SANTA ERNESTINA;6458
SANTA CRUZ DO RIO PARDO;55861
SANTA CRUZ DAS PALMEIRAS;36170
SANTA CRUZ DA ESPERANÇA;2719
SANTA CRUZ DA CONCEIÇÃO;5507
SANTA CLARA D'OESTE;2841
SANTA BRANCA;18108
SANTA BÁRBARA D'OESTE;228442
SANTA ALBERTINA;8040
SANTA ADÉLIA;17674
SANDOVALINA;4609
SALTO GRANDE;10835
SALTO DE PIRAPORA;52115
SALTO;141581
SALTINHO;10270
SALMOURÃO;5956
SALESÓPOLIS;20477
SALES OLIVEIRA;14723
SALES;7605
SAGRES;3016
SABINO;7179
RUBINÉIA;4362
RUBIÁCEA;3374
ROSEIRA;12888
ROSANA;21241
RIVERSUL;6881
RIOLÂNDIA;15403
RIO GRANDE DA SERRA;59922
RIO DAS PEDRAS;37010
RIO CLARO;238147
RINÓPOLIS;12411
RINCÃO;13010
RIFAINA;4566
RIBEIRÃO PRETO;874657
RIBEIRÃO PIRES;150386
RIBEIRÃO GRANDE;9212
RIBEIRÃO DOS ÍNDIOS;2840
RIBEIRÃO DO SUL;5942
RIBEIRÃO CORRENTE;5625
RIBEIRÃO BRANCO;18536
RIBEIRÃO BONITO;14279
RIBEIRA;4136
RESTINGA;7944
REGISTRO;74465
REGINÓPOLIS;12426
REGENTE FEIJÓ;23422
REDENÇÃO DA SERRA;5098
RANCHARIA;37475
RAFARD;10444
QUINTANA;8016
QUELUZ;13328
QUEIROZ;3916
QUATÁ;16230
QUADRA;4360
PROMISSÃO;45438
PRESIDENTE VENCESLAU;45289
PRESIDENTE PRUDENTE;291362
PRESIDENTE EPITÁCIO;48953
PRESIDENTE BERNARDES;18953
PRESIDENTE ALVES;5086
PRATÂNIA;5953
PRAIA GRANDE;397640
PRADÓPOLIS;23703
PRACINHA;4987
POTIRENDABA;21125
POTIM;27813
PORTO FERREIRA;63878
PORTO FELIZ;65374
PORANGABA;12646
POPULINA;5105
PONTES GESTAL;3260
PONTALINDA;5343
PONTAL;52355
PONGAÍ;4371
POMPÉIA;26455
POLONI;6878
POÁ;133836
PLATINA;4153
PLANALTO;5796
PITANGUEIRAS;43263
PIRATININGA;17226
PIRASSUNUNGA;90918
PIRAPOZINHO;31759
PIRAPORA DO BOM JESUS;20485
PIRANGI;13912
PIRAJUÍ;33433
PIRAJU;36091
PIRACICABA;502096
PIRACAIA;34216
PIQUETE;16489
PIQUEROBI;4183
PINHALZINHO;18947
PINDORAMA;20095
PINDAMONHANGABA;198468
PILAR DO SUL;34683
PIEDADE;66294
PIACATU;7239
PERUÍBE;85848
PEREIRAS;9843
PEREIRA BARRETO;29472
PENÁPOLIS;76003
PEDRO DE TOLEDO;13774
PEDRINHAS PAULISTA;3680
PEDREIRA;59026
PEDREGULHO;19519
PEDRANÓPOLIS;3389
PEDRA BELA;7589
PEDERNEIRAS;55231
PAULO DE FARIA;12012
PAULISTÂNIA;2300
PAULÍNIA;124915
PAULICÉIA;8473
PATROCÍNIO PAULISTA;17161
PARISI;2881
PARIQUERA-AÇU;24313
PARDINHO;7628
PARAPUÃ;12813
PARANAPUÃ;5015
PARANAPANEMA;22122
PARAÍSO;7665
PARAIBUNA;21229
PARAGUAÇU PAULISTA;53198
PANORAMA;17271
PALMITAL;26753
PALMEIRA D'OESTE;11623
PALMARES PAULISTA;14131
PALESTINA;15728
PACAEMBU;21574
OUROESTE;12083
OURO VERDE;9596
OURINHOS;124028
OSVALDO CRUZ;43680
OSCAR BRESSANE;3419
OSASCO;813861
ORLÂNDIA;54610
ORINDIÚVA;7646
ORIENTE;8097
ONDA VERDE;5402
OLÍMPIA;67234
ÓLEO;3315
OCAUÇU;4963
NUPORANGA;9060
NOVO HORIZONTE;49098
NOVAIS;5911
NOVA ODESSA;71119
NOVA LUZITÂNIA;4479
NOVA INDEPENDÊNCIA;5486
NOVA GUATAPORANGA;3008
NOVA GRANADA;25726
NOVA EUROPA;11710
NOVA CASTILHO;1472
NOVA CANAÃ PAULISTA;2727
NOVA CAMPINA;10099
NOVA ALIANÇA;8422
NIPOÃ;5820
NHANDEARA;15304
NEVES PAULISTA;11971
NAZARÉ PAULISTA;24728
NATIVIDADE DA SERRA;8668
NARANDIBA;5605
NANTES;3283
MURUTINGA DO SUL;5092
MOTUCA;5440
MORUNGABA;15931
MORRO AGUDO;35677
MONTEIRO LOBATO;6080
MONTE MOR;67390
MONTE CASTELO;5183
MONTE AZUL PAULISTA;24203
MONTE APRAZÍVEL;28991
MONTE ALTO;61385
MONTE ALEGRE DO SUL;10018
MONGAGUÁ;71802
MONÇÕES;2917
MOMBUCA;4146
MOGI MIRIM;115391
MOGI GUAÇU;191084
MOGI DAS CRUZES;510411
MOCOCA;83732
MIRASSOLÂNDIA;5964
MIRASSOL;74901
MIRANTE DO PARANAPANEMA;21903
MIRANDÓPOLIS;37561
MIRACATU;24344
MIRA ESTRELA;3890
MINEIROS DO TIETÊ;14130
MIGUELÓPOLIS;24505
MESÓPOLIS;2497
MERIDIANO;5059
MENDONÇA;7313
MAUÁ;531118
MATÃO;101235
MARTINÓPOLIS;32211
MARINÓPOLIS;2540
MARÍLIA;280775
MARIÁPOLIS;4876
MARAPOAMA;4043
MARACAÍ;15288
MARABÁ PAULISTA;6912
MANDURI;12135
MAIRIPORÃ;119107
MAIRINQUE;63935
MAGDA;4147
MACEDÔNIA;4867
MACAUBAL;10074
MACATUBA;19882
LUTÉCIA;3298
LUPÉRCIO;5298
LUIZIÂNIA;6981
LUÍS ANTÔNIO;15337
LUCIANÓPOLIS;3098
LUCÉLIA;27167
LOUVEIRA;53046
LOURDES;3015
LORENA;106598
LINS;94976
LINDÓIA;9585
LIMEIRA;347599
LENÇÓIS PAULISTA;78656
LEME;115366
LAVRINHAS;7691
LAVÍNIA;15329
LARANJAL PAULISTA;34097
LAGOINHA;6541
JUQUITIBA;36701
JUQUIÁ;22018
JUNQUEIRÓPOLIS;25271
JUNDIAÍ;515232
JUMIRIM;3916
JÚLIO MESQUITA;5508
JOSÉ BONIFÁCIO;43543
JOÃO RAMALHO;5179
JOANÓPOLIS;16728
JERIQUARA;3574
JAÚ;178949
JARINU;35991
JARDINÓPOLIS;51561
JANDIRA;136945
JAMBEIRO;7599
JALES;65046
JAGUARIÚNA;66558
JACUPIRANGA;20225
JACI;8835
JACAREÍ;277338
JABOTICABAL;97867
JABORANDI;8007
ITUVERAVA;52608
ITUPEVA;68839
ITU;208425
ITOBI;9063
ITIRAPUÃ;8022
ITIRAPINA;21959
ITATINGA;24076
ITATIBA;143063
ITARIRI;18843
ITARARÉ;56526
ITAQUAQUECETUBA;406893
ITAPURA;5201
ITAPUÍ;15739
ITAPORANGA;18432
ITÁPOLIS;49238
ITAPIRAPUÃ PAULISTA;4778
ITAPIRA;93392
ITAPEVI;266767
ITAPEVA;110774
ITAPETININGA;181762
ITAPECERICA DA SERRA;209131
ITAOCA;4530
ITANHAÉM;125828
ITAJU;4202
ITAJOBI;19734
ITAÍ;30708
ITABERÁ;21032
IRAPURU;9658
IRAPUÃ;9358
IRACEMÁPOLIS;28193
IPUÃ;17905
IPORANGA;4966
IPIGUÁ;6785
IPEÚNA;8370
IPERÓ;42398
IPAUSSU;16245
INÚBIA PAULISTA;4823
INDIAPORÃ;5237
INDIANA;5932
INDAIATUBA;305294
ILHABELA;45263
ILHA SOLTEIRA;32359
ILHA COMPRIDA;14298
IGUAPE;36442
IGARATÁ;11608
IGARAPAVA;33947
IGARAÇU DO TIETÊ;28887
IEPÊ;9745
ICÉM;10339
IBIÚNA;97540
IBITINGA;71995
IBIRAREMA;8662
IBIRÁ;15763
IBATÉ;40181
IARAS;12313
IACRI;7934
IACANGA;13645
HORTOLÂNDIA;274614
HOLAMBRA;18284
HERCULÂNDIA;10687
GUZOLÂNDIA;5732
GUATAPARÁ;9051
GUARULHOS;1594396
GUARUJÁ;356830
GUARIBA;45516
GUAREÍ;22225
GUARATINGUETÁ;148530
GUARAREMA;36435
GUARARAPES;39676
GUARANTÃ;7980
GUARANI D'OESTE;2706
GUARACI;13703
GUARAÇAÍ;10506
GUARÁ;23825
GUAPIARA;20803
GUAPIAÇU;26374
GUAÍRA;48537
GUAIMBÊ;7013
GUAIÇARA;13676
GLICÉRIO;5687
GETULINA;13600
GENERAL SALGADO;13145
GAVIÃO PEIXOTO;5654
GASTÃO VIDIGAL;5489
GARÇA;55578
GÁLIA;8134
GABRIEL MONTEIRO;3546
FRANCO DA ROCHA;177037
FRANCISCO MORATO;191058
FRANCA;418059
FLORÍNEA;4829
FLÓRIDA PAULISTA;16638
FLOREAL;3879
FLORA RICA;1951
FERRAZ DE VASCONCELOS;218990
FERNÃO;2177
FERNANDÓPOLIS;89207
FERNANDO PRESTES;7496
FARTURA;20444
EUCLIDES DA CUNHA PAULISTA;10816
ESTRELA DO NORTE;3212
ESTRELA D'OESTE;10421
ESTIVA GERBI;13290
ESPÍRITO SANTO DO TURVO;5058
ESPÍRITO SANTO DO PINHAL;54440
ENGENHEIRO COELHO;21283
EMILIANÓPOLIS;3843
EMBU-GUAÇU;87627
EMBU DAS ARTES;290168
EMBAÚBA;3106
ELISIÁRIO;4417
ELIAS FAUSTO;20733
ELDORADO;17822
ECHAPORÃ;7663
DUMONT;11371
DUARTINA;15025
DRACENA;58355
DOURADO;10880
DOLCINÓPOLIS;2824
DOIS CÓRREGOS;30853
DOBRADA;9725
DIVINOLÂNDIA;14382
DIRCE REIS;2294
DIADEMA;472553
DESCALVADO;38172
CUNHA;27402
CUBATÃO;143407
CRUZEIRO;96551
CRUZÁLIA;2678
CRISTAIS PAULISTA;10422
CRAVINHOS;42341
COTIA;288214
COSMORAMA;9675
COSMÓPOLIS;80645
CORUMBATAÍ;4693
CORONEL MACEDO;5717
COROADOS;6941
CORDEIRÓPOLIS;29578
CONCHAS;20741
CONCHAL;32176
COLÔMBIA;7705
COLINA;22633
CLEMENTINA;8623
CHAVANTES;14117
CHARQUEADA;20288
CESÁRIO LANGE;20939
CERQUILHO;56275
CERQUEIRA CÉSAR;25332
CEDRAL;12071
CATIGUÁ;8487
CATANDUVA;154481
CASTILHO;23861
CÁSSIA DOS COQUEIROS;3332
CASA BRANCA;37139
CARDOSO;16165
CARAPICUÍBA;452299
CARAGUATATUBA;149038
CAPIVARI;63911
CAPELA DO ALTO;25472
CAPÃO BONITO;54475
CANITAR;5712
CÂNDIDO RODRIGUES;3746
CÂNDIDO MOTA;36166
CANAS;5771
CANANÉIA;15087
CAMPOS NOVOS PAULISTA;5757
CAMPOS DO JORDÃO;63244
CAMPO LIMPO PAULISTA;98036
CAMPINAS;1461510
CAMPINA DO MONTE ALEGRE;7363
CAJURU;31576
CAJOBI;13379
CAJATI;34264
CAJAMAR;94360
CAIUÁ;8253
CAIEIRAS;116693
CAIABU;5050
CAFELÂNDIA;21219
CACONDE;23742
CACHOEIRA PAULISTA;42263
CAÇAPAVA;113403
CABREÚVA;55536
CABRÁLIA PAULISTA;5190
BURITIZAL;5620
BURITAMA;20550
BURI;22191
BROTAS;28900
BRODOWSKI;29817
BREJO ALEGRE;3618
BRAÚNA;7182
BRAGANÇA PAULISTA;210502
BOTUCATU;178512
BOREBI;3111
BORBOREMA;19499
BORACÉIA;5641
BORÁ;1248
BOM SUCESSO DE ITARARÉ;4277
BOM JESUS DOS PERDÕES;30075
BOITUVA;71090
BOFETE;13688
BOCAINA;13864
BOA ESPERANÇA DO SUL;16202
BIRITIBA MIRIM;36414
BIRIGUI;149576
BILAC;10209
BERTIOGA;71156
BERNARDINO DE CAMPOS;14824
BENTO DE ABREU;3324
BEBEDOURO;98172
BAURU;474086
BATATAIS;77654
BASTOS;24905
BARUERI;321571
BARRINHA;35988
BARRETOS;158729
BARRA DO TURVO;9675
BARRA DO CHAPÉU;6620
BARRA BONITA;44908
BARIRI;40167
BARBOSA;7941
BARÃO DE ANTONINA;4204
BANANAL;13232
BÁLSAMO;11000
BALBINOS;9262
BADY BASSITT;22013
AVARÉ;113988
AVANHANDAVA;15030
AVAÍ;6488
AURIFLAMA;18312
ATIBAIA;180008
ASSIS;127166
ASPÁSIA;2353
ARUJÁ;106852
ARTUR NOGUEIRA;63309
ARIRANHA;11379
AREIÓPOLIS;12577
AREIAS;4558
AREALVA;10871
ARCO-ÍRIS;2584
ARARAS;151343
ARARAQUARA;296810
ARAPEÍ;3086
ARANDU;7667
ARAMINA;6913
ARAÇOIABA DA SERRA;39115
ARAÇATUBA;246680
ARAÇARIGUAMA;23150
APIAÍ;28697
APARECIDA D'OESTE;5422
APARECIDA;42541
ANHUMAS;4931
ANHEMBI;7823
ANGATUBA;26648
ANDRADINA;69185
ANALÂNDIA;5524
AMPARO;89960
AMÉRICO DE CAMPOS;7726
AMÉRICO BRASILIENSE;46282
AMERICANA;291650
ALVINLÂNDIA;3764
ÁLVARO DE CARVALHO;7061
ÁLVARES MACHADO;29885
ÁLVARES FLORENCE;5484
ALUMÍNIO;20944
ALTO ALEGRE;5603
ALTINÓPOLIS;20611
ALTAIR;4809
ALFREDO MARCONDES;5489
ALAMBARI;6871
AGUDOS;45921
ÁGUAS DE SÃO PEDRO;5077
ÁGUAS DE SANTA BÁRBARA;7509
ÁGUAS DE LINDÓIA;25271
ÁGUAS DA PRATA;10526
AGUAÍ;40789
ADOLFO;4836
ADAMANTINA;44744
