Municipio;Qtd-Doses-Distribuidas
ZACARIAS;4525
VOTUPORANGA;169460
VOTORANTIM;200166
VITÓRIA BRASIL;2987
VISTA ALEGRE DO ALTO;14998
VIRADOURO;31338
VINHEDO;135884
VERA CRUZ;17494
VÁRZEA PAULISTA;200269
VARGEM GRANDE PAULISTA;87064
VARGEM GRANDE DO SUL;62031
VARGEM;17923
VALPARAÍSO;41407
VALINHOS;219062
VALENTIM GENTIL;24785
URUPÊS;23528
URU;2313
URÂNIA;14885
UNIÃO PAULISTA;2707
UCHOA;17215
UBIRAJARA;8909
UBATUBA;158438
UBARANA;9715
TURMALINA;3332
TURIÚBA;3400
TUPI PAULISTA;27217
TUPÃ;108928
TUIUTI;12699
TRÊS FRONTEIRAS;10076
TREMEMBÉ;85863
TRABIJU;3037
TORRINHA;16713
TORRE DE PEDRA;4857
TIMBURI;4194
TIETÊ;67027
TERRA ROXA;13803
TEODORO SAMPAIO;35466
TEJUPÁ;7336
TAUBATÉ;536752
TATUÍ;198337
TARUMÃ;23951
TARABAI;11928
TAQUARIVAÍ;10632
TAQUARITUBA;39731
TAQUARITINGA;89785
TAQUARAL;4814
TAPIRATIBA;23732
TAPIRAÍ;12292
TANABI;43701
TAMBAÚ;37917
TAIÚVA;10411
TAIAÇU;10243
TAGUAÍ;23215
TACIBA;10014
TABOÃO DA SERRA;481835
TABATINGA;26019
TABAPUÃ;20399
SUZANO;480795
SUZANÁPOLIS;6520
SUMARÉ;464129
SUD MENNUCCI;12161
SOROCABA;1136219
SOCORRO;77040
SILVEIRAS;10282
SEVERÍNIA;26663
SETE BARRAS;21971
SERTÃOZINHO;203965
SERRANA;29756
SERRA NEGRA;49933
SERRA AZUL;23581
SEBASTIANÓPOLIS DO SUL;5716
SARUTAIÁ;6271
SARAPUÍ;15678
SÃO VICENTE;544928
SÃO SIMÃO;25867
SÃO SEBASTIÃO DA GRAMA;20339
SÃO SEBASTIÃO;140038
SÃO ROQUE;151968
SÃO PEDRO DO TURVO;12576
SÃO PEDRO;61613
SÃO PAULO;20413102
SÃO MIGUEL ARCANJO;52274
SÃO MANUEL;61006
SÃO LUIZ DO PARAITINGA;19551
SÃO LOURENÇO DA SERRA;25234
SÃO JOSÉ DOS CAMPOS;1170617
SÃO JOSÉ DO RIO PRETO;766904
SÃO JOSÉ DO RIO PARDO;91995
SÃO JOSÉ DO BARREIRO;6870
SÃO JOSÉ DA BELA VISTA;13410
SÃO JOAQUIM DA BARRA;92527
SÃO JOÃO DO PAU D'ALHO;3877
SÃO JOÃO DE IRACEMA;3294
SÃO JOÃO DAS DUAS PONTES;4323
SÃO JOÃO DA BOA VISTA;155631
SÃO FRANCISCO;4626
SÃO CARLOS;426961
SÃO CAETANO DO SUL;295562
SÃO BERNARDO DO CAMPO;1343583
SÃO BENTO DO SAPUCAÍ;21351
SANTOS;777776
SANTÓPOLIS DO AGUAPEÍ;7461
SANTO EXPEDITO;5294
SANTO ANTÔNIO DO PINHAL;12913
SANTO ANTÔNIO DO JARDIM;10193
SANTO ANTÔNIO DO ARACANGUÁ;14056
SANTO ANTÔNIO DE POSSE;38303
SANTO ANTÔNIO DA ALEGRIA;11742
SANTO ANDRÉ;1231187
SANTO ANASTÁCIO;30772
SANTANA DE PARNAÍBA;279160
SANTANA DA PONTE PENSA;2670
SANTA SALETE;2934
SANTA ROSA DE VITERBO;44246
SANTA RITA DO PASSA QUATRO;44516
SANTA RITA D'OESTE;4839
SANTA MERCEDES;5160
SANTA MARIA DA SERRA;10052
