Municipio;Qtd-Doses-Distribuidas
CAMPINA DO MONTE ALEGRE;2187
CAMPINAS;514589
CAMPO LIMPO PAULISTA;26331
CAMPOS DO JORDÃO;17156
CAMPOS NOVOS PAULISTA;1888
CANANÉIA;5188
CANAS;1469
CÂNDIDO MOTA;12781
CÂNDIDO RODRIGUES;1470
CANITAR;1525
CAPÃO BONITO;16317
CAPELA DO ALTO;6265
CAPIVARI;18384
CARAGUATATUBA;46868
CARAPICUÍBA;116064
CARDOSO;5758
CASA BRANCA;13652
CÁSSIA DOS COQUEIROS;1261
CASTILHO;8440
CATANDUVA;61800
CATIGUÁ;2810
CEDRAL;4842
CERQUEIRA CÉSAR;7440
CERQUILHO;16920
CESÁRIO LANGE;5850
CHARQUEADA;5581
CHAVANTES;4681
CLEMENTINA;2478
COLINA;7464
COLÔMBIA;2477
CONCHAL;8773
CONCHAS;7384
CORDEIRÓPOLIS;8958
COROADOS;2186
CORONEL MACEDO;1998
CORUMBATAÍ;1629
COSMÓPOLIS;19385
COSMORAMA;3683
COTIA;76889
CRAVINHOS;12730
CRISTAIS PAULISTA;3153
CRUZÁLIA;1035
CRUZEIRO;31788
CUBATÃO;39520
CUNHA;9016
DESCALVADO;14320
DIADEMA;125473
DIRCE REIS;939
DIVINOLÂNDIA;6098
DOBRADA;2421
DOIS CÓRREGOS;9944
DOLCINÓPOLIS;1151
DOURADO;4030
DRACENA;24491
DUARTINA;5997
DUMONT;3016
ECHAPORÃ;3112
ELDORADO;7934
ELIAS FAUSTO;5619
ELISIÁRIO;1370
EMBAÚBA;1138
EMBU DAS ARTES;68898
EMBU-GUAÇU;23505
EMILIANÓPOLIS;1460
ENGENHEIRO COELHO;4804
ESPÍRITO SANTO DO PINHAL;19660
ESPÍRITO SANTO DO TURVO;1422
ESTIVA GERBI;3625
ESTRELA DO NORTE;1098
ESTRELA D'OESTE;4054
EUCLIDES DA CUNHA PAULISTA;3294
FARTURA;6909
FERNANDO PRESTES;3012
FERNANDÓPOLIS;36801
FERNÃO;843
FERRAZ DE VASCONCELOS;52009
FLORA RICA;1019
FLOREAL;1810
FLÓRIDA PAULISTA;4978
FLORÍNEA;1419
FRANCA;129724
FRANCISCO MORATO;44842
FRANCO DA ROCHA;44616
GABRIEL MONTEIRO;1389
GÁLIA;3329
GARÇA;19702
GASTÃO VIDIGAL;1633
GAVIÃO PEIXOTO;1570
GENERAL SALGADO;5327
GETULINA;4411
GLICÉRIO;1873
GUAIÇARA;4031
GUAIMBÊ;2388
GUAÍRA;15050
GUAPIAÇU;8008
GUAPIARA;6850
GUARÁ;7403
GUARAÇAÍ;4076
GUARACI;4255
GUARANI D'OESTE;972
GUARANTÃ;2436
GUARARAPES;13792
GUARAREMA;10995
GUARATINGUETÁ;54018
GUAREÍ;4466
GUARIBA;11417
GUARUJÁ;109169
GUARULHOS;413760
GUATAPARÁ;2823
GUZOLÂNDIA;1828
HERCULÂNDIA;3732
HOLAMBRA;4796
HORTOLÂNDIA;68758
IACANGA;4364
IACRI;2885
IARAS;2332
IBATÉ;9345
IBIRÁ;5290
IBIRAREMA;2936
IBITINGA;22540
IBIÚNA;29812
ICÉM;2955
IEPÊ;3599
IGARAÇU DO TIETÊ;7940
IGARAPAVA;11198
IGARATÁ;3781
IGUAPE;13585
ILHA COMPRIDA;5308
ILHA SOLTEIRA;13139
ILHABELA;10912
INDAIATUBA;85850
INDIANA;2168
INDIAPORÃ;2259
INÚBIA PAULISTA;1710
IPAUSSU;5384
IPERÓ;8982
IPEÚNA;2183
IPIGUÁ;2234
IPORANGA;2223
IPUÃ;4959
IRACEMÁPOLIS;7967
IRAPUÃ;2990
IRAPURU;3087
ITABERÁ;7120
ITAÍ;8375
ITAJOBI;7573
ITAJU;1380
ITANHAÉM;44875
ITAOCA;1728
ITAPECERICA DA SERRA;51822
ITAPETININGA;59457
ITAPEVA;33218
ITAPEVI;57663
ITAPIRA;34094
ITAPIRAPUÃ PAULISTA;1357
ITÁPOLIS;17826
ITAPORANGA;6627
ITAPUÍ;4703
ITAPURA;1781
ITAQUAQUECETUBA;85338
ITARARÉ;18360
ITARIRI;5595
ITATIBA;43020
ITATINGA;5936
ITIRAPINA;5278
ITIRAPUÃ;2479
ITOBI;3104
ITU;60872
ITUPEVA;15129
ITUVERAVA;19178
JABORANDI;2664
JABOTICABAL;34656
JACAREÍ;87424
JACI;2792
JACUPIRANGA;6531
JAGUARIÚNA;18824
JALES;25690
JAMBEIRO;2121
JANDIRA;31879
JARDINÓPOLIS;15825
JARINU;10408
JAÚ;65178
JERIQUARA;1125
JOANÓPOLIS;5757
JOÃO RAMALHO;1426
JOSÉ BONIFÁCIO;14352
JÚLIO MESQUITA;1753
JUMIRIM;1040
JUNDIAÍ;175598
JUNQUEIRÓPOLIS;8906
JUQUIÁ;7991
JUQUITIBA;10527
LAGOINHA;2507
LARANJAL PAULISTA;11818
LAVÍNIA;2308
LAVRINHAS;2087
LEME;35302
LENÇÓIS PAULISTA;23633
LIMEIRA;113651
LINDÓIA;2920
LINS;35565
LORENA;35399
LOURDES;1177
LOUVEIRA;11720
LUCÉLIA;9004
LUCIANÓPOLIS;1173
LUÍS ANTÔNIO;3955
LUIZIÂNIA;1992
LUPÉRCIO;1832
LUTÉCIA;1267
MACATUBA;6375
MACAUBAL;3943
MACEDÔNIA;1900
MAGDA;1666
MAIRINQUE;16297
MAIRIPORÃ;31094
MANDURI;3744
MARABÁ PAULISTA;1528
MARACAÍ;5500
MARAPOAMA;1537
MARIÁPOLIS;1578
MARÍLIA;115776
MARINÓPOLIS;1057
MARTINÓPOLIS;10482
MATÃO;33112
MAUÁ;141171
MENDONÇA;2525
MERIDIANO;1853
MESÓPOLIS;996
MIGUELÓPOLIS;8067
MINEIROS DO TIETÊ;4775
MIRA ESTRELA;1652
MIRACATU;7367
MIRANDÓPOLIS;13148
MIRANTE DO PARANAPANEMA;7917
MIRASSOL;24839
MIRASSOLÂNDIA;2154
MOCOCA;31002
MOGI DAS CRUZES;154839
MOGI GUAÇU;61002
MOGI MIRIM;39712
MOMBUCA;1358
MONÇÕES;1217
MONGAGUÁ;23540
MONTE ALEGRE DO SUL;3552
MONTE ALTO;22046
MONTE APRAZÍVEL;10799
MONTE AZUL PAULISTA;8376
MONTE CASTELO;2129
MONTE MOR;17066
MONTEIRO LOBATO;2224
MORRO AGUDO;10108
MORUNGABA;4786
MOTUCA;1669
MURUTINGA DO SUL;2310
NANTES;1009
NARANDIBA;1661
NATIVIDADE DA SERRA;3469
NAZARÉ PAULISTA;6845
NEVES PAULISTA;4870
NHANDEARA;6251
NIPOÃ;1516
NOVA ALIANÇA;2969
NOVA CAMPINA;2449
NOVA CANAÃ PAULISTA;1134
NOVA CASTILHO;571
NOVA EUROPA;3398
NOVA GRANADA;8001
NOVA GUATAPORANGA;1163
NOVA INDEPENDÊNCIA;1233
NOVA LUZITÂNIA;1432
NOVA ODESSA;19336
NOVAIS;1458
NOVO HORIZONTE;16573
NUPORANGA;3208
OCAUÇU;1736
ÓLEO;1312
OLÍMPIA;23455
ONDA VERDE;1728
ORIENTE;2924
ORINDIÚVA;1859
ORLÂNDIA;16113
OSASCO;240779
OSCAR BRESSANE;1614
OSVALDO CRUZ;16098
OURINHOS;47902
OURO VERDE;3920
OUROESTE;4040
PACAEMBU;5755
PALESTINA;5218
PALMARES PAULISTA;2803
PALMEIRA D'OESTE;4956
PALMITAL;10534
PANORAMA;5523
PARAGUAÇU PAULISTA;17535
PARAIBUNA;7273
PARAÍSO;2726
PARANAPANEMA;6722
PARANAPUÃ;1771
PARAPUÃ;5040
PARDINHO;2330
PARIQUERA-AÇU;9512
PARISI;1190
PATROCÍNIO PAULISTA;5452
PAULICÉIA;2314
PAULÍNIA;32045
PAULISTÂNIA;794
PAULO DE FARIA;3827
PEDERNEIRAS;15965
PEDRA BELA;2502
PEDRANÓPOLIS;1404
PEDREGULHO;6156
PEDREIRA;17787
PEDRINHAS PAULISTA;1358
PEDRO DE TOLEDO;4369
PENÁPOLIS;28923
PEREIRA BARRETO;10991
PEREIRAS;2980
PERUÍBE;29661
PIACATU;2391
PIEDADE;20271
PILAR DO SUL;10525
PINDAMONHANGABA;59009
PINDORAMA;7385
PINHALZINHO;6450
PIQUEROBI;1856
PIQUETE;6284
PIRACAIA;10763
PIRACICABA;165249
PIRAJU;13241
PIRAJUÍ;10749
PIRANGI;5026
PIRAPORA DO BOM JESUS;5089
PIRAPOZINHO;10569
PIRASSUNUNGA;33259
PIRATININGA;6667
PITANGUEIRAS;11696
PLANALTO;1698
PLATINA;1355
POÁ;37847
POLONI;2630
POMPÉIA;9726
PONGAÍ;1824
PONTAL;10871
PONTALINDA;1517
PONTES GESTAL;1151
POPULINA;2180
PORANGABA;4445
PORTO FELIZ;19303
PORTO FERREIRA;21198
POTIM;6027
POTIRENDABA;7372
PRACINHA;722
PRADÓPOLIS;5995
PRAIA GRANDE;121371
PRATÂNIA;1536
PRESIDENTE ALVES;1973
PRESIDENTE BERNARDES;7681
PRESIDENTE EPITÁCIO;16283
PRESIDENTE PRUDENTE;108713
PRESIDENTE VENCESLAU;18659
PROMISSÃO;15515
QUADRA;1340
QUATÁ;5064
QUEIROZ;1124
QUELUZ;4086
QUINTANA;2771
RAFARD;3351
RANCHARIA;12733
REDENÇÃO DA SERRA;1636
REGENTE FEIJÓ;7981
REGINÓPOLIS;2559
REGISTRO;29264
RESTINGA;2255
RIBEIRA;1494
RIBEIRÃO BONITO;4486
RIBEIRÃO BRANCO;5154
RIBEIRÃO CORRENTE;1477
RIBEIRÃO DO SUL;2141
RIBEIRÃO DOS ÍNDIOS;1341
RIBEIRÃO GRANDE;2702
RIBEIRÃO PIRES;49006
RIBEIRÃO PRETO;288178
RIFAINA;1671
RINCÃO;4102
RINÓPOLIS;4598
RIO CLARO;85814
RIO DAS PEDRAS;9900
RIO GRANDE DA SERRA;14044
RIOLÂNDIA;3568
RIVERSUL;2479
ROSANA;7843
ROSEIRA;3750
RUBIÁCEA;1105
RUBINÉIA;1722
SABINO;2774
SAGRES;1162
SALES;2790
SALES OLIVEIRA;5078
SALESÓPOLIS;5909
SALMOURÃO;2022
SALTINHO;3289
SALTO;42584
SALTO DE PIRAPORA;16615
SALTO GRANDE;3780
SANDOVALINA;1516
SANTA ADÉLIA;6384
SANTA ALBERTINA;2970
SANTA BÁRBARA D'OESTE;71260
SANTA BRANCA;6038
SANTA CLARA D'OESTE;1031
SANTA CRUZ DA CONCEIÇÃO;2166
SANTA CRUZ DA ESPERANÇA;975
SANTA CRUZ DAS PALMEIRAS;11080
SANTA CRUZ DO RIO PARDO;20618
SANTA ERNESTINA;1795
SANTA FÉ DO SUL;18157
SANTA GERTRUDES;6698
SANTA ISABEL;19388
SANTA LÚCIA;2609
SANTA MARIA DA SERRA;2117
SANTA MERCEDES;1240
SANTA RITA DO PASSA QUATRO;14663
SANTA RITA D'OESTE;1417
SANTA ROSA DE VITERBO;10970
SANTA SALETE;950
SANTANA DA PONTE PENSA;973
SANTANA DE PARNAÍBA;44214
SANTO ANASTÁCIO;9579
SANTO ANDRÉ;315695
SANTO ANTÔNIO DA ALEGRIA;3227
SANTO ANTÔNIO DE POSSE;7702
SANTO ANTÔNIO DO ARACANGUÁ;3071
SANTO ANTÔNIO DO JARDIM;2679
SANTO ANTÔNIO DO PINHAL;2670
SANTO EXPEDITO;1522
SANTÓPOLIS DO AGUAPEÍ;1701
SANTOS;261613
SÃO BENTO DO SAPUCAÍ;4998
SÃO BERNARDO DO CAMPO;310945
SÃO CAETANO DO SUL;102294
SÃO CARLOS;105800
SÃO FRANCISCO;1513
SÃO JOÃO DA BOA VISTA;45365
SÃO JOÃO DAS DUAS PONTES;1121
SÃO JOÃO DE IRACEMA;949
SÃO JOÃO DO PAU D'ALHO;1305
SÃO JOAQUIM DA BARRA;21029
SÃO JOSÉ DA BELA VISTA;2813
SÃO JOSÉ DO BARREIRO;1748
SÃO JOSÉ DO RIO PARDO;27169
SÃO JOSÉ DO RIO PRETO;212929
SÃO JOSÉ DOS CAMPOS;291369
SÃO LOURENÇO DA SERRA;5249
SÃO LUIZ DO PARAITINGA;4506
SÃO MANUEL;15413
SÃO MIGUEL ARCANJO;11626
SÃO PAULO;5032734
SÃO PEDRO;15486
SÃO PEDRO DO TURVO;3044
SÃO ROQUE;37015
SÃO SEBASTIÃO;25710
SÃO SEBASTIÃO DA GRAMA;5115
SÃO SIMÃO;6750
SÃO VICENTE;130386
SARAPUÍ;3413
SARUTAIÁ;1566
SEBASTIANÓPOLIS DO SUL;1546
SERRA AZUL;4001
SERRA NEGRA;14149
SERRANA;10103
SERTÃOZINHO;43935
SETE BARRAS;4871
SEVERÍNIA;5304
SILVEIRAS;2471
SOCORRO;19204
SOROCABA;251865
SUD MENNUCCI;3218
SUMARÉ;83153
SUZANÁPOLIS;1618
SUZANO;92117
TABAPUÃ;5318
TABATINGA;5578
TABOÃO DA SERRA;93935
TACIBA;2379
TAGUAÍ;3966
TAIAÇU;2774
TAIÚVA;2924
TAMBAÚ;9633
TANABI;11959
TAPIRAÍ;2919
TAPIRATIBA;5594
TAQUARAL;1229
TAQUARITINGA;25001
TAQUARITUBA;9313
TAQUARIVAÍ;1657
TARABAI;2476
TARUMÃ;4626
TATUÍ;46653
TAUBATÉ;124417
TEJUPÁ;1548
TEODORO SAMPAIO;7577
TERRA ROXA;3669
TIETÊ;15983
TIMBURI;1376
TORRE DE PEDRA;1180
TORRINHA;4578
TRABIJU;744
TREMEMBÉ;17773
TRÊS FRONTEIRAS;2916
TUIUTI;2987
TUPÃ;35668
TUPI PAULISTA;8079
TURIÚBA;1073
TURMALINA;1207
UBARANA;1846
UBATUBA;31608
UBIRAJARA;1955
UCHOA;4681
UNIÃO PAULISTA;685
URÂNIA;4746
URU;691
URUPÊS;6352
VALENTIM GENTIL;4528
VALINHOS;49460
VALPARAÍSO;9288
VARGEM;4472
VARGEM GRANDE DO SUL;16872
VARGEM GRANDE PAULISTA;16744
VÁRZEA PAULISTA;34340
VERA CRUZ;5092
VINHEDO;29492
VIRADOURO;7034
VISTA ALEGRE DO ALTO;2529
VITÓRIA BRASIL;873
VOTORANTIM;40221
VOTUPORANGA;46941
ZACARIAS;1180
