Município;Qtd Dose
JACI;755
JACAREÍ;14322
JABOTICABAL;5186
JABORANDI;476
ITUVERAVA;3663
ITUPEVA;2090
ITU;9675
ITOBI;526
ITIRAPUÃ;411
ITIRAPINA;910
ITATINGA;881
ITATIBA;6959
ITARIRI;738
ITARARE;2793
ITAQUAQUECETUBA;7805
ITAPURA;267
ITAPUÍ;722
ITAPORANGA;1065
ITAPOLIS;2240
ITAPIRAPUA PAULISTA;179
ITAPIRA;6092
ITAPEVI;9739
ITAPEVA;5804
ITAPETININGA;10368
ITAPECERICA DA SERRA;8710
ITAOCA;391
ITANHAÉM;5913
ITAJU;222
ITAJOBI;1134
ITAÍ;1127
ITABERA;991
IRAPURU;477
IRAPUÃ;423
IRACEMÁPOLIS;1273
IPUÃ;807
IPORANGA;898
IPIGUA;251
IPEUNA;304
IPERÓ;979
IPAUSSU;798
INUBIA PAULISTA;222
INDIAPORÃ;389
INDIANA;371
INDAIATUBA;13602
ILHABELA;2039
ILHA SOLTEIRA;2054
ILHA COMPRIDA;477
IGUAPE;1949
IGARATA;575
IGARAPAVA;1581
IGARAÇÚ DO TIETÊ;1001
IEPE;619
ICEM;576
IBIÚNA;5703
IBITINGA;3279
IBIRAREMA;504
IBIRA;848
IBATÉ;1098
IARAS;284
IACRI;345
IACANGA;735
HORTOLANDIA;12286
HOLAMBRA;674
HERCULANDIA;511
GUZOLANDIA;213
GUATAPARA;385
GUARULHOS;55182
GUARUJÁ;18041
GUARIBA;1615
GUAREÍ;660
GUARATINGUETA;8618
GUARAREMA;1293
GUARARAPES;1935
GUARANTA;342
GUARANÍ D'OESTE;142
GUARACI;810
GUARAÇAÍ;625
GUARÁ;1333
GUAPIARA;845
GUAPIAÇU;1184
GUAÍRA;2139
GUAIMBE;363
GUAIÇARA;532
GLICERIO;283
GETULINA;816
GENERAL SALGADO;993
GAVIÃO PEIXOTO;213
GASTAO VIDIGAL;229
GARÇA;2772
GÁLIA;490
GABRIEL MONTEIRO;187
FRANCO DA ROCHA;8897
FRANCISCO MORATO;6482
FRANCA;18174
FLORINEA;213
FLORIDA PAULISTA;620
FLOREAL;283
FLORA RICA;195
FERRAZ DE VASCONCELOS;7175
FERNÃO;134
FERNANDÓPOLIS;7222
FERNANDO PRESTES;538
FARTURA;1126
EUCLIDES DA CUNHA PAULISTA;476
ESTRELA DO NORTE;159
ESTRELA D'OESTE;693
ESTIVA GERBI;396
ESPÍRITO SANTO DO TURVO;183
ESPIRITO SANTO DO PINHAL;3483
ENGENHEIRO COELHO;809
EMILIANÓPOLIS;197
EMBU-GUAÇU;3748
EMBU DAS ARTES;8850
EMBAÚBA;170
ELISIARIO;231
ELIAS FAUSTO;761
ELDORADO;2811
ECHAPORÃ;528
DUMONT;1205
DUARTINA;958
DRACENA;5267
DOURADO;488
DOLCINÓPOLIS;160
DOIS CÓRREGOS;1699
DOBRADA;290
DIVINOLANDIA;1137
DIRCE REIS;146
DIADEMA;21186
DESCALVADO;1855
CUNHA;1197
CUBATÃO;6152
CRUZEIRO;4631
CRUZALIA;136
CRISTAIS PAULISTA;452
CRAVINHOS;1958
COTIA;12732
COSMORAMA;507
COSMOPOLIS;2404
CORUMBATAÍ;230
CORONEL MACEDO;302
COROADOS;239
CORDEIRÓPOLIS;1540
CONCHAS;1159
CONCHAL;1189
COLÔMBIA;469
COLINA;1185
CLEMENTINA;365
CHAVANTES;586
CHARQUEADA;793
CESÁRIO LANGE;717
CERQUILHO;2270
CERQUEIRA CÉSAR;1105
CEDRAL;1087
CATIGUA;390
CATANDUVA;13421
CASTILHO;1701
CASSIA DOS COQUEIROS;695
CASA BRANCA;2793
CARDOSO;843
CARAPICUIBA;16375
CARAGUATATUBA;8226
CAPIVARI;3028
CAPELA DO ALTO;719
CAPÃO BONITO;2015
CANITAR;181
CANDIDO RODRIGUES;167
CANDIDO MOTA;1715
CANAS;230
CANANÉIA;856
CAMPOS NOVOS PAULISTA;195
CAMPOS DO JORDAO;2924
CAMPO LIMPO PAULISTA;3458
CAMPINAS;106925
CAMPINA DO MONTE ALEGRE;298
CAJURU;2053
CAJOBI;711
CAJATI;1141
CAJAMAR;2963
CAIUÁ;409
CAIEIRAS;4638
CAIABU;284
CAFELÂNDIA;1306
CACONDE;1205
CACHOEIRA PAULISTA;2412
CAÇAPAVA;6091
CABREUVA;1645
CABRÁLIA PAULISTA;298
BURITIZAL;348
BURITAMA;957
BURI;842
BROTAS;1316
BRODOWSKI;1646
BREJO ALEGRE;246
BRAUNA;543
BRAGANÇA PAULISTA;12004
BOTUCATU;17234
BOREBI;196
BORBOREMA;858
BORACÉIA;324
BORÁ;88
BOM SUCESSO DE ITARARÉ;149
BOM JESUS DOS PERDOES;954
BOITUVA;2713
BOFETE;456
BOCAINA;638
BOA ESPERANÇA DO SUL;558
BIRITIBA MIRIM;742
BIRIGUI;7121
BILAC;711
BERTIOGA;3106
BERNARDINO DE CAMPOS;872
BENTO DE ABREU;154
BEBEDOURO;7025
BAURU;39624
BATATAIS;4027
BASTOS;938
BARUERI;17561
BARRINHA;1438
BARRETOS;14192
BARRA DO TURVO;1558
BARRA DO CHAPÉU;233
BARRA BONITA;2663
BARIRI;2545
BARBOSA;407
BARÃO DE ANTONINA;354
BANANAL;868
BALSAMO;663
BALBINOS;190
BADY BASSITT;1261
AVARÉ;6961
AVANHANDAVA;501
AVAÍ;1172
AURIFLAMA;1157
ATIBAIA;10910
ASSIS;9317
ASPÁSIA;148
ARUJA;2973
ARTUR NOGUEIRA;2461
ARIRANHA;655
AREIÓPOLIS;510
AREIAS;317
AREALVA;583
ARCO-IRIS;467
ARARAS;8866
ARARAQUARA;17483
ARAPEI;190
ARANDU;323
ARAMINA;286
ARAÇOIABA DA SERRA;1535
ARAÇATUBA;17829
ARAÇARIGUAMA;704
APIAÍ;990
APARECIDA D'OESTE;423
APARECIDA;2124
ANHUMAS;276
ANHEMBI;316
ANGATUBA;1207
ANDRADINA;4925
ANALÂNDIA;238
AMPARO;5196
AMERICO DE CAMPOS;431
AMÉRICO BRASILIENSE;2625
AMERICANA;15765
ALVINLANDIA;150
ALVARO DE CARVALHO;177
ÁLVARES MACHADO;1401
ALVARES FLORENCE;314
ALUMÍNIO;662
ALTO ALEGRE;380
ALTINOPOLIS;1266
ALTAIR;270
ALFREDO MARCONDES;406
ALAMBARI;274
AGUDOS;4230
ÁGUAS DE SÃO PEDRO;454
ÁGUAS DE SANTA BÁRBARA;390
AGUAS DE LINDOIA;1198
AGUAS DA PRATA;584
AGUAI;1678
ADOLFO;311
ADAMANTINA;2805
