Municipio;Qtd-Doses-Distribuidas
ZACARIAS;2659
VOTUPORANGA;99757
VOTORANTIM;109266
VITÓRIA BRASIL;1843
VISTA ALEGRE DO ALTO;7476
VIRADOURO;18016
VINHEDO;74126
VERA CRUZ;10319
VÁRZEA PAULISTA;103188
VARGEM GRANDE PAULISTA;47769
VARGEM GRANDE DO SUL;35666
VARGEM;10213
VALPARAÍSO;23148
VALINHOS;125576
VALENTIM GENTIL;12286
URUPÊS;13906
URU;1467
URÂNIA;9394
UNIÃO PAULISTA;1536
UCHOA;9977
UBIRAJARA;4311
UBATUBA;85279
UBARANA;5252
TURMALINA;2062
TURIÚBA;2137
TUPI PAULISTA;16991
TUPÃ;69002
TUIUTI;7261
TRÊS FRONTEIRAS;6056
TREMEMBÉ;44354
TRABIJU;1641
TORRINHA;9851
TORRE DE PEDRA;2649
TIMBURI;2684
TIETÊ;37603
TERRA ROXA;8030
TEODORO SAMPAIO;19336
TEJUPÁ;3945
TAUBATÉ;308952
TATUÍ;109257
TARUMÃ;12379
TARABAI;6453
TAQUARIVAÍ;4591
TAQUARITUBA;21570
TAQUARITINGA;53615
TAQUARAL;2763
TAPIRATIBA;12806
TAPIRAÍ;6667
TANABI;25973
TAMBAÚ;21382
TAIÚVA;5909
TAIAÇU;5992
TAGUAÍ;11330
TACIBA;5688
TABOÃO DA SERRA;254090
TABATINGA;15038
TABAPUÃ;11972
SUZANO;258211
SUZANÁPOLIS;3698
SUMARÉ;237285
SUD MENNUCCI;7086
SOROCABA;640243
SOCORRO;43163
SILVEIRAS;5648
SEVERÍNIA;14301
SETE BARRAS;11496
SERTÃOZINHO;114021
SERRANA;11562
SERRA NEGRA;30255
SERRA AZUL;12359
SEBASTIANÓPOLIS DO SUL;3447
SARUTAIÁ;3496
SARAPUÍ;8639
SÃO VICENTE;305684
SÃO SIMÃO;15219
SÃO SEBASTIÃO DA GRAMA;11625
SÃO SEBASTIÃO;72792
SÃO ROQUE;87668
SÃO PEDRO DO TURVO;6869
SÃO PEDRO;35243
SÃO PAULO;11487161
SÃO MIGUEL ARCANJO;29159
SÃO MANUEL;35582
SÃO LUIZ DO PARAITINGA;10653
SÃO LOURENÇO DA SERRA;13245
SÃO JOSÉ DOS CAMPOS;677873
SÃO JOSÉ DO RIO PRETO;453486
SÃO JOSÉ DO RIO PARDO;57003
SÃO JOSÉ DO BARREIRO;3854
SÃO JOSÉ DA BELA VISTA;6922
SÃO JOAQUIM DA BARRA;50395
SÃO JOÃO DO PAU D'ALHO;2420
SÃO JOÃO DE IRACEMA;1943
SÃO JOÃO DAS DUAS PONTES;2519
SÃO JOÃO DA BOA VISTA;95192
SÃO FRANCISCO;2897
SÃO CARLOS;250131
SÃO CAETANO DO SUL;185974
SÃO BERNARDO DO CAMPO;746257
SÃO BENTO DO SAPUCAÍ;11335
SANTOS;496520
SANTÓPOLIS DO AGUAPEÍ;4264
SANTO EXPEDITO;3166
SANTO ANTÔNIO DO PINHAL;6486
SANTO ANTÔNIO DO JARDIM;5969
SANTO ANTÔNIO DO ARACANGUÁ;7851
SANTO ANTÔNIO DE POSSE;19814
SANTO ANTÔNIO DA ALEGRIA;6587
SANTO ANDRÉ;729000
SANTO ANASTÁCIO;19407
SANTANA DE PARNAÍBA;127211
SANTANA DA PONTE PENSA;1752
SANTA SALETE;1796
SANTA ROSA DE VITERBO;25686
SANTA RITA DO PASSA QUATRO;28157
SANTA RITA D'OESTE;3140
SANTA MERCEDES;2826
SANTA MARIA DA SERRA;5386
SANTA LÚCIA;7313
SANTA ISABEL;50487
SANTA GERTRUDES;19716
SANTA FÉ DO SUL;36758
SANTA ERNESTINA;4848
SANTA CRUZ DO RIO PARDO;44185
SANTA CRUZ DAS PALMEIRAS;27391
SANTA CRUZ DA ESPERANÇA;2160
SANTA CRUZ DA CONCEIÇÃO;4464
SANTA CLARA D'OESTE;2283
SANTA BRANCA;14074
SANTA BÁRBARA D'OESTE;179531
SANTA ALBERTINA;6576
SANTA ADÉLIA;13868
SANDOVALINA;3563
SALTO GRANDE;8618
SALTO DE PIRAPORA;40616
SALTO;108678
SALTINHO;8049
SALMOURÃO;4703
SALESÓPOLIS;15611
SALES OLIVEIRA;11521
SALES;6130
SAGRES;2401
SABINO;5804
RUBINÉIA;3630
RUBIÁCEA;2658
ROSEIRA;9713
ROSANA;16833
RIVERSUL;5481
RIOLÂNDIA;10477
RIO GRANDE DA SERRA;44001
RIO DAS PEDRAS;27349
RIO CLARO;189143
RINÓPOLIS;10016
RINCÃO;9945
RIFAINA;3650
RIBEIRÃO PRETO;681008
RIBEIRÃO PIRES;117904
RIBEIRÃO GRANDE;7066
RIBEIRÃO DOS ÍNDIOS;2381
RIBEIRÃO DO SUL;4794
RIBEIRÃO CORRENTE;4170
RIBEIRÃO BRANCO;13476
RIBEIRÃO BONITO;11141
RIBEIRA;3262
RESTINGA;5966
REGISTRO;59095
REGINÓPOLIS;8147
REGENTE FEIJÓ;18678
REDENÇÃO DA SERRA;4068
