Municipio;Qtd-Doses-Distribuidas
PALMARES PAULISTA;3722
PALESTINA;6486
PACAEMBU;6756
OUROESTE;4670
OURO VERDE;4521
OURINHOS;54914
OSVALDO CRUZ;18060
OSCAR BRESSANE;1752
OSASCO;293339
ORLÂNDIA;19528
ORINDIÚVA;2339
ORIENTE;3345
ONDA VERDE;2028
OLÍMPIA;26685
ÓLEO;1491
OCAUÇU;2004
NUPORANGA;3623
NOVO HORIZONTE;19163
NOVAIS;1853
NOVA ODESSA;22898
NOVA LUZITÂNIA;1802
NOVA INDEPENDÊNCIA;1488
NOVA GUATAPORANGA;1362
NOVA GRANADA;9490
NOVA EUROPA;4028
NOVA CASTILHO;626
NOVA CANAÃ PAULISTA;1333
NOVA CAMPINA;3041
NOVA ALIANÇA;3339
NIPOÃ;1952
NHANDEARA;6953
NEVES PAULISTA;5513
NAZARÉ PAULISTA;9088
NATIVIDADE DA SERRA;3845
NARANDIBA;1974
NANTES;1209
MURUTINGA DO SUL;2555
MOTUCA;1929
MORUNGABA;5576
MORRO AGUDO;12148
MONTEIRO LOBATO;2474
MONTE MOR;21903
MONTE CASTELO;2359
MONTE AZUL PAULISTA;9856
MONTE APRAZÍVEL;12399
MONTE ALTO;24881
MONTE ALEGRE DO SUL;4116
MONGAGUÁ;27515
MONÇÕES;1356
MOMBUCA;1554
MOGI MIRIM;44912
MOGI GUAÇU;69702
MOGI DAS CRUZES;181819
MOCOCA;35514
MIRASSOLÂNDIA;2429
MIRASSOL;28881
MIRANTE DO PARANAPANEMA;9388
MIRANDÓPOLIS;15048
MIRACATU;9462
MIRA ESTRELA;1873
MINEIROS DO TIETÊ;5530
MIGUELÓPOLIS;9500
MESÓPOLIS;1134
MERIDIANO;2108
MENDONÇA;2990
MAUÁ;171077
MATÃO;37963
MARTINÓPOLIS;12466
MARINÓPOLIS;1182
MARÍLIA;134051
MARIÁPOLIS;1858
MARAPOAMA;1766
MARACAÍ;6311
MARABÁ PAULISTA;2009
MANDURI;4388
MAIRIPORÃ;38026
MAIRINQUE;19967
MAGDA;1862
MACEDÔNIA;2203
MACAUBAL;4388
MACATUBA;7310
LUTÉCIA;1476
LUPÉRCIO;2087
LUIZIÂNIA;2312
LUÍS ANTÔNIO;4765
LUCIANÓPOLIS;1391
LUCÉLIA;10496
LOUVEIRA;14643
LOURDES;1378
LORENA;40725
LINS;40450
LINDÓIA;3567
LIMEIRA;135681
LENÇÓIS PAULISTA;27478
LEME;40992
LAVRINHAS;2482
LAVÍNIA;3602
LARANJAL PAULISTA;13703
LAGOINHA;2911
JUQUITIBA;12618
JUQUIÁ;9006
JUNQUEIRÓPOLIS;10252
JUNDIAÍ;201972
JUMIRIM;1231
JÚLIO MESQUITA;2035
JOSÉ BONIFÁCIO;16542
JOÃO RAMALHO;1683
JOANÓPOLIS;6497
JERIQUARA;1353
JAÚ;73593
JARINU;12514
JARDINÓPOLIS;18220
JANDIRA;40720
JAMBEIRO;2551
JALES;31475
JAGUARIÚNA;22379
JACUPIRANGA;7491
JACI;3424
JACAREÍ;104045
JABOTICABAL;39171
JABORANDI;3127
ITUVERAVA;22431
ITUPEVA;19116
ITU;72064
ITOBI;4089
ITIRAPUÃ;3105
ITIRAPINA;6375
ITATINGA;7041
ITATIBA;50722
ITARIRI;6600
ITARARÉ;21097
ITAQUAQUECETUBA;109546
ITAPURA;2188
ITAPUÍ;5443
ITAPORANGA;7452
ITÁPOLIS;20634
ITAPIRAPUÃ PAULISTA;1586
ITAPIRA;38539
ITAPEVI;72361
ITAPEVA;38908
ITAPETININGA;69396
ITAPECERICA DA SERRA;65406
ITAOCA;1980
ITANHAÉM;52867
ITAJU;1609
ITAJOBI;8577
ITAÍ;10131
ITABERÁ;8105
IRAPURU;3827
IRAPUÃ;3506
IRACEMÁPOLIS;9720
IPUÃ;5915
IPORANGA;2458
IPIGUÁ;2614
IPEÚNA;2700
IPERÓ;11427
IPAUSSU;6232
INÚBIA PAULISTA;1981
INDIAPORÃ;2484
INDIANA;2581
INDAIATUBA;104232
ILHABELA;13724
ILHA SOLTEIRA;14917
ILHA COMPRIDA;5945
IGUAPE;15235
IGARATÁ;4374
IGARAPAVA;13128
IGARAÇU DO TIETÊ;9389
IEPÊ;4066
ICÉM;3877
IBIÚNA;34217
IBITINGA;27105
IBIRAREMA;3431
IBIRÁ;6048
IBATÉ;11597
IARAS;3153
IACRI;3310
IACANGA;5049
HORTOLÂNDIA;86733
HOLAMBRA;6393
HERCULÂNDIA;4304
GUZOLÂNDIA;2162
GUATAPARÁ;3278
GUARULHOS;502978
GUARUJÁ;134969
GUARIBA;14019
GUAREÍ;6220
GUARATINGUETÁ;64131
GUARAREMA;12856
GUARARAPES;15682
GUARANTÃ;2866
GUARANI D'OESTE;1224
GUARACI;4897
GUARAÇAÍ;4638
GUARÁ;8598
GUAPIARA;7865
GUAPIAÇU;10011
GUAÍRA;17549
GUAIMBÊ;2774
GUAIÇARA;4686
GLICÉRIO;2123
GETULINA;5125
GENERAL SALGADO;6007
GAVIÃO PEIXOTO;1956
GASTÃO VIDIGAL;1927
GARÇA;22709
GÁLIA;3731
GABRIEL MONTEIRO;1534
FRANCO DA ROCHA;55302
FRANCISCO MORATO;54863
FRANCA;150069
FLORÍNEA;1609
FLÓRIDA PAULISTA;6098
FLOREAL;1972
FLORA RICA;1126
FERRAZ DE VASCONCELOS;62529
FERNÃO;943
FERNANDÓPOLIS;41295
FERNANDO PRESTES;3394
FARTURA;8287
EUCLIDES DA CUNHA PAULISTA;3789
ESTRELA DO NORTE;1272
ESTRELA D'OESTE;4575
ESTIVA GERBI;4450
ESPÍRITO SANTO DO TURVO;1682
ESPÍRITO SANTO DO PINHAL;22197
ENGENHEIRO COELHO;6589
EMILIANÓPOLIS;1626
EMBU-GUAÇU;30077
EMBU DAS ARTES;84633
EMBAÚBA;1291
ELISIÁRIO;1616
ELIAS FAUSTO;6734
ELDORADO;8729
ECHAPORÃ;3482
DUMONT;3608
DUARTINA;6685
DRACENA;27246
DOURADO;4558
DOLCINÓPOLIS;1271
DOIS CÓRREGOS;11616
DOBRADA;2886
DIVINOLÂNDIA;6787
DIRCE REIS;1049
DIADEMA;157287
DESCALVADO;16250
CUNHA;10511
CUBATÃO;49415
CRUZEIRO;36599
CRUZÁLIA;1213
CRISTAIS PAULISTA;3700
CRAVINHOS;14930
COTIA;96068
COSMORAMA;4370
COSMÓPOLIS;23490
CORUMBATAÍ;1875
CORONEL MACEDO;2308
COROADOS;2571
CORDEIRÓPOLIS;11132
CONCHAS;8299
CONCHAL;10488
COLÔMBIA;2878
COLINA;8659
CLEMENTINA;2980
CHAVANTES;5466
CHARQUEADA;6717
CESÁRIO LANGE;6965
CERQUILHO;19770
CERQUEIRA CÉSAR;8695
CEDRAL;5602
CATIGUÁ;3285
CATANDUVA;69648
CASTILHO;10510
CÁSSIA DOS COQUEIROS;1463
CASA BRANCA;15507
CARDOSO;6732
CARAPICUÍBA;140576
CARAGUATATUBA;58173
CAPIVARI;21729
CAPELA DO ALTO;7624
CAPÃO BONITO;18987
CANITAR;1829
CÂNDIDO RODRIGUES;1783
CÂNDIDO MOTA;14876
CANAS;1745
CANANÉIA;6138
CAMPOS NOVOS PAULISTA;2204
CAMPOS DO JORDÃO;20874
CAMPO LIMPO PAULISTA;32895
CAMPINAS;589029
CAMPINA DO MONTE ALEGRE;2783
CAJURU;12015
CAJOBI;5105
CAJATI;11705
CAJAMAR;25516
CAIUÁ;2928
CAIEIRAS;37453
CAIABU;2180
CAFELÂNDIA;8690
CACONDE;9188
CACHOEIRA PAULISTA;16619
CAÇAPAVA;41826
CABREÚVA;16740
CABRÁLIA PAULISTA;2010
BURITIZAL;2384
BURITAMA;8290
BURI;7292
BROTAS;10427
BRODOWSKI;11096
BREJO ALEGRE;1429
BRAÚNA;2904
BRAGANÇA PAULISTA;81392
BOTUCATU;71449
BOREBI;1133
BORBOREMA;7989
BORACÉIA;2196
BORÁ;535
BOM SUCESSO DE ITARARÉ;1269
BOM JESUS DOS PERDÕES;9223
BOITUVA;22489
BOFETE;5171
BOCAINA;4933
BOA ESPERANÇA DO SUL;5716
BIRITIBA MIRIM;11957
BIRIGUI;55377
BILAC;4432
BERTIOGA;23061
BERNARDINO DE CAMPOS;5891
BENTO DE ABREU;1209
BEBEDOURO;41709
BAURU;203284
BATATAIS;30911
BASTOS;9777
BARUERI;109210
BARRINHA;10333
BARRETOS;68599
BARRA DO TURVO;4769
BARRA DO CHAPÉU;2321
BARRA BONITA;18116
BARIRI;16509
BARBOSA;3128
BARÃO DE ANTONINA;1843
BANANAL;5673
BÁLSAMO;4640
BALBINOS;1686
BADY BASSITT;8753
AVARÉ;43858
AVANHANDAVA;4459
AVAÍ;3087
AURIFLAMA;7803
ATIBAIA;70010
ASSIS;54204
ASPÁSIA;1065
ARUJÁ;33204
ARTUR NOGUEIRA;20120
ARIRANHA;4362
AREIÓPOLIS;3810
AREIAS;1773
AREALVA;4725
ARCO-ÍRIS;1406
ARARAS;61140
ARARAQUARA;120573
ARAPEÍ;1185
ARANDU;2891
ARAMINA;2550
ARAÇOIABA DA SERRA;14624
ARAÇATUBA;105500
ARAÇARIGUAMA;7074
APIAÍ;10471
APARECIDA D'OESTE;2626
APARECIDA;16547
ANHUMAS;1925
ANHEMBI;2903
ANGATUBA;10942
ANDRADINA;29934
ANALÂNDIA;2188
AMPARO;36515
AMÉRICO DE CAMPOS;3317
AMÉRICO BRASILIENSE;15311
AMERICANA;114604
ALVINLÂNDIA;1483
ÁLVARO DE CARVALHO;1881
ÁLVARES MACHADO;11567
ÁLVARES FLORENCE;2758
ALUMÍNIO;6366
ALTO ALEGRE;2474
ALTINÓPOLIS;8453
ALTAIR;1665
ALFREDO MARCONDES;2657
ALAMBARI;2535
AGUDOS;18613
ÁGUAS DE SÃO PEDRO;2688
ÁGUAS DE SANTA BÁRBARA;3309
ÁGUAS DE LINDÓIA;10319
ÁGUAS DA PRATA;4777
AGUAÍ;14294
ADOLFO;2222
ADAMANTINA;21459
