Municipio;Qtd-Doses-Distribuidas
ZACARIAS;1337
VOTUPORANGA;53033
VOTORANTIM;47769
VITÓRIA BRASIL;973
VISTA ALEGRE DO ALTO;3080
VIRADOURO;8573
VINHEDO;35332
VERA CRUZ;6001
VÁRZEA PAULISTA;41325
VARGEM GRANDE PAULISTA;20297
VARGEM GRANDE DO SUL;19162
VARGEM;5072
VALPARAÍSO;10948
VALINHOS;61885
VALENTIM GENTIL;5375
URUPÊS;7130
URU;806
URÂNIA;5271
UNIÃO PAULISTA;800
UCHOA;5221
UBIRAJARA;2200
UBATUBA;38270
UBARANA;2247
TURMALINA;1287
TURIÚBA;1178
TUPI PAULISTA;9137
TUPÃ;40017
TUIUTI;3710
TRÊS FRONTEIRAS;3264
TREMEMBÉ;20633
TRABIJU;843
TORRINHA;5113
TORRE DE PEDRA;1357
TIMBURI;1511
TIETÊ;18308
TERRA ROXA;4174
TEODORO SAMPAIO;8930
TEJUPÁ;1859
TAUBATÉ;147486
TATUÍ;54502
TARUMÃ;5505
TARABAI;2918
TAQUARIVAÍ;1964
TAQUARITUBA;10648
TAQUARITINGA;28141
TAQUARAL;1409
TAPIRATIBA;6279
TAPIRAÍ;3576
TANABI;13809
TAMBAÚ;10917
TAIÚVA;3235
TAIAÇU;3109
TAGUAÍ;4819
TACIBA;2749
TABOÃO DA SERRA;116280
TABATINGA;6744
TABAPUÃ;6188
SUZANO;110507
SUZANÁPOLIS;1823
SUMARÉ;101565
SUD MENNUCCI;3638
SOROCABA;292290
SOCORRO;22059
SILVEIRAS;2801
SEVERÍNIA;6249
SETE BARRAS;5586
SERTÃOZINHO;51910
SERRANA;10103
SERRA NEGRA;15734
SERRA AZUL;5164
SEBASTIANÓPOLIS DO SUL;1772
SARUTAIÁ;1748
SARAPUÍ;4321
SÃO VICENTE;156966
SÃO SIMÃO;7736
SÃO SEBASTIÃO DA GRAMA;5765
SÃO SEBASTIÃO;31983
SÃO ROQUE;42605
SÃO PEDRO DO TURVO;3449
SÃO PEDRO;18349
SÃO PAULO;5816714
SÃO MIGUEL ARCANJO;13476
SÃO MANUEL;17723
SÃO LUIZ DO PARAITINGA;5213
SÃO LOURENÇO DA SERRA;6274
SÃO JOSÉ DOS CAMPOS;336356
SÃO JOSÉ DO RIO PRETO;239999
SÃO JOSÉ DO RIO PARDO;30428
SÃO JOSÉ DO BARREIRO;2015
SÃO JOSÉ DA BELA VISTA;3318
SÃO JOAQUIM DA BARRA;24464
SÃO JOÃO DO PAU D'ALHO;1405
SÃO JOÃO DE IRACEMA;1084
SÃO JOÃO DAS DUAS PONTES;1282
SÃO JOÃO DA BOA VISTA;51877
SÃO FRANCISCO;1703
SÃO CARLOS;123440
SÃO CAETANO DO SUL;111139
SÃO BERNARDO DO CAMPO;369887
SÃO BENTO DO SAPUCAÍ;5763
SANTOS;306902
SANTÓPOLIS DO AGUAPEÍ;1966
SANTO EXPEDITO;1691
SANTO ANTÔNIO DO PINHAL;3123
SANTO ANTÔNIO DO JARDIM;3040
SANTO ANTÔNIO DO ARACANGUÁ;3571
SANTO ANTÔNIO DE POSSE;9137
SANTO ANTÔNIO DA ALEGRIA;3592
SANTO ANDRÉ;372431
SANTO ANASTÁCIO;10779
SANTANA DE PARNAÍBA;55095
SANTANA DA PONTE PENSA;1058
SANTA SALETE;1035
SANTA ROSA DE VITERBO;12573
SANTA RITA DO PASSA QUATRO;16113
SANTA RITA D'OESTE;1713
SANTA MERCEDES;1411
SANTA MARIA DA SERRA;2469
SANTA LÚCIA;3099
SANTA ISABEL;22838
SANTA GERTRUDES;8771
SANTA FÉ DO SUL;20763
SANTA ERNESTINA;2207
SANTA CRUZ DO RIO PARDO;23260
SANTA CRUZ DAS PALMEIRAS;12970
SANTA CRUZ DA ESPERANÇA;1160
SANTA CRUZ DA CONCEIÇÃO;2516
SANTA CLARA D'OESTE;1204
SANTA BRANCA;6909
SANTA BÁRBARA D'OESTE;82023
SANTA ALBERTINA;3534
SANTA ADÉLIA;7242
SANDOVALINA;1741
SALTO GRANDE;4285
SALTO DE PIRAPORA;19211
SALTO;49589
SALTINHO;3846
SALMOURÃO;2371
SALESÓPOLIS;7403
SALES OLIVEIRA;5738
SALES;3125
SAGRES;1367
SABINO;3164
RUBINÉIA;1877
RUBIÁCEA;1335
ROSEIRA;4390
ROSANA;8770
RIVERSUL;2783
RIOLÂNDIA;4519
RIO GRANDE DA SERRA;17658
RIO DAS PEDRAS;11910
RIO CLARO;98984
RINÓPOLIS;5192
RINCÃO;4861
RIFAINA;1901
RIBEIRÃO PRETO;335790
RIBEIRÃO PIRES;56882
RIBEIRÃO GRANDE;3324
RIBEIRÃO DOS ÍNDIOS;1486
RIBEIRÃO DO SUL;2576
RIBEIRÃO CORRENTE;1900
RIBEIRÃO BRANCO;6179
RIBEIRÃO BONITO;5396
RIBEIRA;1664
RESTINGA;2648
REGISTRO;32614
REGINÓPOLIS;3256
REGENTE FEIJÓ;9303
REDENÇÃO DA SERRA;2025
RANCHARIA;14443
RAFARD;3838
QUINTANA;3163
QUELUZ;4935
QUEIROZ;1359
QUATÁ;5864
QUADRA;1535
PROMISSÃO;17745
PRESIDENTE VENCESLAU;21629
PRESIDENTE PRUDENTE;122396
PRESIDENTE EPITÁCIO;19071
PRESIDENTE BERNARDES;8448
PRESIDENTE ALVES;2388
PRATÂNIA;1865
PRAIA GRANDE;147457
PRADÓPOLIS;7220
PRACINHA;1135
POTIRENDABA;8312
POTIM;7707
PORTO FERREIRA;25346
PORTO FELIZ;22248
PORANGABA;5065
POPULINA;2469
PONTES GESTAL;1367
PONTALINDA;1829
PONTAL;13846
PONGAÍ;2021
POMPÉIA;11739
POLONI;2960
POÁ;44847
PLATINA;1578
PLANALTO;2141
PITANGUEIRAS;13923
PIRATININGA;7422
PIRASSUNUNGA;37679
PIRAPOZINHO;12571
PIRAPORA DO BOM JESUS;6361
PIRANGI;5706
PIRAJUÍ;12269
PIRAJU;15071
PIRACICABA;189328
PIRACAIA;12511
PIQUETE;6984
PIQUEROBI;2118
PINHALZINHO;7244
PINDORAMA;8345
PINDAMONHANGABA;68640
PILAR DO SUL;12765
PIEDADE;24236
PIACATU;2780
PERUÍBE;35012
PEREIRAS;3475
PEREIRA BARRETO;12411
PENÁPOLIS;32658
PEDRO DE TOLEDO;5673
PEDRINHAS PAULISTA;1566
PEDREIRA;21704
PEDREGULHO;7110
PEDRANÓPOLIS;1539
PEDRA BELA;2879
PEDERNEIRAS;18580
PAULO DE FARIA;4782
PAULISTÂNIA;904
PAULÍNIA;38987
PAULICÉIA;2829
PATROCÍNIO PAULISTA;6402
PARISI;1320
PARIQUERA-AÇU;10677
PARDINHO;2817
PARAPUÃ;5740
PARANAPUÃ;2012
PARANAPANEMA;7911
PARAÍSO;3076
PARAIBUNA;8394
PARAGUAÇU PAULISTA;20158
PANORAMA;6641
PALMITAL;11802
PALMEIRA D'OESTE;5451
