Municipio;Qtd-Doses-Distribuidas
SANTA CRUZ DO RIO PARDO;11313
SANTA ERNESTINA;881
SANTA FÉ DO SUL;10036
SANTA GERTRUDES;3277
SANTA ISABEL;9625
SANTA LÚCIA;1333
SANTA MARIA DA SERRA;1134
SANTA MERCEDES;676
SANTA RITA DO PASSA QUATRO;8114
SANTA RITA D'OESTE;748
SANTA ROSA DE VITERBO;5784
SANTA SALETE;531
SANTANA DA PONTE PENSA;536
SANTANA DE PARNAÍBA;20971
SANTO ANASTÁCIO;5265
SANTO ANDRÉ;172921
SANTO ANTÔNIO DA ALEGRIA;1809
SANTO ANTÔNIO DE POSSE;3977
SANTO ANTÔNIO DO ARACANGUÁ;1587
SANTO ANTÔNIO DO JARDIM;1435
SANTO ANTÔNIO DO PINHAL;1375
SANTO EXPEDITO;859
SANTÓPOLIS DO AGUAPEÍ;885
SANTOS;149336
SÃO BENTO DO SAPUCAÍ;2661
SÃO BERNARDO DO CAMPO;162567
SÃO CAETANO DO SUL;60368
SÃO CARLOS;57836
SÃO FRANCISCO;843
SÃO JOÃO DA BOA VISTA;25479
SÃO JOÃO DAS DUAS PONTES;579
SÃO JOÃO DE IRACEMA;525
SÃO JOÃO DO PAU D'ALHO;732
SÃO JOAQUIM DA BARRA;11623
SÃO JOSÉ DA BELA VISTA;1515
SÃO JOSÉ DO BARREIRO;916
SÃO JOSÉ DO RIO PARDO;14374
SÃO JOSÉ DO RIO PRETO;117613
SÃO JOSÉ DOS CAMPOS;141761
SÃO LOURENÇO DA SERRA;2473
SÃO LUIZ DO PARAITINGA;2377
SÃO MANUEL;8276
SÃO MIGUEL ARCANJO;5773
SÃO PAULO;2728239
SÃO PEDRO;8371
SÃO PEDRO DO TURVO;1628
SÃO ROQUE;19645
SÃO SEBASTIÃO;12928
SÃO SEBASTIÃO DA GRAMA;2692
SÃO SIMÃO;3618
SÃO VICENTE;67476
SARAPUÍ;1683
SARUTAIÁ;853
SEBASTIANÓPOLIS DO SUL;811
SERRA AZUL;2035
SERRA NEGRA;7592
SERRANA;6849
SERTÃOZINHO;22212
SETE BARRAS;2531
SEVERÍNIA;2676
SILVEIRAS;1358
SOCORRO;10402
SOROCABA;131514
SUD MENNUCCI;1766
SUMARÉ;40941
SUZANÁPOLIS;826
SUZANO;45361
TABAPUÃ;2843
TABATINGA;2846
TABOÃO DA SERRA;47044
TACIBA;1249
TAGUAÍ;2072
TAIAÇU;1606
TAIÚVA;1627
TAMBAÚ;5118
TANABI;6448
TAPIRAÍ;1649
TAPIRATIBA;2868
TAQUARAL;623
TAQUARITINGA;14109
TAQUARITUBA;4914
TAQUARIVAÍ;803
TARABAI;1262
TARUMÃ;2220
TATUÍ;24523
TAUBATÉ;64479
TEJUPÁ;783
TEODORO SAMPAIO;3939
TERRA ROXA;1969
TIETÊ;8485
TIMBURI;723
TORRE DE PEDRA;653
TORRINHA;2549
TRABIJU;390
TREMEMBÉ;9884
TRÊS FRONTEIRAS;1631
TUIUTI;1600
TUPÃ;20816
TUPI PAULISTA;4669
TURIÚBA;610
TURMALINA;676
UBARANA;896
UBATUBA;16129
UBIRAJARA;1033
UCHOA;2583
UNIÃO PAULISTA;385
URÂNIA;2617
URU;372
URUPÊS;3491
VALENTIM GENTIL;2224
VALINHOS;25245
VALPARAÍSO;5328
VARGEM;2518
VARGEM GRANDE DO SUL;9180
VARGEM GRANDE PAULISTA;8102
VÁRZEA PAULISTA;15970
VERA CRUZ;2891
VINHEDO;15869
VIRADOURO;3647
VISTA ALEGRE DO ALTO;1324
VITÓRIA BRASIL;459
VOTORANTIM;20582
VOTUPORANGA;26351
ZACARIAS;600
