Município;Qtd Dose
GUARATINGUETA;22948
GUAREÍ;1850
GUARIBA;4580
GUARUJÁ;43672
GUARULHOS;119274
GUATAPARA;1175
GUZOLANDIA;734
HERCULANDIA;1704
HOLAMBRA;1874
HORTOLANDIA;29066
IACANGA;2018
IACRI;1315
IARAS;804
IBATÉ;3728
IBIRA;2448
IBIRAREMA;1414
IBITINGA;10199
IBIÚNA;13676
ICEM;1360
IEPE;1689
IGARAÇÚ DO TIETÊ;3131
IGARAPAVA;5001
IGARATA;1458
IGUAPE;6091
ILHA COMPRIDA;1987
ILHA SOLTEIRA;5966
ILHABELA;3929
INDAIATUBA;35814
INDIANA;1021
INDIAPORÃ;1110
INUBIA PAULISTA;792
IPAUSSU;2398
IPERÓ;3309
IPEUNA;877
IPIGUA;942
IPORANGA;1492
IPUÃ;2108
IRACEMÁPOLIS;3394
IRAPUÃ;1283
IRAPURU;1457
ITABERA;2951
ITAÍ;3377
ITAJOBI;3516
ITAJU;622
ITANHAÉM;17804
ITAOCA;921
ITAPECERICA DA SERRA;19960
ITAPETININGA;26258
ITAPEVA;14627
ITAPEVI;22699
ITAPIRA;15574
ITAPIRAPUA PAULISTA;569
ITAPOLIS;8300
ITAPORANGA;2987
ITAPUÍ;1976
ITAPURA;787
ITAQUAQUECETUBA;19575
ITARARE;8146
ITARIRI;2438
ITATIBA;18340
ITATINGA;2484
ITIRAPINA;2394
ITIRAPUÃ;1151
ITOBI;1396
ITU;25775
ITUPEVA;5830
ITUVERAVA;9086
JABORANDI;1136
JABOTICABAL;14746
JACAREÍ;34434
JACI;1385
JACUPIRANGA;2628
JAGUARIUNA;8054
JALES;11876
JAMBEIRO;808
JANDIRA;11820
JARDINOPOLIS;6919
JARINU;4449
JAÚ;31336
JERIQUARA;501
JOANOPOLIS;2625
JOÃO RAMALHO;579
JOSE BONIFACIO;6529
JULIO MESQUITA;770
JUMIRIM;432
JUNDIAI;75812
JUNQUEIROPOLIS;4249
JUQUIÁ;3439
JUQUITIBA;4362
LAGOINHA;1148
LARANJAL PAULISTA;5349
LAVINIA;1039
LAVRINHAS;822
LEME;15536
LENÇÓIS PAULISTA;10088
LIMEIRA;47875
LINDOIA;1297
LINS;16796
LORENA;15986
LOURDES;543
LOUVEIRA;4864
LUCELIA;4296
LUCIANÓPOLIS;504
LUIS ANTONIO;1573
LUIZIÂNIA;910
LUPERCIO;776
LUTÉCIA;616
MACATUBA;2794
MACAUBAL;1876
MACEDÔNIA;815
MAGDA;756
MAIRINQUE;6590
MAIRIPORÃ;12286
MANDURI;1648
MARABA PAULISTA;638
MARACAI;2278
MARAPOAMA;698
MARIAPOLIS;731
MARILIA;56744
MARINÓPOLIS;466
MARTINÓPOLIS;4632
MATÃO;13996
MAUA;57065
MENDONÇA;1202
MERIDIANO;858
MESÓPOLIS;457
MIGUELÓPOLIS;3700
MINEIROS DO TIETÊ;1978
MIRA ESTRELA;668
MIRACATU;3173
MIRANDOPOLIS;6433
MIRANTE DO PARANAPANEMA;3590
MIRASSOL;10586
MIRASSOLANDIA;980
MOCOCA;15410
MOGI DAS CRUZES;36304
MOGI GUAÇU;25208
MOGI MIRIM;17895
MOMBUCA;629
MONÇÕES;571
MONGAGUÁ;8278
MONTE ALEGRE DO SUL;1553
MONTE ALTO;9912
MONTE APRAZIVEL;5316
MONTE AZUL PAULISTA;3404
MONTE CASTELO;989
MONTE MOR;6852
MONTEIRO LOBATO;916
MORRO AGUDO;4600
MORUNGABA;2075
MOTUCA;665
MURUTINGA DO SUL;1102
NANTES;431
NARANDIBA;682
NATIVIDADE DA SERRA;1680
NAZARE PAULISTA;2791
NEVES PAULISTA;2344
NHANDEARA;2749
NIPOÃ;664
NOVA ALIANÇA;1375
NOVA CAMPINA;915
NOVA CANAÃ PAULISTA;506
NOVA CASTILHO;263
NOVA EUROPA;1402
NOVA GRANADA;3605
NOVA GUATAPORANGA;474
NOVA INDEPENDÊNCIA;544
NOVA LUZITÂNIA;626
NOVA ODESSA;7579
NOVAIS;746
NOVO HORIZONTE;7529
NUPORANGA;1456
OCAUÇU;744
ÓLEO;569
OLIMPIA;9812
ONDA VERDE;780
ORIENTE;1383
ORINDIUVA;762
ORLÂNDIA;6895
OSASCO;100808
OSCAR BRESSANE;830
OSVALDO CRUZ;7599
OURINHOS;21329
OURO VERDE;2022
OUROESTE;1844
PACAEMBU;2688
PALESTINA;2433
PALMARES PAULISTA;1109
PALMEIRA D'OESTE;2271
PALMITAL;4990
PANORAMA;2436
PARAGUAÇU PAULISTA;7620
PARAIBUNA;2785
PARAISO;1284
PARANAPANEMA;2865
PARANAPUÃ;767
PARAPUA;2291
PARDINHO;1024
PARIQUERA-AÇÚ;4794
PARISI;534
PATROCÍNIO PAULISTA;2418
PAULICÉIA;965
PAULINIA;12878
PAULISTÂNIA;356
PAULO DE FARIA;1808
PEDERNEIRAS;6874
PEDRA BELA;1086
PEDRANÓPOLIS;636
PEDREGULHO;2775
PEDREIRA;8002
PEDRINHAS PAULISTA;551
PEDRO DE TOLEDO;1788
PENAPOLIS;13334
PEREIRA BARRETO;5122
PEREIRAS;1254
PERUÍBE;11568
PIACATU;1045
PIEDADE;8330
PILAR DO SUL;4445
PINDAMONHANGABA;21347
PINDORAMA;3592
PINHALZINHO;2796
PIQUEROBI;958
PIQUETE;2859
PIRACAIA;4627
PIRACICABA;73664
PIRAJÚ;5851
PIRAJUÍ;5050
PIRANGI;2308
PIRAPORA DO BOM JESUS;2165
PIRAPOZINHO;4605
PIRASSUNUNGA;15496
PIRATININGA;3324
PITANGUEIRAS;5238
PLANALTO;719
PLATINA;580
POA;11405
POLONI;1310
POMPEIA;4611
PONGAI;810
PONTAL;4314
PONTALINDA;616
PONTES GESTAL;490
POPULINA;1050
PORANGABA;1993
PORTO FELIZ;8170
PORTO FERREIRA;9225
POTIM;2592
POTIRENDABA;3482
PRACINHA;337
PRADOPOLIS;2230
PRAIA GRANDE;47614
PRATÂNIA;619
PRESIDENTE ALVES;924
PRESIDENTE BERNARDES;3894
PRESIDENTE EPITÁCIO;7019
PRESIDENTE PRUDENTE;52089
PRESIDENTE VENCESLAU;8939
PROMISSÃO;6954
QUADRA;539
QUATÁ;2252
QUEIROZ;528
QUELUZ;1664
QUINTANA;1292
RAFARD;1488
RANCHARIA;5688
REDENCAO DA SERRA;740
REGENTE FEIJÓ;3329
REGINÓPOLIS;1228
REGISTRO;10863
RESTINGA;914
RIBEIRA;658
RIBEIRÃO BONITO;1993
RIBEIRAO BRANCO;2140
RIBEIRÃO CORRENTE;646
RIBEIRÃO DO SUL;938
RIBEIRÃO DOS INDIOS;659
RIBEIRÃO GRANDE;1126
RIBEIRÃO PIRES;20747
RIBEIRÃO PRETO;134741
RIFAINA;724
RINCÃO;1754
RINOPOLIS;2096
RIO CLARO;41376
RIO DAS PEDRAS;4086
RIO GRANDE DA SERRA;5415
RIOLANDIA;1584
RIVERSUL;1053
ROSANA;3420
ROSEIRA;1574
RUBIACEA;478
RUBINÉIA;718
SABINO;1307
SAGRES;516
SALES;1214
SALES OLIVEIRA;2319
SALESOPOLIS;1723
SALMOURÃO;924
SALTINHO;1355
SALTO;18229
SALTO DE PIRAPORA;7196
SALTO GRANDE;1676
SANDOVALINA;593
SANTA ADÉLIA;3032
SANTA ALBERTINA;1432
SANTA BARBARA D'OESTE;27686
SANTA BRANCA;2398
SANTA CLARA D'OESTE;416
SANTA CRUZ DA CONCEIÇÃO;1000
SANTA CRUZ DA ESPERANÇA;448
SANTA CRUZ DAS PALMEIRAS;4896
SANTA CRUZ DO RIO PARDO;9569
SANTA ERNESTINA;704
SANTA FÉ DO SUL;8762
SANTA GERTRUDES;2744
SANTA ISABEL;5337
SANTA LÚCIA;1092
SANTA MARIA DA SERRA;968
SANTA MERCEDES;572
SANTA RITA DO PASSA QUATRO;6960
SANTA RITA D'OESTE;615
SANTA ROSA DE VITERBO;4825
SANTA SALETE;448
SANTANA DA PONTE PENSA;467
SANTANA DE PARNAIBA;17084
SANTO ANASTÁCIO;4493
SANTO ANDRÉ;147848
SANTO ANTONIO DA ALEGRIA;1488
SANTO ANTONIO DE POSSE;3334
SANTO ANTONIO DO ARACANGUA;1292
SANTO ANTONIO DO JARDIM;1202
SANTO ANTONIO DO PINHAL;1126
SANTO EXPEDITO;738
SANTOPOLIS DO AGUAPEI;746
SANTOS;120369
SAO BENTO DO SAPUCAI;2240
SÃO BERNARDO DO CAMPO;136718
SÃO CAETANO DO SUL;53276
SÃO CARLOS;49439
SÃO FRANCISCO;710
SAO JOAO DA BOA VISTA;22247
SÃO JOÃO DAS DUAS PONTES;479
SÃO JOÃO DE IRACEMA;440
SÃO JOÃO DO PAU D'ALHO;618
SÃO JOAQUIM DA BARRA;9916
SÃO JOSÉ DA BELA VISTA;1270
SAO JOSE DO BARREIRO;733
SAO JOSE DO RIO PARDO;12290
SÃO JOSÉ DO RIO PRETO;102012
SÃO JOSÉ DOS CAMPOS;108728
SÃO LOURENÇO DA SERRA;1996
SAO LUIZ DO PARAITINGA;2000
SÃO MANUEL;7002
SÃO MIGUEL ARCANJO;4725
SÃO PAULO;1793560
SÃO PEDRO;7036
SÃO PEDRO DO TURVO;1326
SÃO ROQUE;16550
SÃO SEBASTIÃO;8790
SAO SEBASTIAO DA GRAMA;2251
SAO SIMAO;3042
SÃO VICENTE;50816
SARAPUÍ;1366
SARUTAIA;718
SEBASTIANÓPOLIS DO SUL;675
SERRA AZUL;1694
SERRA NEGRA;6347
SERRANA;5812
SERTAOZINHO;18630
SETE BARRAS;2004
SEVERÍNIA;1973
SILVEIRAS;1129
SOCORRO;8678
SOROCABA;111447
SUD MENNUCCI;1492
SUMARE;33847
SUZANAPOLIS;669
SUZANO;26069
TABAPUÃ;2422
TABATINGA;2399
TABOÃO DA SERRA;39977
TACIBA;1036
TAGUAÍ;1707
TAIAÇU;1260
TAIUVA;1274
TAMBAU;4298
TANABI;5466
TAPIRAÍ;1383
TAPIRATIBA;2402
TAQUARAL;460
TAQUARITINGA;12169
TAQUARITUBA;4168
TAQUARIVAI;646
TARABAI;1058
TARUMÃ;1834
TATUÍ;20707
TAUBATE;54954
TEJUPÁ;610
TEODORO SAMPAIO;3226
TERRA ROXA;1530
TIETÊ;7096
TIMBURI;604
TORRE DE PEDRA;567
TORRINHA;1966
TRABIJÚ;320
TREMEMBE;8574
TRÊS FRONTEIRAS;1394
TUIUTI;1333
TUPA;18186
TUPI PAULISTA;4073
TURIUBA;497
TURMALINA;567
UBARANA;738
UBATUBA;11026
UBIRAJARA;854
UCHÔA;2209
UNIÃO PAULISTA;324
URÂNIA;2238
URU;314
URUPÊS;2979
VALENTIM GENTIL;1878
VALINHOS;21250
VALPARAISO;4659
VARGEM;2139
VARGEM GRANDE DO SUL;7868
VARGEM GRANDE PAULISTA;6530
VARZEA PAULISTA;12996
VERA CRUZ;2479
VINHEDO;13398
VIRADOURO;2690
VISTA ALEGRE DO ALTO;1005
VITÓRIA BRASIL;393
VOTORANTIM;17208
VOTUPORANGA;22966
ZACARIAS;511
