Município;Qtd Dose
SANTANA DE PARNAIBA;8672
SANTANA DA PONTE PENSA;195
SANTA SALETE;248
SANTA ROSA DE VITERBO;2245
SANTA RITA DO PASSA QUATRO;3476
SANTA RITA D'OESTE;255
SANTA MERCEDES;309
SANTA MARIA DA SERRA;517
SANTA LÚCIA;460
SANTA ISABEL;2627
SANTA GERTRUDES;1501
SANTA FÉ DO SUL;5111
SANTA ERNESTINA;294
SANTA CRUZ DO RIO PARDO;4859
SANTA CRUZ DAS PALMEIRAS;2473
SANTA CRUZ DA ESPERANÇA;226
SANTA CRUZ DA CONCEIÇÃO;495
SANTA CLARA D'OESTE;211
SANTA BRANCA;1263
SANTA BARBARA D'OESTE;12633
SANTA ALBERTINA;689
SANTA ADÉLIA;1599
SANDOVALINA;243
SALTO GRANDE;736
SALTO DE PIRAPORA;3706
SALTO;9539
SALTINHO;555
SALMOURÃO;354
SALESOPOLIS;783
SALES OLIVEIRA;1188
SALES;501
SAGRES;192
SABINO;687
RUBINÉIA;318
RUBIACEA;256
ROSEIRA;809
ROSANA;1660
RIVERSUL;453
RIOLANDIA;742
RIO GRANDE DA SERRA;2585
RIO DAS PEDRAS;1976
RIO CLARO;22956
RINOPOLIS;846
RINCÃO;771
RIFAINA;334
RIBEIRÃO PRETO;74616
RIBEIRÃO PIRES;10517
RIBEIRÃO GRANDE;416
RIBEIRÃO DOS INDIOS;339
RIBEIRÃO DO SUL;405
RIBEIRÃO CORRENTE;373
RIBEIRAO BRANCO;960
RIBEIRÃO BONITO;819
RIBEIRA;316
RESTINGA;464
REGISTRO;5873
REGINÓPOLIS;636
REGENTE FEIJÓ;1259
REDENCAO DA SERRA;356
RANCHARIA;2564
RAFARD;694
QUINTANA;550
QUELUZ;754
QUEIROZ;247
QUATÁ;1082
QUADRA;189
PROMISSÃO;3612
PRESIDENTE VENCESLAU;4799
PRESIDENTE PRUDENTE;27958
PRESIDENTE EPITÁCIO;3359
PRESIDENTE BERNARDES;1962
PRESIDENTE ALVES;481
PRATÂNIA;309
PRAIA GRANDE;24249
PRADOPOLIS;850
PRACINHA;177
POTIRENDABA;1791
POTIM;1517
PORTO FERREIRA;3835
PORTO FELIZ;3955
PORANGABA;859
POPULINA;530
PONTES GESTAL;216
PONTALINDA;236
PONTAL;2342
PONGAI;376
POMPEIA;2306
POLONI;639
POA;7195
PLATINA;259
PLANALTO;416
PITANGUEIRAS;2758
PIRATININGA;1954
PIRASSUNUNGA;7933
PIRAPOZINHO;1945
PIRAPORA DO BOM JESUS;1205
PIRANGI;1088
PIRAJUÍ;2757
PIRAJÚ;2991
PIRACICABA;38592
PIRACAIA;2084
PIQUETE;1449
PIQUEROBI;544
PINHALZINHO;1106
PINDORAMA;1882
PINDAMONHANGABA;11577
PILAR DO SUL;1963
PIEDADE;3520
PIACATU;462
PERUÍBE;5313
PEREIRAS;574
PEREIRA BARRETO;2487
PENAPOLIS;6682
PEDRO DE TOLEDO;774
PEDRINHAS PAULISTA;261
PEDREIRA;4351
PEDREGULHO;1415
PEDRANÓPOLIS;336
PEDRA BELA;496
PEDERNEIRAS;3442
PAULO DE FARIA;1023
PAULISTÂNIA;166
PAULINIA;6748
PAULICÉIA;465
PATROCÍNIO PAULISTA;1255
PARISI;254
PARIQUERA-AÇÚ;3090
PARDINHO;497
PARAPUA;896
PARANAPUÃ;317
PARANAPANEMA;1565
PARAISO;622
PARAIBUNA;1476
PARAGUAÇU PAULISTA;3685
PANORAMA;1192
PALMITAL;2455
PALMEIRA D'OESTE;1061
PALMARES PAULISTA;598
PALESTINA;1163
PACAEMBU;1206
OUROESTE;983
OURO VERDE;1262
OURINHOS;10669
OSVALDO CRUZ;3389
OSCAR BRESSANE;380
OSASCO;51724
ORLÂNDIA;3215
ORINDIUVA;427
ORIENTE;643
ONDA VERDE;400
OLIMPIA;4811
ÓLEO;259
OCAUÇU;272
NUPORANGA;843
NOVO HORIZONTE;3799
NOVAIS;426
NOVA ODESSA;3159
NOVA LUZITÂNIA;266
NOVA INDEPENDÊNCIA;330
NOVA GUATAPORANGA;214
NOVA GRANADA;1665
NOVA EUROPA;562
NOVA CASTILHO;123
NOVA CANAÃ PAULISTA;225
NOVA CAMPINA;425
NOVA ALIANÇA;665
NIPOÃ;313
NHANDEARA;1309
NEVES PAULISTA;1204
NAZARE PAULISTA;1128
NATIVIDADE DA SERRA;880
NARANDIBA;362
NANTES;191
MURUTINGA DO SUL;509
MOTUCA;284
MORUNGABA;925
MORRO AGUDO;2620
MONTEIRO LOBATO;513
MONTE MOR;3021
MONTE CASTELO;469
MONTE AZUL PAULISTA;1680
MONTE APRAZIVEL;2972
MONTE ALTO;4861
MONTE ALEGRE DO SUL;720
MONGAGUÁ;3308
MONÇÕES;301
MOMBUCA;359
MOGI MIRIM;9355
MOGI GUAÇU;12424
MOGI DAS CRUZES;28082
MOCOCA;7690
MIRASSOLANDIA;416
MIRASSOL;5213
MIRANTE DO PARANAPANEMA;1827
MIRANDOPOLIS;3493
MIRACATU;1463
MIRA ESTRELA;308
MINEIROS DO TIETÊ;928
MIGUELÓPOLIS;2046
MESÓPOLIS;254
MERIDIANO;458
MENDONÇA;681
MAUA;29005
MATÃO;6243
MARTINÓPOLIS;1951
MARINÓPOLIS;261
MARILIA;30014
MARIAPOLIS;320
MARAPOAMA;376
MARACAI;1068
MARABA PAULISTA;306
MANDURI;728
MAIRIPORÃ;5876
MAIRINQUE;3040
MAGDA;355
MACEDÔNIA;355
MACAUBAL;941
MACATUBA;1429
LUTÉCIA;316
LUPERCIO;295
LUIZIÂNIA;425
LUIS ANTONIO;860
LUCIANÓPOLIS;202
LUCELIA;1995
LOUVEIRA;2662
LOURDES;263
LORENA;8116
LINS;9646
LINDOIA;657
LIMEIRA;23005
LENÇÓIS PAULISTA;5028
LEME;7883
LAVRINHAS;441
LAVINIA;507
LARANJAL PAULISTA;2629
LAGOINHA;528
JUQUITIBA;2261
JUQUIÁ;1579
JUNQUEIROPOLIS;2189
JUNDIAI;37961
JUMIRIM;219
JULIO MESQUITA;279
JOSE BONIFACIO;3379
JOÃO RAMALHO;249
JOANOPOLIS;1292
JERIQUARA;271
JAÚ;18636
JARINU;2174
JARDINOPOLIS;3599
JANDIRA;5850
JAMBEIRO;425
JALES;6216
JAGUARIUNA;3942
JACUPIRANGA;1154
JACI;965
JACAREÍ;19602
JABOTICABAL;7276
JABORANDI;596
ITUVERAVA;5003
ITUPEVA;2900
ITU;13365
ITOBI;726
ITIRAPUÃ;571
ITIRAPINA;1250
ITATINGA;1251
ITATIBA;9539
ITARIRI;1088
ITARARE;3923
ITAQUAQUECETUBA;10315
ITAPURA;377
ITAPUÍ;1022
ITAPORANGA;1485
ITAPOLIS;3620
ITAPIRAPUA PAULISTA;249
ITAPIRA;8352
ITAPEVI;12229
ITAPEVA;7834
ITAPETININGA;14138
ITAPECERICA DA SERRA;10830
ITAOCA;541
ITANHAÉM;8673
ITAJU;312
ITAJOBI;1624
ITAÍ;1577
ITABERA;1401
IRAPURU;697
IRAPUÃ;603
IRACEMÁPOLIS;1753
IPUÃ;1117
IPORANGA;978
IPIGUA;371
IPEUNA;414
IPERÓ;1379
IPAUSSU;1148
INUBIA PAULISTA;362
INDIAPORÃ;559
INDIANA;461
INDAIATUBA;18622
ILHABELA;2039
ILHA SOLTEIRA;2834
ILHA COMPRIDA;707
IGUAPE;2719
IGARATA;805
IGARAPAVA;2421
IGARAÇÚ DO TIETÊ;1411
IEPE;779
ICEM;766
IBIÚNA;7603
IBITINGA;4929
IBIRAREMA;694
IBIRA;1228
IBATÉ;1648
IARAS;404
IACRI;555
IACANGA;1035
HORTOLANDIA;16306
HOLAMBRA;924
HERCULANDIA;791
GUZOLANDIA;313
GUATAPARA;535
GUARULHOS;71352
GUARUJÁ;25281
GUARIBA;2225
GUAREÍ;950
GUARATINGUETA;11818
GUARAREMA;1743
GUARARAPES;2795
GUARANTA;512
GUARANÍ D'OESTE;202
GUARACI;1020
GUARAÇAÍ;925
GUARÁ;1803
GUAPIARA;1235
GUAPIAÇU;1684
GUAÍRA;2729
GUAIMBE;543
GUAIÇARA;762
GLICERIO;403
GETULINA;1146
GENERAL SALGADO;1363
GAVIÃO PEIXOTO;333
GASTAO VIDIGAL;329
GARÇA;4412
GÁLIA;760
GABRIEL MONTEIRO;267
FRANCO DA ROCHA;11587
FRANCISCO MORATO;8712
FRANCA;25824
FLORINEA;313
FLORIDA PAULISTA;1010
FLOREAL;403
FLORA RICA;285
FERRAZ DE VASCONCELOS;9215
FERNÃO;204
FERNANDÓPOLIS;9832
FERNANDO PRESTES;758
FARTURA;1606
EUCLIDES DA CUNHA PAULISTA;696
ESTRELA DO NORTE;189
ESTRELA D'OESTE;983
ESTIVA GERBI;556
ESPÍRITO SANTO DO TURVO;253
ESPIRITO SANTO DO PINHAL;4793
ENGENHEIRO COELHO;1099
EMILIANÓPOLIS;257
EMBU-GUAÇU;4728
EMBU DAS ARTES;11420
EMBAÚBA;230
ELISIARIO;311
ELIAS FAUSTO;1081
ELDORADO;3181
ECHAPORÃ;808
DUMONT;1365
DUARTINA;1368
DRACENA;7147
DOURADO;818
DOLCINÓPOLIS;230
DOIS CÓRREGOS;2399
DOBRADA;450
DIVINOLANDIA;1517
DIRCE REIS;216
DIADEMA;26386
DESCALVADO;2985
CUNHA;1747
CUBATÃO;8502
CRUZEIRO;6531
CRUZALIA;186
CRISTAIS PAULISTA;642
CRAVINHOS;2728
COTIA;15952
COSMORAMA;727
COSMOPOLIS;3444
CORUMBATAÍ;340
CORONEL MACEDO;412
COROADOS;349
CORDEIRÓPOLIS;2080
CONCHAS;1649
CONCHAL;1689
COLÔMBIA;579
COLINA;1515
CLEMENTINA;525
CHAVANTES;846
CHARQUEADA;1143
CESÁRIO LANGE;1047
CERQUILHO;3230
CERQUEIRA CÉSAR;1595
CEDRAL;1447
CATIGUA;560
CATANDUVA;17991
CASTILHO;2291
CASSIA DOS COQUEIROS;755
CASA BRANCA;3833
CARDOSO;1243
CARAPICUIBA;20975
CARAGUATATUBA;8226
CAPIVARI;4128
CAPELA DO ALTO;1029
CAPÃO BONITO;2915
CANITAR;261
CANDIDO RODRIGUES;277
CANDIDO MOTA;2455
CANAS;310
CANANÉIA;1106
CAMPOS NOVOS PAULISTA;325
CAMPOS DO JORDAO;3894
CAMPO LIMPO PAULISTA;4848
CAMPINAS;136015
CAMPINA DO MONTE ALEGRE;428
CAJURU;2783
CAJOBI;901
CAJATI;1701
CAJAMAR;3973
CAIUÁ;569
CAIEIRAS;6208
CAIABU;354
CAFELÂNDIA;1836
CACONDE;1705
CACHOEIRA PAULISTA;3272
CAÇAPAVA;8311
CABREUVA;2315
CABRÁLIA PAULISTA;408
BURITIZAL;478
BURITAMA;1387
BURI;1182
BROTAS;1886
BRODOWSKI;2316
BREJO ALEGRE;336
BRAUNA;683
BRAGANÇA PAULISTA;16384
BOTUCATU;20154
BOREBI;256
BORBOREMA;1358
BORACÉIA;464
BORÁ;128
BOM SUCESSO DE ITARARÉ;209
BOM JESUS DOS PERDOES;1354
BOITUVA;3753
BOFETE;696
BOCAINA;928
BOA ESPERANÇA DO SUL;878
BIRITIBA MIRIM;1022
BIRIGUI;10001
BILAC;991
BERTIOGA;4176
BERNARDINO DE CAMPOS;1262
BENTO DE ABREU;214
BEBEDOURO;8815
BAURU;52674
BATATAIS;5697
BASTOS;1518
BARUERI;21681
BARRINHA;1908
BARRETOS;17642
BARRA DO TURVO;1748
BARRA DO CHAPÉU;333
BARRA BONITA;3653
BARIRI;3635
BARBOSA;587
BARÃO DE ANTONINA;444
BANANAL;1218
BALSAMO;933
BALBINOS;250
BADY BASSITT;1711
AVARÉ;9421
AVANHANDAVA;721
AVAÍ;1292
AURIFLAMA;1627
ATIBAIA;14950
ASSIS;12627
ASPÁSIA;218
ARUJA;3843
ARTUR NOGUEIRA;3451
ARIRANHA;895
AREIÓPOLIS;690
AREIAS;427
AREALVA;843
ARCO-IRIS;527
ARARAS;12196
ARARAQUARA;26033
ARAPEI;270
ARANDU;463
ARAMINA;416
ARAÇOIABA DA SERRA;2185
ARAÇATUBA;24219
ARAÇARIGUAMA;974
APIAÍ;1480
APARECIDA D'OESTE;603
APARECIDA;2984
ANHUMAS;346
ANHEMBI;466
ANGATUBA;1727
ANDRADINA;6805
ANALÂNDIA;338
AMPARO;7326
AMERICO DE CAMPOS;611
AMÉRICO BRASILIENSE;3445
AMERICANA;21845
ALVINLANDIA;220
ALVARO DE CARVALHO;277
ÁLVARES MACHADO;1791
ALVARES FLORENCE;464
ALUMÍNIO;942
ALTO ALEGRE;550
ALTINOPOLIS;1756
ALTAIR;340
ALFREDO MARCONDES;546
ALAMBARI;394
AGUDOS;5490
ÁGUAS DE SÃO PEDRO;644
ÁGUAS DE SANTA BÁRBARA;550
AGUAS DE LINDOIA;1688
AGUAS DA PRATA;874
AGUAI;2378
ADOLFO;421
ADAMANTINA;4335
