Municipio;Qtd-Doses-Distribuidas
ZACARIAS;1906
VOTUPORANGA;72606
VOTORANTIM;75339
VITÓRIA BRASIL;1360
VISTA ALEGRE DO ALTO;4915
VIRADOURO;12542
VINHEDO;51919
VERA CRUZ;7865
VÁRZEA PAULISTA;68034
VARGEM GRANDE PAULISTA;32717
VARGEM GRANDE DO SUL;25915
VARGEM;7272
VALPARAÍSO;16475
VALINHOS;89706
VALENTIM GENTIL;8475
URUPÊS;10031
URU;1147
URÂNIA;7111
UNIÃO PAULISTA;1146
UCHOA;7169
UBIRAJARA;3174
UBATUBA;59261
UBARANA;3621
TURMALINA;1591
TURIÚBA;1589
TUPI PAULISTA;12520
TUPÃ;52075
TUIUTI;5318
TRÊS FRONTEIRAS;4515
TREMEMBÉ;30677
TRABIJU;1168
TORRINHA;7100
TORRE DE PEDRA;1942
TIMBURI;1969
TIETÊ;26837
TERRA ROXA;5688
TEODORO SAMPAIO;13618
TEJUPÁ;2830
TAUBATÉ;218161
TATUÍ;76942
TARUMÃ;8558
TARABAI;4296
TAQUARIVAÍ;3094
TAQUARITUBA;15484
TAQUARITINGA;38999
TAQUARAL;2008
TAPIRATIBA;8934
TAPIRAÍ;4920
TANABI;18843
TAMBAÚ;15835
TAIÚVA;4394
TAIAÇU;4303
TAGUAÍ;7659
TACIBA;4018
TABOÃO DA SERRA;174974
TABATINGA;10435
TABAPUÃ;8583
SUZANO;177027
SUZANÁPOLIS;2674
SUMARÉ;162434
SUD MENNUCCI;5295
SOROCABA;448975
SOCORRO;31407
SILVEIRAS;4015
SEVERÍNIA;9740
SETE BARRAS;8188
SERTÃOZINHO;78559
SERRANA;10607
SERRA NEGRA;22091
SERRA AZUL;7860
SEBASTIANÓPOLIS DO SUL;2459
SARUTAIÁ;2510
SARAPUÍ;6422
SÃO VICENTE;229563
SÃO SIMÃO;10850
SÃO SEBASTIÃO DA GRAMA;8234
SÃO SEBASTIÃO;50730
SÃO ROQUE;62397
SÃO PEDRO DO TURVO;4855
SÃO PEDRO;25953
SÃO PAULO;8493619
SÃO MIGUEL ARCANJO;20444
SÃO MANUEL;26037
SÃO LUIZ DO PARAITINGA;7594
SÃO LOURENÇO DA SERRA;8987
SÃO JOSÉ DOS CAMPOS;465979
SÃO JOSÉ DO RIO PRETO;329496
SÃO JOSÉ DO RIO PARDO;40376
