Município;Qtd Dose
ITAJOBI;2016
ITAÍ;1917
ITABERA;1701
IRAPURU;827
IRAPUÃ;743
IRACEMÁPOLIS;2064
IPUÃ;1278
IPORANGA;1232
IPIGUA;472
IPEUNA;507
IPERÓ;1719
IPAUSSU;1408
INUBIA PAULISTA;492
INDIAPORÃ;680
INDIANA;621
INDAIATUBA;21734
ILHABELA;2039
ILHA SOLTEIRA;3416
ILHA COMPRIDA;917
IGUAPE;3461
IGARATA;958
IGARAPAVA;2931
IGARAÇÚ DO TIETÊ;1751
IEPE;1059
ICEM;880
IBIÚNA;8716
IBITINGA;5759
IBIRAREMA;874
IBIRA;1468
IBATÉ;1948
IARAS;464
IACRI;765
IACANGA;1228
HORTOLANDIA;18526
HOLAMBRA;1104
HERCULANDIA;1054
GUZOLANDIA;394
GUATAPARA;655
GUARULHOS;89874
GUARUJÁ;28272
GUARIBA;2660
GUAREÍ;1100
GUARATINGUETA;14018
GUARAREMA;2408
GUARARAPES;3475
GUARANTA;672
GUARANÍ D'OESTE;252
GUARACI;1280
GUARAÇAÍ;1126
GUARÁ;2123
GUAPIARA;1578
GUAPIAÇU;2004
GUAÍRA;3649
GUAIMBE;738
GUAIÇARA;946
GLICERIO;483
GETULINA;1340
GENERAL SALGADO;1574
GAVIÃO PEIXOTO;387
GASTAO VIDIGAL;409
GARÇA;5754
GÁLIA;1014
GABRIEL MONTEIRO;347
FRANCO DA ROCHA;12807
FRANCISCO MORATO;10012
FRANCA;31088
FLORINEA;358
FLORIDA PAULISTA;1360
FLOREAL;484
FLORA RICA;345
FERRAZ DE VASCONCELOS;11160
FERNÃO;256
FERNANDÓPOLIS;11484
FERNANDO PRESTES;918
FARTURA;1940
EUCLIDES DA CUNHA PAULISTA;846
ESTRELA DO NORTE;259
ESTRELA D'OESTE;1133
ESTIVA GERBI;686
ESPÍRITO SANTO DO TURVO;314
ESPIRITO SANTO DO PINHAL;5616
ENGENHEIRO COELHO;1270
EMILIANÓPOLIS;358
EMBU-GUAÇU;5638
EMBU DAS ARTES;13710
EMBAÚBA;280
ELISIARIO;371
ELIAS FAUSTO;1294
ELDORADO;4781
ECHAPORÃ;1028
DUMONT;1495
DUARTINA;1658
DRACENA;8307
DOURADO;1008
DOLCINÓPOLIS;290
DOIS CÓRREGOS;2882
DOBRADA;563
DIVINOLANDIA;1907
DIRCE REIS;259
DIADEMA;30466
DESCALVADO;3595
CUNHA;2169
CUBATÃO;9514
CRUZEIRO;7852
CRUZALIA;236
CRISTAIS PAULISTA;772
CRAVINHOS;3258
COTIA;18514
COSMORAMA;931
COSMOPOLIS;4208
CORUMBATAÍ;402
CORONEL MACEDO;492
COROADOS;442
CORDEIRÓPOLIS;2470
CONCHAS;2019
CONCHAL;2039
COLÔMBIA;719
COLINA;1995
CLEMENTINA;630
CHAVANTES;1070
CHARQUEADA;1373
CESÁRIO LANGE;1297
CERQUILHO;3930
CERQUEIRA CÉSAR;1938
CEDRAL;1662
CATIGUA;673
CATANDUVA;20512
CASTILHO;2631
CASSIA DOS COQUEIROS;826
CASA BRANCA;4434
CARDOSO;1543
CARAPICUIBA;24935
CARAGUATATUBA;8231
CAPIVARI;4902
CAPELA DO ALTO;1269
CAPÃO BONITO;3679
CANITAR;304
CANDIDO RODRIGUES;340
CANDIDO MOTA;3070
CANAS;362
CANANÉIA;1478
CAMPOS NOVOS PAULISTA;476
CAMPOS DO JORDAO;4478
CAMPO LIMPO PAULISTA;5808
CAMPINAS;156230
CAMPINA DO MONTE ALEGRE;518
CAJURU;3208
CAJOBI;1201
CAJATI;2141
CAJAMAR;4597
CAIUÁ;690
CAIEIRAS;7178
CAIABU;504
CAFELÂNDIA;2226
CACONDE;2076
CACHOEIRA PAULISTA;3874
CAÇAPAVA;9872
CABREUVA;2805
CABRÁLIA PAULISTA;478
BURITIZAL;568
BURITAMA;1697
BURI;1452
BROTAS;2306
BRODOWSKI;2696
BREJO ALEGRE;396
BRAUNA;818
BRAGANÇA PAULISTA;19258
BOTUCATU;23619
BOREBI;288
BORBOREMA;1650
BORACÉIA;544
BORÁ;142
BOM SUCESSO DE ITARARÉ;250
BOM JESUS DOS PERDOES;1684
BOITUVA;4446
BOFETE;916
BOCAINA;1098
BOA ESPERANÇA DO SUL;1042
BIRITIBA MIRIM;1624
BIRIGUI;12142
BILAC;1171
BERTIOGA;4556
BERNARDINO DE CAMPOS;1542
BENTO DE ABREU;254
BEBEDOURO;9735
BAURU;59578
BATATAIS;6897
BASTOS;2078
BARUERI;24412
BARRINHA;2188
BARRETOS;22384
BARRA DO TURVO;2218
BARRA DO CHAPÉU;436
BARRA BONITA;4386
BARIRI;4330
BARBOSA;710
BARÃO DE ANTONINA;514
BANANAL;1438
BALSAMO;1143
BALBINOS;280
BADY BASSITT;1972
AVARÉ;10993
AVANHANDAVA;834
AVAÍ;1356
AURIFLAMA;1937
ATIBAIA;17700
ASSIS;14647
ASPÁSIA;258
ARUJA;5116
ARTUR NOGUEIRA;4142
ARIRANHA;1027
AREIÓPOLIS;810
AREIAS;500
AREALVA;1063
ARCO-IRIS;609
ARARAS;14516
ARARAQUARA;30186
ARAPEI;314
ARANDU;567
ARAMINA;536
ARAÇOIABA DA SERRA;2695
ARAÇATUBA;27989
ARAÇARIGUAMA;1174
APIAÍ;1894
APARECIDA D'OESTE;706
APARECIDA;3578
ANHUMAS;456
ANHEMBI;550
ANGATUBA;2107
ANDRADINA;8005
ANALÂNDIA;448
AMPARO;8796
AMERICO DE CAMPOS;764
AMÉRICO BRASILIENSE;3745
AMERICANA;25760
ALVINLANDIA;312
ALVARO DE CARVALHO;390
ÁLVARES MACHADO;2511
ALVARES FLORENCE;554
ALUMÍNIO;1154
ALTO ALEGRE;660
ALTINOPOLIS;2088
ALTAIR;422
ALFREDO MARCONDES;746
ALAMBARI;484
AGUDOS;6040
ÁGUAS DE SÃO PEDRO;786
ÁGUAS DE SANTA BÁRBARA;663
AGUAS DE LINDOIA;2099
AGUAS DA PRATA;1174
AGUAI;2848
ADOLFO;483
ADAMANTINA;5635
