Municipio;Qtd-Doses-Distribuidas
SANTA CRUZ DA CONCEIÇÃO;4494
SANTA CLARA D'OESTE;2301
SANTA BRANCA;14182
SANTA BÁRBARA D'OESTE;181115
SANTA ALBERTINA;6630
SANTA ADÉLIA;13994
SANDOVALINA;3587
SALTO GRANDE;8672
SALTO DE PIRAPORA;40898
SALTO;109632
SALTINHO;8109
SALMOURÃO;4727
SALESÓPOLIS;15749
SALES OLIVEIRA;11605
SALES;6172
SAGRES;2419
SABINO;5840
RUBINÉIA;3642
RUBIÁCEA;2682
ROSEIRA;9803
ROSANA;16935
RIVERSUL;5523
RIOLÂNDIA;10567
RIO GRANDE DA SERRA;44379
RIO DAS PEDRAS;27523
RIO CLARO;190205
RINÓPOLIS;10064
RINCÃO;10029
RIFAINA;3674
RIBEIRÃO PRETO;685850
RIBEIRÃO PIRES;118750
RIBEIRÃO GRANDE;7126
RIBEIRÃO DOS ÍNDIOS;2387
RIBEIRÃO DO SUL;4824
RIBEIRÃO CORRENTE;4206
RIBEIRÃO BRANCO;13602
RIBEIRÃO BONITO;11237
RIBEIRA;3286
RESTINGA;6020
REGISTRO;59365
REGINÓPOLIS;8255
REGENTE FEIJÓ;18810
REDENÇÃO DA SERRA;4098
RANCHARIA;29584
RAFARD;8073
QUINTANA;6328
QUELUZ;10556
QUEIROZ;2916
QUATÁ;12690
QUADRA;3378
PROMISSÃO;36049
PRESIDENTE VENCESLAU;37932
PRESIDENTE PRUDENTE;236449
PRESIDENTE EPITÁCIO;39179
PRESIDENTE BERNARDES;14122
PRESIDENTE ALVES;4160
PRATÂNIA;4413
PRAIA GRANDE;307705
PRADÓPOLIS;17487
PRACINHA;3479
POTIRENDABA;16722
POTIM;20208
PORTO FERREIRA;50073
PORTO FELIZ;49692
PORANGABA;10156
POPULINA;4265
PONTES GESTAL;2656
PONTALINDA;4163
PONTAL;37511
PONGAÍ;3633
POMPÉIA;21407
POLONI;5461
POÁ;102657
PLATINA;3218
PLANALTO;4488
PITANGUEIRAS;32768
PIRATININGA;13678
PIRASSUNUNGA;73072
PIRAPOZINHO;24991
PIRAPORA DO BOM JESUS;14662
PIRANGI;11264
PIRAJUÍ;25761
PIRAJU;29082
PIRACICABA;393668
PIRACAIA;26914
PIQUETE;13310
PIQUEROBI;3543
PINHALZINHO;14941
PINDORAMA;16032
PINDAMONHANGABA;153073
PILAR DO SUL;27122
PIEDADE;52265
PIACATU;5706
PERUÍBE;68763
PEREIRAS;7473
PEREIRA BARRETO;23604
PENÁPOLIS;61433
PEDRO DE TOLEDO;11140
PEDRINHAS PAULISTA;2956
PEDREIRA;46152
PEDREGULHO;15094
PEDRANÓPOLIS;2785
PEDRA BELA;5928
PEDERNEIRAS;42049
PAULO DE FARIA;9229
PAULISTÂNIA;1794
PAULÍNIA;93252
PAULICÉIA;6492
PATROCÍNIO PAULISTA;13308
PARISI;2367
PARIQUERA-AÇU;19290
PARDINHO;5875
PARAPUÃ;10594
PARANAPUÃ;4046
PARANAPANEMA;16714
PARAÍSO;6065
PARAIBUNA;16733
PARAGUAÇU PAULISTA;41773
PANORAMA;13481
PALMITAL;21707
PALMEIRA D'OESTE;9692
PALMARES PAULISTA;10295
PALESTINA;12954
PACAEMBU;13644
OUROESTE;9680
OURO VERDE;7848
OURINHOS;101696
OSVALDO CRUZ;34466
OSCAR BRESSANE;2916
OSASCO;622515
ORLÂNDIA;42611
ORINDIÚVA;5711
ORIENTE;6564
ONDA VERDE;4210
OLÍMPIA;53202
ÓLEO;2727
OCAUÇU;3967
NUPORANGA;7123
NOVO HORIZONTE;38744
NOVAIS;4312
NOVA ODESSA;54077
NOVA LUZITÂNIA;3549
NOVA INDEPENDÊNCIA;3342
NOVA GUATAPORANGA;2515
NOVA GRANADA;19918
NOVA EUROPA;8992
NOVA CASTILHO;1202
NOVA CANAÃ PAULISTA;2348
NOVA CAMPINA;7349
NOVA ALIANÇA;6697
NIPOÃ;4380
NHANDEARA;12647
NEVES PAULISTA;9930
NAZARÉ PAULISTA;19625
NATIVIDADE DA SERRA;7081
NARANDIBA;4331
NANTES;2442
MURUTINGA DO SUL;4356
MOTUCA;4170
MORUNGABA;12213
MORRO AGUDO;26737
MONTEIRO LOBATO;4852
MONTE MOR;50440
MONTE CASTELO;4360
MONTE AZUL PAULISTA;19377
MONTE APRAZÍVEL;23394
MONTE ALTO;49087
MONTE ALEGRE DO SUL;8036
MONGAGUÁ;55336
MONÇÕES;2463
MOMBUCA;3205
MOGI MIRIM;91441
MOGI GUAÇU;149863
MOGI DAS CRUZES;391441
MOCOCA;67595
MIRASSOLÂNDIA;4781
MIRASSOL;59769
MIRANTE DO PARANAPANEMA;17910
MIRANDÓPOLIS;28686
MIRACATU;19119
MIRA ESTRELA;3309
MINEIROS DO TIETÊ;10860
MIGUELÓPOLIS;19004
MESÓPOLIS;2054
MERIDIANO;4084
MENDONÇA;5945
MAUÁ;404035
MATÃO;79613
MARTINÓPOLIS;24843
MARINÓPOLIS;2113
MARÍLIA;232814
MARIÁPOLIS;3939
MARAPOAMA;3256
MARACAÍ;12053
MARABÁ PAULISTA;4931
MANDURI;9457
MAIRIPORÃ;89432
MAIRINQUE;43342
MAGDA;3439
MACEDÔNIA;4072
MACAUBAL;8353
MACATUBA;15345
LUTÉCIA;2645
LUPÉRCIO;4254
LUIZIÂNIA;5272
LUÍS ANTÔNIO;11292
LUCIANÓPOLIS;2458
LUCÉLIA;21336
LOUVEIRA;38092
LOURDES;2584
LORENA;83493
LINS;76518
LINDÓIA;7412
LIMEIRA;279784
LENÇÓIS PAULISTA;59996
LEME;88028
LAVRINHAS;5793
LAVÍNIA;10972
LARANJAL PAULISTA;26893
LAGOINHA;5386
JUQUITIBA;27890
JUQUIÁ;17572
JUNQUEIRÓPOLIS;19782
JUNDIAÍ;409951
JUMIRIM;2906
JÚLIO MESQUITA;4280
JOSÉ BONIFÁCIO;34424
JOÃO RAMALHO;3929
JOANÓPOLIS;13297
JERIQUARA;2695
JAÚ;145675
JARINU;27573
JARDINÓPOLIS;38989
JANDIRA;99581
JAMBEIRO;5829
JALES;55605
JAGUARIÚNA;50274
JACUPIRANGA;15587
JACI;6824
JACAREÍ;215755
JABOTICABAL;78027
JABORANDI;6234
ITUVERAVA;42542
ITUPEVA;50046
ITU;159548
ITOBI;7356
ITIRAPUÃ;6196
ITIRAPINA;15067
ITATINGA;17125
ITATIBA;110175
ITARIRI;14063
ITARARÉ;44369
ITAQUAQUECETUBA;292598
ITAPURA;4148
ITAPUÍ;11973
ITAPORANGA;14619
ITÁPOLIS;40181
ITAPIRAPUÃ PAULISTA;3528
ITAPIRA;76584
ITAPEVI;190885
ITAPEVA;83781
ITAPETININGA;138669
ITAPECERICA DA SERRA;154720
ITAOCA;3655
ITANHAÉM;101232
ITAJU;3299
ITAJOBI;16145
ITAÍ;23358
ITABERÁ;16707
IRAPURU;7637
IRAPUÃ;7340
IRACEMÁPOLIS;22187
IPUÃ;13404
IPORANGA;3979
IPIGUÁ;5390
IPEÚNA;6142
IPERÓ;30287
IPAUSSU;12588
INÚBIA PAULISTA;3911
INDIAPORÃ;4428
INDIANA;4789
INDAIATUBA;234217
ILHABELA;29952
ILHA SOLTEIRA;26851
ILHA COMPRIDA;11800
IGUAPE;29116
IGARATÁ;9085
IGARAPAVA;26707
IGARAÇU DO TIETÊ;22027
IEPÊ;7876
ICÉM;7834
IBIÚNA;74672
IBITINGA;56781
IBIRAREMA;6791
IBIRÁ;12407
IBATÉ;29413
IARAS;9231
IACRI;6412
IACANGA;10491
HORTOLÂNDIA;199518
HOLAMBRA;14267
HERCULÂNDIA;8679
GUZOLÂNDIA;4491
GUATAPARÁ;6940
GUARULHOS;1180442
GUARUJÁ;276068
GUARIBA;33436
GUAREÍ;16259
GUARATINGUETÁ;122373
GUARAREMA;28053
GUARARAPES;31572
GUARANTÃ;6094
GUARANI D'OESTE;2241
GUARACI;10512
GUARAÇAÍ;8608
GUARÁ;18010
GUAPIARA;16132
GUAPIAÇU;20764
GUAÍRA;37665
GUAIMBÊ;5591
GUAIÇARA;10345
GLICÉRIO;4476
GETULINA;10376
GENERAL SALGADO;10905
GAVIÃO PEIXOTO;4306
GASTÃO VIDIGAL;4209
GARÇA;44250
GÁLIA;6586
GABRIEL MONTEIRO;2942
FRANCO DA ROCHA;127493
FRANCISCO MORATO;137265
FRANCA;324398
FLORÍNEA;2793
FLÓRIDA PAULISTA;13197
FLOREAL;3336
FLORA RICA;1667
FERRAZ DE VASCONCELOS;160406
FERNÃO;1729
FERNANDÓPOLIS;73939
FERNANDO PRESTES;6108
FARTURA;16344
EUCLIDES DA CUNHA PAULISTA;8287
ESTRELA DO NORTE;2575
ESTRELA D'OESTE;8466
ESTIVA GERBI;10195
ESPÍRITO SANTO DO TURVO;3747
ESPÍRITO SANTO DO PINHAL;43317
ENGENHEIRO COELHO;15172
EMILIANÓPOLIS;3146
EMBU-GUAÇU;67671
EMBU DAS ARTES;208384
EMBAÚBA;2524
ELISIÁRIO;3442
ELIAS FAUSTO;15559
ELDORADO;14285
ECHAPORÃ;6246
DUMONT;8457
DUARTINA;12325
DRACENA;47740
DOURADO;8786
DOLCINÓPOLIS;2350
DOIS CÓRREGOS;23868
DOBRADA;7017
DIVINOLÂNDIA;11867
DIRCE REIS;1939
DIADEMA;355340
DESCALVADO;30699
CUNHA;21661
CUBATÃO;109444
CRUZEIRO;76516
CRUZÁLIA;2221
CRISTAIS PAULISTA;8077
CRAVINHOS;32419
COTIA;214934
COSMORAMA;8024
COSMÓPOLIS;59037
CORUMBATAÍ;3655
CORONEL MACEDO;4541
COROADOS;5448
CORDEIRÓPOLIS;22778
CONCHAS;16302
CONCHAL;24179
COLÔMBIA;5989
COLINA;17684
CLEMENTINA;6648
CHAVANTES;11071
CHARQUEADA;15283
CESÁRIO LANGE;15811
CERQUILHO;43783
CERQUEIRA CÉSAR;18202
CEDRAL;9800
CATIGUÁ;6692
CATANDUVA;127108
CASTILHO;19281
CÁSSIA DOS COQUEIROS;2743
CASA BRANCA;30005
CARDOSO;13073
CARAPICUÍBA;337150
CARAGUATATUBA;115530
CAPIVARI;48501
CAPELA DO ALTO;17375
CAPÃO BONITO;41327
CANITAR;4258
CÂNDIDO RODRIGUES;3080
CÂNDIDO MOTA;28761
CANAS;4227
CANANÉIA;12173
CAMPOS NOVOS PAULISTA;4450
CAMPOS DO JORDÃO;47844
CAMPO LIMPO PAULISTA;73991
CAMPINAS;1148714
CAMPINA DO MONTE ALEGRE;5751
CAJURU;24386
CAJOBI;10532
CAJATI;26110
CAJAMAR;62058
CAIUÁ;5427
CAIEIRAS;87471
CAIABU;4078
CAFELÂNDIA;16748
CACONDE;18707
CACHOEIRA PAULISTA;33634
CAÇAPAVA;88575
CABREÚVA;40557
CABRÁLIA PAULISTA;4062
BURITIZAL;4527
BURITAMA;16457
BURI;16521
BROTAS;22570
BRODOWSKI;23359
BREJO ALEGRE;2807
BRAÚNA;5690
BRAGANÇA PAULISTA;166020
BOTUCATU;172476
BOREBI;2386
BORBOREMA;15873
BORACÉIA;4425
BORÁ;1101
BOM SUCESSO DE ITARARÉ;3128
BOM JESUS DOS PERDÕES;22348
BOITUVA;53695
BOFETE;10992
BOCAINA;10567
BOA ESPERANÇA DO SUL;12367
BIRITIBA MIRIM;27249
BIRIGUI;118354
BILAC;8468
BERTIOGA;52810
BERNARDINO DE CAMPOS;10912
BENTO DE ABREU;2635
BEBEDOURO;79028
BAURU;377188
BATATAIS;61626
BASTOS;19754
BARUERI;244997
BARRINHA;26001
BARRETOS;129345
BARRA DO TURVO;7900
BARRA DO CHAPÉU;5021
BARRA BONITA;36164
BARIRI;31698
BARBOSA;6185
BARÃO DE ANTONINA;3365
BANANAL;10528
BÁLSAMO;8915
BALBINOS;6079
BADY BASSITT;17542
AVARÉ;88769
AVANHANDAVA;10395
AVAÍ;5254
AURIFLAMA;15339
ATIBAIA;142320
ASSIS;100669
ASPÁSIA;1939
ARUJÁ;79505
ARTUR NOGUEIRA;47120
ARIRANHA;8892
AREIÓPOLIS;9188
AREIAS;3547
AREALVA;8973
ARCO-ÍRIS;2200
ARARAS;124512
ARARAQUARA;235897
ARAPEÍ;2414
ARANDU;6036
ARAMINA;5453
ARAÇOIABA DA SERRA;31060
ARAÇATUBA;199682
ARAÇARIGUAMA;17033
APIAÍ;22030
APARECIDA D'OESTE;4561
APARECIDA;33464
ANHUMAS;3878
ANHEMBI;6027
ANGATUBA;21259
ANDRADINA;55645
ANALÂNDIA;4417
AMPARO;72044
AMÉRICO DE CAMPOS;6276
AMÉRICO BRASILIENSE;34524
AMERICANA;234777
ALVINLÂNDIA;2883
ÁLVARO DE CARVALHO;4416
ÁLVARES MACHADO;23420
ÁLVARES FLORENCE;4677
ALUMÍNIO;15424
ALTO ALEGRE;4551
ALTINÓPOLIS;16432
ALTAIR;3654
ALFREDO MARCONDES;4576
ALAMBARI;5248
AGUDOS;36021
ÁGUAS DE SÃO PEDRO;4374
ÁGUAS DE SANTA BÁRBARA;6103
ÁGUAS DE LINDÓIA;20541
ÁGUAS DA PRATA;8730
AGUAÍ;30895
ADOLFO;4040
ADAMANTINA;38226
