Municipio;Qtd-Doses-Distribuidas
ZACARIAS;2677
VOTUPORANGA;100339
VOTORANTIM;110286
VITÓRIA BRASIL;1855
VISTA ALEGRE DO ALTO;7554
VIRADOURO;18172
VINHEDO;74648
VERA CRUZ;10403
VÁRZEA PAULISTA;104244
VARGEM GRANDE PAULISTA;48159
VARGEM GRANDE DO SUL;35798
VARGEM;10279
VALPARAÍSO;23280
VALINHOS;126440
VALENTIM GENTIL;12370
URUPÊS;14002
URU;1479
URÂNIA;9424
UNIÃO PAULISTA;1548
UCHOA;10049
UBIRAJARA;4347
UBATUBA;86011
UBARANA;5282
TURMALINA;2074
TURIÚBA;2143
TUPI PAULISTA;17027
TUPÃ;69386
TUIUTI;7303
TRÊS FRONTEIRAS;6098
TREMEMBÉ;44654
TRABIJU;1659
TORRINHA;9923
TORRE DE PEDRA;2673
TIMBURI;2702
TIETÊ;37801
TERRA ROXA;8096
TEODORO SAMPAIO;19522
TEJUPÁ;3975
TAUBATÉ;311232
TATUÍ;110157
TARUMÃ;12481
TARABAI;6525
TAQUARIVAÍ;4639
TAQUARITUBA;21744
TAQUARITINGA;53999
TAQUARAL;2787
TAPIRATIBA;12920
TAPIRAÍ;6721
TANABI;26135
TAMBAÚ;21520
TAIÚVA;5933
TAIAÇU;6046
TAGUAÍ;11438
TACIBA;5736
TABOÃO DA SERRA;256322
TABATINGA;15170
TABAPUÃ;12056
SUZANO;260695
SUZANÁPOLIS;3728
SUMARÉ;239523
SUD MENNUCCI;7146
SOROCABA;645295
SOCORRO;43445
SILVEIRAS;5696
SEVERÍNIA;14439
SETE BARRAS;11592
SERTÃOZINHO;114987
SERRANA;13032
SERRA NEGRA;30441
SERRA AZUL;12401
SEBASTIANÓPOLIS DO SUL;3465
SARUTAIÁ;3526
SARAPUÍ;8687
SÃO VICENTE;307100
SÃO SIMÃO;15327
SÃO SEBASTIÃO DA GRAMA;11721
SÃO SEBASTIÃO;73476
SÃO ROQUE;88292
SÃO PEDRO DO TURVO;6923
SÃO PEDRO;35465
SÃO PAULO;11839079
SÃO MIGUEL ARCANJO;29411
SÃO MANUEL;35774
SÃO LUIZ DO PARAITINGA;10749
SÃO LOURENÇO DA SERRA;13353
SÃO JOSÉ DOS CAMPOS;683261
SÃO JOSÉ DO RIO PRETO;456192
SÃO JOSÉ DO RIO PARDO;57411
SÃO JOSÉ DO BARREIRO;3878
SÃO JOSÉ DA BELA VISTA;6994
SÃO JOAQUIM DA BARRA;50791
SÃO JOÃO DO PAU D'ALHO;2438
SÃO JOÃO DE IRACEMA;1949
SÃO JOÃO DAS DUAS PONTES;2531
SÃO JOÃO DA BOA VISTA;95714
SÃO FRANCISCO;2921
SÃO CARLOS;251835
SÃO CAETANO DO SUL;186838
SÃO BERNARDO DO CAMPO;752491
SÃO BENTO DO SAPUCAÍ;11413
SANTOS;498344
SANTÓPOLIS DO AGUAPEÍ;4300
SANTO EXPEDITO;3190
SANTO ANTÔNIO DO PINHAL;6546
SANTO ANTÔNIO DO JARDIM;6011
SANTO ANTÔNIO DO ARACANGUÁ;7917
SANTO ANTÔNIO DE POSSE;19982
SANTO ANTÔNIO DA ALEGRIA;6629
SANTO ANDRÉ;733728
SANTO ANASTÁCIO;19455
SANTANA DE PARNAÍBA;128327
SANTANA DA PONTE PENSA;1764
SANTA SALETE;1808
SANTA ROSA DE VITERBO;25890
SANTA RITA DO PASSA QUATRO;28319
SANTA RITA D'OESTE;3164
SANTA MERCEDES;2844
SANTA MARIA DA SERRA;5428
SANTA LÚCIA;7391
SANTA ISABEL;50919
SANTA GERTRUDES;19830
SANTA FÉ DO SUL;36914
SANTA ERNESTINA;4896
SANTA CRUZ DO RIO PARDO;44497
SANTA CRUZ DAS PALMEIRAS;27553
SANTA CRUZ DA ESPERANÇA;2178
