Municipio;Qtd-Doses-Distribuidas
QUINTANA;4799
QUELUZ;8177
QUEIROZ;2154
QUATÁ;9408
QUADRA;2502
PROMISSÃO;27262
PRESIDENTE VENCESLAU;31178
PRESIDENTE PRUDENTE;183053
PRESIDENTE EPITÁCIO;30256
PRESIDENTE BERNARDES;11454
PRESIDENTE ALVES;3448
PRATÂNIA;3155
PRAIA GRANDE;230216
PRADÓPOLIS;12158
PRACINHA;2090
POTIRENDABA;12585
POTIM;13942
PORTO FERREIRA;38319
PORTO FELIZ;36147
PORANGABA;7768
POPULINA;3394
PONTES GESTAL;2012
PONTALINDA;3027
PONTAL;25696
PONGAÍ;2848
POMPÉIA;16982
POLONI;4272
POÁ;74619
PLATINA;2483
PLANALTO;3397
PITANGUEIRAS;23579
PIRATININGA;10620
PIRASSUNUNGA;55750
PIRAPOZINHO;18808
PIRAPORA DO BOM JESUS;10604
PIRANGI;8596
PIRAJUÍ;19302
PIRAJU;22549
PIRACICABA;295362
PIRACAIA;20296
PIQUETE;10511
PIQUEROBI;2866
PINHALZINHO;11286
PINDORAMA;12334
PINDAMONHANGABA;113377
PILAR DO SUL;20102
PIEDADE;39400
PIACATU;4212
PERUÍBE;53766
PEREIRAS;5757
PEREIRA BARRETO;18241
PENÁPOLIS;47523
PEDRO DE TOLEDO;8800
PEDRINHAS PAULISTA;2258
PEDREIRA;34597
PEDREGULHO;11214
PEDRANÓPOLIS;2169
PEDRA BELA;4469
PEDERNEIRAS;30916
PAULO DE FARIA;7128
PAULISTÂNIA;1393
PAULÍNIA;67072
PAULICÉIA;4818
PATROCÍNIO PAULISTA;9964
PARISI;1825
PARIQUERA-AÇU;14974
PARDINHO;4455
PARAPUÃ;8254
PARANAPUÃ;3093
PARANAPANEMA;12677
PARAÍSO;4552
PARAIBUNA;13011
PARAGUAÇU PAULISTA;31257
PANORAMA;10441
PALMITAL;17065
PALMEIRA D'OESTE;7592
PALMARES PAULISTA;6893
PALESTINA;9927
PACAEMBU;10722
OUROESTE;7227
OURO VERDE;6437
OURINHOS;79803
OSVALDO CRUZ;26324
OSCAR BRESSANE;2374
OSASCO;466256
ORLÂNDIA;31956
ORINDIÚVA;4052
ORIENTE;5027
ONDA VERDE;3159
OLÍMPIA;40313
ÓLEO;2149
OCAUÇU;2985
NUPORANGA;5341
NOVO HORIZONTE;29289
NOVAIS;2914
NOVA ODESSA;38623
NOVA LUZITÂNIA;2823
NOVA INDEPENDÊNCIA;2410
NOVA GUATAPORANGA;1993
NOVA GRANADA;14790
NOVA EUROPA;6705
NOVA CASTILHO;943
NOVA CANAÃ PAULISTA;1912
NOVA CAMPINA;5326
NOVA ALIANÇA;5092
NIPOÃ;3240
NHANDEARA;9679
NEVES PAULISTA;7789
NAZARÉ PAULISTA;15129
NATIVIDADE DA SERRA;5733
NARANDIBA;3161
NANTES;1872
MURUTINGA DO SUL;3582
MOTUCA;3041
MORUNGABA;9070
MORRO AGUDO;19796
MONTEIRO LOBATO;3688
MONTE MOR;36807
MONTE CASTELO;3468
MONTE AZUL PAULISTA;14801
MONTE APRAZÍVEL;18213
MONTE ALTO;37081
MONTE ALEGRE DO SUL;6104
MONGAGUÁ;42492
MONÇÕES;1990
MOMBUCA;2437
MOGI MIRIM;68910
MOGI GUAÇU;109897
MOGI DAS CRUZES;292221
MOCOCA;52618
MIRASSOLÂNDIA;3714
MIRASSOL;44725
MIRANTE DO PARANAPANEMA;13963
MIRANDÓPOLIS;23059
MIRACATU;15071
MIRA ESTRELA;2631
MINEIROS DO TIETÊ;8281
MIGUELÓPOLIS;14640
MESÓPOLIS;1602
MERIDIANO;3136
MENDONÇA;4456
MAUÁ;292522
MATÃO;58954
MARTINÓPOLIS;18931
MARINÓPOLIS;1637
MARÍLIA;189108
MARIÁPOLIS;2923
MARAPOAMA;2490
MARACAÍ;9482
MARABÁ PAULISTA;3390
MANDURI;7025
MAIRIPORÃ;64448
MAIRINQUE;32319
MAGDA;2715
MACEDÔNIA;3220
MACAUBAL;6492
MACATUBA;11407
LUTÉCIA;2081
LUPÉRCIO;3273
LUIZIÂNIA;3822
LUÍS ANTÔNIO;8180
LUCIANÓPOLIS;1944
LUCÉLIA;16375
LOUVEIRA;26426
LOURDES;2082
LORENA;63490
LINS;59431
LINDÓIA;5617
LIMEIRA;216842
LENÇÓIS PAULISTA;44047
LEME;64465
LAVRINHAS;4290
LAVÍNIA;7377
LARANJAL PAULISTA;20272
LAGOINHA;4218
JUQUITIBA;21001
JUQUIÁ;13945
JUNQUEIRÓPOLIS;15401
JUNDIAÍ;308840
JUMIRIM;2039
JÚLIO MESQUITA;3291
JOSÉ BONIFÁCIO;25487
JOÃO RAMALHO;2800
JOANÓPOLIS;9904
JERIQUARA;2039
JAÚ;112774
JARINU;20586
JARDINÓPOLIS;28611
JANDIRA;71660
JAMBEIRO;4302
JALES;45037
JAGUARIÚNA;36507
JACUPIRANGA;11859
JACI;5199
JACAREÍ;162081
JABOTICABAL;57885
JABORANDI;4629
ITUVERAVA;32787
ITUPEVA;35143
ITU;116830
ITOBI;5845
ITIRAPUÃ;4720
ITIRAPINA;10635
ITATINGA;11953
ITATIBA;81475
ITARIRI;10360
ITARARÉ;32884
ITAQUAQUECETUBA;203640
ITAPURA;3309
ITAPUÍ;8826
ITAPORANGA;11330
ITÁPOLIS;31659
ITAPIRAPUÃ PAULISTA;2592
ITAPIRA;58356
ITAPEVI;133077
ITAPEVA;60565
ITAPETININGA;104105
ITAPECERICA DA SERRA;110196
ITAOCA;2843
ITANHAÉM;79447
ITAJU;2602
ITAJOBI;12527
ITAÍ;17194
ITABERÁ;12671
IRAPURU;5732
IRAPUÃ;5513
IRACEMÁPOLIS;16170
IPUÃ;9771
IPORANGA;3206
IPIGUÁ;4091
IPEÚNA;4283
IPERÓ;21111
IPAUSSU;9506
INÚBIA PAULISTA;2990
INDIAPORÃ;3628
INDIANA;3715
INDAIATUBA;170503
ILHABELA;22235
ILHA SOLTEIRA;21559
ILHA COMPRIDA;9257
IGUAPE;23028
IGARATÁ;6881
IGARAPAVA;20099
IGARAÇU DO TIETÊ;15863
IEPÊ;5982
ICÉM;6024
IBIÚNA;55899
IBITINGA;42569
IBIRAREMA;5180
IBIRÁ;9172
IBATÉ;20766
IARAS;6443
IACRI;4942
IACANGA;7847
HORTOLÂNDIA;143477
HOLAMBRA;10910
HERCULÂNDIA;6676
GUZOLÂNDIA;3403
GUATAPARÁ;5145
GUARULHOS;848180
GUARUJÁ;214029
GUARIBA;23797
GUAREÍ;11450
GUARATINGUETÁ;95615
GUARAREMA;20877
GUARARAPES;24062
GUARANTÃ;4550
GUARANI D'OESTE;1804
GUARACI;7724
GUARAÇAÍ;6783
GUARÁ;13448
GUAPIARA;12278
GUAPIAÇU;15738
GUAÍRA;28152
GUAIMBÊ;4185
GUAIÇARA;7587
GLICÉRIO;3389
GETULINA;8072
GENERAL SALGADO;8572
GAVIÃO PEIXOTO;3107
GASTÃO VIDIGAL;3120
GARÇA;34064
GÁLIA;5291
GABRIEL MONTEIRO;2300
FRANCO DA ROCHA;92146
FRANCISCO MORATO;94872
FRANCA;239805
FLORÍNEA;2204
FLÓRIDA PAULISTA;9814
FLOREAL;2658
FLORA RICA;1393
FERRAZ DE VASCONCELOS;111264
FERNÃO;1370
FERNANDÓPOLIS;58153
FERNANDO PRESTES;4774
FARTURA;12607
EUCLIDES DA CUNHA PAULISTA;6211
ESTRELA DO NORTE;1853
ESTRELA D'OESTE;6596
ESTIVA GERBI;7390
ESPÍRITO SANTO DO TURVO;2698
ESPÍRITO SANTO DO PINHAL;33005
ENGENHEIRO COELHO;10919
EMILIANÓPOLIS;2408
EMBU-GUAÇU;50287
EMBU DAS ARTES;144905
EMBAÚBA;1946
ELISIÁRIO;2574
ELIAS FAUSTO;11235
ELDORADO;11765
ECHAPORÃ;4920
DUMONT;5954
DUARTINA;9564
DRACENA;38512
DOURADO;6772
DOLCINÓPOLIS;1872
DOIS CÓRREGOS;17662
DOBRADA;5017
DIVINOLÂNDIA;9325
DIRCE REIS;1498
DIADEMA;259687
DESCALVADO;23506
CUNHA;16477
CUBATÃO;79623
CRUZEIRO;58793
CRUZÁLIA;1761
CRISTAIS PAULISTA;5926
CRAVINHOS;23554
COTIA;155523
COSMORAMA;6434
COSMÓPOLIS;41714
CORUMBATAÍ;2794
CORONEL MACEDO;3495
COROADOS;4045
CORDEIRÓPOLIS;17577
CONCHAS;12420
CONCHAL;17262
COLÔMBIA;4454
COLINA;13177
CLEMENTINA;4863
CHAVANTES;8428
CHARQUEADA;10843
CESÁRIO LANGE;11546
CERQUILHO;31972
CERQUEIRA CÉSAR;13598
CEDRAL;7703
CATIGUÁ;5009
CATANDUVA;99082
CASTILHO;15745
CÁSSIA DOS COQUEIROS;2148
CASA BRANCA;23646
CARDOSO;10100
CARAPICUÍBA;246411
CARAGUATATUBA;88977
CAPIVARI;35617
CAPELA DO ALTO;12610
CAPÃO BONITO;30364
CANITAR;3072
CÂNDIDO RODRIGUES;2401
CÂNDIDO MOTA;22515
CANAS;3035
CANANÉIA;9565
CAMPOS NOVOS PAULISTA;3384
CAMPOS DO JORDÃO;34780
CAMPO LIMPO PAULISTA;55319
CAMPINAS;874381
CAMPINA DO MONTE ALEGRE;4440
CAJURU;18102
CAJOBI;7736
CAJATI;19776
CAJAMAR;44142
CAIUÁ;4261
CAIEIRAS;62931
CAIABU;3133
CAFELÂNDIA;12817
CACONDE;14256
CACHOEIRA PAULISTA;25727
CAÇAPAVA;66820
CABREÚVA;29324
CABRÁLIA PAULISTA;3090
BURITIZAL;3460
BURITAMA;12546
BURI;12065
BROTAS;16567
BRODOWSKI;17468
BREJO ALEGRE;2140
BRAÚNA;4390
BRAGANÇA PAULISTA;123766
BOTUCATU;79315
BOREBI;1791
BORBOREMA;12241
BORACÉIA;3322
BORÁ;960
BOM SUCESSO DE ITARARÉ;2252
BOM JESUS DOS PERDÕES;15863
BOITUVA;38790
BOFETE;8434
BOCAINA;7892
BOA ESPERANÇA DO SUL;9154
BIRITIBA MIRIM;19801
BIRIGUI;89016
BILAC;6549
BERTIOGA;38969
BERNARDINO DE CAMPOS;8402
BENTO DE ABREU;1999
BEBEDOURO;61099
BAURU;291186
BATATAIS;46114
BASTOS;15070
BARUERI;180659
BARRINHA;18203
BARRETOS;97831
BARRA DO TURVO;6507
BARRA DO CHAPÉU;3755
BARRA BONITA;27708
BARIRI;24601
BARBOSA;4781
BARÃO DE ANTONINA;2665
BANANAL;8394
BÁLSAMO;6888
BALBINOS;3667
BADY BASSITT;13451
AVARÉ;66325
AVANHANDAVA;7327
AVAÍ;4072
AURIFLAMA;11726
ATIBAIA;108503
ASSIS;78933
ASPÁSIA;1504
ARUJÁ;56824
ARTUR NOGUEIRA;33732
ARIRANHA;6873
AREIÓPOLIS;6463
AREIAS;2655
AREALVA;7062
ARCO-ÍRIS;1815
ARARAS;94234
ARARAQUARA;180543
ARAPEÍ;1800
ARANDU;4557
ARAMINA;4060
ARAÇOIABA DA SERRA;24025
ARAÇATUBA;155260
ARAÇARIGUAMA;12701
APIAÍ;16548
APARECIDA D'OESTE;3661
APARECIDA;24762
ANHUMAS;2934
ANHEMBI;4527
ANGATUBA;16583
ANDRADINA;44575
ANALÂNDIA;3371
AMPARO;54966
AMÉRICO DE CAMPOS;4811
AMÉRICO BRASILIENSE;24993
AMERICANA;177632
ALVINLÂNDIA;2264
ÁLVARO DE CARVALHO;3253
ÁLVARES MACHADO;17453
ÁLVARES FLORENCE;3785
ALUMÍNIO;11013
ALTO ALEGRE;3531
ALTINÓPOLIS;12515
ALTAIR;2697
ALFREDO MARCONDES;3648
ALAMBARI;4054
AGUDOS;27483
ÁGUAS DE SÃO PEDRO;3598
ÁGUAS DE SANTA BÁRBARA;4909
ÁGUAS DE LINDÓIA;16106
ÁGUAS DA PRATA;6843
AGUAÍ;22693
ADOLFO;3220
ADAMANTINA;31212
