Municipio;Qtd-Doses-Distribuidas
RIBEIRÃO DO SUL;2466
RIBEIRÃO CORRENTE;1775
RIBEIRÃO BRANCO;5774
RIBEIRÃO BONITO;5066
RIBEIRA;1594
RESTINGA;2458
REGISTRO;31214
REGINÓPOLIS;2826
REGENTE FEIJÓ;8813
REDENÇÃO DA SERRA;1935
RANCHARIA;13713
RAFARD;3613
QUINTANA;2993
QUELUZ;4570
QUEIROZ;1264
QUATÁ;5509
QUADRA;1450
PROMISSÃO;16740
PRESIDENTE VENCESLAU;20684
PRESIDENTE PRUDENTE;116836
PRESIDENTE EPITÁCIO;17986
PRESIDENTE BERNARDES;8173
PRESIDENTE ALVES;2288
PRATÂNIA;1725
PRAIA GRANDE;139682
PRADÓPOLIS;6595
PRACINHA;860
POTIRENDABA;7857
POTIM;6862
PORTO FERREIRA;23926
PORTO FELIZ;20853
PORANGABA;4850
POPULINA;2364
PONTES GESTAL;1302
PONTALINDA;1704
PONTAL;12371
PONGAÍ;1936
POMPÉIA;11179
POLONI;2795
POÁ;41802
PLATINA;1493
PLANALTO;2006
PITANGUEIRAS;12873
PIRATININGA;7082
PIRASSUNUNGA;35779
PIRAPOZINHO;11906
PIRAPORA DO BOM JESUS;5921
PIRANGI;5416
PIRAJUÍ;11509
PIRAJU;14326
PIRACICABA;178788
PIRACAIA;11861
PIQUETE;6669
PIQUEROBI;2028
PINHALZINHO;6894
PINDORAMA;7900
PINDAMONHANGABA;64230
PILAR DO SUL;12075
PIEDADE;22911
PIACATU;2625
PERUÍBE;33502
PEREIRAS;3260
PEREIRA BARRETO;11801
PENÁPOLIS;31113
PEDRO DE TOLEDO;5438
PEDRINHAS PAULISTA;1491
PEDREIRA;20399
PEDREGULHO;6655
PEDRANÓPOLIS;1479
PEDRA BELA;2724
PEDERNEIRAS;17410
PAULO DE FARIA;4537
PAULISTÂNIA;859
PAULÍNIA;36052
PAULICÉIA;2634
PATROCÍNIO PAULISTA;6037
PARISI;1265
PARIQUERA-AÇU;10177
PARDINHO;2677
PARAPUÃ;5470
PARANAPUÃ;1922
PARANAPANEMA;7396
PARAÍSO;2916
PARAIBUNA;7939
PARAGUAÇU PAULISTA;18958
PANORAMA;6251
PALMITAL;11292
PALMEIRA D'OESTE;5251
PALMARES PAULISTA;3302
PALESTINA;6131
PACAEMBU;6296
OUROESTE;4370
OURO VERDE;4306
OURINHOS;52119
OSVALDO CRUZ;17195
OSCAR BRESSANE;1697
OSASCO;275399
ORLÂNDIA;18368
ORINDIÚVA;2149
ORIENTE;3170
ONDA VERDE;1923
OLÍMPIA;25255
ÓLEO;1441
OCAUÇU;1889
NUPORANGA;3423
NOVO HORIZONTE;18103
NOVAIS;1683
NOVA ODESSA;21323
NOVA LUZITÂNIA;1687
NOVA INDEPENDÊNCIA;1378
NOVA GUATAPORANGA;1302
NOVA GRANADA;8910
NOVA EUROPA;3738
NOVA CASTILHO;601
NOVA CANAÃ PAULISTA;1293
NOVA CAMPINA;2811
NOVA ALIANÇA;3174
NIPOÃ;1792
NHANDEARA;6643
NEVES PAULISTA;5283
NAZARÉ PAULISTA;8633
NATIVIDADE DA SERRA;3705
NARANDIBA;1859
NANTES;1129
MURUTINGA DO SUL;2460
MOTUCA;1809
MORUNGABA;5231
MORRO AGUDO;11223
MONTEIRO LOBATO;2369
MONTE MOR;20348
MONTE CASTELO;2259
MONTE AZUL PAULISTA;9366
MONTE APRAZÍVEL;11729
MONTE ALTO;23581
MONTE ALEGRE DO SUL;3926
MONGAGUÁ;26295
MONÇÕES;1301
MOMBUCA;1464
MOGI MIRIM;42552
MOGI GUAÇU;65732
MOGI DAS CRUZES;170644
MOCOCA;33759
MIRASSOLÂNDIA;2319
MIRASSOL;27401
MIRANTE DO PARANAPANEMA;8943
MIRANDÓPOLIS;14283
MIRACATU;9012
MIRA ESTRELA;1813
MINEIROS DO TIETÊ;5220
MIGUELÓPOLIS;8910
MESÓPOLIS;1094
MERIDIANO;2013
MENDONÇA;2830
MAUÁ;158337
MATÃO;35753
MARTINÓPOLIS;11771
MARINÓPOLIS;1137
MARÍLIA;128096
MARIÁPOLIS;1743
MARAPOAMA;1676
MARACAÍ;5961
MARABÁ PAULISTA;1754
MANDURI;4143
MAIRIPORÃ;35491
MAIRINQUE;18842
MAGDA;1787
MACEDÔNIA;2123
MACAUBAL;4188
MACATUBA;6880
LUTÉCIA;1416
LUPÉRCIO;1982
LUIZIÂNIA;2147
LUÍS ANTÔNIO;4350
LUCIANÓPOLIS;1336
LUCÉLIA;9926
LOUVEIRA;13158
LOURDES;1323
LORENA;38495
LINS;38400
LINDÓIA;3367
LIMEIRA;127791
LENÇÓIS PAULISTA;25688
LEME;38192
LAVRINHAS;2297
LAVÍNIA;2867
LARANJAL PAULISTA;12988
LAGOINHA;2811
JUQUITIBA;11873
JUQUIÁ;8571
JUNQUEIRÓPOLIS;9697
JUNDIAÍ;191152
JUMIRIM;1136
JÚLIO MESQUITA;1910
JOSÉ BONIFÁCIO;15542
JOÃO RAMALHO;1568
JOANÓPOLIS;6162
JERIQUARA;1268
JAÚ;69723
JARINU;11734
JARDINÓPOLIS;17095
JANDIRA;37395
JAMBEIRO;2391
JALES;30265
JAGUARIÚNA;20814
JACUPIRANGA;7071
JACI;3194
JACAREÍ;98340
JABOTICABAL;37171
JABORANDI;2942
ITUVERAVA;21311
ITUPEVA;17386
ITU;67514
ITOBI;3879
ITIRAPUÃ;2945
ITIRAPINA;5825
ITATINGA;6511
ITATIBA;47462
ITARIRI;6210
ITARARÉ;19862
ITAQUAQUECETUBA;100071
ITAPURA;2063
ITAPUÍ;5093
ITAPORANGA;7072
ITÁPOLIS;19524
ITAPIRAPUÃ PAULISTA;1486
ITAPIRA;36629
ITAPEVI;66216
ITAPEVA;36523
ITAPETININGA;65056
ITAPECERICA DA SERRA;60571
ITAOCA;1910
ITANHAÉM;50697
ITAJU;1504
ITAJOBI;8202
ITAÍ;9381
ITABERÁ;7685
IRAPURU;3522
IRAPUÃ;3281
IRACEMÁPOLIS;9035
IPUÃ;5455
IPORANGA;2353
IPIGUÁ;2489
IPEÚNA;2510
IPERÓ;10387
IPAUSSU;5872
INÚBIA PAULISTA;1886
INDIAPORÃ;2384
INDIANA;2456
INDAIATUBA;97392
ILHABELA;12789
ILHA SOLTEIRA;14312
ILHA COMPRIDA;5745
IGUAPE;14585
IGARATÁ;4159
IGARAPAVA;12318
IGARAÇU DO TIETÊ;8754
IEPÊ;3871
ICÉM;3637
IBIÚNA;32232
IBITINGA;25450
IBIRAREMA;3246
IBIRÁ;5708
IBATÉ;10617
IARAS;2873
IACRI;3160
IACANGA;4749
HORTOLÂNDIA;80418
HOLAMBRA;6013
HERCULÂNDIA;4074
GUZOLÂNDIA;2027
GUATAPARÁ;3098
GUARULHOS;456938
GUARUJÁ;121274
GUARIBA;12854
GUAREÍ;5510
GUARATINGUETÁ;61071
GUARAREMA;12096
GUARARAPES;14832
GUARANTÃ;2696
GUARANI D'OESTE;1174
GUARACI;4592
GUARAÇAÍ;4448
GUARÁ;8063
GUAPIARA;7420
GUAPIAÇU;9446
GUAÍRA;16499
GUAIMBÊ;2624
GUAIÇARA;4381
GLICÉRIO;2018
GETULINA;4815
GENERAL SALGADO;5717
GAVIÃO PEIXOTO;1831
GASTÃO VIDIGAL;1762
GARÇA;21614
GÁLIA;3571
GABRIEL MONTEIRO;1469
FRANCO DA ROCHA;50967
FRANCISCO MORATO;50308
FRANCA;141219
FLORÍNEA;1554
FLÓRIDA PAULISTA;5623
FLOREAL;1902
FLORA RICA;1086
FERRAZ DE VASCONCELOS;57544
FERNÃO;898
FERNANDÓPOLIS;39565
FERNANDO PRESTES;3254
FARTURA;7892
EUCLIDES DA CUNHA PAULISTA;3584
ESTRELA DO NORTE;1207
ESTRELA D'OESTE;4370
ESTIVA GERBI;4150
ESPÍRITO SANTO DO TURVO;1562
ESPÍRITO SANTO DO PINHAL;21097
ENGENHEIRO COELHO;5989
EMILIANÓPOLIS;1556
EMBU-GUAÇU;28357
EMBU DAS ARTES;77553
EMBAÚBA;1226
ELISIÁRIO;1516
ELIAS FAUSTO;6259
ELDORADO;8369
ECHAPORÃ;3347
DUMONT;3328
DUARTINA;6395
DRACENA;26011
DOURADO;4348
DOLCINÓPOLIS;1226
DOIS CÓRREGOS;10911
DOBRADA;2646
DIVINOLÂNDIA;6497
DIRCE REIS;1009
DIADEMA;146117
DESCALVADO;15375
CUNHA;9986
CUBATÃO;45920
CRUZEIRO;34539
CRUZÁLIA;1163
CRISTAIS PAULISTA;3470
CRAVINHOS;14005
COTIA;89468
COSMORAMA;4190
COSMÓPOLIS;21515
CORUMBATAÍ;1775
CORONEL MACEDO;2198
COROADOS;2416
CORDEIRÓPOLIS;10507
CONCHAS;7889
CONCHAL;9713
COLÔMBIA;2718
COLINA;8154
CLEMENTINA;2715
CHAVANTES;5176
CHARQUEADA;6267
CESÁRIO LANGE;6485
CERQUILHO;18485
CERQUEIRA CÉSAR;8220
CEDRAL;5377
CATIGUÁ;3090
CATANDUVA;66518
CASTILHO;10005
CÁSSIA DOS COQUEIROS;1408
CASA BRANCA;14672
CARDOSO;6417
CARAPICUÍBA;130231
CARAGUATATUBA;55208
CAPIVARI;20284
CAPELA DO ALTO;7089
CAPÃO BONITO;17792
CANITAR;1709
CÂNDIDO RODRIGUES;1708
CÂNDIDO MOTA;14111
CANAS;1615
CANANÉIA;5863
CAMPOS NOVOS PAULISTA;2089
CAMPOS DO JORDÃO;19569
CAMPO LIMPO PAULISTA;30675
CAMPINAS;552984
CAMPINA DO MONTE ALEGRE;2633
CAJURU;11330
CAJOBI;4825
CAJATI;11020
CAJAMAR;23491
CAIUÁ;2793
CAIEIRAS;34843
CAIABU;2085
CAFELÂNDIA;8240
CACONDE;8738
CACHOEIRA PAULISTA;15759
CAÇAPAVA;39431
CABREÚVA;15465
CABRÁLIA PAULISTA;1915
BURITIZAL;2269
BURITAMA;7835
BURI;6827
BROTAS;9832
BRODOWSKI;10461
BREJO ALEGRE;1354
BRAÚNA;2764
BRAGANÇA PAULISTA;77057
BOTUCATU;71449
BOREBI;1073
BORBOREMA;7574
BORACÉIA;2071
BORÁ;505
BOM SUCESSO DE ITARARÉ;1179
BOM JESUS DOS PERDÕES;8558
BOITUVA;20794
BOFETE;4921
BOCAINA;4598
BOA ESPERANÇA DO SUL;5341
BIRITIBA MIRIM;11157
BIRIGUI;52257
BILAC;4227
BERTIOGA;21561
BERNARDINO DE CAMPOS;5636
BENTO DE ABREU;1134
BEBEDOURO;39744
BAURU;193744
BATATAIS;29326
BASTOS;9297
BARUERI;102005
BARRINHA;9383
BARRETOS;65309
BARRA DO TURVO;4584
BARRA DO CHAPÉU;2181
BARRA BONITA;17246
BARIRI;15649
BARBOSA;2948
BARÃO DE ANTONINA;1763
BANANAL;5428
BÁLSAMO;4430
BALBINOS;1151
BADY BASSITT;8333
AVARÉ;41538
AVANHANDAVA;4004
AVAÍ;2962
AURIFLAMA;7423
ATIBAIA;66380
ASSIS;51524
ASPÁSIA;1020
ARUJÁ;30884
ARTUR NOGUEIRA;18675
ARIRANHA;4102
AREIÓPOLIS;3515
AREIAS;1688
AREALVA;4540
ARCO-ÍRIS;1366
ARARAS;57575
ARARAQUARA;114318
ARAPEÍ;1125
ARANDU;2746
ARAMINA;2400
ARAÇOIABA DA SERRA;13829
ARAÇATUBA;100500
ARAÇARIGUAMA;6509
APIAÍ;9881
APARECIDA D'OESTE;2541
APARECIDA;15567
ANHUMAS;1820
ANHEMBI;2748
ANGATUBA;10277
ANDRADINA;28534
ANALÂNDIA;2063
AMPARO;34635
AMÉRICO DE CAMPOS;3172
AMÉRICO BRASILIENSE;14236
AMERICANA;108379
ALVINLÂNDIA;1403
ÁLVARO DE CARVALHO;1711
ÁLVARES MACHADO;10987
ÁLVARES FLORENCE;2668
ALUMÍNIO;5906
ALTO ALEGRE;2374
ALTINÓPOLIS;8048
ALTAIR;1550
ALFREDO MARCONDES;2567
ALAMBARI;2375
AGUDOS;17658
ÁGUAS DE SÃO PEDRO;2613
ÁGUAS DE SANTA BÁRBARA;3169
ÁGUAS DE LINDÓIA;9869
ÁGUAS DA PRATA;4592
AGUAÍ;13344
ADOLFO;2137
ADAMANTINA;20599
