Municipio;Qtd-Doses-Distribuidas
CAFELÂNDIA;7955
CAIABU;2030
CAIEIRAS;33193
CAIUÁ;2708
CAJAMAR;22236
CAJATI;10530
CAJOBI;4670
CAJURU;10915
CAMPINA DO MONTE ALEGRE;2543
CAMPINAS;532719
CAMPO LIMPO PAULISTA;29325
CAMPOS DO JORDÃO;18309
CAMPOS NOVOS PAULISTA;1954
CANANÉIA;5653
CANAS;1540
CÂNDIDO MOTA;13636
CÂNDIDO RODRIGUES;1663
CANITAR;1624
CAPÃO BONITO;16987
CAPELA DO ALTO;6744
CAPIVARI;19339
CARAGUATATUBA;50428
CARAPICUÍBA;123646
CARDOSO;6047
CASA BRANCA;14137
CÁSSIA DOS COQUEIROS;1323
CASTILHO;9655
CATANDUVA;64528
CATIGUÁ;2955
CEDRAL;4967
CERQUEIRA CÉSAR;7920
CERQUILHO;17660
CESÁRIO LANGE;6185
CHARQUEADA;6007
CHAVANTES;4976
CLEMENTINA;2590
COLINA;7864
COLÔMBIA;2613
CONCHAL;9283
CONCHAS;7619
CORDEIRÓPOLIS;10117
COROADOS;2316
CORONEL MACEDO;2128
CORUMBATAÍ;1705
COSMÓPOLIS;20320
COSMORAMA;4080
COTIA;85238
CRAVINHOS;13195
CRISTAIS PAULISTA;3265
CRUZÁLIA;1128
CRUZEIRO;33174
CUBATÃO;43810
CUNHA;9356
DESCALVADO;14845
DIADEMA;139007
DIRCE REIS;979
DIVINOLÂNDIA;6307
DOBRADA;2511
DOIS CÓRREGOS;10486
DOLCINÓPOLIS;1181
DOURADO;4213
DRACENA;25231
DUARTINA;6195
DUMONT;3178
ECHAPORÃ;3257
ELDORADO;8139
ELIAS FAUSTO;5974
ELISIÁRIO;1451
EMBAÚBA;1186
EMBU DAS ARTES;72993
EMBU-GUAÇU;27232
EMILIANÓPOLIS;1506
ENGENHEIRO COELHO;5664
ESPÍRITO SANTO DO PINHAL;20387
ESPÍRITO SANTO DO TURVO;1487
ESTIVA GERBI;3975
ESTRELA DO NORTE;1167
ESTRELA D'OESTE;4225
EUCLIDES DA CUNHA PAULISTA;3434
FARTURA;7637
FERNANDO PRESTES;3094
FERNANDÓPOLIS;38435
FERNÃO;863
FERRAZ DE VASCONCELOS;54569
FLORA RICA;1066
FLOREAL;1857
FLÓRIDA PAULISTA;5373
FLORÍNEA;1509
FRANCA;135779
FRANCISCO MORATO;47643
FRANCO DA ROCHA;48332
GABRIEL MONTEIRO;1429
GÁLIA;3456
GARÇA;20864
GASTÃO VIDIGAL;1687
GAVIÃO PEIXOTO;1761
GENERAL SALGADO;5542
GETULINA;4590
GLICÉRIO;1943
GUAIÇARA;4196
GUAIMBÊ;2539
GUAÍRA;15799
GUAPIAÇU;9086
GUAPIARA;7130
GUARÁ;7718
GUARAÇAÍ;4313
GUARACI;4422
GUARANI D'OESTE;1139
GUARANTÃ;2526
GUARARAPES;14302
GUARAREMA;11611
GUARATINGUETÁ;57301
GUAREÍ;5120
GUARIBA;12219
GUARUJÁ;114499
GUARULHOS;434598
GUATAPARÁ;2983
GUZOLÂNDIA;1947
HERCULÂNDIA;3879
HOLAMBRA;5738
HORTOLÂNDIA;76633
IACANGA;4534
IACRI;3070
IARAS;2653
IBATÉ;10052
IBIRÁ;5478
IBIRAREMA;3126
IBITINGA;24460
IBIÚNA;30997
ICÉM;3507
IEPÊ;3741
IGARAÇU DO TIETÊ;8354
IGARAPAVA;11833
IGARATÁ;4014
IGUAPE;14070
ILHA COMPRIDA;5535
ILHA SOLTEIRA;13892
ILHABELA;12189
INDAIATUBA;93107
INDIANA;2361
INDIAPORÃ;2314
INÚBIA PAULISTA;1816
IPAUSSU;5642
IPERÓ;9782
IPEÚNA;2395
IPIGUÁ;2399
IPORANGA;2278
IPUÃ;5170
IRACEMÁPOLIS;8665
IRAPUÃ;3151
IRAPURU;3372
ITABERÁ;7430
ITAÍ;8881
ITAJOBI;7857
ITAJU;1449
ITANHAÉM;49127
ITAOCA;1855
ITAPECERICA DA SERRA;57671
ITAPETININGA;62386
ITAPEVA;34993
ITAPEVI;61971
ITAPIRA;35154
ITAPIRAPUÃ PAULISTA;1416
ITÁPOLIS;18834
ITAPORANGA;6822
ITAPUÍ;4878
ITAPURA;1968
ITAQUAQUECETUBA;94441
ITARARÉ;19087
ITARIRI;5815
ITATIBA;45027
ITATINGA;6196
ITIRAPINA;5525
ITIRAPUÃ;2845
ITOBI;3194
ITU;64609
ITUPEVA;16131
ITUVERAVA;20586
JABORANDI;2837
JABOTICABAL;35726
JACAREÍ;94495
JACI;3044
JACUPIRANGA;6771
JAGUARIÚNA;19854
JALES;29425
JAMBEIRO;2281
JANDIRA;35345
JARDINÓPOLIS;16405
JARINU;11234
JAÚ;67213
JERIQUARA;1223
JOANÓPOLIS;5967
JOÃO RAMALHO;1493
JOSÉ BONIFÁCIO;14922
JÚLIO MESQUITA;1835
JUMIRIM;1081
JUNDIAÍ;182127
JUNQUEIRÓPOLIS;9337
JUQUIÁ;8261
JUQUITIBA;11358
LAGOINHA;2731
LARANJAL PAULISTA;12533
LAVÍNIA;2557
LAVRINHAS;2182
LEME;36557
LENÇÓIS PAULISTA;24558
LIMEIRA;122791
LINDÓIA;3237
LINS;36625
LORENA;37075
LOURDES;1253
LOUVEIRA;12328
LUCÉLIA;9536
LUCIANÓPOLIS;1296
LUÍS ANTÔNIO;4135
LUIZIÂNIA;2057
LUPÉRCIO;1887
LUTÉCIA;1376
MACATUBA;6615
MACAUBAL;4063
MACEDÔNIA;2063
MAGDA;1717
MAIRINQUE;18097
MAIRIPORÃ;33116
MANDURI;3988
MARABÁ PAULISTA;1644
MARACAÍ;5736
MARAPOAMA;1596
MARIÁPOLIS;1683
MARÍLIA;124166
MARINÓPOLIS;1092
MARTINÓPOLIS;11341
MATÃO;34363
MAUÁ;150637
MENDONÇA;2745
MERIDIANO;1948
MESÓPOLIS;1064
MIGUELÓPOLIS;8530
MINEIROS DO TIETÊ;4950
MIRA ESTRELA;1768
MIRACATU;8607
MIRANDÓPOLIS;13648
MIRANTE DO PARANAPANEMA;8658
MIRASSOL;26246
MIRASSOLÂNDIA;2229
MOCOCA;32629
MOGI DAS CRUZES;163434
MOGI GUAÇU;63252
MOGI MIRIM;41017
MOMBUCA;1404
MONÇÕES;1251
MONGAGUÁ;24700
MONTE ALEGRE DO SUL;3801
MONTE ALTO;22766
MONTE APRAZÍVEL;11324
MONTE AZUL PAULISTA;8836
MONTE CASTELO;2184
MONTE MOR;19333
MONTEIRO LOBATO;2294
MORRO AGUDO;10503
MORUNGABA;4991
MOTUCA;1724
MURUTINGA DO SUL;2395
NANTES;1074
NARANDIBA;1779
NATIVIDADE DA SERRA;3605
NAZARÉ PAULISTA;8323
NEVES PAULISTA;5133
NHANDEARA;6428
NIPOÃ;1702
NOVA ALIANÇA;3059
NOVA CAMPINA;2666
NOVA CANAÃ PAULISTA;1258
NOVA CASTILHO;586
NOVA EUROPA;3563
NOVA GRANADA;8545
NOVA GUATAPORANGA;1262
NOVA INDEPENDÊNCIA;1313
NOVA LUZITÂNIA;1617
NOVA ODESSA;20333
NOVAIS;1528
NOVO HORIZONTE;17453
NUPORANGA;3308
OCAUÇU;1824
ÓLEO;1406
OLÍMPIA;24385
ONDA VERDE;1853
ORIENTE;3020
ORINDIÚVA;2034
ORLÂNDIA;17498
OSASCO;263789
OSCAR BRESSANE;1652
OSVALDO CRUZ;16685
OURINHOS;50329
OURO VERDE;4171
OUROESTE;4190
PACAEMBU;6031
PALESTINA;5921
PALMARES PAULISTA;3032
PALMEIRA D'OESTE;5096
PALMITAL;10937
PANORAMA;5996
PARAGUAÇU PAULISTA;18228
PARAIBUNA;7659
PARAÍSO;2811
PARANAPANEMA;7061
PARANAPUÃ;1842
PARAPUÃ;5295
PARDINHO;2572
PARIQUERA-AÇU;9822
PARISI;1225
PATROCÍNIO PAULISTA;5812
PAULICÉIA;2489
PAULÍNIA;34107
PAULISTÂNIA;819
PAULO DE FARIA;4387
PEDERNEIRAS;16650
PEDRA BELA;2614
PEDRANÓPOLIS;1439
PEDREGULHO;6380
PEDREIRA;19569
PEDRINHAS PAULISTA;1411
PEDRO DE TOLEDO;5128
PENÁPOLIS;29798
PEREIRA BARRETO;11381
PEREIRAS;3105
PERUÍBE;31732
PIACATU;2530
PIEDADE;22051
PILAR DO SUL;11625
PINDAMONHANGABA;61435
PINDORAMA;7630
PINHALZINHO;6664
PIQUEROBI;1973
PIQUETE;6469
PIRACAIA;11421
PIRACICABA;172128
PIRAJU;13856
PIRAJUÍ;11084
PIRANGI;5236
PIRAPORA DO BOM JESUS;5611
PIRAPOZINHO;11466
PIRASSUNUNGA;34569
PIRATININGA;6837
PITANGUEIRAS;12268
PLANALTO;1921
PLATINA;1433
POÁ;39932
POLONI;2705
POMPÉIA;10779
PONGAÍ;1876
PONTAL;11446
PONTALINDA;1629
PONTES GESTAL;1212
POPULINA;2299
PORANGABA;4695
PORTO FELIZ;20003
PORTO FERREIRA;23016
POTIM;6422
POTIRENDABA;7592
PRACINHA;785
PRADÓPOLIS;6255
PRAIA GRANDE;134487
PRATÂNIA;1635
PRESIDENTE ALVES;2028
PRESIDENTE BERNARDES;7983
PRESIDENTE EPITÁCIO;17246
PRESIDENTE PRUDENTE;113126
PRESIDENTE VENCESLAU;19989
PROMISSÃO;16070
QUADRA;1390
QUATÁ;5279
QUEIROZ;1209
QUELUZ;4335
QUINTANA;2868
RAFARD;3468
RANCHARIA;13238
REDENÇÃO DA SERRA;1870
REGENTE FEIJÓ;8473
REGINÓPOLIS;2666
REGISTRO;30114
RESTINGA;2348
RIBEIRA;1544
RIBEIRÃO BONITO;4866
RIBEIRÃO BRANCO;5514
RIBEIRÃO CORRENTE;1695
RIBEIRÃO DO SUL;2386
RIBEIRÃO DOS ÍNDIOS;1401
RIBEIRÃO GRANDE;3019
RIBEIRÃO PIRES;51587
RIBEIRÃO PRETO;304540
RIFAINA;1716
RINCÃO;4426
RINÓPOLIS;4802
RIO CLARO;90234
RIO DAS PEDRAS;10370
RIO GRANDE DA SERRA;15498
RIOLÂNDIA;3749
RIVERSUL;2573
ROSANA;8190
ROSEIRA;3905
RUBIÁCEA;1200
RUBINÉIA;1762
SABINO;2849
SAGRES;1272
SALES;2885
SALES OLIVEIRA;5233
SALESÓPOLIS;6728
SALMOURÃO;2151
SALTINHO;3486
SALTO;44574
SALTO DE PIRAPORA;17341
SALTO GRANDE;3915
SANDOVALINA;1576
SANTA ADÉLIA;6612
SANTA ALBERTINA;3284
SANTA BÁRBARA D'OESTE;73838
SANTA BRANCA;6344
SANTA CLARA D'OESTE;1109
SANTA CRUZ DA CONCEIÇÃO;2346
SANTA CRUZ DA ESPERANÇA;1010
SANTA CRUZ DAS PALMEIRAS;11525
SANTA CRUZ DO RIO PARDO;21410
SANTA ERNESTINA;1977
SANTA FÉ DO SUL;19363
SANTA GERTRUDES;7581
SANTA ISABEL;20503
SANTA LÚCIA;2729
SANTA MARIA DA SERRA;2214
SANTA MERCEDES;1291
SANTA RITA DO PASSA QUATRO;15053
SANTA RITA D'OESTE;1608
SANTA ROSA DE VITERBO;11498
SANTA SALETE;975
SANTANA DA PONTE PENSA;998
SANTANA DE PARNAÍBA;49080
SANTO ANASTÁCIO;9969
SANTO ANDRÉ;342346
SANTO ANTÔNIO DA ALEGRIA;3317
SANTO ANTÔNIO DE POSSE;8012
SANTO ANTÔNIO DO ARACANGUÁ;3221
SANTO ANTÔNIO DO JARDIM;2800
SANTO ANTÔNIO DO PINHAL;2853
SANTO EXPEDITO;1571
SANTÓPOLIS DO AGUAPEÍ;1756
SANTOS;278337
SÃO BENTO DO SAPUCAÍ;5343
SÃO BERNARDO DO CAMPO;333867
SÃO CAETANO DO SUL;104594
SÃO CARLOS;112680
SÃO FRANCISCO;1603
SÃO JOÃO DA BOA VISTA;48152
SÃO JOÃO DAS DUAS PONTES;1182
SÃO JOÃO DE IRACEMA;1014
SÃO JOÃO DO PAU D'ALHO;1330
SÃO JOAQUIM DA BARRA;22199
SÃO JOSÉ DA BELA VISTA;2943
SÃO JOSÉ DO BARREIRO;1850
SÃO JOSÉ DO RIO PARDO;28123
SÃO JOSÉ DO RIO PRETO;220109
SÃO JOSÉ DOS CAMPOS;305296
SÃO LOURENÇO DA SERRA;5614
SÃO LUIZ DO PARAITINGA;4783
SÃO MANUEL;15993
SÃO MIGUEL ARCANJO;12131
SÃO PAULO;5294414
SÃO PEDRO;16924
SÃO PEDRO DO TURVO;3154
SÃO ROQUE;38680
SÃO SEBASTIÃO;28118
SÃO SEBASTIÃO DA GRAMA;5285
SÃO SIMÃO;7116
SÃO VICENTE;142006
SARAPUÍ;3886
SARUTAIÁ;1613
SEBASTIANÓPOLIS DO SUL;1612
SERRA AZUL;4274
SERRA NEGRA;14579
SERRANA;10103
SERTÃOZINHO;46245
SETE BARRAS;5051
SEVERÍNIA;5524
SILVEIRAS;2551
SOCORRO;20394
SOROCABA;262800
SUD MENNUCCI;3323
SUMARÉ;89180
SUZANÁPOLIS;1663
SUZANO;98072
TABAPUÃ;5668
TABATINGA;6024
TABOÃO DA SERRA;103590
TACIBA;2499
TAGUAÍ;4209
TAIAÇU;2859
TAIÚVA;3010
TAMBAÚ;10007
TANABI;12684
TAPIRAÍ;3286
TAPIRATIBA;5769
TAQUARAL;1299
TAQUARITINGA;25801
TAQUARITUBA;9663
TAQUARIVAÍ;1724
TARABAI;2598
TARUMÃ;4885
TATUÍ;49362
TAUBATÉ;134046
TEJUPÁ;1684
TEODORO SAMPAIO;7940
TERRA ROXA;3799
TIETÊ;16563
TIMBURI;1406
TORRE DE PEDRA;1262
TORRINHA;4713
TRABIJU;773
TREMEMBÉ;18493
TRÊS FRONTEIRAS;3039
TUIUTI;3420
TUPÃ;37327
TUPI PAULISTA;8377
TURIÚBA;1098
TURMALINA;1232
UBARANA;1982
UBATUBA;34525
UBIRAJARA;2010
UCHOA;4816
UNIÃO PAULISTA;700
URÂNIA;4896
URU;751
URUPÊS;6555
VALENTIM GENTIL;4750
VALINHOS;56290
VALPARAÍSO;9643
VARGEM;4617
VARGEM GRANDE DO SUL;17422
VARGEM GRANDE PAULISTA;18077
VÁRZEA PAULISTA;35915
VERA CRUZ;5581
VINHEDO;31802
VIRADOURO;7803
VISTA ALEGRE DO ALTO;2665
VITÓRIA BRASIL;898
VOTORANTIM;42589
VOTUPORANGA;48558
ZACARIAS;1227
