Município;Qtd Dose
SANTA ERNESTINA;634
SANTA CRUZ DO RIO PARDO;8649
SANTA CRUZ DAS PALMEIRAS;4416
SANTA CRUZ DA ESPERANÇA;398
SANTA CRUZ DA CONCEIÇÃO;910
SANTA CLARA D'OESTE;386
SANTA BRANCA;2398
SANTA BARBARA D'OESTE;24636
SANTA ALBERTINA;1282
SANTA ADÉLIA;2752
SANDOVALINA;533
SALTO GRANDE;1486
SALTO DE PIRAPORA;6476
SALTO;16439
SALTINHO;1195
SALMOURÃO;824
SALESOPOLIS;1723
SALES OLIVEIRA;2109
SALES;1074
SAGRES;466
SABINO;1187
RUBINÉIA;638
RUBIACEA;438
ROSEIRA;1414
ROSANA;3030
RIVERSUL;933
RIOLANDIA;1414
RIO GRANDE DA SERRA;4785
RIO DAS PEDRAS;3666
RIO CLARO;37916
RINOPOLIS;1896
RINCÃO;1584
RIFAINA;644
RIBEIRÃO PRETO;122911
RIBEIRÃO PIRES;18617
RIBEIRÃO GRANDE;976
RIBEIRÃO DOS INDIOS;599
RIBEIRÃO DO SUL;828
RIBEIRÃO CORRENTE;596
RIBEIRAO BRANCO;1890
RIBEIRÃO BONITO;1783
RIBEIRA;598
RESTINGA;824
REGISTRO;9833
REGINÓPOLIS;1118
REGENTE FEIJÓ;2949
REDENCAO DA SERRA;680
RANCHARIA;5118
RAFARD;1348
QUINTANA;1152
QUELUZ;1484
QUEIROZ;468
QUATÁ;2042
QUADRA;469
PROMISSÃO;6264
PRESIDENTE VENCESLAU;8169
PRESIDENTE PRUDENTE;47719
PRESIDENTE EPITÁCIO;6279
PRESIDENTE BERNARDES;3554
PRESIDENTE ALVES;834
PRATÂNIA;559
PRAIA GRANDE;47614
PRADOPOLIS;1940
PRACINHA;317
POTIRENDABA;3162
POTIM;2362
PORTO FERREIRA;8255
PORTO FELIZ;7360
PORANGABA;1743
POPULINA;950
PONTES GESTAL;430
PONTALINDA;546
PONTAL;3914
PONGAI;720
POMPEIA;4201
POLONI;1180
POA;11405
PLATINA;520
PLANALTO;659
PITANGUEIRAS;4748
PIRATININGA;3074
PIRASSUNUNGA;14096
PIRAPOZINHO;4135
PIRAPORA DO BOM JESUS;1965
PIRANGI;2078
PIRAJUÍ;4610
PIRAJÚ;5291
PIRACICABA;66804
PIRACAIA;4137
PIQUETE;2589
PIQUEROBI;868
PINHALZINHO;2456
PINDORAMA;3282
PINDAMONHANGABA;21347
PILAR DO SUL;3915
PIEDADE;7340
PIACATU;925
PERUÍBE;11568
PEREIRAS;1134
PEREIRA BARRETO;4602
PENAPOLIS;12024
PEDRO DE TOLEDO;1578
PEDRINHAS PAULISTA;501
PEDREIRA;7262
PEDREGULHO;2505
PEDRANÓPOLIS;586
PEDRA BELA;976
PEDERNEIRAS;6214
PAULO DE FARIA;1658
PAULISTÂNIA;316
PAULINIA;11578
PAULICÉIA;855
PATROCÍNIO PAULISTA;2188
PARISI;474
PARIQUERA-AÇÚ;4464
PARDINHO;914
PARAPUA;2051
PARANAPUÃ;677
PARANAPANEMA;2595
PARAISO;1144
PARAIBUNA;2746
PARAGUAÇU PAULISTA;6860
PANORAMA;2186
PALMITAL;4500
PALMEIRA D'OESTE;2031
PALMARES PAULISTA;1009
PALESTINA;2183
PACAEMBU;2438
OUROESTE;1684
OURO VERDE;1862
OURINHOS;19159
OSVALDO CRUZ;6859
OSCAR BRESSANE;750
OSASCO;90558
ORLÂNDIA;6165
ORINDIUVA;692
ORIENTE;1263
ONDA VERDE;700
OLIMPIA;9812
ÓLEO;509
OCAUÇU;654
NUPORANGA;1346
NOVO HORIZONTE;6799
NOVAIS;696
NOVA ODESSA;6699
NOVA LUZITÂNIA;556
NOVA INDEPENDÊNCIA;504
NOVA GUATAPORANGA;434
NOVA GRANADA;3245
NOVA EUROPA;1252
NOVA CASTILHO;233
NOVA CANAÃ PAULISTA;456
NOVA CAMPINA;815
NOVA ALIANÇA;1245
NIPOÃ;594
NHANDEARA;2479
NEVES PAULISTA;2124
NAZARE PAULISTA;2461
NATIVIDADE DA SERRA;1520
NARANDIBA;632
NANTES;381
MURUTINGA DO SUL;982
MOTUCA;595
MORUNGABA;1835
MORRO AGUDO;4210
MONTEIRO LOBATO;916
MONTE MOR;6042
MONTE CASTELO;899
MONTE AZUL PAULISTA;3404
MONTE APRAZIVEL;4856
MONTE ALTO;8952
MONTE ALEGRE DO SUL;1403
MONGAGUÁ;8278
MONÇÕES;521
MOMBUCA;569
MOGI MIRIM;16245
MOGI GUAÇU;22558
MOGI DAS CRUZES;36304
MOCOCA;13090
MIRASSOLANDIA;850
MIRASSOL;9566
MIRANTE DO PARANAPANEMA;3250
MIRANDOPOLIS;5853
MIRACATU;2813
MIRA ESTRELA;608
MINEIROS DO TIETÊ;1788
MIGUELÓPOLIS;3370
MESÓPOLIS;417
MERIDIANO;778
MENDONÇA;1112
MAUA;51045
MATÃO;12566
MARTINÓPOLIS;4162
MARINÓPOLIS;426
MARILIA;51054
MARIAPOLIS;671
MARAPOAMA;638
MARACAI;2038
MARABA PAULISTA;578
MANDURI;1458
MAIRIPORÃ;10956
MAIRINQUE;5850
MAGDA;676
MACEDÔNIA;725
MACAUBAL;1686
MACATUBA;2524
LUTÉCIA;556
LUPERCIO;696
LUIZIÂNIA;810
LUIS ANTONIO;1433
LUCIANÓPOLIS;444
LUCELIA;3876
LOUVEIRA;4434
LOURDES;483
LORENA;14416
LINS;15466
LINDOIA;1167
LIMEIRA;42855
LENÇÓIS PAULISTA;9108
LEME;14006
LAVRINHAS;742
LAVINIA;959
LARANJAL PAULISTA;4839
LAGOINHA;1028
JUQUITIBA;3922
JUQUIÁ;3049
JUNQUEIROPOLIS;3849
JUNDIAI;68422
JUMIRIM;392
JULIO MESQUITA;690
JOSE BONIFACIO;5909
JOÃO RAMALHO;529
JOANOPOLIS;2355
JERIQUARA;461
JAÚ;28996
JARINU;3989
JARDINOPOLIS;6269
JANDIRA;10530
JAMBEIRO;808
JALES;10736
JAGUARIUNA;7194
JACUPIRANGA;2328
JACI;1305
JACAREÍ;34434
JABOTICABAL;13276
JABORANDI;1136
ITUVERAVA;8286
ITUPEVA;5230
ITU;23365
ITOBI;1266
ITIRAPUÃ;1041
ITIRAPINA;2174
ITATINGA;2234
ITATIBA;16560
ITARIRI;2158
ITARARE;7156
ITAQUAQUECETUBA;19575
ITAPURA;707
ITAPUÍ;1806
ITAPORANGA;2687
ITAPOLIS;7480
ITAPIRAPUA PAULISTA;519
ITAPIRA;14144
ITAPEVI;20429
ITAPEVA;13277
ITAPETININGA;23878
ITAPECERICA DA SERRA;17970
ITAOCA;851
ITANHAÉM;17804
ITAJU;562
ITAJOBI;3156
ITAÍ;3007
ITABERA;2631
IRAPURU;1317
IRAPUÃ;1153
IRACEMÁPOLIS;3044
IPUÃ;1918
IPORANGA;1422
IPIGUA;822
IPEUNA;787
IPERÓ;2899
IPAUSSU;2148
INUBIA PAULISTA;712
INDIAPORÃ;1000
INDIANA;921
INDAIATUBA;32304
ILHABELA;3509
ILHA SOLTEIRA;5296
ILHA COMPRIDA;1707
IGUAPE;5361
IGARATA;1458
IGARAPAVA;4501
IGARAÇÚ DO TIETÊ;2781
IEPE;1529
ICEM;1240
IBIÚNA;12386
IBITINGA;9249
IBIRAREMA;1284
IBIRA;2218
IBATÉ;3348
IARAS;724
IACRI;1185
IACANGA;1818
HORTOLANDIA;26296
HOLAMBRA;1684
HERCULANDIA;1554
GUZOLANDIA;654
GUATAPARA;1055
GUARULHOS;119274
GUARUJÁ;43672
GUARIBA;4120
GUAREÍ;1680
GUARATINGUETA;20698
GUARAREMA;3298
GUARARAPES;5415
GUARANTA;992
GUARANÍ D'OESTE;382
GUARACI;1840
GUARAÇAÍ;1716
GUARÁ;3073
GUAPIARA;2538
GUAPIAÇU;3144
GUAÍRA;5729
GUAIMBE;1038
GUAIÇARA;1496
GLICERIO;733
GETULINA;1930
GENERAL SALGADO;2274
GAVIÃO PEIXOTO;617
GASTAO VIDIGAL;659
GARÇA;8384
GÁLIA;1484
GABRIEL MONTEIRO;557
FRANCO DA ROCHA;17787
FRANCISCO MORATO;15092
FRANCA;48558
FLORINEA;558
FLORIDA PAULISTA;2080
FLOREAL;754
FLORA RICA;485
FERRAZ DE VASCONCELOS;14590
FERNÃO;366
FERNANDÓPOLIS;16114
FERNANDO PRESTES;1378
FARTURA;2870
EUCLIDES DA CUNHA PAULISTA;1276
ESTRELA DO NORTE;389
ESTRELA D'OESTE;1733
ESTIVA GERBI;1166
ESPÍRITO SANTO DO TURVO;504
ESPIRITO SANTO DO PINHAL;8256
ENGENHEIRO COELHO;1880
EMILIANÓPOLIS;588
EMBU-GUAÇU;8498
EMBU DAS ARTES;22510
EMBAÚBA;430
ELISIARIO;561
ELIAS FAUSTO;2034
ELDORADO;5551
ECHAPORÃ;1458
DUMONT;1875
DUARTINA;2488
DRACENA;11367
DOURADO;1698
DOLCINÓPOLIS;450
DOIS CÓRREGOS;4282
DOBRADA;943
DIVINOLANDIA;2667
DIRCE REIS;389
DIADEMA;45286
DESCALVADO;6005
CUNHA;3429
CUBATÃO;14724
CRUZEIRO;12122
CRUZALIA;366
CRISTAIS PAULISTA;1162
CRAVINHOS;4888
COTIA;27184
COSMORAMA;1521
COSMOPOLIS;6828
CORUMBATAÍ;642
CORONEL MACEDO;762
COROADOS;762
CORDEIRÓPOLIS;3630
CONCHAS;3009
CONCHAL;3209
COLÔMBIA;1009
COLINA;3005
CLEMENTINA;990
CHAVANTES;1750
CHARQUEADA;2143
CESÁRIO LANGE;2117
CERQUILHO;6220
CERQUEIRA CÉSAR;2968
CEDRAL;2302
CATIGUA;1073
CATANDUVA;27932
CASTILHO;3651
CASSIA DOS COQUEIROS;986
CASA BRANCA;6074
CARDOSO;2353
CARAPICUIBA;40125
CARAGUATATUBA;15101
CAPIVARI;7212
CAPELA DO ALTO;2139
CAPÃO BONITO;5969
CANITAR;484
CANDIDO RODRIGUES;620
CANDIDO MOTA;4870
CANAS;532
CANANÉIA;2158
CAMPOS NOVOS PAULISTA;756
CAMPOS DO JORDAO;6448
CAMPO LIMPO PAULISTA;9208
CAMPINAS;219530
CAMPINA DO MONTE ALEGRE;828
CAJURU;4518
CAJOBI;1821
CAJATI;3401
CAJAMAR;6707
CAIUÁ;1030
CAIEIRAS;10738
CAIABU;754
CAFELÂNDIA;3266
CACONDE;3276
CACHOEIRA PAULISTA;5654
CAÇAPAVA;14662
CABREUVA;4505
CABRÁLIA PAULISTA;698
BURITIZAL;858
BURITAMA;2697
BURI;2282
BROTAS;3516
BRODOWSKI;3926
BREJO ALEGRE;546
BRAUNA;1148
BRAGANÇA PAULISTA;28068
BOTUCATU;31479
BOREBI;388
BORBOREMA;2720
BORACÉIA;814
BORÁ;192
BOM SUCESSO DE ITARARÉ;380
BOM JESUS DOS PERDOES;2684
BOITUVA;6786
BOFETE;1576
BOCAINA;1678
BOA ESPERANÇA DO SUL;1752
BIRITIBA MIRIM;13884
BIRIGUI;18642
BILAC;1681
BERTIOGA;6856
BERNARDINO DE CAMPOS;2302
BENTO DE ABREU;384
BEBEDOURO;14415
BAURU;80028
BATATAIS;10457
BASTOS;3218
BARUERI;33732
BARRINHA;3158
BARRETOS;28954
BARRA DO TURVO;2648
BARRA DO CHAPÉU;696
BARRA BONITA;6566
BARIRI;6320
BARBOSA;1090
BARÃO DE ANTONINA;714
BANANAL;2098
BALSAMO;1733
BALBINOS;340
BADY BASSITT;2792
AVARÉ;15793
AVANHANDAVA;1304
AVAÍ;1616
AURIFLAMA;2927
ATIBAIA;25260
ASSIS;20587
ASPÁSIA;388
ARUJA;7196
ARTUR NOGUEIRA;6422
ARIRANHA;1507
AREIÓPOLIS;1180
AREIAS;670
AREALVA;1713
ARCO-IRIS;739
ARARAS;21526
ARARAQUARA;46256
ARAPEI;454
ARANDU;897
ARAMINA;856
ARAÇOIABA DA SERRA;4385
ARAÇATUBA;39519
ARAÇARIGUAMA;1844
APIAÍ;3144
APARECIDA D'OESTE;1046
APARECIDA;5458
ANHUMAS;686
ANHEMBI;850
ANGATUBA;3337
ANDRADINA;11585
ANALÂNDIA;738
AMPARO;13056
AMERICO DE CAMPOS;1184
AMÉRICO BRASILIENSE;5375
AMERICANA;38580
ALVINLANDIA;482
ALVARO DE CARVALHO;590
ÁLVARES MACHADO;4031
ALVARES FLORENCE;894
ALUMÍNIO;1854
ALTO ALEGRE;1000
ALTINOPOLIS;3118
ALTAIR;612
ALFREDO MARCONDES;1096
ALAMBARI;744
AGUDOS;7790
ÁGUAS DE SÃO PEDRO;1126
ÁGUAS DE SANTA BÁRBARA;1043
AGUAS DE LINDOIA;3259
AGUAS DA PRATA;1794
AGUAI;4538
ADOLFO;743
ADAMANTINA;8165
