Municipio;Qtd-Doses-Distribuidas
PIRAJUÍ;40689
PIRAJU;44955
PIRACICABA;613417
PIRACAIA;43027
PIQUETE;20515
PIQUEROBI;5015
PINHALZINHO;23208
PINDORAMA;24417
PINDAMONHANGABA;246460
PILAR DO SUL;42555
PIEDADE;83278
PIACATU;9288
PERUÍBE;105759
PEREIRAS;12266
PEREIRA BARRETO;35731
PENÁPOLIS;94485
PEDRO DE TOLEDO;16882
PEDRINHAS PAULISTA;4559
PEDREIRA;73965
PEDREGULHO;24337
PEDRANÓPOLIS;4128
PEDRA BELA;9580
PEDERNEIRAS;69140
PAULO DE FARIA;14632
PAULISTÂNIA;2859
PAULÍNIA;155779
PAULICÉIA;10719
PATROCÍNIO PAULISTA;22319
PARISI;3800
PARIQUERA-AÇU;29168
PARDINHO;9604
PARAPUÃ;15458
PARANAPUÃ;6357
PARANAPANEMA;27524
PARAÍSO;9334
PARAIBUNA;26591
PARAGUAÇU PAULISTA;67463
PANORAMA;22549
PALMITAL;33247
PALMEIRA D'OESTE;14237
PALMARES PAULISTA;17504
PALESTINA;18883
PACAEMBU;25651
OUROESTE;14907
OURO VERDE;12364
OURINHOS;149157
OSVALDO CRUZ;52700
OSCAR BRESSANE;4076
OSASCO;997389
ORLÂNDIA;67919
ORINDIÚVA;9895
ORIENTE;9715
ONDA VERDE;6931
OLÍMPIA;83001
ÓLEO;4308
OCAUÇU;6015
NUPORANGA;11974
NOVO HORIZONTE;61472
NOVAIS;7305
NOVA ODESSA;87483
NOVA LUZITÂNIA;5529
NOVA INDEPENDÊNCIA;6864
NOVA GUATAPORANGA;3639
NOVA GRANADA;32943
NOVA EUROPA;15550
NOVA CASTILHO;1844
NOVA CANAÃ PAULISTA;3286
NOVA CAMPINA;13230
NOVA ALIANÇA;11128
NIPOÃ;7124
NHANDEARA;18151
NEVES PAULISTA;14914
NAZARÉ PAULISTA;30003
NATIVIDADE DA SERRA;11799
NARANDIBA;7140
NANTES;4032
MURUTINGA DO SUL;6093
MOTUCA;7051
MORUNGABA;20422
MORRO AGUDO;45542
MONTEIRO LOBATO;7524
MONTE MOR;86189
MONTE CASTELO;6350
MONTE AZUL PAULISTA;29416
MONTE APRAZÍVEL;34633
MONTE ALTO;74848
MONTE ALEGRE DO SUL;12607
MONGAGUÁ;88405
MONÇÕES;3522
MOMBUCA;5632
MOGI MIRIM;142991
MOGI GUAÇU;233701
MOGI DAS CRUZES;629797
MOCOCA;103461
MIRASSOLÂNDIA;7489
MIRASSOL;92071
MIRANTE DO PARANAPANEMA;26473
MIRANDÓPOLIS;46170
MIRACATU;30999
MIRA ESTRELA;4752
MINEIROS DO TIETÊ;17238
MIGUELÓPOLIS;29925
MESÓPOLIS;3098
MERIDIANO;6514
MENDONÇA;9214
MAUÁ;661988
MATÃO;122954
MARTINÓPOLIS;39208
MARINÓPOLIS;3028
MARÍLIA;329884
MARIÁPOLIS;5982
MARAPOAMA;5095
MARACAÍ;19128
MARABÁ PAULISTA;8441
MANDURI;15108
MAIRIPORÃ;149912
MAIRINQUE;77107
MAGDA;5113
MACEDÔNIA;5873
MACAUBAL;12354
MACATUBA;24714
LUTÉCIA;4084
LUPÉRCIO;6633
LUIZIÂNIA;8706
LUÍS ANTÔNIO;18805
LUCIANÓPOLIS;3899
LUCÉLIA;33668
LOUVEIRA;68304
LOURDES;3677
LORENA;130098
LINS;114738
LINDÓIA;12583
LIMEIRA;419884
LENÇÓIS PAULISTA;99291
LEME;143954
LAVRINHAS;10146
LAVÍNIA;18808
LARANJAL PAULISTA;41714
LAGOINHA;8382
JUQUITIBA;46824
JUQUIÁ;27056
JUNQUEIRÓPOLIS;31950
JUNDIAÍ;621656
JUMIRIM;4895
JÚLIO MESQUITA;6871
JOSÉ BONIFÁCIO;54433
JOÃO RAMALHO;6500
JOANÓPOLIS;20236
JERIQUARA;4609
JAÚ;215727
JARINU;46076
JARDINÓPOLIS;64535
JANDIRA;172361
JAMBEIRO;9460
JALES;75580
JAGUARIÚNA;83383
JACUPIRANGA;25580
JACI;11252
JACAREÍ;343734
JABOTICABAL;119806
JABORANDI;9775
ITUVERAVA;63827
ITUPEVA;88495
ITU;259352
ITOBI;12330
ITIRAPUÃ;9895
ITIRAPINA;28859
ITATINGA;30172
ITATIBA;174935
ITARIRI;23709
ITARARÉ;69658
ITAQUAQUECETUBA;513598
ITAPURA;6847
ITAPUÍ;19504
ITAPORANGA;22629
ITÁPOLIS;58833
ITAPIRAPUÃ PAULISTA;6256
ITAPIRA;114549
ITAPEVI;336014
ITAPEVA;136298
ITAPETININGA;222777
ITAPECERICA DA SERRA;261238
ITAOCA;5571
ITANHAÉM;155682
ITAJU;5169
ITAJOBI;24220
ITAÍ;38234
ITABERÁ;26304
IRAPURU;11636
IRAPUÃ;11337
IRACEMÁPOLIS;35722
IPUÃ;22380
IPORANGA;6059
IPIGUÁ;9122
IPEÚNA;10712
IPERÓ;55942
IPAUSSU;20424
INÚBIA PAULISTA;5902
INDIAPORÃ;6469
INDIANA;7179
INDAIATUBA;374507
ILHABELA;54319
ILHA SOLTEIRA;38867
ILHA COMPRIDA;18670
IGUAPE;45050
IGARATÁ;14962
IGARAPAVA;41059
IGARAÇU DO TIETÊ;35887
IEPÊ;11960
ICÉM;12492
IBIÚNA;122003
IBITINGA;88571
IBIRAREMA;10859
IBIRÁ;19904
IBATÉ;51808
IARAS;15950
IACRI;9792
IACANGA;16784
HORTOLÂNDIA;339168
HOLAMBRA;24405
HERCULÂNDIA;13337
GUZOLÂNDIA;6959
GUATAPARÁ;11496
GUARULHOS;1969855
GUARUJÁ;438812
GUARIBA;57017
GUAREÍ;27360
GUARATINGUETÁ;178313
GUARAREMA;45425
GUARARAPES;48788
GUARANTÃ;10001
GUARANI D'OESTE;3328
GUARACI;16878
GUARAÇAÍ;12698
GUARÁ;30119
GUAPIARA;25954
GUAPIAÇU;32697
GUAÍRA;59893
GUAIMBÊ;9013
GUAIÇARA;16782
GLICÉRIO;7140
GETULINA;16588
GENERAL SALGADO;15792
GAVIÃO PEIXOTO;6958
GASTÃO VIDIGAL;6641
GARÇA;68504
GÁLIA;9968
GABRIEL MONTEIRO;4308
FRANCO DA ROCHA;219439
FRANCISCO MORATO;240144
FRANCA;513954
FLORÍNEA;5848
FLÓRIDA PAULISTA;20270
FLOREAL;4815
FLORA RICA;2317
FERRAZ DE VASCONCELOS;276997
FERNÃO;2670
FERNANDÓPOLIS;107811
FERNANDO PRESTES;9321
FARTURA;25258
EUCLIDES DA CUNHA PAULISTA;15010
ESTRELA DO NORTE;3912
ESTRELA D'OESTE;12884
ESTIVA GERBI;16478
ESPÍRITO SANTO DO TURVO;6849
ESPÍRITO SANTO DO PINHAL;67868
ENGENHEIRO COELHO;27323
EMILIANÓPOLIS;4746
EMBU-GUAÇU;106943
EMBU DAS ARTES;363893
EMBAÚBA;3768
ELISIÁRIO;5671
ELIAS FAUSTO;26626
ELDORADO;21689
ECHAPORÃ;9783
DUMONT;14025
DUARTINA;18016
DRACENA;70562
DOURADO;13401
DOLCINÓPOLIS;3546
DOIS CÓRREGOS;38023
DOBRADA;12481
DIVINOLÂNDIA;17409
DIRCE REIS;2835
DIADEMA;585796
DESCALVADO;46492
CUNHA;34648
CUBATÃO;177736
CRUZEIRO;120585
CRUZÁLIA;3300
CRISTAIS PAULISTA;13831
CRAVINHOS;53048
COTIA;353407
COSMORAMA;12307
COSMÓPOLIS;102053
CORUMBATAÍ;5898
CORONEL MACEDO;7085
COROADOS;8600
CORDEIRÓPOLIS;37361
CONCHAS;25313
CONCHAL;40802
COLÔMBIA;9821
COLINA;27421
CLEMENTINA;10789
CHAVANTES;17485
CHARQUEADA;25222
CESÁRIO LANGE;26447
CERQUILHO;69035
CERQUEIRA CÉSAR;31426
CEDRAL;14617
CATIGUÁ;10513
CATANDUVA;186714
CASTILHO;29162
CÁSSIA DOS COQUEIROS;5715
CASA BRANCA;45974
CARDOSO;20138
CARAPICUÍBA;566573
CARAGUATATUBA;183538
CAPIVARI;79649
CAPELA DO ALTO;31289
CAPÃO BONITO;67338
CANITAR;7109
CÂNDIDO RODRIGUES;4527
CÂNDIDO MOTA;44766
CANAS;7520
CANANÉIA;19275
CAMPOS NOVOS PAULISTA;7093
CAMPOS DO JORDÃO;79288
CAMPO LIMPO PAULISTA;121973
CAMPINAS;1762713
CAMPINA DO MONTE ALEGRE;9264
CAJURU;38803
CAJOBI;16308
CAJATI;44450
CAJAMAR;116543
CAIUÁ;9832
CAIEIRAS;145178
CAIABU;6203
CAFELÂNDIA;25533
CACONDE;29315
CACHOEIRA PAULISTA;53606
CAÇAPAVA;141257
CABREÚVA;70843
CABRÁLIA PAULISTA;6973
BURITIZAL;6868
BURITAMA;25148
BURI;28053
BROTAS;35737
BRODOWSKI;37451
BREJO ALEGRE;4510
BRAÚNA;9039
BRAGANÇA PAULISTA;257002
BOTUCATU;186534
BOREBI;4059
BORBOREMA;24496
BORACÉIA;7116
BORÁ;1671
BOM SUCESSO DE ITARARÉ;5477
BOM JESUS DOS PERDÕES;37945
BOITUVA;88329
BOFETE;16773
BOCAINA;17136
BOA ESPERANÇA DO SUL;21142
BIRITIBA MIRIM;47093
BIRIGUI;182948
BILAC;12238
BERTIOGA;90000
BERNARDINO DE CAMPOS;17775
BENTO DE ABREU;4163
BEBEDOURO;120728
BAURU;568719
BATATAIS;94655
BASTOS;31196
BARUERI;400023
BARRINHA;45947
BARRETOS;190830
BARRA DO TURVO;12216
BARRA DO CHAPÉU;8375
BARRA BONITA;54705
BARIRI;48452
BARBOSA;9893
BARÃO DE ANTONINA;5244
BANANAL;16459
BÁLSAMO;13757
BALBINOS;10958
BADY BASSITT;28434
AVARÉ;139180
AVANHANDAVA;18453
AVAÍ;7915
AURIFLAMA;22586
ATIBAIA;219639
ASSIS;152954
ASPÁSIA;2872
ARUJÁ;134461
ARTUR NOGUEIRA;78322
ARIRANHA;13850
AREIÓPOLIS;15800
AREIAS;5633
AREALVA;13161
ARCO-ÍRIS;3097
ARARAS;184203
ARARAQUARA;359254
ARAPEÍ;3899
ARANDU;9607
ARAMINA;8839
ARAÇOIABA DA SERRA;47960
ARAÇATUBA;298756
ARAÇARIGUAMA;29636
APIAÍ;35693
APARECIDA D'OESTE;6739
APARECIDA;51949
ANHUMAS;6225
ANHEMBI;9670
ANGATUBA;33333
ANDRADINA;86747
ANALÂNDIA;6731
AMPARO;110024
AMÉRICO DE CAMPOS;9279
AMÉRICO BRASILIENSE;58949
AMERICANA;356748
ALVINLÂNDIA;4682
ÁLVARO DE CARVALHO;8526
ÁLVARES MACHADO;36980
ÁLVARES FLORENCE;6579
ALUMÍNIO;26262
ALTO ALEGRE;6755
ALTINÓPOLIS;25883
ALTAIR;6068
ALFREDO MARCONDES;6624
ALAMBARI;8389
AGUDOS;57594
ÁGUAS DE SÃO PEDRO;7293
ÁGUAS DE SANTA BÁRBARA;9328
ÁGUAS DE LINDÓIA;30955
ÁGUAS DA PRATA;12445
AGUAÍ;52634
ADOLFO;6044
ADAMANTINA;54136
