Municipio;Qtd-Doses-Distribuidas
ZACARIAS;4065
VOTUPORANGA;150859
VOTORANTIM;179392
VITÓRIA BRASIL;2703
VISTA ALEGRE DO ALTO;13180
VIRADOURO;28386
VINHEDO;119861
VERA CRUZ;15714
VÁRZEA PAULISTA;174709
VARGEM GRANDE PAULISTA;77076
VARGEM GRANDE DO SUL;56101
VARGEM;16148
VALPARAÍSO;37632
VALINHOS;195543
VALENTIM GENTIL;21111
URUPÊS;21327
URU;2125
URÂNIA;13545
UNIÃO PAULISTA;2455
UCHOA;15516
UBIRAJARA;7455
UBATUBA;140942
UBARANA;8733
TURMALINA;2928
TURIÚBA;3118
TUPI PAULISTA;25055
TUPÃ;98714
TUIUTI;11193
TRÊS FRONTEIRAS;9133
TREMEMBÉ;77362
TRABIJU;2715
TORRINHA;15113
TORRE DE PEDRA;4216
TIMBURI;3895
TIETÊ;59814
TERRA ROXA;12487
TEODORO SAMPAIO;31790
TEJUPÁ;6570
TAUBATÉ;480898
TATUÍ;175782
TARUMÃ;21119
TARABAI;10706
TAQUARIVAÍ;8707
TAQUARITUBA;35819
TAQUARITINGA;81687
TAQUARAL;4296
TAPIRATIBA;20715
TAPIRAÍ;10886
TANABI;39421
TAMBAÚ;33604
TAIÚVA;9445
TAIAÇU;9270
TAGUAÍ;20069
TACIBA;9058
TABOÃO DA SERRA;417331
TABATINGA;23584
TABAPUÃ;18162
SUZANO;428637
SUZANÁPOLIS;5856
SUMARÉ;397338
SUD MENNUCCI;10992
SOROCABA;1021577
SOCORRO;66607
SILVEIRAS;9208
SEVERÍNIA;24032
SETE BARRAS;19318
SERTÃOZINHO;183529
SERRANA;24810
SERRA NEGRA;45654
SERRA AZUL;21754
SEBASTIANÓPOLIS DO SUL;5198
SARUTAIÁ;5617
SARAPUÍ;13859
SÃO VICENTE;464409
SÃO SIMÃO;23534
SÃO SEBASTIÃO DA GRAMA;18329
SÃO SEBASTIÃO;122276
SÃO ROQUE;137456
SÃO PEDRO DO TURVO;11249
SÃO PEDRO;54646
SÃO PAULO;18510528
SÃO MIGUEL ARCANJO;47123
SÃO MANUEL;55405
SÃO LUIZ DO PARAITINGA;17310
SÃO LOURENÇO DA SERRA;22163
SÃO JOSÉ DOS CAMPOS;1053258
SÃO JOSÉ DO RIO PRETO;688062
SÃO JOSÉ DO RIO PARDO;83569
SÃO JOSÉ DO BARREIRO;6175
SÃO JOSÉ DA BELA VISTA;11932
SÃO JOAQUIM DA BARRA;82036
SÃO JOÃO DO PAU D'ALHO;3550
SÃO JOÃO DE IRACEMA;2921
SÃO JOÃO DAS DUAS PONTES;3905
SÃO JOÃO DA BOA VISTA;140519
SÃO FRANCISCO;4170
SÃO CARLOS;385034
SÃO CAETANO DO SUL;262250
SÃO BERNARDO DO CAMPO;1192860
SÃO BENTO DO SAPUCAÍ;18224
SANTOS;702194
SANTÓPOLIS DO AGUAPEÍ;6769
SANTO EXPEDITO;4753
SANTO ANTÔNIO DO PINHAL;11024
SANTO ANTÔNIO DO JARDIM;9213
SANTO ANTÔNIO DO ARACANGUÁ;12759
SANTO ANTÔNIO DE POSSE;33634
SANTO ANTÔNIO DA ALEGRIA;10285
SANTO ANDRÉ;1117747
SANTO ANASTÁCIO;28218
SANTANA DE PARNAÍBA;211982
SANTANA DA PONTE PENSA;2430
SANTA SALETE;2628
SANTA ROSA DE VITERBO;40340
SANTA RITA DO PASSA QUATRO;40544
SANTA RITA D'OESTE;4412
SANTA MERCEDES;4656
SANTA MARIA DA SERRA;8992
SANTA LÚCIA;12559
SANTA ISABEL;84382
SANTA GERTRUDES;33306
SANTA FÉ DO SUL;52279
SANTA ERNESTINA;8231
SANTA CRUZ DO RIO PARDO;69016
SANTA CRUZ DAS PALMEIRAS;46278
SANTA CRUZ DA ESPERANÇA;3378
SANTA CRUZ DA CONCEIÇÃO;6943
SANTA CLARA D'OESTE;3537
SANTA BRANCA;22759
SANTA BÁRBARA D'OESTE;280354
SANTA ALBERTINA;9804
SANTA ADÉLIA;21864
SANDOVALINA;5716
SALTO GRANDE;13248
SALTO DE PIRAPORA;65894
SALTO;175203
SALTINHO;12733
SALMOURÃO;7262
SALESÓPOLIS;25503
SALES OLIVEIRA;17934
SALES;9341
SAGRES;3623
SABINO;8766
RUBINÉIA;5809
RUBIÁCEA;4218
ROSEIRA;15990
ROSANA;26038
RIVERSUL;8655
RIOLÂNDIA;18954
RIO GRANDE DA SERRA;76257
RIO DAS PEDRAS;45680
RIO CLARO;287960
RINÓPOLIS;15310
RINCÃO;16163
RIFAINA;6023
RIBEIRÃO PRETO;1067140
RIBEIRÃO PIRES;183953
RIBEIRÃO GRANDE;11883
RIBEIRÃO DOS ÍNDIOS;3431
RIBEIRÃO DO SUL;7127
RIBEIRÃO CORRENTE;6963
RIBEIRÃO BRANCO;24390
RIBEIRÃO BONITO;17895
RIBEIRA;5235
RESTINGA;9981
REGISTRO;89404
REGINÓPOLIS;14799
REGENTE FEIJÓ;29306
REDENÇÃO DA SERRA;6843
RANCHARIA;46953
RAFARD;14690
QUINTANA;10037
QUELUZ;16237
QUEIROZ;5053
QUATÁ;20158
QUADRA;5436
PROMISSÃO;54635
PRESIDENTE VENCESLAU;54073
PRESIDENTE PRUDENTE;355532
PRESIDENTE EPITÁCIO;61077
PRESIDENTE BERNARDES;22496
PRESIDENTE ALVES;6212
PRATÂNIA;7802
PRAIA GRANDE;487229
PRADÓPOLIS;29153
PRACINHA;5864
POTIRENDABA;25957
POTIM;35116
PORTO FERREIRA;78123
PORTO FELIZ;80998
PORANGABA;15481
POPULINA;6245
PONTES GESTAL;3952
PONTALINDA;6589
PONTAL;65500
PONGAÍ;5320
POMPÉIA;31962
POLONI;8369
POÁ;166240
PLATINA;5143
PLANALTO;7003
PITANGUEIRAS;54172
PIRATININGA;20903
PIRASSUNUNGA;112918
PIRAPOZINHO;38305
PIRAPORA DO BOM JESUS;26807
PIRANGI;17066
