Municipio;Qtd-Doses-Distribuidas
ZACARIAS;2872
VOTUPORANGA;107388
VOTORANTIM;121785
VITÓRIA BRASIL;1935
VISTA ALEGRE DO ALTO;8396
VIRADOURO;19764
VINHEDO;81365
VERA CRUZ;11162
VÁRZEA PAULISTA;115528
VARGEM GRANDE PAULISTA;51647
VARGEM GRANDE DO SUL;38566
VARGEM;11144
VALPARAÍSO;25516
VALINHOS;137459
VALENTIM GENTIL;13468
URUPÊS;15044
URU;1533
URÂNIA;9914
UNIÃO PAULISTA;1651
UCHOA;10838
UBIRAJARA;4732
UBATUBA;94917
UBARANA;5816
TURMALINA;2165
TURIÚBA;2228
TUPI PAULISTA;18174
TUPÃ;72832
TUIUTI;7854
TRÊS FRONTEIRAS;6486
TREMEMBÉ;52871
TRABIJU;1816
TORRINHA;10712
TORRE DE PEDRA;2873
TIMBURI;2836
TIETÊ;41100
TERRA ROXA;8732
TEODORO SAMPAIO;21431
TEJUPÁ;4414
TAUBATÉ;336489
TATUÍ;120886
TARUMÃ;13815
TARABAI;7212
TAQUARIVAÍ;5231
TAQUARITUBA;25054
TAQUARITINGA;57781
TAQUARAL;3015
TAPIRATIBA;14007
TAPIRAÍ;7393
TANABI;28028
TAMBAÚ;23117
TAIÚVA;7032
TAIAÇU;6499
TAGUAÍ;12603
TACIBA;6253
TABOÃO DA SERRA;283780
TABATINGA;16132
TABAPUÃ;12676
SUZANO;287067
SUZANÁPOLIS;4031
SUMARÉ;265772
SUD MENNUCCI;7707
SOROCABA;704492
SOCORRO;46600
SILVEIRAS;6260
SEVERÍNIA;16027
SETE BARRAS;12716
SERTÃOZINHO;125891
SERRANA;13032
SERRA NEGRA;32717
SERRA AZUL;14544
SEBASTIANÓPOLIS DO SUL;3636
SARUTAIÁ;3807
SARAPUÍ;9514
SÃO VICENTE;329872
SÃO SIMÃO;16588
SÃO SEBASTIÃO DA GRAMA;12791
SÃO SEBASTIÃO;81044
SÃO ROQUE;96218
SÃO PEDRO DO TURVO;7571
SÃO PEDRO;38376
SÃO PAULO;12945486
SÃO MIGUEL ARCANJO;32162
SÃO MANUEL;38798
SÃO LUIZ DO PARAITINGA;11702
SÃO LOURENÇO DA SERRA;14816
SÃO JOSÉ DOS CAMPOS;741100
SÃO JOSÉ DO RIO PRETO;492938
SÃO JOSÉ DO RIO PARDO;60297
SÃO JOSÉ DO BARREIRO;4234
SÃO JOSÉ DA BELA VISTA;7889
SÃO JOAQUIM DA BARRA;55341
SÃO JOÃO DO PAU D'ALHO;2567
SÃO JOÃO DE IRACEMA;2056
SÃO JOÃO DAS DUAS PONTES;2742
SÃO JOÃO DA BOA VISTA;101664
SÃO FRANCISCO;3087
SÃO CARLOS;272820
SÃO CAETANO DO SUL;197351
SÃO BERNARDO DO CAMPO;825866
SÃO BENTO DO SAPUCAÍ;12314
SANTOS;527313
SANTÓPOLIS DO AGUAPEÍ;4591
SANTO EXPEDITO;3389
SANTO ANTÔNIO DO PINHAL;7178
SANTO ANTÔNIO DO JARDIM;6507
SANTO ANTÔNIO DO ARACANGUÁ;8679
SANTO ANTÔNIO DE POSSE;22181
SANTO ANTÔNIO DA ALEGRIA;7115
SANTO ANDRÉ;792156
SANTO ANASTÁCIO;20607
SANTANA DE PARNAÍBA;142121
SANTANA DA PONTE PENSA;1829
SANTA SALETE;1889
SANTA ROSA DE VITERBO;28206
SANTA RITA DO PASSA QUATRO;29995
SANTA RITA D'OESTE;3303
SANTA MERCEDES;3093
SANTA MARIA DA SERRA;5981
SANTA LÚCIA;8253
SANTA ISABEL;56031
SANTA GERTRUDES;21916
SANTA FÉ DO SUL;38797
SANTA ERNESTINA;5395
SANTA CRUZ DO RIO PARDO;48204
SANTA CRUZ DAS PALMEIRAS;30442
SANTA CRUZ DA ESPERANÇA;2368
SANTA CRUZ DA CONCEIÇÃO;4818
SANTA CLARA D'OESTE;2463
SANTA BRANCA;15526
SANTA BÁRBARA D'OESTE;194774
SANTA ALBERTINA;7050
SANTA ADÉLIA;15287
SANDOVALINA;3899
SALTO GRANDE;9313
SALTO DE PIRAPORA;44328
SALTO;119821
SALTINHO;8774
SALMOURÃO;5087
SALESÓPOLIS;17356
SALES OLIVEIRA;12590
SALES;6575
SAGRES;2614
SABINO;6261
RUBINÉIA;3858
RUBIÁCEA;2855
ROSEIRA;10781
ROSANA;18429
RIVERSUL;5950
RIOLÂNDIA;12780
RIO GRANDE DA SERRA;49536
RIO DAS PEDRAS;30245
RIO CLARO;203342
RINÓPOLIS;10711
RINCÃO;11015
RIFAINA;3949
RIBEIRÃO PRETO;746314
RIBEIRÃO PIRES;128845
RIBEIRÃO GRANDE;7822
RIBEIRÃO DOS ÍNDIOS;2537
RIBEIRÃO DO SUL;5212
RIBEIRÃO CORRENTE;4676
RIBEIRÃO BRANCO;15314
RIBEIRÃO BONITO;11939
RIBEIRA;3572
RESTINGA;6544
REGISTRO;65057
REGINÓPOLIS;9669
REGENTE FEIJÓ;20177
REDENÇÃO DA SERRA;4438
RANCHARIA;31955
RAFARD;8836
QUINTANA;6857
QUELUZ;11147
QUEIROZ;3252
QUATÁ;13709
QUADRA;3686
PROMISSÃO;38218
PRESIDENTE VENCESLAU;39742
PRESIDENTE PRUDENTE;253823
PRESIDENTE EPITÁCIO;41386
PRESIDENTE BERNARDES;17184
PRESIDENTE ALVES;4479
PRATÂNIA;4911
PRAIA GRANDE;336864
PRADÓPOLIS;19389
PRACINHA;3519
POTIRENDABA;18034
POTIM;22294
PORTO FERREIRA;54451
PORTO FELIZ;54998
PORANGABA;10967
POPULINA;4484
PONTES GESTAL;2813
PONTALINDA;4454
PONTAL;41826
PONGAÍ;3831
POMPÉIA;22854
POLONI;5794
POÁ;112026
PLATINA;3515
PLANALTO;4844
PITANGUEIRAS;35689
PIRATININGA;14814
PIRASSUNUNGA;77977
PIRAPOZINHO;26901
PIRAPORA DO BOM JESUS;16766
PIRANGI;12046
PIRAJUÍ;28429
PIRAJU;31201
PIRACICABA;429210
PIRACAIA;29395
PIQUETE;14340
PIQUEROBI;3658
PINHALZINHO;16257
PINDORAMA;17243
PINDAMONHANGABA;167399
PILAR DO SUL;29452
PIEDADE;56743
PIACATU;6143
PERUÍBE;74604
PEREIRAS;8248
PEREIRA BARRETO;25428
PENÁPOLIS;65818
PEDRO DE TOLEDO;11879
PEDRINHAS PAULISTA;3205
PEDREIRA;50105
PEDREGULHO;16392
PEDRANÓPOLIS;2952
PEDRA BELA;6479
PEDERNEIRAS;46452
PAULO DE FARIA;10402
PAULISTÂNIA;1952
PAULÍNIA;103389
PAULICÉIA;7091
PATROCÍNIO PAULISTA;14546
PARISI;2508
PARIQUERA-AÇU;20996
PARDINHO;6475
PARAPUÃ;11111
PARANAPUÃ;4337
PARANAPANEMA;18657
PARAÍSO;6578
PARAIBUNA;18094
PARAGUAÇU PAULISTA;45268
PANORAMA;14709
PALMITAL;23351
PALMEIRA D'OESTE;10250
PALMARES PAULISTA;11219
PALESTINA;13431
PACAEMBU;19045
OUROESTE;10236
OURO VERDE;8380
OURINHOS;107006
OSVALDO CRUZ;37887
OSCAR BRESSANE;3039
OSASCO;689107
ORLÂNDIA;46480
ORINDIÚVA;6327
ORIENTE;6940
ONDA VERDE;4599
OLÍMPIA;57527
ÓLEO;2911
OCAUÇU;4231
NUPORANGA;7745
NOVO HORIZONTE;41908
NOVAIS;4690
NOVA ODESSA;59398
NOVA LUZITÂNIA;3818
NOVA INDEPENDÊNCIA;4725
NOVA GUATAPORANGA;2638
NOVA GRANADA;21759
NOVA EUROPA;9763
NOVA CASTILHO;1283
NOVA CANAÃ PAULISTA;2461
NOVA CAMPINA;8385
NOVA ALIANÇA;7249
NIPOÃ;4790
NHANDEARA;13432
NEVES PAULISTA;10532
NAZARÉ PAULISTA;21332
NATIVIDADE DA SERRA;7632
NARANDIBA;4726
NANTES;2701
MURUTINGA DO SUL;4569
MOTUCA;4549
MORUNGABA;13420
MORRO AGUDO;29510
MONTEIRO LOBATO;5240
MONTE MOR;55956
MONTE CASTELO;4607
MONTE AZUL PAULISTA;20933
MONTE APRAZÍVEL;24755
MONTE ALTO;52893
MONTE ALEGRE DO SUL;8683
MONGAGUÁ;62262
MONÇÕES;2553
MOMBUCA;3524
MOGI MIRIM;98974
MOGI GUAÇU;163261
MOGI DAS CRUZES;431472
MOCOCA;72244
MIRASSOLÂNDIA;5171
MIRASSOL;64550
MIRANTE DO PARANAPANEMA;18758
MIRANDÓPOLIS;33083
MIRACATU;20773
MIRA ESTRELA;3475
MINEIROS DO TIETÊ;12029
MIGUELÓPOLIS;20677
MESÓPOLIS;2205
MERIDIANO;4375
MENDONÇA;6247
MAUÁ;441737
MATÃO;86345
MARTINÓPOLIS;27637
MARINÓPOLIS;2236
MARÍLIA;247596
MARIÁPOLIS;4105
MARAPOAMA;3499
MARACAÍ;13056
MARABÁ PAULISTA;5435
MANDURI;10268
MAIRIPORÃ;99666
MAIRINQUE;49278
MAGDA;3659
MACEDÔNIA;4314
MACAUBAL;8797
MACATUBA;16821
LUTÉCIA;2857
LUPÉRCIO;4539
LUIZIÂNIA;5815
LUÍS ANTÔNIO;12488
LUCIANÓPOLIS;2675
LUCÉLIA;23262
LOUVEIRA;42800
LOURDES;2675
LORENA;90207
LINS;81834
LINDÓIA;8120
LIMEIRA;296626
LENÇÓIS PAULISTA;66105
LEME;96329
LAVRINHAS;6366
LAVÍNIA;11450
LARANJAL PAULISTA;28945
LAGOINHA;5777
JUQUITIBA;30979
JUQUIÁ;18940
JUNQUEIRÓPOLIS;21826
JUNDIAÍ;442665
JUMIRIM;3215
JÚLIO MESQUITA;4626
JOSÉ BONIFÁCIO;36870
JOÃO RAMALHO;4329
JOANÓPOLIS;14251
JERIQUARA;2976
JAÚ;153276
JARINU;30286
JARDINÓPOLIS;43246
JANDIRA;112203
JAMBEIRO;6380
JALES;57527
JAGUARIÚNA;55584
JACUPIRANGA;17073
JACI;7466
JACAREÍ;236044
JABOTICABAL;84397
JABORANDI;6758
ITUVERAVA;45464
ITUPEVA;56109
ITU;175595
ITOBI;7682
ITIRAPUÃ;6798
ITIRAPINA;18196
ITATINGA;19799
ITATIBA;120525
ITARIRI;15705
ITARARÉ;48008
ITAQUAQUECETUBA;331894
ITAPURA;4443
ITAPUÍ;13180
ITAPORANGA;15836
ITÁPOLIS;42175
ITAPIRAPUÃ PAULISTA;3961
ITAPIRA;80972
ITAPEVI;216687
ITAPEVA;92267
ITAPETININGA;153293
ITAPECERICA DA SERRA;173789
ITAOCA;3962
ITANHAÉM;109367
ITAJU;3509
ITAJOBI;17235
ITAÍ;25661
ITABERÁ;18101
IRAPURU;7992
IRAPUÃ;7847
IRACEMÁPOLIS;23546
IPUÃ;14784
IPORANGA;4248
IPIGUÁ;5849
IPEÚNA;6846
IPERÓ;34516
IPAUSSU;13674
INÚBIA PAULISTA;4152
INDIAPORÃ;4669
INDIANA;5111
INDAIATUBA;257272
ILHABELA;33214
ILHA SOLTEIRA;28603
ILHA COMPRIDA;12664
IGUAPE;31803
IGARATÁ;9924
IGARAPAVA;28664
IGARAÇU DO TIETÊ;24201
IEPÊ;8414
ICÉM;8757
IBIÚNA;82557
IBITINGA;61204
IBIRAREMA;7309
IBIRÁ;13370
IBATÉ;32937
IARAS;10293
IACRI;6865
IACANGA;11545
HORTOLÂNDIA;227768
HOLAMBRA;15563
HERCULÂNDIA;9144
GUZOLÂNDIA;4802
GUATAPARÁ;7644
GUARULHOS;1312028
GUARUJÁ;298863
GUARIBA;37470
GUAREÍ;17926
GUARATINGUETÁ;129234
GUARAREMA;30864
GUARARAPES;34260
GUARANTÃ;6706
GUARANI D'OESTE;2377
GUARACI;11459
GUARAÇAÍ;9192
GUARÁ;19894
GUAPIARA;17692
GUAPIAÇU;22502
GUAÍRA;41209
GUAIMBÊ;5925
GUAIÇARA;11450
GLICÉRIO;4892
GETULINA;11502
GENERAL SALGADO;11482
GAVIÃO PEIXOTO;4701
GASTÃO VIDIGAL;4485
GARÇA;47831
GÁLIA;7081
GABRIEL MONTEIRO;3124
FRANCO DA ROCHA;146106
FRANCISCO MORATO;155413
FRANCA;354894
FLORÍNEA;4438
FLÓRIDA PAULISTA;13837
FLOREAL;3469
FLORA RICA;1732
FERRAZ DE VASCONCELOS;179209
FERNÃO;1875
FERNANDÓPOLIS;78500
FERNANDO PRESTES;6490
FARTURA;17651
EUCLIDES DA CUNHA PAULISTA;9141
ESTRELA DO NORTE;2731
ESTRELA D'OESTE;9048
ESTIVA GERBI;11185
ESPÍRITO SANTO DO TURVO;4176
ESPÍRITO SANTO DO PINHAL;46950
ENGENHEIRO COELHO;17145
EMILIANÓPOLIS;3317
EMBU-GUAÇU;73987
EMBU DAS ARTES;236237
EMBAÚBA;2679
ELISIÁRIO;3761
ELIAS FAUSTO;17249
ELDORADO;15402
ECHAPORÃ;6699
DUMONT;9374
DUARTINA;13082
DRACENA;51695
DOURADO;9433
DOLCINÓPOLIS;2496
DOIS CÓRREGOS;25828
DOBRADA;7925
DIVINOLÂNDIA;12663
DIRCE REIS;2003
DIADEMA;394182
DESCALVADO;32718
CUNHA;23581
CUBATÃO;118697
CRUZEIRO;83215
CRUZÁLIA;2345
CRISTAIS PAULISTA;8819
CRAVINHOS;35646
COTIA;239840
COSMORAMA;8547
COSMÓPOLIS;66001
CORUMBATAÍ;3968
CORONEL MACEDO;4929
COROADOS;5905
CORDEIRÓPOLIS;25059
CONCHAS;17745
CONCHAL;26670
COLÔMBIA;6551
COLINA;19208
CLEMENTINA;7128
CHAVANTES;12054
CHARQUEADA;16831
CESÁRIO LANGE;17549
CERQUILHO;47409
CERQUEIRA CÉSAR;21762
CEDRAL;10523
CATIGUÁ;7147
CATANDUVA;135150
CASTILHO;20923
CÁSSIA DOS COQUEIROS;2933
CASA BRANCA;31807
CARDOSO;14017
CARAPICUÍBA;376074
CARAGUATATUBA;127772
CAPIVARI;53507
CAPELA DO ALTO;21527
CAPÃO BONITO;45748
CANITAR;4747
CÂNDIDO RODRIGUES;3263
CÂNDIDO MOTA;31154
CANAS;4726
CANANÉIA;13058
CAMPOS NOVOS PAULISTA;4872
CAMPOS DO JORDÃO;53014
CAMPO LIMPO PAULISTA;81995
CAMPINAS;1244058
CAMPINA DO MONTE ALEGRE;6298
CAJURU;26697
CAJOBI;11359
CAJATI;28917
CAJAMAR;70294
CAIUÁ;7342
CAIEIRAS;97266
CAIABU;4407
CAFELÂNDIA;18170
CACONDE;20357
CACHOEIRA PAULISTA;36257
CAÇAPAVA;96447
CABREÚVA;45743
CABRÁLIA PAULISTA;4440
BURITIZAL;4845
BURITAMA;17677
BURI;18431
BROTAS;24484
BRODOWSKI;25371
BREJO ALEGRE;3072
BRAÚNA;6144
BRAGANÇA PAULISTA;180434
BOTUCATU;172476
BOREBI;2620
BORBOREMA;16785
BORACÉIA;4765
BORÁ;1128
BOM SUCESSO DE ITARARÉ;3546
BOM JESUS DOS PERDÕES;24874
BOITUVA;59147
BOFETE;11733
BOCAINA;11589
BOA ESPERANÇA DO SUL;13496
BIRITIBA MIRIM;30303
BIRIGUI;128268
BILAC;8884
BERTIOGA;59150
BERNARDINO DE CAMPOS;13004
BENTO DE ABREU;2823
BEBEDOURO;85180
BAURU;410664
BATATAIS;66715
BASTOS;21406
BARUERI;271133
BARRINHA;29235
BARRETOS;136346
BARRA DO TURVO;8388
BARRA DO CHAPÉU;5572
BARRA BONITA;38956
BARIRI;34280
BARBOSA;6795
BARÃO DE ANTONINA;3625
BANANAL;11392
BÁLSAMO;9584
BALBINOS;6555
BADY BASSITT;19071
AVARÉ;96803
AVANHANDAVA;12220
AVAÍ;5588
AURIFLAMA;15868
ATIBAIA;154397
ASSIS;108686
ASPÁSIA;2057
ARUJÁ;88576
ARTUR NOGUEIRA;52335
ARIRANHA;9642
AREIÓPOLIS;10298
AREIAS;3855
AREALVA;9529
ARCO-ÍRIS;2302
ARARAS;129319
ARARAQUARA;255782
ARAPEÍ;2626
ARANDU;6577
ARAMINA;5897
ARAÇOIABA DA SERRA;33273
ARAÇATUBA;214602
ARAÇARIGUAMA;18914
APIAÍ;24359
APARECIDA D'OESTE;4840
APARECIDA;36181
ANHUMAS;4202
ANHEMBI;6601
ANGATUBA;23004
ANDRADINA;61241
ANALÂNDIA;4696
AMPARO;77671
AMÉRICO DE CAMPOS;6708
AMÉRICO BRASILIENSE;38460
AMERICANA;250867
ALVINLÂNDIA;3180
ÁLVARO DE CARVALHO;5928
ÁLVARES MACHADO;25540
ÁLVARES FLORENCE;4924
ALUMÍNIO;17325
ALTO ALEGRE;4848
ALTINÓPOLIS;17803
ALTAIR;4022
ALFREDO MARCONDES;4855
ALAMBARI;5752
AGUDOS;39215
ÁGUAS DE SÃO PEDRO;4590
ÁGUAS DE SANTA BÁRBARA;6627
ÁGUAS DE LINDÓIA;22109
ÁGUAS DA PRATA;9235
AGUAÍ;34157
ADOLFO;4272
ADAMANTINA;39807
