Municipio;Qtd-Doses-Distribuidas
SÃO JOSÉ DO BARREIRO;3466
SÃO JOSÉ DA BELA VISTA;6044
SÃO JOAQUIM DA BARRA;45134
SÃO JOÃO DO PAU D'ALHO;2207
SÃO JOÃO DE IRACEMA;1791
SÃO JOÃO DAS DUAS PONTES;2287
SÃO JOÃO DA BOA VISTA;87386
SÃO FRANCISCO;2670
SÃO CARLOS;225843
SÃO CAETANO DO SUL;171840
SÃO BERNARDO DO CAMPO;664850
SÃO BENTO DO SAPUCAÍ;10169
SANTOS;460458
SANTÓPOLIS DO AGUAPEÍ;3789
SANTO EXPEDITO;2873
SANTO ANTÔNIO DO PINHAL;5753
SANTO ANTÔNIO DO JARDIM;5384
SANTO ANTÔNIO DO ARACANGUÁ;6924
SANTO ANTÔNIO DE POSSE;17568
SANTO ANTÔNIO DA ALEGRIA;5949
SANTO ANDRÉ;661210
SANTO ANASTÁCIO;18071
SANTANA DE PARNAÍBA;112541
SANTANA DA PONTE PENSA;1615
SANTA SALETE;1634
SANTA ROSA DE VITERBO;22947
SANTA RITA DO PASSA QUATRO;25755
SANTA RITA D'OESTE;2871
SANTA MERCEDES;2516
SANTA MARIA DA SERRA;4757
SANTA LÚCIA;6466
SANTA ISABEL;44927
SANTA GERTRUDES;18015
SANTA FÉ DO SUL;33789
SANTA ERNESTINA;4277
SANTA CRUZ DO RIO PARDO;39853
SANTA CRUZ DAS PALMEIRAS;25017
SANTA CRUZ DA ESPERANÇA;1946
SANTA CRUZ DA CONCEIÇÃO;4037
SANTA CLARA D'OESTE;2040
SANTA BRANCA;12586
SANTA BÁRBARA D'OESTE;159375
SANTA ALBERTINA;5983
SANTA ADÉLIA;12414
SANDOVALINA;3145
SALTO GRANDE;7809
SALTO DE PIRAPORA;36731
SALTO;96246
SALTINHO;7222
SALMOURÃO;4307
SALESÓPOLIS;13868
SALES OLIVEIRA;10327
SALES;5519
SAGRES;2183
SABINO;5228
RUBINÉIA;3299
RUBIÁCEA;2368
ROSEIRA;8565
ROSANA;15126
RIVERSUL;4920
RIOLÂNDIA;9250
RIO GRANDE DA SERRA;39011
RIO DAS PEDRAS;24471
RIO CLARO;171313
RINÓPOLIS;9108
RINCÃO;8850
RIFAINA;3294
RIBEIRÃO PRETO;613537
RIBEIRÃO PIRES;106411
RIBEIRÃO GRANDE;6297
RIBEIRÃO DOS ÍNDIOS;2240
RIBEIRÃO DO SUL;4352
RIBEIRÃO CORRENTE;3705
RIBEIRÃO BRANCO;11745
RIBEIRÃO BONITO;9945
RIBEIRA;2931
RESTINGA;5273
REGISTRO;54533
REGINÓPOLIS;7334
REGENTE FEIJÓ;16789
REDENÇÃO DA SERRA;3656
RANCHARIA;26316
RAFARD;7121
QUINTANA;5663
QUELUZ;9633
QUEIROZ;2571
QUATÁ;11171
QUADRA;2934
PROMISSÃO;32857
PRESIDENTE VENCESLAU;35314
PRESIDENTE PRUDENTE;213414
PRESIDENTE EPITÁCIO;36007
PRESIDENTE BERNARDES;12823
PRESIDENTE ALVES;3869
PRATÂNIA;3808
PRAIA GRANDE;274886
PRADÓPOLIS;15232
PRACINHA;3404
POTIRENDABA;14895
POTIM;17968
PORTO FERREIRA;45493
PORTO FELIZ;43912
PORANGABA;9018
POPULINA;3886
PONTES GESTAL;2358
PONTALINDA;3685
PONTAL;32471
PONGAÍ;3310
POMPÉIA;19733
POLONI;5141
POÁ;90233
PLATINA;2915
PLANALTO;4055
PITANGUEIRAS;28428
PIRATININGA;12317
PIRASSUNUNGA;64896
PIRAPOZINHO;22575
PIRAPORA DO BOM JESUS;12669
PIRANGI;10067
PIRAJUÍ;23164
PIRAJU;26083
PIRACICABA;351151
PIRACAIA;23911
PIQUETE;12087
PIQUEROBI;3222
PINHALZINHO;13274
PINDORAMA;14322
PINDAMONHANGABA;135423
PILAR DO SUL;23762
PIEDADE;46434
PIACATU;5010
PERUÍBE;61800
PEREIRAS;6842
PEREIRA BARRETO;21163
PENÁPOLIS;54953
PEDRO DE TOLEDO;10160
PEDRINHAS PAULISTA;2644
PEDREIRA;41112
PEDREGULHO;13359
PEDRANÓPOLIS;2545
PEDRA BELA;5238
PEDERNEIRAS;36782
PAULO DE FARIA;8288
PAULISTÂNIA;1604
PAULÍNIA;81251
PAULICÉIA;5712
PATROCÍNIO PAULISTA;11736
PARISI;2136
PARIQUERA-AÇU;17493
PARDINHO;5188
PARAPUÃ;9619
PARANAPUÃ;3630
PARANAPANEMA;14901
PARAÍSO;5370
PARAIBUNA;15491
PARAGUAÇU PAULISTA;37307
PANORAMA;12047
PALMITAL;19720
PALMEIRA D'OESTE;8756
PALMARES PAULISTA;8843
PALESTINA;11710
PACAEMBU;12585
OUROESTE;8563
OURO VERDE;7159
OURINHOS;92803
OSVALDO CRUZ;31069
OSCAR BRESSANE;2660
OSASCO;553270
ORLÂNDIA;37722
ORINDIÚVA;4921
ORIENTE;5931
ONDA VERDE;3752
OLÍMPIA;47503
ÓLEO;2460
OCAUÇU;3562
NUPORANGA;6300
NOVO HORIZONTE;34527
NOVAIS;3648
NOVA ODESSA;47239
NOVA LUZITÂNIA;3240
NOVA INDEPENDÊNCIA;2882
NOVA GUATAPORANGA;2284
NOVA GRANADA;17603
NOVA EUROPA;8031
NOVA CASTILHO;1058
NOVA CANAÃ PAULISTA;2143
NOVA CAMPINA;6320
NOVA ALIANÇA;5976
NIPOÃ;3959
NHANDEARA;11480
NEVES PAULISTA;9039
NAZARÉ PAULISTA;17544
NATIVIDADE DA SERRA;6471
NARANDIBA;3743
NANTES;2229
MURUTINGA DO SUL;3953
MOTUCA;3624
MORUNGABA;10753
MORRO AGUDO;23871
MONTEIRO LOBATO;4316
MONTE MOR;44378
MONTE CASTELO;3909
MONTE AZUL PAULISTA;17336
MONTE APRAZÍVEL;21478
MONTE ALTO;43964
MONTE ALEGRE DO SUL;7188
MONGAGUÁ;49742
MONÇÕES;2276
MOMBUCA;2814
MOGI MIRIM;81172
MOGI GUAÇU;133001
MOGI DAS CRUZES;346673
MOCOCA;61455
MIRASSOLÂNDIA;4281
MIRASSOL;53277
MIRANTE DO PARANAPANEMA;16319
MIRANDÓPOLIS;25860
MIRACATU;17276
MIRA ESTRELA;3022
MINEIROS DO TIETÊ;9732
MIGUELÓPOLIS;17181
MESÓPOLIS;1843
MERIDIANO;3673
MENDONÇA;5395
MAUÁ;355386
MATÃO;70503
MARTINÓPOLIS;22200
MARINÓPOLIS;1878
MARÍLIA;214972
MARIÁPOLIS;3506
MARAPOAMA;2932
MARACAÍ;11134
MARABÁ PAULISTA;4467
MANDURI;8391
MAIRIPORÃ;77783
MAIRINQUE;38149
MAGDA;3116
MACEDÔNIA;3656
MACAUBAL;7541
MACATUBA;13461
LUTÉCIA;2357
LUPÉRCIO;3770
LUIZIÂNIA;4606
LUÍS ANTÔNIO;10160
LUCIANÓPOLIS;2240
LUCÉLIA;19233
LOUVEIRA;32870
LOURDES;2338
LORENA;75941
LINS;69637
LINDÓIA;6582
LIMEIRA;257415
LENÇÓIS PAULISTA;52630
LEME;77264
LAVRINHAS;5189
LAVÍNIA;10376
LARANJAL PAULISTA;24000
LAGOINHA;4810
JUQUITIBA;24582
JUQUIÁ;15972
JUNQUEIRÓPOLIS;17736
JUNDIAÍ;368000
JUMIRIM;2496
JÚLIO MESQUITA;3889
JOSÉ BONIFÁCIO;30359
JOÃO RAMALHO;3393
JOANÓPOLIS;11823
JERIQUARA;2386
JAÚ;133532
JARINU;24217
JARDINÓPOLIS;34226
JANDIRA;87252
JAMBEIRO;5085
JALES;51557
JAGUARIÚNA;44163
JACUPIRANGA;14103
JACI;6063
JACAREÍ;190840
JABOTICABAL;69816
JABORANDI;5503
ITUVERAVA;38239
ITUPEVA;43254
ITU;140304
ITOBI;6835
ITIRAPUÃ;5498
ITIRAPINA;12982
ITATINGA;14777
ITATIBA;97668
ITARIRI;12197
ITARARÉ;38808
ITAQUAQUECETUBA;250150
ITAPURA;3716
ITAPUÍ;10528
ITAPORANGA;13052
ITÁPOLIS;37088
ITAPIRAPUÃ PAULISTA;3059
ITAPIRA;68938
ITAPEVI;164266
ITAPEVA;73149
ITAPETININGA;123547
ITAPECERICA DA SERRA;134999
ITAOCA;3275
ITANHAÉM;91062
ITAJU;3089
ITAJOBI;14615
ITAÍ;20494
ITABERÁ;14804
IRAPURU;6893
IRAPUÃ;6673
IRACEMÁPOLIS;19606
IPUÃ;11846
IPORANGA;3588
IPIGUÁ;4814
IPEÚNA;5308
IPERÓ;26262
IPAUSSU;11394
INÚBIA PAULISTA;3487
INDIAPORÃ;4049
INDIANA;4353
INDAIATUBA;206247
ILHABELA;26499
ILHA SOLTEIRA;24685
ILHA COMPRIDA;10656
IGUAPE;25921
IGARATÁ;8021
IGARAPAVA;24096
IGARAÇU DO TIETÊ;19193
IEPÊ;6956
ICÉM;7109
IBIÚNA;65783
IBITINGA;50559
IBIRAREMA;5994
IBIRÁ;11076
IBATÉ;25424
IARAS;7785
IACRI;5740
IACANGA;9279
HORTOLÂNDIA;174261
HOLAMBRA;12743
HERCULÂNDIA;7780
GUZOLÂNDIA;4071
GUATAPARÁ;6104
GUARULHOS;1038391
GUARUJÁ;248455
GUARIBA;29028
GUAREÍ;14542
GUARATINGUETÁ;113828
GUARAREMA;24718
GUARARAPES;28139
GUARANTÃ;5404
GUARANI D'OESTE;2040
GUARACI;9267
GUARAÇAÍ;7837
GUARÁ;15854
GUAPIARA;14146
GUAPIAÇU;18560
GUAÍRA;33375
GUAIMBÊ;4969
GUAIÇARA;9164
GLICÉRIO;3931
GETULINA;9589
GENERAL SALGADO;9897
GAVIÃO PEIXOTO;3770
GASTÃO VIDIGAL;3854
GARÇA;39728
GÁLIA;6049
GABRIEL MONTEIRO;2651
FRANCO DA ROCHA;111556
FRANCISCO MORATO;117573
FRANCA;286371
FLORÍNEA;2510
FLÓRIDA PAULISTA;12056
FLOREAL;3054
FLORA RICA;1523
FERRAZ DE VASCONCELOS;138259
FERNÃO;1561
FERNANDÓPOLIS;67109
FERNANDO PRESTES;5548
FARTURA;14575
EUCLIDES DA CUNHA PAULISTA;7281
ESTRELA DO NORTE;2239
ESTRELA D'OESTE;7635
ESTIVA GERBI;8931
ESPÍRITO SANTO DO TURVO;3205
ESPÍRITO SANTO DO PINHAL;38678
ENGENHEIRO COELHO;13241
EMILIANÓPOLIS;2860
EMBU-GUAÇU;60410
EMBU DAS ARTES;178664
EMBAÚBA;2252
ELISIÁRIO;3086
ELIAS FAUSTO;13671
ELDORADO;13045
ECHAPORÃ;5567
DUMONT;7336
DUARTINA;11110
DRACENA;43440
DOURADO;7881
DOLCINÓPOLIS;2103
DOIS CÓRREGOS;20963
DOBRADA;6092
DIVINOLÂNDIA;10630
DIRCE REIS;1724
DIADEMA;312590
DESCALVADO;27558
CUNHA;19068
CUBATÃO;97030
CRUZEIRO;68027
CRUZÁLIA;2022
CRISTAIS PAULISTA;7101
CRAVINHOS;28475
COTIA;187895
COSMORAMA;7307
COSMÓPOLIS;51341
CORUMBATAÍ;3286
CORONEL MACEDO;4002
COROADOS;4793
CORDEIRÓPOLIS;20741
CONCHAS;14503
CONCHAL;21005
COLÔMBIA;5248
COLINA;15683
CLEMENTINA;5793
CHAVANTES;9879
CHARQUEADA;13350
CESÁRIO LANGE;13907
CERQUILHO;38726
CERQUEIRA CÉSAR;15973
CEDRAL;8883
CATIGUÁ;5913
CATANDUVA;114950
CASTILHO;17591
CÁSSIA DOS COQUEIROS;2449
CASA BRANCA;28011
CARDOSO;11737
CARAPICUÍBA;296254
CARAGUATATUBA;103717
CAPIVARI;42614
CAPELA DO ALTO;15287
CAPÃO BONITO;36078
CANITAR;3785
CÂNDIDO RODRIGUES;2772
CÂNDIDO MOTA;26281
CANAS;3658
CANANÉIA;10975
CAMPOS NOVOS PAULISTA;3957
CAMPOS DO JORDÃO;41918
CAMPO LIMPO PAULISTA;66279
CAMPINAS;1031891
CAMPINA DO MONTE ALEGRE;5108
CAJURU;21452
CAJOBI;9353
CAJATI;22985
CAJAMAR;53503
CAIUÁ;4868
CAIEIRAS;76140
CAIABU;3585
CAFELÂNDIA;15086
CACONDE;16596
CACHOEIRA PAULISTA;30135
CAÇAPAVA;78697
CABREÚVA;35123
CABRÁLIA PAULISTA;3567
BURITIZAL;4043
BURITAMA;14810
BURI;14365
BROTAS;19871
BRODOWSKI;20752
BREJO ALEGRE;2482
BRAÚNA;5138
BRAGANÇA PAULISTA;147997
BOTUCATU;86395
BOREBI;2082
BORBOREMA;14280
BORACÉIA;3904
BORÁ;1030
BOM SUCESSO DE ITARARÉ;2674
BOM JESUS DOS PERDÕES;19410
BOITUVA;46939
BOFETE;9865
BOCAINA;9399
BOA ESPERANÇA DO SUL;10892
BIRITIBA MIRIM;23738
BIRIGUI;105430
BILAC;7593
BERTIOGA;46452
BERNARDINO DE CAMPOS;9702
BENTO DE ABREU;2326
BEBEDOURO;70938
BAURU;339283
BATATAIS;54812
BASTOS;17530
BARUERI;216475
BARRINHA;22454
BARRETOS;117191
BARRA DO TURVO;7280
BARRA DO CHAPÉU;4408
BARRA BONITA;32316
BARIRI;28900
BARBOSA;5463
BARÃO DE ANTONINA;3052
BANANAL;9710
BÁLSAMO;7952
BALBINOS;5983
BADY BASSITT;15654
AVARÉ;79318
AVANHANDAVA;9333
AVAÍ;4614
AURIFLAMA;13745
ATIBAIA;127726
ASSIS;93802
ASPÁSIA;1755
ARUJÁ;69548
ARTUR NOGUEIRA;41309
ARIRANHA;8078
AREIÓPOLIS;7960
AREIAS;3142
AREALVA;8136
ARCO-ÍRIS;2021
ARARAS;111636
ARARAQUARA;211689
ARAPEÍ;2116
ARANDU;5310
ARAMINA;4804
ARAÇOIABA DA SERRA;28806
ARAÇATUBA;179995
ARAÇARIGUAMA;15575
APIAÍ;19279
APARECIDA D'OESTE;4132
APARECIDA;29546
ANHUMAS;3446
ANHEMBI;5310
ANGATUBA;18670
ANDRADINA;49715
ANALÂNDIA;3974
AMPARO;64464
AMÉRICO DE CAMPOS;5634
AMÉRICO BRASILIENSE;30122
AMERICANA;209776
ALVINLÂNDIA;2636
ÁLVARO DE CARVALHO;3977
ÁLVARES MACHADO;20671
ÁLVARES FLORENCE;4252
ALUMÍNIO;13344
ALTO ALEGRE;4099
ALTINÓPOLIS;14718
ALTAIR;3194
ALFREDO MARCONDES;4165
ALAMBARI;4807
AGUDOS;32018
ÁGUAS DE SÃO PEDRO;3994
ÁGUAS DE SANTA BÁRBARA;5476
ÁGUAS DE LINDÓIA;18521
ÁGUAS DA PRATA;7992
AGUAÍ;27279
ADOLFO;3692
ADAMANTINA;35568
