Municipio;Qtd-Doses-Distribuidas
ZACARIAS;1646
VOTUPORANGA;64034
VOTORANTIM;63183
VITÓRIA BRASIL;1205
VISTA ALEGRE DO ALTO;4045
VIRADOURO;10936
VINHEDO;43800
VERA CRUZ;7204
VÁRZEA PAULISTA;55557
VARGEM GRANDE PAULISTA;27153
VARGEM GRANDE DO SUL;22015
VARGEM;6213
VALPARAÍSO;13800
VALINHOS;76262
VALENTIM GENTIL;7069
URUPÊS;8708
URU;1043
URÂNIA;6354
UNIÃO PAULISTA;1037
UCHOA;6299
UBIRAJARA;2749
UBATUBA;50886
UBARANA;2972
TURMALINA;1484
TURIÚBA;1423
TUPI PAULISTA;10776
TUPÃ;47423
TUIUTI;4556
TRÊS FRONTEIRAS;4006
TREMEMBÉ;25861
TRABIJU;1054
TORRINHA;6223
TORRE DE PEDRA;1756
TIMBURI;1783
TIETÊ;22913
TERRA ROXA;4966
TEODORO SAMPAIO;11925
TEJUPÁ;2493
TAUBATÉ;187562
TATUÍ;68150
TARUMÃ;7342
TARABAI;3719
TAQUARIVAÍ;2581
TAQUARITUBA;13734
TAQUARITINGA;34385
TAQUARAL;1837
TAPIRATIBA;7797
TAPIRAÍ;4485
TANABI;16727
TAMBAÚ;13597
TAIÚVA;3913
TAIAÇU;3804
TAGUAÍ;6401
TACIBA;3525
TABOÃO DA SERRA;149975
TABATINGA;8824
TABAPUÃ;7676
SUZANO;149338
SUZANÁPOLIS;2300
SUMARÉ;135079
SUD MENNUCCI;4687
SOROCABA;375615
SOCORRO;27408
SILVEIRAS;3485
SEVERÍNIA;8110
SETE BARRAS;7074
SERTÃOZINHO;66520
SERRANA;10607
SERRA NEGRA;19398
SERRA AZUL;6414
SEBASTIANÓPOLIS DO SUL;2168
SARUTAIÁ;2231
SARAPUÍ;5483
SÃO VICENTE;202224
SÃO SIMÃO;9597
SÃO SEBASTIÃO DA GRAMA;7174
SÃO SEBASTIÃO;43492
SÃO ROQUE;53374
SÃO PEDRO DO TURVO;4259
SÃO PEDRO;22446
SÃO PAULO;7328445
SÃO MIGUEL ARCANJO;17328
SÃO MANUEL;22374
SÃO LUIZ DO PARAITINGA;6633
SÃO LOURENÇO DA SERRA;7789
SÃO JOSÉ DOS CAMPOS;404278
SÃO JOSÉ DO RIO PRETO;289781
SÃO JOSÉ DO RIO PARDO;35795
SÃO JOSÉ DO BARREIRO;2428
SÃO JOSÉ DA BELA VISTA;4371
SÃO JOAQUIM DA BARRA;30618
SÃO JOÃO DO PAU D'ALHO;1709
SÃO JOÃO DE IRACEMA;1309
SÃO JOÃO DAS DUAS PONTES;1637
SÃO JOÃO DA BOA VISTA;62564
SÃO FRANCISCO;2102
SÃO CARLOS;157736
SÃO CAETANO DO SUL;127002
SÃO BERNARDO DO CAMPO;465186
SÃO BENTO DO SAPUCAÍ;7264
SANTOS;351560
SANTÓPOLIS DO AGUAPEÍ;2518
SANTO EXPEDITO;2117
SANTO ANTÔNIO DO PINHAL;3998
SANTO ANTÔNIO DO JARDIM;3792
SANTO ANTÔNIO DO ARACANGUÁ;4652
SANTO ANTÔNIO DE POSSE;11689
SANTO ANTÔNIO DA ALEGRIA;4242
SANTO ANDRÉ;462752
