Municipio;Qtd-Doses-Distribuidas
SANTO ANASTÁCIO;13468
SANTANA DE PARNAÍBA;70558
SANTANA DA PONTE PENSA;1223
SANTA SALETE;1266
SANTA ROSA DE VITERBO;15637
SANTA RITA DO PASSA QUATRO;19087
SANTA RITA D'OESTE;2167
SANTA MERCEDES;1820
SANTA MARIA DA SERRA;3227
SANTA LÚCIA;4137
SANTA ISABEL;30163
SANTA GERTRUDES;11670
SANTA FÉ DO SUL;24672
SANTA ERNESTINA;2916
SANTA CRUZ DO RIO PARDO;28805
SANTA CRUZ DAS PALMEIRAS;16823
SANTA CRUZ DA ESPERANÇA;1445
SANTA CRUZ DA CONCEIÇÃO;3016
SANTA CLARA D'OESTE;1494
SANTA BRANCA;8829
SANTA BÁRBARA D'OESTE;104740
SANTA ALBERTINA;4365
SANTA ADÉLIA;9037
SANDOVALINA;2216
SALTO GRANDE;5550
SALTO DE PIRAPORA;25032
SALTO;63794
SALTINHO;4750
SALMOURÃO;3013
SALESÓPOLIS;9555
SALES OLIVEIRA;7010
SALES;3815
SAGRES;1617
SABINO;3768
RUBINÉIA;2355
RUBIÁCEA;1750
ROSEIRA;5574
ROSANA;11272
RIVERSUL;3599
RIOLÂNDIA;5780
RIO GRANDE DA SERRA;23964
RIO DAS PEDRAS;15299
RIO CLARO;118908
RINÓPOLIS;6455
RINCÃO;6100
RIFAINA;2353
RIBEIRÃO PRETO;416902
RIBEIRÃO PIRES;72289
RIBEIRÃO GRANDE;4352
RIBEIRÃO DOS ÍNDIOS;1731
RIBEIRÃO DO SUL;3249
RIBEIRÃO CORRENTE;2550
RIBEIRÃO BRANCO;8454
RIBEIRÃO BONITO;6796
RIBEIRA;2115
RESTINGA;3444
REGISTRO;39358
REGINÓPOLIS;4039
REGENTE FEIJÓ;11655
REDENÇÃO DA SERRA;2688
RANCHARIA;18251
RAFARD;4858
QUINTANA;3908
QUELUZ;6412
QUEIROZ;1767
QUATÁ;7608
QUADRA;1963
PROMISSÃO;22056
PRESIDENTE VENCESLAU;26057
PRESIDENTE PRUDENTE;150327
PRESIDENTE EPITÁCIO;24889
PRESIDENTE BERNARDES;10052
PRESIDENTE ALVES;2898
PRATÂNIA;2433
PRAIA GRANDE;185603
PRADÓPOLIS;9247
PRACINHA;1452
POTIRENDABA;10222
POTIM;10126
PORTO FERREIRA;31504
PORTO FELIZ;28418
PORANGABA;6318
POPULINA;2918
PONTES GESTAL;1689
PONTALINDA;2444
PONTAL;19216
PONGAÍ;2434
POMPÉIA;13859
POLONI;3590
POÁ;59195
PLATINA;2045
PLANALTO;2761
PITANGUEIRAS;18674
PIRATININGA;8769
PIRASSUNUNGA;45255
PIRAPOZINHO;15485
PIRAPORA DO BOM JESUS;8365
PIRANGI;6984
PIRAJUÍ;15165
PIRAJU;18740
PIRACICABA;237061
PIRACAIA;16308
PIQUETE;8620
PIQUEROBI;2516
PINHALZINHO;8998
PINDORAMA;10121
PINDAMONHANGABA;89092
PILAR DO SUL;16211
PIEDADE;31488
PIACATU;3450
PERUÍBE;44360
PEREIRAS;4504
PEREIRA BARRETO;15260
PENÁPOLIS;39567
PEDRO DE TOLEDO;7498
PEDRINHAS PAULISTA;1944
PEDREIRA;27677
PEDREGULHO;9128
PEDRANÓPOLIS;1846
PEDRA BELA;3616
PEDERNEIRAS;24612
PAULO DE FARIA;6029
PAULISTÂNIA;1147
PAULÍNIA;51177
PAULICÉIA;3771
PATROCÍNIO PAULISTA;8183
PARISI;1558
PARIQUERA-AÇU;12950
PARDINHO;3629
PARAPUÃ;6898
PARANAPUÃ;2513
PARANAPANEMA;10182
PARAÍSO;3699
PARAIBUNA;10692
PARAGUAÇU PAULISTA;25593
PANORAMA;8689
PALMITAL;14199
PALMEIRA D'OESTE;6410
PALMARES PAULISTA;5194
PALESTINA;7966
PACAEMBU;8320
OUROESTE;5877
OURO VERDE;5515
OURINHOS;66253
OSVALDO CRUZ;21805
OSCAR BRESSANE;2049
OSASCO;373260
ORLÂNDIA;25379
ORINDIÚVA;3172
ORIENTE;4093
ONDA VERDE;2630
OLÍMPIA;32951
ÓLEO;1838
OCAUÇU;2493
NUPORANGA;4452
NOVO HORIZONTE;24039
NOVAIS;2360
NOVA ODESSA;29726
NOVA LUZITÂNIA;2291
NOVA INDEPENDÊNCIA;1942
NOVA GUATAPORANGA;1677
NOVA GRANADA;11981
NOVA EUROPA;5228
NOVA CASTILHO;803
NOVA CANAÃ PAULISTA;1674
NOVA CAMPINA;4264
NOVA ALIANÇA;4140
NIPOÃ;2585
NHANDEARA;8100
NEVES PAULISTA;6572
NAZARÉ PAULISTA;12466
NATIVIDADE DA SERRA;4770
NARANDIBA;2617
NANTES;1480
MURUTINGA DO SUL;3087
MOTUCA;2417
MORUNGABA;7139
MORRO AGUDO;15719
MONTEIRO LOBATO;3073
MONTE MOR;29084
MONTE CASTELO;2896
MONTE AZUL PAULISTA;12206
MONTE APRAZÍVEL;15098
MONTE ALTO;30414
MONTE ALEGRE DO SUL;5043
MONGAGUÁ;34352
MONÇÕES;1674
MOMBUCA;1988
MOGI MIRIM;55937
MOGI GUAÇU;87517
MOGI DAS CRUZES;234211
MOCOCA;43455
MIRASSOLÂNDIA;3079
MIRASSOL;36407
MIRANTE DO PARANAPANEMA;11859
MIRANDÓPOLIS;18239
MIRACATU;12828
MIRA ESTRELA;2234
MINEIROS DO TIETÊ;6850
MIGUELÓPOLIS;12100
MESÓPOLIS;1405
MERIDIANO;2625
MENDONÇA;3749
MAUÁ;228730
MATÃO;47502
MARTINÓPOLIS;15739
MARINÓPOLIS;1457
MARÍLIA;160990
MARIÁPOLIS;2373
MARAPOAMA;2102
MARACAÍ;7743
MARABÁ PAULISTA;2510
MANDURI;5625
MAIRIPORÃ;50235
MAIRINQUE;26134
MAGDA;2267
MACEDÔNIA;2717
MACAUBAL;5338
MACATUBA;9325
LUTÉCIA;1774
LUPÉRCIO;2688
LUIZIÂNIA;3008
LUÍS ANTÔNIO;6318
LUCIANÓPOLIS;1669
LUCÉLIA;13121
LOUVEIRA;19900
LOURDES;1769
LORENA;51265
LINS;49228
LINDÓIA;4446
LIMEIRA;172867
LENÇÓIS PAULISTA;34846
LEME;51540
LAVRINHAS;3337
LAVÍNIA;4344
LARANJAL PAULISTA;16409
LAGOINHA;3604
JUQUITIBA;16695
JUQUIÁ;11439
JUNQUEIRÓPOLIS;12608
JUNDIAÍ;249586
JUMIRIM;1617
JÚLIO MESQUITA;2645
JOSÉ BONIFÁCIO;20549
JOÃO RAMALHO;2228
JOANÓPOLIS;7962
JERIQUARA;1721
JAÚ;90987
JARINU;16154
JARDINÓPOLIS;22941
JANDIRA;54883
JAMBEIRO;3301
JALES;39812
JAGUARIÚNA;28526
JACUPIRANGA;9606
JACI;4241
JACAREÍ;130668
JABOTICABAL;47426
JABORANDI;3812
ITUVERAVA;27085
ITUPEVA;26229
ITU;92218
ITOBI;4746
ITIRAPUÃ;3901
ITIRAPINA;8214
ITATINGA;9371
ITATIBA;64110
ITARIRI;8533
ITARARÉ;27092
ITAQUAQUECETUBA;156601
ITAPURA;2675
ITAPUÍ;7004
ITAPORANGA;9381
ITÁPOLIS;26030
ITAPIRAPUÃ PAULISTA;2124
ITAPIRA;47543
ITAPEVI;101365
ITAPEVA;49040
ITAPETININGA;87345
ITAPECERICA DA SERRA;86484
ITAOCA;2421
ITANHAÉM;65837
ITAJU;2089
ITAJOBI;10359
ITAÍ;13442
ITABERÁ;10542
IRAPURU;4661
IRAPUÃ;4428
IRACEMÁPOLIS;12597
IPUÃ;7791
IPORANGA;2908
IPIGUÁ;3327
IPEÚNA;3553
IPERÓ;15326
IPAUSSU;7774
INÚBIA PAULISTA;2476
INDIAPORÃ;3143
INDIANA;3092
INDAIATUBA;134909
ILHABELA;17863
ILHA SOLTEIRA;18187
ILHA COMPRIDA;7433
IGUAPE;19081
IGARATÁ;5610
IGARAPAVA;16296
IGARAÇU DO TIETÊ;12450
IEPÊ;4969
ICÉM;5028
IBIÚNA;44251
IBITINGA;34544
IBIRAREMA;4190
IBIRÁ;7438
IBATÉ;16024
IARAS;4324
IACRI;4172
IACANGA;6294
HORTOLÂNDIA;113135
HOLAMBRA;8734
HERCULÂNDIA;5523
GUZOLÂNDIA;2782
GUATAPARÁ;4169
GUARULHOS;670848
GUARUJÁ;174344
GUARIBA;18610
GUAREÍ;8220
GUARATINGUETÁ;79018
GUARAREMA;16679
GUARARAPES;19697
GUARANTÃ;3696
GUARANI D'OESTE;1601
GUARACI;6199
GUARAÇAÍ;5662
GUARÁ;11051
GUAPIARA;10204
GUAPIAÇU;12705
GUAÍRA;22062
GUAIMBÊ;3426
GUAIÇARA;6098
GLICÉRIO;2754
GETULINA;6365
GENERAL SALGADO;7286
GAVIÃO PEIXOTO;2536
GASTÃO VIDIGAL;2476
GARÇA;27689
GÁLIA;4385
GABRIEL MONTEIRO;1930
FRANCO DA ROCHA;73825
FRANCISCO MORATO;75403
FRANCA;193362
FLORÍNEA;1962
FLÓRIDA PAULISTA;7488
FLOREAL;2286
FLORA RICA;1247
FERRAZ DE VASCONCELOS;85574
FERNÃO;1142
FERNANDÓPOLIS;49190
FERNANDO PRESTES;4031
FARTURA;10351
EUCLIDES DA CUNHA PAULISTA;5042
ESTRELA DO NORTE;1586
ESTRELA D'OESTE;5506
ESTIVA GERBI;5815
ESPÍRITO SANTO DO TURVO;2184
ESPÍRITO SANTO DO PINHAL;27221
ENGENHEIRO COELHO;8832
EMILIANÓPOLIS;1981
EMBU-GUAÇU;41014
EMBU DAS ARTES;110835
EMBAÚBA;1597
ELISIÁRIO;2070
ELIAS FAUSTO;8864
ELDORADO;10207
ECHAPORÃ;4226
DUMONT;4652
DUARTINA;7942
DRACENA;32576
DOURADO;5633
DOLCINÓPOLIS;1562
DOIS CÓRREGOS;14445
DOBRADA;3945
DIVINOLÂNDIA;7954
DIRCE REIS;1316
DIADEMA;206440
DESCALVADO;19391
CUNHA;13451
CUBATÃO;65310
CRUZEIRO;46353
CRUZÁLIA;1501
CRISTAIS PAULISTA;4700
CRAVINHOS;18854
COTIA;123878
COSMORAMA;5444
COSMÓPOLIS;31283
CORUMBATAÍ;2251
CORONEL MACEDO;2962
COROADOS;3285
CORDEIRÓPOLIS;14333
CONCHAS;10122
CONCHAL;13634
COLÔMBIA;3648
COLINA;10698
CLEMENTINA;3917
CHAVANTES;6802
CHARQUEADA;8575
CESÁRIO LANGE;9083
CERQUILHO;25109
CERQUEIRA CÉSAR;11276
CEDRAL;6515
CATIGUÁ;4025
CATANDUVA;83732
CASTILHO;13027
CÁSSIA DOS COQUEIROS;1820
CASA BRANCA;19031
CARDOSO;8335
CARAPICUÍBA;190060
CARAGUATATUBA;73389
CAPIVARI;28307
CAPELA DO ALTO;10132
CAPÃO BONITO;24441
CANITAR;2449
CÂNDIDO RODRIGUES;2094
CÂNDIDO MOTA;18527
CANAS;2378
CANANÉIA;7955
CAMPOS NOVOS PAULISTA;2757
CAMPOS DO JORDÃO;27244
CAMPO LIMPO PAULISTA;43168
CAMPINAS;719124
CAMPINA DO MONTE ALEGRE;3626
CAJURU;14749
CAJOBI;6296
CAJATI;16317
CAJAMAR;34286
CAIUÁ;3611
CAIEIRAS;49673
CAIABU;2726
CAFELÂNDIA;10817
CACONDE;11657
CACHOEIRA PAULISTA;20755
CAÇAPAVA;53043
CABREÚVA;22788
CABRÁLIA PAULISTA;2537
BURITIZAL;2897
BURITAMA;10245
BURI;9581
BROTAS;13413
BRODOWSKI;14099
BREJO ALEGRE;1774
BRAÚNA;3633
BRAGANÇA PAULISTA;100593
BOTUCATU;72915
BOREBI;1452
BORBOREMA;10172
BORACÉIA;2798
BORÁ;893
BOM SUCESSO DE ITARARÉ;1770
BOM JESUS DOS PERDÕES;12116
BOITUVA;29690
BOFETE;6677
BOCAINA;6276
BOA ESPERANÇA DO SUL;7455
BIRITIBA MIRIM;15815
BIRIGUI;70831
BILAC;5378
BERTIOGA;31148
BERNARDINO DE CAMPOS;7079
BENTO DE ABREU;1617
BEBEDOURO;50642
BAURU;248114
BATATAIS;37663
BASTOS;12460
BARUERI;141795
BARRINHA;14081
BARRETOS;82446
BARRA DO TURVO;5573
BARRA DO CHAPÉU;3087
BARRA BONITA;22591
BARIRI;19946
BARBOSA;3975
BARÃO DE ANTONINA;2329
BANANAL;6959
BÁLSAMO;5617
BALBINOS;2035
BADY BASSITT;11096
AVARÉ;54337
AVANHANDAVA;5720
AVAÍ;3676
AURIFLAMA;9639
ATIBAIA;87424
ASSIS;65145
ASPÁSIA;1334
ARUJÁ;44028
ARTUR NOGUEIRA;26210
ARIRANHA;5695
AREIÓPOLIS;5028
AREIAS;2234
AREALVA;5881
ARCO-ÍRIS;1638
ARARAS;76639
ARARAQUARA;147212
ARAPEÍ;1481
ARANDU;3654
ARAMINA;3223
ARAÇOIABA DA SERRA;18797
ARAÇATUBA;127477
ARAÇARIGUAMA;9780
APIAÍ;13624
APARECIDA D'OESTE;3129
APARECIDA;20309
ANHUMAS;2387
ANHEMBI;3740
ANGATUBA;13947
ANDRADINA;37069
ANALÂNDIA;2732
AMPARO;45214
AMÉRICO DE CAMPOS;3974
AMÉRICO BRASILIENSE;19928
AMERICANA;143847
ALVINLÂNDIA;1872
ÁLVARO DE CARVALHO;2435
ÁLVARES MACHADO;14220
ÁLVARES FLORENCE;3292
ALUMÍNIO;8592
ALTO ALEGRE;2969
ALTINÓPOLIS;10265
ALTAIR;2191
ALFREDO MARCONDES;3068
ALAMBARI;3211
AGUDOS;22716
ÁGUAS DE SÃO PEDRO;3125
ÁGUAS DE SANTA BÁRBARA;4145
ÁGUAS DE LINDÓIA;13461
ÁGUAS DA PRATA;5690
AGUAÍ;18011
ADOLFO;2795
ADAMANTINA;26443
