Municipio;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;2905
ADAMANTINA;2° Dose;1111
ADOLFO;1° Dose;230
ADOLFO;2° Dose;91
AGUAÍ;1° Dose;1201
AGUAÍ;2° Dose;349
ÁGUAS DA PRATA;1° Dose;340
ÁGUAS DA PRATA;2° Dose;64
ÁGUAS DE LINDÓIA;1° Dose;683
ÁGUAS DE LINDÓIA;2° Dose;165
ÁGUAS DE SANTA BÁRBARA;1° Dose;293
ÁGUAS DE SANTA BÁRBARA;2° Dose;106
ÁGUAS DE SÃO PEDRO;1° Dose;395
ÁGUAS DE SÃO PEDRO;2° Dose;73
AGUDOS;1° Dose;2732
AGUDOS;2° Dose;930
ALAMBARI;1° Dose;202
ALAMBARI;2° Dose;54
ALFREDO MARCONDES;1° Dose;353
ALFREDO MARCONDES;2° Dose;85
ALTAIR;1° Dose;220
ALTAIR;2° Dose;100
ALTINÓPOLIS;1° Dose;798
ALTINÓPOLIS;2° Dose;349
ALTO ALEGRE;1° Dose;202
ALTO ALEGRE;2° Dose;57
ALUMÍNIO;1° Dose;589
ALUMÍNIO;2° Dose;176
ÁLVARES FLORENCE;1° Dose;191
ÁLVARES FLORENCE;2° Dose;61
ÁLVARES MACHADO;1° Dose;1252
ÁLVARES MACHADO;2° Dose;213
ÁLVARO DE CARVALHO;1° Dose;145
ÁLVARO DE CARVALHO;2° Dose;53
ALVINLÂNDIA;1° Dose;148
ALVINLÂNDIA;2° Dose;67
AMERICANA;1° Dose;10674
AMERICANA;2° Dose;3341
AMÉRICO BRASILIENSE;1° Dose;1871
AMÉRICO BRASILIENSE;2° Dose;662
AMÉRICO DE CAMPOS;1° Dose;307
AMÉRICO DE CAMPOS;2° Dose;122
AMPARO;1° Dose;3967
AMPARO;2° Dose;802
ANALÂNDIA;1° Dose;199
ANALÂNDIA;2° Dose;80
ANDRADINA;1° Dose;3318
ANDRADINA;2° Dose;286
ANGATUBA;1° Dose;858
ANGATUBA;2° Dose;174
ANHEMBI;1° Dose;200
ANHEMBI;2° Dose;46
ANHUMAS;1° Dose;238
ANHUMAS;2° Dose;92
APARECIDA;1° Dose;1300
APARECIDA;2° Dose;459
APARECIDA D'OESTE;1° Dose;314
APARECIDA D'OESTE;2° Dose;100
APIAÍ;1° Dose;823
APIAÍ;2° Dose;277
ARAÇARIGUAMA;1° Dose;535
ARAÇARIGUAMA;2° Dose;180
ARAÇATUBA;1° Dose;11941
ARAÇATUBA;2° Dose;4403
ARAÇOIABA DA SERRA;1° Dose;1084
ARAÇOIABA DA SERRA;2° Dose;272
ARAMINA;1° Dose;173
ARAMINA;2° Dose;40
ARANDU;1° Dose;325
ARANDU;2° Dose;45
ARAPEÍ;1° Dose;134
ARAPEÍ;2° Dose;42
ARARAQUARA;1° Dose;15994
ARARAQUARA;2° Dose;3672
ARARAS;1° Dose;6621
ARARAS;2° Dose;1694
ARCO-ÍRIS;1° Dose;270
ARCO-ÍRIS;2° Dose;190
AREALVA;1° Dose;418
AREALVA;2° Dose;103
AREIAS;1° Dose;166
AREIAS;2° Dose;51
AREIÓPOLIS;1° Dose;301
AREIÓPOLIS;2° Dose;97
ARIRANHA;1° Dose;564
ARIRANHA;2° Dose;240
ARTUR NOGUEIRA;1° Dose;2048
ARTUR NOGUEIRA;2° Dose;642
ARUJÁ;1° Dose;2259
ARUJÁ;2° Dose;614
ASPÁSIA;1° Dose;102
ASPÁSIA;2° Dose;27
ASSIS;1° Dose;6919
ASSIS;2° Dose;2111
ATIBAIA;1° Dose;8437
ATIBAIA;2° Dose;3082
AURIFLAMA;1° Dose;791
AURIFLAMA;2° Dose;193
AVAÍ;1° Dose;624
AVAÍ;2° Dose;381
AVANHANDAVA;1° Dose;399
AVANHANDAVA;2° Dose;154
AVARÉ;1° Dose;5219
AVARÉ;2° Dose;2141
BADY BASSITT;1° Dose;924
BADY BASSITT;2° Dose;308
BALBINOS;1° Dose;167
BALBINOS;2° Dose;53
BÁLSAMO;1° Dose;649
BÁLSAMO;2° Dose;233
BANANAL;1° Dose;616
BANANAL;2° Dose;190
BARÃO DE ANTONINA;1° Dose;230
BARÃO DE ANTONINA;2° Dose;112
BARBOSA;1° Dose;342
BARBOSA;2° Dose;150
BARIRI;1° Dose;2328
BARIRI;2° Dose;540
BARRA BONITA;1° Dose;2254
BARRA BONITA;2° Dose;747
BARRA DO CHAPÉU;1° Dose;170
BARRA DO CHAPÉU;2° Dose;34
BARRA DO TURVO;1° Dose;602
BARRA DO TURVO;2° Dose;208
BARRETOS;1° Dose;9689
BARRETOS;2° Dose;3399
BARRINHA;1° Dose;1047
BARRINHA;2° Dose;320
BARUERI;1° Dose;11868
BARUERI;2° Dose;4414
BASTOS;1° Dose;849
BASTOS;2° Dose;249
BATATAIS;1° Dose;3036
BATATAIS;2° Dose;654
BAURU;1° Dose;29316
BAURU;2° Dose;10714
BEBEDOURO;1° Dose;3952
BEBEDOURO;2° Dose;588
BENTO DE ABREU;1° Dose;128
BENTO DE ABREU;2° Dose;37
BERNARDINO DE CAMPOS;1° Dose;756
BERNARDINO DE CAMPOS;2° Dose;229
BERTIOGA;1° Dose;2103
BERTIOGA;2° Dose;834
BILAC;1° Dose;554
BILAC;2° Dose;165
BIRIGUI;1° Dose;4293
BIRIGUI;2° Dose;926
BIRITIBA MIRIM;1° Dose;901
BIRITIBA MIRIM;2° Dose;273
BOA ESPERANÇA DO SUL;1° Dose;522
BOA ESPERANÇA DO SUL;2° Dose;169
BOCAINA;1° Dose;582
BOCAINA;2° Dose;152
BOFETE;1° Dose;303
BOFETE;2° Dose;124
BOITUVA;1° Dose;1882
BOITUVA;2° Dose;554
BOM JESUS DOS PERDÕES;1° Dose;890
BOM JESUS DOS PERDÕES;2° Dose;192
BOM SUCESSO DE ITARARÉ;1° Dose;126
BOM SUCESSO DE ITARARÉ;2° Dose;31
BORÁ;1° Dose;72
BORÁ;2° Dose;37
BORACÉIA;1° Dose;211
BORACÉIA;2° Dose;52
BORBOREMA;1° Dose;830
BORBOREMA;2° Dose;242
BOREBI;1° Dose;97
BOREBI;2° Dose;39
BOTUCATU;1° Dose;13013
BOTUCATU;2° Dose;4568
BRAGANÇA PAULISTA;1° Dose;8773
BRAGANÇA PAULISTA;2° Dose;2523
BRAÚNA;1° Dose;327
BRAÚNA;2° Dose;154
BREJO ALEGRE;1° Dose;158
BREJO ALEGRE;2° Dose;46
BRODOWSKI;1° Dose;1094
BRODOWSKI;2° Dose;315
BROTAS;1° Dose;866
BROTAS;2° Dose;214
BURI;1° Dose;506
BURI;2° Dose;137
BURITAMA;1° Dose;730
BURITAMA;2° Dose;333
BURITIZAL;1° Dose;297
BURITIZAL;2° Dose;87
CABRÁLIA PAULISTA;1° Dose;224
CABRÁLIA PAULISTA;2° Dose;76
CABREÚVA;1° Dose;1437
CABREÚVA;2° Dose;191
CAÇAPAVA;1° Dose;3542
CAÇAPAVA;2° Dose;1244
CACHOEIRA PAULISTA;1° Dose;1609
CACHOEIRA PAULISTA;2° Dose;470
CACONDE;1° Dose;749
CACONDE;2° Dose;194
CAFELÂNDIA;1° Dose;766
CAFELÂNDIA;2° Dose;116
CAIABU;1° Dose;214
CAIABU;2° Dose;38
CAIEIRAS;1° Dose;3340
CAIEIRAS;2° Dose;1260
CAIUÁ;1° Dose;274
CAIUÁ;2° Dose;107
CAJAMAR;1° Dose;1907
CAJAMAR;2° Dose;539
CAJATI;1° Dose;844
CAJATI;2° Dose;202
CAJOBI;1° Dose;559
CAJOBI;2° Dose;213
CAJURU;1° Dose;1397
CAJURU;2° Dose;244
CAMPINA DO MONTE ALEGRE;1° Dose;250
CAMPINA DO MONTE ALEGRE;2° Dose;30
CAMPINAS;1° Dose;66973
CAMPINAS;2° Dose;29953
CAMPO LIMPO PAULISTA;1° Dose;2099
CAMPO LIMPO PAULISTA;2° Dose;810
CAMPOS DO JORDÃO;1° Dose;2103
CAMPOS DO JORDÃO;2° Dose;704
CAMPOS NOVOS PAULISTA;1° Dose;215
CAMPOS NOVOS PAULISTA;2° Dose;82
CANANÉIA;1° Dose;591
CANANÉIA;2° Dose;228
CANAS;1° Dose;158
CANAS;2° Dose;39
CÂNDIDO MOTA;1° Dose;1397
CÂNDIDO MOTA;2° Dose;305
CÂNDIDO RODRIGUES;1° Dose;187
CÂNDIDO RODRIGUES;2° Dose;33
CANITAR;1° Dose;165
CANITAR;2° Dose;55
CAPÃO BONITO;1° Dose;1670
CAPÃO BONITO;2° Dose;585
CAPELA DO ALTO;1° Dose;416
CAPELA DO ALTO;2° Dose;149
CAPIVARI;1° Dose;2357
CAPIVARI;2° Dose;596
CARAGUATATUBA;1° Dose;5300
CARAGUATATUBA;2° Dose;1236
CARAPICUÍBA;1° Dose;9991
CARAPICUÍBA;2° Dose;2066
CARDOSO;1° Dose;498
CARDOSO;2° Dose;152
CASA BRANCA;1° Dose;1618
CASA BRANCA;2° Dose;602
CÁSSIA DOS COQUEIROS;1° Dose;168
CÁSSIA DOS COQUEIROS;2° Dose;23
CASTILHO;1° Dose;955
CASTILHO;2° Dose;379
CATANDUVA;1° Dose;10796
CATANDUVA;2° Dose;4710
CATIGUÁ;1° Dose;407
CATIGUÁ;2° Dose;42
CEDRAL;1° Dose;772
CEDRAL;2° Dose;379
CERQUEIRA CÉSAR;1° Dose;997
CERQUEIRA CÉSAR;2° Dose;345
CERQUILHO;1° Dose;1494
CERQUILHO;2° Dose;313
CESÁRIO LANGE;1° Dose;620
CESÁRIO LANGE;2° Dose;260
CHARQUEADA;1° Dose;566
CHARQUEADA;2° Dose;141
CHAVANTES;1° Dose;339
CHAVANTES;2° Dose;132
CLEMENTINA;1° Dose;224
CLEMENTINA;2° Dose;74
COLINA;1° Dose;723
COLINA;2° Dose;222
COLÔMBIA;1° Dose;323
COLÔMBIA;2° Dose;108
CONCHAL;1° Dose;868
CONCHAL;2° Dose;247
CONCHAS;1° Dose;846
CONCHAS;2° Dose;187
CORDEIRÓPOLIS;1° Dose;1024
CORDEIRÓPOLIS;2° Dose;113
COROADOS;1° Dose;200
COROADOS;2° Dose;49
CORONEL MACEDO;1° Dose;248
CORONEL MACEDO;2° Dose;111
CORUMBATAÍ;1° Dose;157
CORUMBATAÍ;2° Dose;66
COSMÓPOLIS;1° Dose;1882
COSMÓPOLIS;2° Dose;450
COSMORAMA;1° Dose;478
COSMORAMA;2° Dose;151
COTIA;1° Dose;6917
COTIA;2° Dose;1343
CRAVINHOS;1° Dose;809
CRAVINHOS;2° Dose;195
CRISTAIS PAULISTA;1° Dose;353
CRISTAIS PAULISTA;2° Dose;82
CRUZÁLIA;1° Dose;130
CRUZÁLIA;2° Dose;43
CRUZEIRO;1° Dose;3504
CRUZEIRO;2° Dose;977
CUBATÃO;1° Dose;5020
CUBATÃO;2° Dose;885
CUNHA;1° Dose;989
CUNHA;2° Dose;232
DESCALVADO;1° Dose;2137
DESCALVADO;2° Dose;721
DIADEMA;1° Dose;13384
DIADEMA;2° Dose;3813
DIRCE REIS;1° Dose;120
DIRCE REIS;2° Dose;29
DIVINOLÂNDIA;1° Dose;956
DIVINOLÂNDIA;2° Dose;381
DOBRADA;1° Dose;254
DOBRADA;2° Dose;57
DOIS CÓRREGOS;1° Dose;1191
DOIS CÓRREGOS;2° Dose;410
DOLCINÓPOLIS;1° Dose;144
DOLCINÓPOLIS;2° Dose;33
DOURADO;1° Dose;505
DOURADO;2° Dose;101
DRACENA;1° Dose;4200
DRACENA;2° Dose;1385
DUARTINA;1° Dose;859
DUARTINA;2° Dose;233
DUMONT;1° Dose;332
DUMONT;2° Dose;98
ECHAPORÃ;1° Dose;355
ECHAPORÃ;2° Dose;141
ELDORADO;1° Dose;1663
ELDORADO;2° Dose;905
ELIAS FAUSTO;1° Dose;527
ELIAS FAUSTO;2° Dose;174
ELISIÁRIO;1° Dose;199
ELISIÁRIO;2° Dose;41
