Municipio;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;2208
ADAMANTINA;2° Dose;755
ADOLFO;1° Dose;195
ADOLFO;2° Dose;86
AGUAÍ;1° Dose;972
AGUAÍ;2° Dose;268
ÁGUAS DA PRATA;1° Dose;340
ÁGUAS DA PRATA;2° Dose;64
ÁGUAS DE LINDÓIA;1° Dose;683
ÁGUAS DE LINDÓIA;2° Dose;152
ÁGUAS DE SANTA BÁRBARA;1° Dose;240
ÁGUAS DE SANTA BÁRBARA;2° Dose;51
ÁGUAS DE SÃO PEDRO;1° Dose;308
ÁGUAS DE SÃO PEDRO;2° Dose;72
AGUDOS;1° Dose;2345
AGUDOS;2° Dose;810
ALAMBARI;1° Dose;190
ALAMBARI;2° Dose;35
ALFREDO MARCONDES;1° Dose;311
ALFREDO MARCONDES;2° Dose;56
ALTAIR;1° Dose;217
ALTAIR;2° Dose;54
ALTINÓPOLIS;1° Dose;719
ALTINÓPOLIS;2° Dose;278
ALTO ALEGRE;1° Dose;167
ALTO ALEGRE;2° Dose;50
ALUMÍNIO;1° Dose;513
ALUMÍNIO;2° Dose;122
ÁLVARES FLORENCE;1° Dose;162
ÁLVARES FLORENCE;2° Dose;45
ÁLVARES MACHADO;1° Dose;1018
ÁLVARES MACHADO;2° Dose;190
ÁLVARO DE CARVALHO;1° Dose;109
ÁLVARO DE CARVALHO;2° Dose;43
ALVINLÂNDIA;1° Dose;142
ALVINLÂNDIA;2° Dose;34
AMERICANA;1° Dose;9316
AMERICANA;2° Dose;2789
AMÉRICO BRASILIENSE;1° Dose;1669
AMÉRICO BRASILIENSE;2° Dose;581
AMÉRICO DE CAMPOS;1° Dose;272
AMÉRICO DE CAMPOS;2° Dose;67
AMPARO;1° Dose;3367
AMPARO;2° Dose;776
ANALÂNDIA;1° Dose;195
ANALÂNDIA;2° Dose;48
ANDRADINA;1° Dose;3240
ANDRADINA;2° Dose;274
ANGATUBA;1° Dose;777
ANGATUBA;2° Dose;167
ANHEMBI;1° Dose;165
ANHEMBI;2° Dose;26
ANHUMAS;1° Dose;229
ANHUMAS;2° Dose;47
APARECIDA;1° Dose;1290
APARECIDA;2° Dose;412
APARECIDA D'OESTE;1° Dose;287
APARECIDA D'OESTE;2° Dose;73
APIAÍ;1° Dose;625
APIAÍ;2° Dose;106
ARAÇARIGUAMA;1° Dose;470
ARAÇARIGUAMA;2° Dose;175
ARAÇATUBA;1° Dose;10939
ARAÇATUBA;2° Dose;2609
ARAÇOIABA DA SERRA;1° Dose;1058
ARAÇOIABA DA SERRA;2° Dose;207
ARAMINA;1° Dose;173
ARAMINA;2° Dose;40
ARANDU;1° Dose;257
ARANDU;2° Dose;42
ARAPEÍ;1° Dose;109
ARAPEÍ;2° Dose;32
ARARAQUARA;1° Dose;14417
ARARAQUARA;2° Dose;3350
ARARAS;1° Dose;5583
ARARAS;2° Dose;1541
ARCO-ÍRIS;1° Dose;240
ARCO-ÍRIS;2° Dose;189
AREALVA;1° Dose;341
AREALVA;2° Dose;89
AREIAS;1° Dose;166
AREIAS;2° Dose;51
AREIÓPOLIS;1° Dose;301
AREIÓPOLIS;2° Dose;97
ARIRANHA;1° Dose;501
ARIRANHA;2° Dose;123
ARTUR NOGUEIRA;1° Dose;1647
ARTUR NOGUEIRA;2° Dose;540
ARUJÁ;1° Dose;1823
ARUJÁ;2° Dose;415
ASPÁSIA;1° Dose;93
ASPÁSIA;2° Dose;21
ASSIS;1° Dose;6209
ASSIS;2° Dose;1759
ATIBAIA;1° Dose;7433
ATIBAIA;2° Dose;1920
AURIFLAMA;1° Dose;669
AURIFLAMA;2° Dose;192
AVAÍ;1° Dose;569
AVAÍ;2° Dose;292
AVANHANDAVA;1° Dose;359
AVANHANDAVA;2° Dose;84
AVARÉ;1° Dose;4590
AVARÉ;2° Dose;1668
BADY BASSITT;1° Dose;829
BADY BASSITT;2° Dose;236
BALBINOS;1° Dose;147
BALBINOS;2° Dose;51
BÁLSAMO;1° Dose;569
BÁLSAMO;2° Dose;109
BANANAL;1° Dose;490
BANANAL;2° Dose;136
BARÃO DE ANTONINA;1° Dose;184
BARÃO DE ANTONINA;2° Dose;112
BARBOSA;1° Dose;284
BARBOSA;2° Dose;68
BARIRI;1° Dose;1937
BARIRI;2° Dose;395
BARRA BONITA;1° Dose;2191
BARRA BONITA;2° Dose;577
BARRA DO CHAPÉU;1° Dose;137
BARRA DO CHAPÉU;2° Dose;34
BARRA DO TURVO;1° Dose;598
BARRA DO TURVO;2° Dose;66
BARRETOS;1° Dose;8919
BARRETOS;2° Dose;2406
BARRINHA;1° Dose;859
BARRINHA;2° Dose;272
BARUERI;1° Dose;11131
BARUERI;2° Dose;3783
BASTOS;1° Dose;732
BASTOS;2° Dose;190
BATATAIS;1° Dose;2637
BATATAIS;2° Dose;639
BAURU;1° Dose;26849
BAURU;2° Dose;7996
BEBEDOURO;1° Dose;3840
BEBEDOURO;2° Dose;570
BENTO DE ABREU;1° Dose;110
BENTO DE ABREU;2° Dose;26
BERNARDINO DE CAMPOS;1° Dose;745
BERNARDINO DE CAMPOS;2° Dose;111
BERTIOGA;1° Dose;1823
BERTIOGA;2° Dose;787
BILAC;1° Dose;474
BILAC;2° Dose;145
BIRIGUI;1° Dose;3846
BIRIGUI;2° Dose;718
BIRITIBA MIRIM;1° Dose;699
BIRITIBA MIRIM;2° Dose;157
BOA ESPERANÇA DO SUL;1° Dose;450
BOA ESPERANÇA DO SUL;2° Dose;153
BOCAINA;1° Dose;432
BOCAINA;2° Dose;90
BOFETE;1° Dose;277
BOFETE;2° Dose;68
BOITUVA;1° Dose;1726
BOITUVA;2° Dose;455
BOM JESUS DOS PERDÕES;1° Dose;607
BOM JESUS DOS PERDÕES;2° Dose;173
BOM SUCESSO DE ITARARÉ;1° Dose;103
BOM SUCESSO DE ITARARÉ;2° Dose;24
BORÁ;1° Dose;60
BORACÉIA;1° Dose;201
BORACÉIA;2° Dose;48
BORBOREMA;1° Dose;667
BORBOREMA;2° Dose;195
BOREBI;1° Dose;86
BOREBI;2° Dose;39
BOTUCATU;1° Dose;11399
BOTUCATU;2° Dose;4443
BRAGANÇA PAULISTA;1° Dose;8086
BRAGANÇA PAULISTA;2° Dose;2267
BRAÚNA;1° Dose;290
BRAÚNA;2° Dose;123
BREJO ALEGRE;1° Dose;158
BREJO ALEGRE;2° Dose;46
BRODOWSKI;1° Dose;1039
BRODOWSKI;2° Dose;264
BROTAS;1° Dose;755
BROTAS;2° Dose;198
BURI;1° Dose;506
BURI;2° Dose;137
BURITAMA;1° Dose;615
BURITAMA;2° Dose;154
BURITIZAL;1° Dose;265
BURITIZAL;2° Dose;61
CABRÁLIA PAULISTA;1° Dose;190
CABRÁLIA PAULISTA;2° Dose;65
CABREÚVA;1° Dose;1356
CABREÚVA;2° Dose;24
CAÇAPAVA;1° Dose;3509
CAÇAPAVA;2° Dose;1140
CACHOEIRA PAULISTA;1° Dose;1507
CACHOEIRA PAULISTA;2° Dose;339
CACONDE;1° Dose;741
CACONDE;2° Dose;194
CAFELÂNDIA;1° Dose;751
CAFELÂNDIA;2° Dose;116
CAIABU;1° Dose;162
CAIABU;2° Dose;29
CAIEIRAS;1° Dose;3243
CAIEIRAS;2° Dose;970
CAIUÁ;1° Dose;255
CAIUÁ;2° Dose;76
CAJAMAR;1° Dose;1692
CAJAMAR;2° Dose;533
CAJATI;1° Dose;634
CAJATI;2° Dose;137
CAJOBI;1° Dose;545
CAJOBI;2° Dose;130
CAJURU;1° Dose;1158
CAJURU;2° Dose;234
CAMPINA DO MONTE ALEGRE;1° Dose;231
CAMPINA DO MONTE ALEGRE;2° Dose;29
CAMPINAS;1° Dose;62308
CAMPINAS;2° Dose;27657
CAMPO LIMPO PAULISTA;1° Dose;2042
CAMPO LIMPO PAULISTA;2° Dose;664
CAMPOS DO JORDÃO;1° Dose;1939
CAMPOS DO JORDÃO;2° Dose;587
CAMPOS NOVOS PAULISTA;1° Dose;167
CAMPOS NOVOS PAULISTA;2° Dose;36
CANANÉIA;1° Dose;520
CANANÉIA;2° Dose;122
CANAS;1° Dose;134
CANAS;2° Dose;39
CÂNDIDO MOTA;1° Dose;1314
CÂNDIDO MOTA;2° Dose;238
CÂNDIDO RODRIGUES;1° Dose;140
CÂNDIDO RODRIGUES;2° Dose;33
CANITAR;1° Dose;152
CANITAR;2° Dose;45
CAPÃO BONITO;1° Dose;1326
CAPÃO BONITO;2° Dose;334
CAPELA DO ALTO;1° Dose;392
CAPELA DO ALTO;2° Dose;125
CAPIVARI;1° Dose;2061
CAPIVARI;2° Dose;477
CARAGUATATUBA;1° Dose;4797
CARAGUATATUBA;2° Dose;1115
CARAPICUÍBA;1° Dose;9711
CARAPICUÍBA;2° Dose;1876
CARDOSO;1° Dose;498
CARDOSO;2° Dose;143
CASA BRANCA;1° Dose;1575
CASA BRANCA;2° Dose;520
CÁSSIA DOS COQUEIROS;1° Dose;137
CÁSSIA DOS COQUEIROS;2° Dose;23
CASTILHO;1° Dose;925
CASTILHO;2° Dose;311
CATANDUVA;1° Dose;9808
CATANDUVA;2° Dose;2949
CATIGUÁ;1° Dose;339
CATIGUÁ;2° Dose;28
CEDRAL;1° Dose;676
CEDRAL;2° Dose;230
CERQUEIRA CÉSAR;1° Dose;868
CERQUEIRA CÉSAR;2° Dose;170
CERQUILHO;1° Dose;1406
CERQUILHO;2° Dose;310
CESÁRIO LANGE;1° Dose;596
CESÁRIO LANGE;2° Dose;130
CHARQUEADA;1° Dose;469
CHARQUEADA;2° Dose;140
CHAVANTES;1° Dose;327
CHAVANTES;2° Dose;81
CLEMENTINA;1° Dose;219
CLEMENTINA;2° Dose;74
COLINA;1° Dose;687
COLINA;2° Dose;222
COLÔMBIA;1° Dose;312
COLÔMBIA;2° Dose;104
CONCHAL;1° Dose;708
CONCHAL;2° Dose;225
CONCHAS;1° Dose;687
CONCHAS;2° Dose;177
CORDEIRÓPOLIS;1° Dose;908
CORDEIRÓPOLIS;2° Dose;52
COROADOS;1° Dose;167
COROADOS;2° Dose;31
CORONEL MACEDO;1° Dose;224
CORONEL MACEDO;2° Dose;55
CORUMBATAÍ;1° Dose;143
CORUMBATAÍ;2° Dose;42
COSMÓPOLIS;1° Dose;1651
COSMÓPOLIS;2° Dose;404
COSMORAMA;1° Dose;409
COSMORAMA;2° Dose;75
COTIA;1° Dose;6336
COTIA;2° Dose;1292
CRAVINHOS;1° Dose;572
CRAVINHOS;2° Dose;96
CRISTAIS PAULISTA;1° Dose;288
CRISTAIS PAULISTA;2° Dose;72
CRUZÁLIA;1° Dose;118
CRUZÁLIA;2° Dose;23
