Ds Municipio Maiusc;Dose;Contagem de Id Vacinacao
ONDA VERDE;2° Dose;99
ORIENTE;1° Dose;545
ORIENTE;2° Dose;161
ORINDIÚVA;1° Dose;324
ORINDIÚVA;2° Dose;147
ORLÂNDIA;1° Dose;2161
ORLÂNDIA;2° Dose;736
OSASCO;1° Dose;34499
OSASCO;2° Dose;10885
OSCAR BRESSANE;1° Dose;245
OSCAR BRESSANE;2° Dose;69
OSVALDO CRUZ;1° Dose;2980
OSVALDO CRUZ;2° Dose;1171
OURINHOS;1° Dose;8522
OURINHOS;2° Dose;3128
OURO VERDE;1° Dose;797
OURO VERDE;2° Dose;297
OUROESTE;1° Dose;840
OUROESTE;2° Dose;331
PACAEMBU;1° Dose;956
PACAEMBU;2° Dose;272
PALESTINA;1° Dose;993
PALESTINA;2° Dose;398
PALMARES PAULISTA;1° Dose;463
PALMARES PAULISTA;2° Dose;177
PALMEIRA D'OESTE;1° Dose;976
PALMEIRA D'OESTE;2° Dose;317
PALMITAL;1° Dose;1835
PALMITAL;2° Dose;643
PANORAMA;1° Dose;928
PANORAMA;2° Dose;333
PARAGUAÇU PAULISTA;1° Dose;2452
PARAGUAÇU PAULISTA;2° Dose;1044
PARAIBUNA;1° Dose;1032
PARAIBUNA;2° Dose;421
PARAÍSO;1° Dose;529
PARAÍSO;2° Dose;214
PARANAPANEMA;1° Dose;1077
PARANAPANEMA;2° Dose;485
PARANAPUÃ;1° Dose;312
PARANAPUÃ;2° Dose;87
PARAPUÃ;1° Dose;915
PARAPUÃ;2° Dose;317
PARDINHO;1° Dose;508
PARDINHO;2° Dose;135
PARIQUERA-AÇU;1° Dose;2096
PARIQUERA-AÇU;2° Dose;852
PARISI;1° Dose;245
PARISI;2° Dose;82
PATROCÍNIO PAULISTA;1° Dose;981
PATROCÍNIO PAULISTA;2° Dose;400
PAULICÉIA;1° Dose;392
PAULICÉIA;2° Dose;122
PAULÍNIA;1° Dose;4836
PAULÍNIA;2° Dose;2041
PAULISTÂNIA;1° Dose;150
PAULISTÂNIA;2° Dose;53
PAULO DE FARIA;1° Dose;764
PAULO DE FARIA;2° Dose;348
PEDERNEIRAS;1° Dose;2763
PEDERNEIRAS;2° Dose;1012
PEDRA BELA;1° Dose;382
PEDRA BELA;2° Dose;110
PEDRANÓPOLIS;1° Dose;287
PEDRANÓPOLIS;2° Dose;99
PEDREGULHO;1° Dose;1046
PEDREGULHO;2° Dose;437
PEDREIRA;1° Dose;3310
PEDREIRA;2° Dose;1021
PEDRINHAS PAULISTA;1° Dose;235
PEDRINHAS PAULISTA;2° Dose;82
PEDRO DE TOLEDO;1° Dose;704
PEDRO DE TOLEDO;2° Dose;209
PENÁPOLIS;1° Dose;5113
PENÁPOLIS;2° Dose;2028
PEREIRA BARRETO;1° Dose;2046
PEREIRA BARRETO;2° Dose;731
PEREIRAS;1° Dose;504
PEREIRAS;2° Dose;155
PERUÍBE;1° Dose;3826
PERUÍBE;2° Dose;1386
PIACATU;1° Dose;430
PIACATU;2° Dose;159
PIEDADE;1° Dose;1885
PIEDADE;2° Dose;321
PILAR DO SUL;1° Dose;1719
PILAR DO SUL;2° Dose;607
PINDAMONHANGABA;1° Dose;8177
PINDAMONHANGABA;2° Dose;4035
PINDORAMA;1° Dose;1380
PINDORAMA;2° Dose;564
PINHALZINHO;1° Dose;1024
PINHALZINHO;2° Dose;291
PIQUEROBI;1° Dose;494
PIQUEROBI;2° Dose;182
PIQUETE;1° Dose;717
PIQUETE;2° Dose;245
PIRACAIA;1° Dose;1310
PIRACAIA;2° Dose;574
PIRACICABA;1° Dose;26346
PIRACICABA;2° Dose;11573
PIRAJU;1° Dose;2478
PIRAJU;2° Dose;926
PIRAJUÍ;1° Dose;1688
PIRAJUÍ;2° Dose;519
PIRANGI;1° Dose;932
PIRANGI;2° Dose;351
PIRAPORA DO BOM JESUS;1° Dose;892
PIRAPORA DO BOM JESUS;2° Dose;266
PIRAPOZINHO;1° Dose;1841
PIRAPOZINHO;2° Dose;573
PIRASSUNUNGA;1° Dose;6171
PIRASSUNUNGA;2° Dose;2293
PIRATININGA;1° Dose;1233
PIRATININGA;2° Dose;561
PITANGUEIRAS;1° Dose;1877
PITANGUEIRAS;2° Dose;859
PLANALTO;1° Dose;305
PLANALTO;2° Dose;114
PLATINA;1° Dose;207
PLATINA;2° Dose;62
POÁ;1° Dose;4768
POÁ;2° Dose;2473
POLONI;1° Dose;571
POLONI;2° Dose;176
POMPÉIA;1° Dose;1948
POMPÉIA;2° Dose;840
PONGAÍ;1° Dose;298
PONGAÍ;2° Dose;119
PONTAL;1° Dose;1808
PONTAL;2° Dose;742
PONTALINDA;1° Dose;226
PONTALINDA;2° Dose;57
PONTES GESTAL;1° Dose;205
PONTES GESTAL;2° Dose;63
POPULINA;1° Dose;455
POPULINA;2° Dose;161
PORANGABA;1° Dose;765
PORANGABA;2° Dose;162
PORTO FELIZ;1° Dose;2909
PORTO FELIZ;2° Dose;1153
PORTO FERREIRA;1° Dose;3770
PORTO FERREIRA;2° Dose;924
POTIM;1° Dose;970
POTIM;2° Dose;370
POTIRENDABA;1° Dose;1400
POTIRENDABA;2° Dose;437
PRACINHA;1° Dose;156
PRACINHA;2° Dose;73
PRADÓPOLIS;1° Dose;790
PRADÓPOLIS;2° Dose;273
PRAIA GRANDE;1° Dose;15783
PRAIA GRANDE;2° Dose;5492
PRATÂNIA;1° Dose;233
PRATÂNIA;2° Dose;95
PRESIDENTE ALVES;1° Dose;267
PRESIDENTE ALVES;2° Dose;67
PRESIDENTE BERNARDES;1° Dose;1619
PRESIDENTE BERNARDES;2° Dose;701
PRESIDENTE EPITÁCIO;1° Dose;2844
PRESIDENTE EPITÁCIO;2° Dose;978
PRESIDENTE PRUDENTE;1° Dose;21825
PRESIDENTE PRUDENTE;2° Dose;7719
PRESIDENTE VENCESLAU;1° Dose;3840
PRESIDENTE VENCESLAU;2° Dose;1401
PROMISSÃO;1° Dose;2564
PROMISSÃO;2° Dose;988
QUADRA;1° Dose;186
QUADRA;2° Dose;47
QUATÁ;1° Dose;1006
QUATÁ;2° Dose;419
QUEIROZ;1° Dose;211
QUEIROZ;2° Dose;95
QUELUZ;1° Dose;507
QUELUZ;2° Dose;197
QUINTANA;1° Dose;507
QUINTANA;2° Dose;210
RAFARD;1° Dose;375
RAFARD;2° Dose;123
RANCHARIA;1° Dose;2390
RANCHARIA;2° Dose;897
REDENÇÃO DA SERRA;1° Dose;284
REDENÇÃO DA SERRA;2° Dose;109
REGENTE FEIJÓ;1° Dose;1250
REGENTE FEIJÓ;2° Dose;446
REGINÓPOLIS;1° Dose;555
REGINÓPOLIS;2° Dose;192
REGISTRO;1° Dose;4157
REGISTRO;2° Dose;1857
RESTINGA;1° Dose;339
RESTINGA;2° Dose;165
RIBEIRA;1° Dose;271
RIBEIRA;2° Dose;87
RIBEIRÃO BONITO;1° Dose;810
RIBEIRÃO BONITO;2° Dose;315
RIBEIRÃO BRANCO;1° Dose;787
RIBEIRÃO BRANCO;2° Dose;280
RIBEIRÃO CORRENTE;1° Dose;212
RIBEIRÃO CORRENTE;2° Dose;90
RIBEIRÃO DO SUL;1° Dose;334
RIBEIRÃO DO SUL;2° Dose;134
RIBEIRÃO DOS ÍNDIOS;1° Dose;345
RIBEIRÃO DOS ÍNDIOS;2° Dose;121
RIBEIRÃO GRANDE;1° Dose;383
RIBEIRÃO GRANDE;2° Dose;119
RIBEIRÃO PIRES;1° Dose;8346
RIBEIRÃO PIRES;2° Dose;3300
RIBEIRÃO PRETO;1° Dose;50950
RIBEIRÃO PRETO;2° Dose;21818
RIFAINA;1° Dose;249
RIFAINA;2° Dose;59
RINCÃO;1° Dose;688
RINCÃO;2° Dose;235
RINÓPOLIS;1° Dose;435
RINÓPOLIS;2° Dose;273
RIO CLARO;1° Dose;17436
RIO CLARO;2° Dose;8242
RIO DAS PEDRAS;1° Dose;1581
RIO DAS PEDRAS;2° Dose;551
RIO GRANDE DA SERRA;1° Dose;1845
RIO GRANDE DA SERRA;2° Dose;549
RIOLÂNDIA;1° Dose;569
RIOLÂNDIA;2° Dose;191
RIVERSUL;1° Dose;355
RIVERSUL;2° Dose;92
ROSANA;1° Dose;1373
ROSANA;2° Dose;520
ROSEIRA;1° Dose;587
ROSEIRA;2° Dose;209
RUBIÁCEA;1° Dose;210
RUBIÁCEA;2° Dose;87
RUBINÉIA;1° Dose;290
RUBINÉIA;2° Dose;79
SABINO;1° Dose;309
SABINO;2° Dose;30
SAGRES;1° Dose;116
SAGRES;2° Dose;51
SALES;1° Dose;474
SALES;2° Dose;171
SALES OLIVEIRA;1° Dose;815
SALES OLIVEIRA;2° Dose;335
SALESÓPOLIS;1° Dose;807
SALESÓPOLIS;2° Dose;258
SALMOURÃO;1° Dose;389
SALMOURÃO;2° Dose;128
SALTINHO;1° Dose;476
SALTINHO;2° Dose;180
SALTO;1° Dose;5706
SALTO;2° Dose;3132
SALTO DE PIRAPORA;1° Dose;2645
SALTO DE PIRAPORA;2° Dose;908
SALTO GRANDE;1° Dose;387
SALTO GRANDE;2° Dose;57
SANDOVALINA;1° Dose;199
SANDOVALINA;2° Dose;92
SANTA ADÉLIA;1° Dose;1315
SANTA ADÉLIA;2° Dose;505
SANTA ALBERTINA;1° Dose;609
SANTA ALBERTINA;2° Dose;230
SANTA BÁRBARA D'OESTE;1° Dose;8624
SANTA BÁRBARA D'OESTE;2° Dose;3216
SANTA BRANCA;1° Dose;943
SANTA BRANCA;2° Dose;307
SANTA CLARA D'OESTE;1° Dose;184
SANTA CLARA D'OESTE;2° Dose;66
SANTA CRUZ DA CONCEIÇÃO;1° Dose;505
SANTA CRUZ DA CONCEIÇÃO;2° Dose;194
SANTA CRUZ DA ESPERANÇA;1° Dose;171
SANTA CRUZ DA ESPERANÇA;2° Dose;71
SANTA CRUZ DAS PALMEIRAS;1° Dose;1825
SANTA CRUZ DAS PALMEIRAS;2° Dose;762
SANTA CRUZ DO RIO PARDO;1° Dose;3835
SANTA CRUZ DO RIO PARDO;2° Dose;1427
SANTA ERNESTINA;1° Dose;311
SANTA ERNESTINA;2° Dose;104
SANTA FÉ DO SUL;1° Dose;3731
SANTA FÉ DO SUL;2° Dose;1230
SANTA GERTRUDES;1° Dose;822
SANTA GERTRUDES;2° Dose;472
SANTA ISABEL;1° Dose;2619
SANTA ISABEL;2° Dose;1145
SANTA LÚCIA;1° Dose;380
SANTA LÚCIA;2° Dose;86
SANTA MARIA DA SERRA;1° Dose;326
SANTA MARIA DA SERRA;2° Dose;139
SANTA MERCEDES;1° Dose;266
SANTA MERCEDES;2° Dose;101
SANTA RITA DO PASSA QUATRO;1° Dose;2815
SANTA RITA DO PASSA QUATRO;2° Dose;917
SANTA RITA D'OESTE;1° Dose;270
SANTA RITA D'OESTE;2° Dose;77
SANTA ROSA DE VITERBO;1° Dose;1508
SANTA ROSA DE VITERBO;2° Dose;381
SANTA SALETE;1° Dose;202
SANTA SALETE;2° Dose;82
SANTANA DA PONTE PENSA;1° Dose;162
SANTANA DA PONTE PENSA;2° Dose;44
SANTANA DE PARNAÍBA;1° Dose;5702
SANTANA DE PARNAÍBA;2° Dose;2310
SANTO ANASTÁCIO;1° Dose;1889
SANTO ANASTÁCIO;2° Dose;722
SANTO ANDRÉ;1° Dose;51349
SANTO ANDRÉ;2° Dose;12622
SANTO ANTÔNIO DA ALEGRIA;1° Dose;560
SANTO ANTÔNIO DA ALEGRIA;2° Dose;210
SANTO ANTÔNIO DE POSSE;1° Dose;1166
SANTO ANTÔNIO DE POSSE;2° Dose;351
SANTO ANTÔNIO DO ARACANGUÁ;1° Dose;515
SANTO ANTÔNIO DO ARACANGUÁ;2° Dose;153
SANTO ANTÔNIO DO JARDIM;1° Dose;508
SANTO ANTÔNIO DO JARDIM;2° Dose;149
SANTO ANTÔNIO DO PINHAL;1° Dose;431
SANTO ANTÔNIO DO PINHAL;2° Dose;183
SANTO EXPEDITO;1° Dose;272
SANTO EXPEDITO;2° Dose;118
SANTÓPOLIS DO AGUAPEÍ;1° Dose;290
SANTÓPOLIS DO AGUAPEÍ;2° Dose;92
SANTOS;1° Dose;54695
SANTOS;2° Dose;23325
SÃO BENTO DO SAPUCAÍ;1° Dose;732
SÃO BENTO DO SAPUCAÍ;2° Dose;317
SÃO BERNARDO DO CAMPO;1° Dose;55756
SÃO BERNARDO DO CAMPO;2° Dose;23633
SÃO CAETANO DO SUL;1° Dose;22639
SÃO CAETANO DO SUL;2° Dose;10117
SÃO CARLOS;1° Dose;20271
SÃO CARLOS;2° Dose;8219
SÃO FRANCISCO;1° Dose;292
SÃO FRANCISCO;2° Dose;87
SÃO JOÃO DA BOA VISTA;1° Dose;10123
SÃO JOÃO DA BOA VISTA;2° Dose;4354
SÃO JOÃO DAS DUAS PONTES;1° Dose;138
SÃO JOÃO DAS DUAS PONTES;2° Dose;24
SÃO JOÃO DE IRACEMA;1° Dose;170
SÃO JOÃO DE IRACEMA;2° Dose;58
SÃO JOÃO DO PAU D'ALHO;1° Dose;269
SÃO JOÃO DO PAU D'ALHO;2° Dose;79
SÃO JOAQUIM DA BARRA;1° Dose;3412
SÃO JOAQUIM DA BARRA;2° Dose;2098
SÃO JOSÉ DA BELA VISTA;1° Dose;437
SÃO JOSÉ DA BELA VISTA;2° Dose;175
SÃO JOSÉ DO BARREIRO;1° Dose;304
SÃO JOSÉ DO BARREIRO;2° Dose;104
SÃO JOSÉ DO RIO PARDO;1° Dose;4592
SÃO JOSÉ DO RIO PARDO;2° Dose;1341
SÃO JOSÉ DO RIO PRETO;1° Dose;44246
SÃO JOSÉ DO RIO PRETO;2° Dose;18845
SÃO JOSÉ DOS CAMPOS;1° Dose;44187
SÃO JOSÉ DOS CAMPOS;2° Dose;19894
SÃO LOURENÇO DA SERRA;1° Dose;485
SÃO LOURENÇO DA SERRA;2° Dose;161
SÃO LUIZ DO PARAITINGA;1° Dose;812
SÃO LUIZ DO PARAITINGA;2° Dose;273
SÃO MANUEL;1° Dose;2470
SÃO MANUEL;2° Dose;792
SÃO MIGUEL ARCANJO;1° Dose;1870
SÃO MIGUEL ARCANJO;2° Dose;665
SÃO PAULO;1° Dose;891308
SÃO PAULO;2° Dose;316686
SÃO PEDRO;1° Dose;2225
SÃO PEDRO;2° Dose;727
SÃO PEDRO DO TURVO;1° Dose;445
SÃO PEDRO DO TURVO;2° Dose;113
SÃO ROQUE;1° Dose;5589
SÃO ROQUE;2° Dose;1609
SÃO SEBASTIÃO;1° Dose;4111
SÃO SEBASTIÃO;2° Dose;1819
SÃO SEBASTIÃO DA GRAMA;1° Dose;878
SÃO SEBASTIÃO DA GRAMA;2° Dose;352
SÃO SIMÃO;1° Dose;981
SÃO SIMÃO;2° Dose;241
SÃO VICENTE;1° Dose;18378
SÃO VICENTE;2° Dose;6246
SARAPUÍ;1° Dose;550
SARAPUÍ;2° Dose;131
SARUTAIÁ;1° Dose;327
SARUTAIÁ;2° Dose;134
SEBASTIANÓPOLIS DO SUL;1° Dose;296
SEBASTIANÓPOLIS DO SUL;2° Dose;97
SERRA AZUL;1° Dose;730
SERRA AZUL;2° Dose;295
SERRA NEGRA;1° Dose;2430
SERRA NEGRA;2° Dose;855
SERRANA;1° Dose;1759
SERRANA;2° Dose;515
SERTÃOZINHO;1° Dose;7638
SERTÃOZINHO;2° Dose;3101
SETE BARRAS;1° Dose;758
SETE BARRAS;2° Dose;230
SEVERÍNIA;1° Dose;825
SEVERÍNIA;2° Dose;349
SILVEIRAS;1° Dose;407
SILVEIRAS;2° Dose;172
SOCORRO;1° Dose;3296
SOCORRO;2° Dose;905
SOROCABA;1° Dose;31570
SOROCABA;2° Dose;11658
SUD MENNUCCI;1° Dose;685
SUD MENNUCCI;2° Dose;255
SUMARÉ;1° Dose;12567
SUMARÉ;2° Dose;5358
SUZANÁPOLIS;1° Dose;261
SUZANÁPOLIS;2° Dose;77
SUZANO;1° Dose;13900
SUZANO;2° Dose;6143
TABAPUÃ;1° Dose;1015
TABAPUÃ;2° Dose;402
TABATINGA;1° Dose;1013
TABATINGA;2° Dose;338
TABOÃO DA SERRA;1° Dose;16108
TABOÃO DA SERRA;2° Dose;5399
TACIBA;1° Dose;420
TACIBA;2° Dose;135
TAGUAÍ;1° Dose;756
TAGUAÍ;2° Dose;230
TAIAÇU;1° Dose;555
TAIAÇU;2° Dose;214
TAIÚVA;1° Dose;600
TAIÚVA;2° Dose;221
TAMBAÚ;1° Dose;1551
TAMBAÚ;2° Dose;618
TANABI;1° Dose;2322
TANABI;2° Dose;881
TAPIRAÍ;1° Dose;516
TAPIRAÍ;2° Dose;180
TAPIRATIBA;1° Dose;957
TAPIRATIBA;2° Dose;378
TAQUARAL;1° Dose;106
TAQUARAL;2° Dose;36
TAQUARITINGA;1° Dose;4596
TAQUARITINGA;2° Dose;1942
TAQUARITUBA;1° Dose;1726
TAQUARITUBA;2° Dose;702
TAQUARIVAÍ;1° Dose;226
TAQUARIVAÍ;2° Dose;81
TARABAI;1° Dose;468
TARABAI;2° Dose;179
TARUMÃ;1° Dose;725
TARUMÃ;2° Dose;309
TATUÍ;1° Dose;8377
TATUÍ;2° Dose;3441
TAUBATÉ;1° Dose;20209
TAUBATÉ;2° Dose;4842
TEJUPÁ;1° Dose;233
TEJUPÁ;2° Dose;68
TEODORO SAMPAIO;1° Dose;1371
TEODORO SAMPAIO;2° Dose;528
TERRA ROXA;1° Dose;763
TERRA ROXA;2° Dose;299
TIETÊ;1° Dose;2860
TIETÊ;2° Dose;1143
TIMBURI;1° Dose;257
TIMBURI;2° Dose;97
TORRE DE PEDRA;1° Dose;254
TORRE DE PEDRA;2° Dose;92
TORRINHA;1° Dose;821
TORRINHA;2° Dose;362
TRABIJU;1° Dose;144
TRABIJU;2° Dose;35
TREMEMBÉ;1° Dose;3435
TREMEMBÉ;2° Dose;1661
TRÊS FRONTEIRAS;1° Dose;543
TRÊS FRONTEIRAS;2° Dose;178
TUIUTI;1° Dose;489
TUIUTI;2° Dose;114
TUPÃ;1° Dose;6420
TUPÃ;2° Dose;2216
TUPI PAULISTA;1° Dose;1729
TUPI PAULISTA;2° Dose;564
TURIÚBA;1° Dose;205
TURIÚBA;2° Dose;79
TURMALINA;1° Dose;272
TURMALINA;2° Dose;90
UBARANA;1° Dose;297
UBARANA;2° Dose;106
UBATUBA;1° Dose;4693
UBATUBA;2° Dose;1961
UBIRAJARA;1° Dose;370
UBIRAJARA;2° Dose;133
UCHOA;1° Dose;1032
UCHOA;2° Dose;363
UNIÃO PAULISTA;1° Dose;159
UNIÃO PAULISTA;2° Dose;57
URÂNIA;1° Dose;945
URÂNIA;2° Dose;417
URU;1° Dose;155
URU;2° Dose;40
URUPÊS;1° Dose;1167
URUPÊS;2° Dose;370
VALENTIM GENTIL;1° Dose;732
VALENTIM GENTIL;2° Dose;272
VALINHOS;1° Dose;7267
VALINHOS;2° Dose;2406
VALPARAÍSO;1° Dose;1630
VALPARAÍSO;2° Dose;649
VARGEM;1° Dose;583
VARGEM;2° Dose;90
VARGEM GRANDE DO SUL;1° Dose;3868
VARGEM GRANDE DO SUL;2° Dose;1225
VARGEM GRANDE PAULISTA;1° Dose;2289
VARGEM GRANDE PAULISTA;2° Dose;959
VÁRZEA PAULISTA;1° Dose;3739
VÁRZEA PAULISTA;2° Dose;1373
VERA CRUZ;1° Dose;944
VERA CRUZ;2° Dose;298
VINHEDO;1° Dose;4410
VINHEDO;2° Dose;1444
VIRADOURO;1° Dose;1211
VIRADOURO;2° Dose;370
VISTA ALEGRE DO ALTO;1° Dose;463
VISTA ALEGRE DO ALTO;2° Dose;168
VITÓRIA BRASIL;1° Dose;160
VITÓRIA BRASIL;2° Dose;55
VOTORANTIM;1° Dose;4286
VOTORANTIM;2° Dose;1573
VOTUPORANGA;1° Dose;9881
VOTUPORANGA;2° Dose;4130
ZACARIAS;1° Dose;170
ZACARIAS;2° Dose;49
