Ds Municipio Maiusc;Dose;Contagem de Id Vacinacao
ARAPEÍ;2° Dose;71
ARARAQUARA;1° Dose;22000
ARARAQUARA;2° Dose;10031
ARARAS;1° Dose;10095
ARARAS;2° Dose;3959
ARCO-ÍRIS;1° Dose;319
ARCO-ÍRIS;2° Dose;206
AREALVA;1° Dose;664
AREALVA;2° Dose;226
AREIAS;1° Dose;166
AREIAS;2° Dose;51
AREIÓPOLIS;1° Dose;459
AREIÓPOLIS;2° Dose;209
ARIRANHA;1° Dose;689
ARIRANHA;2° Dose;312
ARTUR NOGUEIRA;1° Dose;2765
ARTUR NOGUEIRA;2° Dose;1001
ARUJÁ;1° Dose;3601
ARUJÁ;2° Dose;1329
ASPÁSIA;1° Dose;169
ASPÁSIA;2° Dose;70
ASSIS;1° Dose;9067
ASSIS;2° Dose;3825
ATIBAIA;1° Dose;11556
ATIBAIA;2° Dose;4850
AURIFLAMA;1° Dose;1064
AURIFLAMA;2° Dose;379
AVAÍ;1° Dose;676
AVAÍ;2° Dose;483
AVANHANDAVA;1° Dose;673
AVANHANDAVA;2° Dose;228
AVARÉ;1° Dose;6817
AVARÉ;2° Dose;2885
BADY BASSITT;1° Dose;1204
BADY BASSITT;2° Dose;602
BALBINOS;1° Dose;187
BALBINOS;2° Dose;65
BÁLSAMO;1° Dose;766
BÁLSAMO;2° Dose;309
BANANAL;1° Dose;887
BANANAL;2° Dose;317
BARÃO DE ANTONINA;1° Dose;290
BARÃO DE ANTONINA;2° Dose;134
BARBOSA;1° Dose;416
BARBOSA;2° Dose;201
BARIRI;1° Dose;2746
BARIRI;2° Dose;1016
BARRA BONITA;1° Dose;3035
BARRA BONITA;2° Dose;1230
BARRA DO CHAPÉU;1° Dose;241
BARRA DO CHAPÉU;2° Dose;57
BARRA DO TURVO;1° Dose;814
BARRA DO TURVO;2° Dose;489
BARRETOS;1° Dose;12211
BARRETOS;2° Dose;5621
BARRINHA;1° Dose;1349
BARRINHA;2° Dose;475
BARUERI;1° Dose;16364
BARUERI;2° Dose;6386
BASTOS;1° Dose;1457
BASTOS;2° Dose;531
BATATAIS;1° Dose;3326
BATATAIS;2° Dose;1311
BAURU;1° Dose;36810
BAURU;2° Dose;16378
BEBEDOURO;1° Dose;5489
BEBEDOURO;2° Dose;1350
BENTO DE ABREU;1° Dose;185
BENTO DE ABREU;2° Dose;57
BERNARDINO DE CAMPOS;1° Dose;963
BERNARDINO DE CAMPOS;2° Dose;404
BERTIOGA;1° Dose;2798
BERTIOGA;2° Dose;1191
BILAC;1° Dose;808
BILAC;2° Dose;296
BIRIGUI;1° Dose;6687
BIRIGUI;2° Dose;1576
BIRITIBA MIRIM;1° Dose;1431
BIRITIBA MIRIM;2° Dose;416
BOA ESPERANÇA DO SUL;1° Dose;696
BOA ESPERANÇA DO SUL;2° Dose;266
BOCAINA;1° Dose;780
BOCAINA;2° Dose;322
BOFETE;1° Dose;574
BOFETE;2° Dose;168
BOITUVA;1° Dose;2540
BOITUVA;2° Dose;939
BOM JESUS DOS PERDÕES;1° Dose;1124
BOM JESUS DOS PERDÕES;2° Dose;279
BOM SUCESSO DE ITARARÉ;1° Dose;183
BOM SUCESSO DE ITARARÉ;2° Dose;63
BORÁ;1° Dose;94
BORÁ;2° Dose;38
BORACÉIA;1° Dose;323
BORACÉIA;2° Dose;96
BORBOREMA;1° Dose;1160
BORBOREMA;2° Dose;332
BOREBI;1° Dose;149
BOREBI;2° Dose;40
BOTUCATU;1° Dose;15773
BOTUCATU;2° Dose;6230
BRAGANÇA PAULISTA;1° Dose;12308
BRAGANÇA PAULISTA;2° Dose;4521
BRAÚNA;1° Dose;516
BRAÚNA;2° Dose;248
BREJO ALEGRE;1° Dose;278
BREJO ALEGRE;2° Dose;47
BRODOWSKI;1° Dose;1630
BRODOWSKI;2° Dose;693
BROTAS;1° Dose;1348
BROTAS;2° Dose;562
BURI;1° Dose;810
BURI;2° Dose;237
BURITAMA;1° Dose;1051
BURITAMA;2° Dose;454
BURITIZAL;1° Dose;404
BURITIZAL;2° Dose;160
CABRÁLIA PAULISTA;1° Dose;321
CABRÁLIA PAULISTA;2° Dose;119
CABREÚVA;1° Dose;1641
CABREÚVA;2° Dose;432
CAÇAPAVA;1° Dose;4953
CAÇAPAVA;2° Dose;2117
CACHOEIRA PAULISTA;1° Dose;2125
CACHOEIRA PAULISTA;2° Dose;760
CACONDE;1° Dose;1081
CACONDE;2° Dose;215
CAFELÂNDIA;1° Dose;845
CAFELÂNDIA;2° Dose;129
CAIABU;1° Dose;300
CAIABU;2° Dose;111
CAIEIRAS;1° Dose;4608
CAIEIRAS;2° Dose;1890
CAIUÁ;1° Dose;367
CAIUÁ;2° Dose;161
CAJAMAR;1° Dose;2828
CAJAMAR;2° Dose;710
CAJATI;1° Dose;1316
CAJATI;2° Dose;381
CAJOBI;1° Dose;821
CAJOBI;2° Dose;329
CAJURU;1° Dose;1847
CAJURU;2° Dose;698
CAMPINA DO MONTE ALEGRE;1° Dose;390
CAMPINA DO MONTE ALEGRE;2° Dose;107
CAMPINAS;1° Dose;103251
CAMPINAS;2° Dose;39883
CAMPO LIMPO PAULISTA;1° Dose;2906
CAMPO LIMPO PAULISTA;2° Dose;1357
CAMPOS DO JORDÃO;1° Dose;2844
CAMPOS DO JORDÃO;2° Dose;1311
CAMPOS NOVOS PAULISTA;1° Dose;348
CAMPOS NOVOS PAULISTA;2° Dose;92
CANANÉIA;1° Dose;749
CANANÉIA;2° Dose;316
CANAS;1° Dose;217
CANAS;2° Dose;95
CÂNDIDO MOTA;1° Dose;2045
CÂNDIDO MOTA;2° Dose;760
CÂNDIDO RODRIGUES;1° Dose;288
CÂNDIDO RODRIGUES;2° Dose;104
CANITAR;1° Dose;215
CANITAR;2° Dose;74
CAPÃO BONITO;1° Dose;2567
CAPÃO BONITO;2° Dose;841
CAPELA DO ALTO;1° Dose;727
CAPELA DO ALTO;2° Dose;258
CAPIVARI;1° Dose;3122
CAPIVARI;2° Dose;1152
CARAGUATATUBA;1° Dose;7817
CARAGUATATUBA;2° Dose;2845
CARAPICUÍBA;1° Dose;13247
CARAPICUÍBA;2° Dose;4704
CARDOSO;1° Dose;915
CARDOSO;2° Dose;340
CASA BRANCA;1° Dose;2384
CASA BRANCA;2° Dose;1022
CÁSSIA DOS COQUEIROS;1° Dose;252
CÁSSIA DOS COQUEIROS;2° Dose;74
CASTILHO;1° Dose;1401
CASTILHO;2° Dose;585
CATANDUVA;1° Dose;13284
CATANDUVA;2° Dose;5857
CATIGUÁ;1° Dose;593
CATIGUÁ;2° Dose;94
CEDRAL;1° Dose;941
CEDRAL;2° Dose;441
CERQUEIRA CÉSAR;1° Dose;1372
CERQUEIRA CÉSAR;2° Dose;529
CERQUILHO;1° Dose;1807
CERQUILHO;2° Dose;476
CESÁRIO LANGE;1° Dose;952
CESÁRIO LANGE;2° Dose;357
CHARQUEADA;1° Dose;796
CHARQUEADA;2° Dose;267
CHAVANTES;1° Dose;478
CHAVANTES;2° Dose;212
CLEMENTINA;1° Dose;446
CLEMENTINA;2° Dose;168
COLINA;1° Dose;838
COLINA;2° Dose;292
COLÔMBIA;1° Dose;428
COLÔMBIA;2° Dose;207
CONCHAL;1° Dose;1308
CONCHAL;2° Dose;483
CONCHAS;1° Dose;1215
CONCHAS;2° Dose;353
CORDEIRÓPOLIS;1° Dose;1468
CORDEIRÓPOLIS;2° Dose;323
COROADOS;1° Dose;338
COROADOS;2° Dose;102
CORONEL MACEDO;1° Dose;364
CORONEL MACEDO;2° Dose;133
CORUMBATAÍ;1° Dose;245
CORUMBATAÍ;2° Dose;110
COSMÓPOLIS;1° Dose;2469
COSMÓPOLIS;2° Dose;883
COSMORAMA;1° Dose;695
COSMORAMA;2° Dose;230
COTIA;1° Dose;9362
COTIA;2° Dose;3968
CRAVINHOS;1° Dose;1611
CRAVINHOS;2° Dose;575
CRISTAIS PAULISTA;1° Dose;517
CRISTAIS PAULISTA;2° Dose;219
CRUZÁLIA;1° Dose;185
CRUZÁLIA;2° Dose;52
CRUZEIRO;1° Dose;4846
CRUZEIRO;2° Dose;1934
CUBATÃO;1° Dose;6316
CUBATÃO;2° Dose;1803
CUNHA;1° Dose;1521
CUNHA;2° Dose;427
DESCALVADO;1° Dose;3019
DESCALVADO;2° Dose;1165
DIADEMA;1° Dose;18067
DIADEMA;2° Dose;6198
DIRCE REIS;1° Dose;175
DIRCE REIS;2° Dose;45
DIVINOLÂNDIA;1° Dose;1369
DIVINOLÂNDIA;2° Dose;487
DOBRADA;1° Dose;377
DOBRADA;2° Dose;126
DOIS CÓRREGOS;1° Dose;1833
DOIS CÓRREGOS;2° Dose;759
DOLCINÓPOLIS;1° Dose;211
DOLCINÓPOLIS;2° Dose;53
DOURADO;1° Dose;650
DOURADO;2° Dose;283
DRACENA;1° Dose;5188
DRACENA;2° Dose;2051
DUARTINA;1° Dose;1191
DUARTINA;2° Dose;463
DUMONT;1° Dose;506
DUMONT;2° Dose;173
ECHAPORÃ;1° Dose;491
ECHAPORÃ;2° Dose;168
ELDORADO;1° Dose;1803
ELDORADO;2° Dose;1361
ELIAS FAUSTO;1° Dose;789
ELIAS FAUSTO;2° Dose;259
ELISIÁRIO;1° Dose;255
ELISIÁRIO;2° Dose;99
EMBAÚBA;1° Dose;215
EMBAÚBA;2° Dose;66
EMBU DAS ARTES;1° Dose;8724
EMBU DAS ARTES;2° Dose;3362
EMBU-GUAÇU;1° Dose;3620
EMBU-GUAÇU;2° Dose;1326
EMILIANÓPOLIS;1° Dose;286
EMILIANÓPOLIS;2° Dose;99
ENGENHEIRO COELHO;1° Dose;832
ENGENHEIRO COELHO;2° Dose;359
ESPÍRITO SANTO DO PINHAL;1° Dose;3505
ESPÍRITO SANTO DO PINHAL;2° Dose;1576
ESPÍRITO SANTO DO TURVO;1° Dose;211
ESPÍRITO SANTO DO TURVO;2° Dose;80
ESTIVA GERBI;1° Dose;398
ESTIVA GERBI;2° Dose;143
ESTRELA DO NORTE;1° Dose;176
ESTRELA DO NORTE;2° Dose;69
ESTRELA D'OESTE;1° Dose;831
ESTRELA D'OESTE;2° Dose;314
EUCLIDES DA CUNHA PAULISTA;1° Dose;540
EUCLIDES DA CUNHA PAULISTA;2° Dose;201
FARTURA;1° Dose;1233
FARTURA;2° Dose;500
FERNANDO PRESTES;1° Dose;600
FERNANDO PRESTES;2° Dose;204
FERNANDÓPOLIS;1° Dose;7984
FERNANDÓPOLIS;2° Dose;2988
FERNÃO;1° Dose;179
FERNÃO;2° Dose;58
FERRAZ DE VASCONCELOS;1° Dose;6593
FERRAZ DE VASCONCELOS;2° Dose;2999
FLORA RICA;1° Dose;278
FLORA RICA;2° Dose;96
FLOREAL;1° Dose;381
FLOREAL;2° Dose;111
FLÓRIDA PAULISTA;1° Dose;961
FLÓRIDA PAULISTA;2° Dose;373
FLORÍNEA;1° Dose;259
FLORÍNEA;2° Dose;114
FRANCA;1° Dose;18092
FRANCA;2° Dose;6852
FRANCISCO MORATO;1° Dose;5225
FRANCISCO MORATO;2° Dose;2552
FRANCO DA ROCHA;1° Dose;7828
FRANCO DA ROCHA;2° Dose;3254
GABRIEL MONTEIRO;1° Dose;204
GABRIEL MONTEIRO;2° Dose;48
GÁLIA;1° Dose;611
GÁLIA;2° Dose;306
GARÇA;1° Dose;3524
GARÇA;2° Dose;1429
GASTÃO VIDIGAL;1° Dose;319
GASTÃO VIDIGAL;2° Dose;107
GAVIÃO PEIXOTO;1° Dose;311
GAVIÃO PEIXOTO;2° Dose;102
GENERAL SALGADO;1° Dose;1066
GENERAL SALGADO;2° Dose;439
GETULINA;1° Dose;738
GETULINA;2° Dose;254
GLICÉRIO;1° Dose;307
GLICÉRIO;2° Dose;139
GUAIÇARA;1° Dose;622
GUAIÇARA;2° Dose;183
GUAIMBÊ;1° Dose;442
GUAIMBÊ;2° Dose;171
GUAÍRA;1° Dose;2531
GUAÍRA;2° Dose;951
GUAPIAÇU;1° Dose;1124
GUAPIAÇU;2° Dose;335
GUAPIARA;1° Dose;907
GUAPIARA;2° Dose;259
GUARÁ;1° Dose;1456
GUARÁ;2° Dose;626
GUARAÇAÍ;1° Dose;795
GUARAÇAÍ;2° Dose;292
GUARACI;1° Dose;758
GUARACI;2° Dose;288
GUARANI D'OESTE;1° Dose;175
GUARANI D'OESTE;2° Dose;56
GUARANTÃ;1° Dose;461
GUARANTÃ;2° Dose;169
GUARARAPES;1° Dose;2409
GUARARAPES;2° Dose;790
GUARAREMA;1° Dose;1705
GUARAREMA;2° Dose;724
GUARATINGUETÁ;1° Dose;8311
GUARATINGUETÁ;2° Dose;3374
GUAREÍ;1° Dose;722
GUAREÍ;2° Dose;258
GUARIBA;1° Dose;1667
GUARIBA;2° Dose;669
GUARUJÁ;1° Dose;15856
GUARUJÁ;2° Dose;3647
GUARULHOS;1° Dose;52078
GUARULHOS;2° Dose;25587
GUATAPARÁ;1° Dose;405
GUATAPARÁ;2° Dose;136
GUZOLÂNDIA;1° Dose;310
GUZOLÂNDIA;2° Dose;86
HERCULÂNDIA;1° Dose;630
HERCULÂNDIA;2° Dose;182
HOLAMBRA;1° Dose;767
HOLAMBRA;2° Dose;302
HORTOLÂNDIA;1° Dose;9314
HORTOLÂNDIA;2° Dose;3174
IACANGA;1° Dose;792
IACANGA;2° Dose;292
IACRI;1° Dose;442
IACRI;2° Dose;191
IARAS;1° Dose;332
IARAS;2° Dose;134
IBATÉ;1° Dose;1568
IBATÉ;2° Dose;518
IBIRÁ;1° Dose;958
IBIRÁ;2° Dose;337
IBIRAREMA;1° Dose;564
IBIRAREMA;2° Dose;230
IBITINGA;1° Dose;4295
IBITINGA;2° Dose;1668
IBIÚNA;1° Dose;4163
IBIÚNA;2° Dose;1332
ICÉM;1° Dose;610
ICÉM;2° Dose;231
IEPÊ;1° Dose;732
IEPÊ;2° Dose;293
IGARAÇU DO TIETÊ;1° Dose;949
IGARAÇU DO TIETÊ;2° Dose;302
IGARAPAVA;1° Dose;1917
IGARAPAVA;2° Dose;741
IGARATÁ;1° Dose;674
IGARATÁ;2° Dose;235
IGUAPE;1° Dose;2066
IGUAPE;2° Dose;727
ILHA COMPRIDA;1° Dose;721
ILHA COMPRIDA;2° Dose;212
ILHA SOLTEIRA;1° Dose;2099
ILHA SOLTEIRA;2° Dose;862
ILHABELA;1° Dose;1934
ILHABELA;2° Dose;924
INDAIATUBA;1° Dose;14567
INDAIATUBA;2° Dose;6097
INDIANA;1° Dose;389
INDIANA;2° Dose;146
INDIAPORÃ;1° Dose;495
INDIAPORÃ;2° Dose;156
INÚBIA PAULISTA;1° Dose;323
INÚBIA PAULISTA;2° Dose;134
IPAUSSU;1° Dose;940
IPAUSSU;2° Dose;356
IPERÓ;1° Dose;1221
IPERÓ;2° Dose;387
IPEÚNA;1° Dose;325
IPEÚNA;2° Dose;116
IPIGUÁ;1° Dose;348
IPIGUÁ;2° Dose;110
IPORANGA;1° Dose;539
IPORANGA;2° Dose;356
IPUÃ;1° Dose;866
IPUÃ;2° Dose;343
IRACEMÁPOLIS;1° Dose;1277
IRACEMÁPOLIS;2° Dose;514
IRAPUÃ;1° Dose;541
IRAPUÃ;2° Dose;218
IRAPURU;1° Dose;593
IRAPURU;2° Dose;184
ITABERÁ;1° Dose;1148
ITABERÁ;2° Dose;357
ITAÍ;1° Dose;1350
ITAÍ;2° Dose;463
ITAJOBI;1° Dose;1279
ITAJOBI;2° Dose;416
ITAJU;1° Dose;257
ITAJU;2° Dose;66
ITANHAÉM;1° Dose;6544
ITANHAÉM;2° Dose;2451
ITAOCA;1° Dose;336
ITAOCA;2° Dose;195
ITAPECERICA DA SERRA;1° Dose;6834
ITAPECERICA DA SERRA;2° Dose;3269
ITAPETININGA;1° Dose;11611
ITAPETININGA;2° Dose;4811
ITAPEVA;1° Dose;5848
ITAPEVA;2° Dose;2343
ITAPEVI;1° Dose;6983
ITAPEVI;2° Dose;2630
ITAPIRA;1° Dose;4213
ITAPIRA;2° Dose;1597
ITAPIRAPUÃ PAULISTA;1° Dose;214
ITAPIRAPUÃ PAULISTA;2° Dose;68
ITÁPOLIS;1° Dose;3445
ITÁPOLIS;2° Dose;1105
ITAPORANGA;1° Dose;1078
ITAPORANGA;2° Dose;386
ITAPUÍ;1° Dose;814
ITAPUÍ;2° Dose;319
ITAPURA;1° Dose;325
ITAPURA;2° Dose;122
ITAQUAQUECETUBA;1° Dose;7043
ITAQUAQUECETUBA;2° Dose;3093
ITARARÉ;1° Dose;2549
ITARARÉ;2° Dose;811
ITARIRI;1° Dose;879
ITARIRI;2° Dose;294
ITATIBA;1° Dose;6345
ITATIBA;2° Dose;2864
ITATINGA;1° Dose;973
ITATINGA;2° Dose;276
ITIRAPINA;1° Dose;975
ITIRAPINA;2° Dose;470
ITIRAPUÃ;1° Dose;463
ITIRAPUÃ;2° Dose;141
ITOBI;1° Dose;509
ITOBI;2° Dose;207
ITU;1° Dose;9779
ITU;2° Dose;3774
ITUPEVA;1° Dose;1926
ITUPEVA;2° Dose;766
ITUVERAVA;1° Dose;2500
ITUVERAVA;2° Dose;1240
JABORANDI;1° Dose;515
JABORANDI;2° Dose;178
JABOTICABAL;1° Dose;5567
JABOTICABAL;2° Dose;1980
JACAREÍ;1° Dose;15714
JACAREÍ;2° Dose;5766
JACI;1° Dose;638
JACI;2° Dose;341
JACUPIRANGA;1° Dose;918
JACUPIRANGA;2° Dose;325
JAGUARIÚNA;1° Dose;2859
JAGUARIÚNA;2° Dose;614
JALES;1° Dose;4962
JALES;2° Dose;2044
JAMBEIRO;1° Dose;258
JAMBEIRO;2° Dose;138
JANDIRA;1° Dose;3305
JANDIRA;2° Dose;1084
JARDINÓPOLIS;1° Dose;2128
JARDINÓPOLIS;2° Dose;771
JARINU;1° Dose;1533
JARINU;2° Dose;488
JAÚ;1° Dose;11937
JAÚ;2° Dose;4841
JERIQUARA;1° Dose;238
JERIQUARA;2° Dose;86
JOANÓPOLIS;1° Dose;959
JOANÓPOLIS;2° Dose;313
JOÃO RAMALHO;1° Dose;224
JOÃO RAMALHO;2° Dose;71
JOSÉ BONIFÁCIO;1° Dose;2495
JOSÉ BONIFÁCIO;2° Dose;925
JÚLIO MESQUITA;1° Dose;127
JÚLIO MESQUITA;2° Dose;73
JUMIRIM;1° Dose;205
JUMIRIM;2° Dose;65
JUNDIAÍ;1° Dose;24918
JUNDIAÍ;2° Dose;10494
JUNQUEIRÓPOLIS;1° Dose;1788
JUNQUEIRÓPOLIS;2° Dose;723
JUQUIÁ;1° Dose;1007
JUQUIÁ;2° Dose;250
JUQUITIBA;1° Dose;1801
JUQUITIBA;2° Dose;568
LAGOINHA;1° Dose;456
LAGOINHA;2° Dose;175
LARANJAL PAULISTA;1° Dose;2070
LARANJAL PAULISTA;2° Dose;783
LAVÍNIA;1° Dose;445
LAVÍNIA;2° Dose;123
LAVRINHAS;1° Dose;281
LAVRINHAS;2° Dose;91
LEME;1° Dose;6346
LEME;2° Dose;2660
LENÇÓIS PAULISTA;1° Dose;3910
LENÇÓIS PAULISTA;2° Dose;1552
LIMEIRA;1° Dose;14396
LIMEIRA;2° Dose;2280
LINDÓIA;1° Dose;547
LINDÓIA;2° Dose;206
LINS;1° Dose;7270
LINS;2° Dose;3151
LORENA;1° Dose;5566
LORENA;2° Dose;2216
LOURDES;1° Dose;235
LOURDES;2° Dose;94
LOUVEIRA;1° Dose;1969
LOUVEIRA;2° Dose;897
LUCÉLIA;1° Dose;1657
LUCÉLIA;2° Dose;591
LUCIANÓPOLIS;1° Dose;160
LUCIANÓPOLIS;2° Dose;61
LUÍS ANTÔNIO;1° Dose;598
LUÍS ANTÔNIO;2° Dose;267
LUIZIÂNIA;1° Dose;338
LUIZIÂNIA;2° Dose;104
LUPÉRCIO;1° Dose;297
LUPÉRCIO;2° Dose;105
LUTÉCIA;1° Dose;201
LUTÉCIA;2° Dose;88
MACATUBA;1° Dose;1172
MACATUBA;2° Dose;486
MACAUBAL;1° Dose;753
MACAUBAL;2° Dose;275
MACEDÔNIA;1° Dose;212
MACEDÔNIA;2° Dose;62
MAGDA;1° Dose;317
MAGDA;2° Dose;118
MAIRINQUE;1° Dose;2401
MAIRINQUE;2° Dose;865
MAIRIPORÃ;1° Dose;4142
MAIRIPORÃ;2° Dose;1623
MANDURI;1° Dose;702
MANDURI;2° Dose;221
MARABÁ PAULISTA;1° Dose;273
MARABÁ PAULISTA;2° Dose;83
MARACAÍ;1° Dose;885
MARACAÍ;2° Dose;293
MARAPOAMA;1° Dose;241
MARAPOAMA;2° Dose;92
MARIÁPOLIS;1° Dose;278
MARIÁPOLIS;2° Dose;96
MARÍLIA;1° Dose;19253
MARÍLIA;2° Dose;9641
MARINÓPOLIS;1° Dose;222
MARINÓPOLIS;2° Dose;88
MARTINÓPOLIS;1° Dose;1801
MARTINÓPOLIS;2° Dose;618
MATÃO;1° Dose;5173
MATÃO;2° Dose;2158
MAUÁ;1° Dose;18825
MAUÁ;2° Dose;7711
MENDONÇA;1° Dose;359
MENDONÇA;2° Dose;216
MERIDIANO;1° Dose;376
MERIDIANO;2° Dose;125
MESÓPOLIS;1° Dose;133
MESÓPOLIS;2° Dose;58
MIGUELÓPOLIS;1° Dose;1467
MIGUELÓPOLIS;2° Dose;516
MINEIROS DO TIETÊ;1° Dose;718
MINEIROS DO TIETÊ;2° Dose;266
MIRA ESTRELA;1° Dose;265
MIRA ESTRELA;2° Dose;92
MIRACATU;1° Dose;1131
MIRACATU;2° Dose;362
MIRANDÓPOLIS;1° Dose;2294
MIRANDÓPOLIS;2° Dose;996
MIRANTE DO PARANAPANEMA;1° Dose;1286
MIRANTE DO PARANAPANEMA;2° Dose;508
MIRASSOL;1° Dose;4031
MIRASSOL;2° Dose;1530
MIRASSOLÂNDIA;1° Dose;384
MIRASSOLÂNDIA;2° Dose;132
MOCOCA;1° Dose;5555
MOCOCA;2° Dose;2237
MOGI DAS CRUZES;1° Dose;25482
MOGI DAS CRUZES;2° Dose;9777
MOGI GUAÇU;1° Dose;9212
MOGI GUAÇU;2° Dose;3810
MOGI MIRIM;1° Dose;6895
MOGI MIRIM;2° Dose;3017
MOMBUCA;1° Dose;217
MOMBUCA;2° Dose;98
MONÇÕES;1° Dose;253
MONÇÕES;2° Dose;98
MONGAGUÁ;1° Dose;3234
MONGAGUÁ;2° Dose;770
MONTE ALEGRE DO SUL;1° Dose;666
MONTE ALEGRE DO SUL;2° Dose;225
MONTE ALTO;1° Dose;3836
MONTE ALTO;2° Dose;1519
MONTE APRAZÍVEL;1° Dose;1769
MONTE APRAZÍVEL;2° Dose;822
MONTE AZUL PAULISTA;1° Dose;1325
MONTE AZUL PAULISTA;2° Dose;469
MONTE CASTELO;1° Dose;411
MONTE CASTELO;2° Dose;142
MONTE MOR;1° Dose;2587
MONTE MOR;2° Dose;725
MONTEIRO LOBATO;1° Dose;320
MONTEIRO LOBATO;2° Dose;126
MORRO AGUDO;1° Dose;1766
MORRO AGUDO;2° Dose;803
MORUNGABA;1° Dose;785
MORUNGABA;2° Dose;264
MOTUCA;1° Dose;252
MOTUCA;2° Dose;77
MURUTINGA DO SUL;1° Dose;413
MURUTINGA DO SUL;2° Dose;158
NANTES;1° Dose;185
NANTES;2° Dose;71
NARANDIBA;1° Dose;330
NARANDIBA;2° Dose;129
NATIVIDADE DA SERRA;1° Dose;477
NATIVIDADE DA SERRA;2° Dose;168
NAZARÉ PAULISTA;1° Dose;1125
NAZARÉ PAULISTA;2° Dose;272
NEVES PAULISTA;1° Dose;1005
NEVES PAULISTA;2° Dose;379
NHANDEARA;1° Dose;1138
NHANDEARA;2° Dose;392
NIPOÃ;1° Dose;257
NIPOÃ;2° Dose;69
NOVA ALIANÇA;1° Dose;577
NOVA ALIANÇA;2° Dose;226
NOVA CAMPINA;1° Dose;329
NOVA CAMPINA;2° Dose;142
NOVA CANAÃ PAULISTA;1° Dose;209
NOVA CANAÃ PAULISTA;2° Dose;55
NOVA CASTILHO;1° Dose;93
NOVA CASTILHO;2° Dose;43
NOVA EUROPA;1° Dose;544
NOVA EUROPA;2° Dose;211
NOVA GRANADA;1° Dose;1496
NOVA GRANADA;2° Dose;574
NOVA GUATAPORANGA;1° Dose;218
NOVA GUATAPORANGA;2° Dose;60
NOVA INDEPENDÊNCIA;1° Dose;226
NOVA INDEPENDÊNCIA;2° Dose;83
NOVA LUZITÂNIA;1° Dose;224
NOVA LUZITÂNIA;2° Dose;77
NOVA ODESSA;1° Dose;2431
NOVA ODESSA;2° Dose;982
NOVAIS;1° Dose;239
NOVAIS;2° Dose;59
NOVO HORIZONTE;1° Dose;3046
NOVO HORIZONTE;2° Dose;1200
NUPORANGA;1° Dose;624
NUPORANGA;2° Dose;270
OCAUÇU;1° Dose;305
OCAUÇU;2° Dose;91
ÓLEO;1° Dose;204
ÓLEO;2° Dose;72
OLÍMPIA;1° Dose;4144
OLÍMPIA;2° Dose;1586
ONDA VERDE;1° Dose;315
