mun_id;drs_desc;mun_desc;ano;faixas_etaria;populacao
3500105;DRS 09 - Marília;Adamantina;2021;20 a 24 anos;2.116
3500204;DRS 15 - São José do Rio Preto;Adolfo;2021;20 a 24 anos;233
3500303;DRS 14 - São João da Boa Vista;Aguaí;2021;20 a 24 anos;2.758
3500402;DRS 14 - São João da Boa Vista;Águas da Prata;2021;20 a 24 anos;522
3500501;DRS 07 - Campinas;Águas de Lindóia;2021;20 a 24 anos;1.299
3500550;DRS 06 - Bauru;Águas de Santa Bárbara;2021;20 a 24 anos;491
3500600;DRS 10 - Piracicaba;Águas de São Pedro;2021;20 a 24 anos;220
3500709;DRS 06 - Bauru;Agudos;2021;20 a 24 anos;2.797
3500758;DRS 16 - Sorocaba;Alambari;2021;20 a 24 anos;542
3500808;DRS 11 - Presidente Prudente;Alfredo Marcondes;2021;20 a 24 anos;260
3500907;DRS 05 - Barretos;Altair;2021;20 a 24 anos;307
3501004;DRS 13 - Ribeirão Preto;Altinópolis;2021;20 a 24 anos;1.175
3501103;DRS 02 - Araçatuba;Alto Alegre;2021;20 a 24 anos;254
3501152;DRS 16 - Sorocaba;Alumínio;2021;20 a 24 anos;1.464
3501202;DRS 15 - São José do Rio Preto;Álvares Florence;2021;20 a 24 anos;231
3501301;DRS 11 - Presidente Prudente;Álvares Machado;2021;20 a 24 anos;1.828
3501400;DRS 09 - Marília;Álvaro de Carvalho;2021;20 a 24 anos;570
3501509;DRS 09 - Marília;Alvinlândia;2021;20 a 24 anos;270
3501608;DRS 07 - Campinas;Americana;2021;20 a 24 anos;15.793
3501707;DRS 03 - Araraquara;Américo Brasiliense;2021;20 a 24 anos;3.250
3501806;DRS 15 - São José do Rio Preto;Américo de Campos;2021;20 a 24 anos;422
3501905;DRS 07 - Campinas;Amparo;2021;20 a 24 anos;4.737
3502002;DRS 10 - Piracicaba;Analândia;2021;20 a 24 anos;377
3502101;DRS 02 - Araçatuba;Andradina;2021;20 a 24 anos;3.912
3502200;DRS 16 - Sorocaba;Angatuba;2021;20 a 24 anos;1.979
3502309;DRS 06 - Bauru;Anhembi;2021;20 a 24 anos;609
3502408;DRS 11 - Presidente Prudente;Anhumas;2021;20 a 24 anos;324
3502507;DRS 17 - Taubaté;Aparecida;2021;20 a 24 anos;2.465
3502606;DRS 15 - São José do Rio Preto;Aparecida d'Oeste;2021;20 a 24 anos;296
3502705;DRS 16 - Sorocaba;Apiaí;2021;20 a 24 anos;2.322
3502754;DRS 16 - Sorocaba;Araçariguama;2021;20 a 24 anos;1.847
3502804;DRS 02 - Araçatuba;Araçatuba;2021;20 a 24 anos;12.884
3502903;DRS 16 - Sorocaba;Araçoiaba da Serra;2021;20 a 24 anos;2.751
3503000;DRS 08 - Franca;Aramina;2021;20 a 24 anos;391
3503109;DRS 06 - Bauru;Arandu;2021;20 a 24 anos;516
3503158;DRS 17 - Taubaté;Arapeí;2021;20 a 24 anos;200
3503208;DRS 03 - Araraquara;Araraquara;2021;20 a 24 anos;15.776
3503307;DRS 10 - Piracicaba;Araras;2021;20 a 24 anos;9.473
3503356;DRS 09 - Marília;Arco-Íris;2021;20 a 24 anos;118
3503406;DRS 06 - Bauru;Arealva;2021;20 a 24 anos;603
3503505;DRS 17 - Taubaté;Areias;2021;20 a 24 anos;345
3503604;DRS 06 - Bauru;Areiópolis;2021;20 a 24 anos;892
3503703;DRS 15 - São José do Rio Preto;Ariranha;2021;20 a 24 anos;692
3503802;DRS 07 - Campinas;Artur Nogueira;2021;20 a 24 anos;4.328
3503901;DRS 01 - Grande São Paulo;Arujá;2021;20 a 24 anos;7.790
3503950;DRS 15 - São José do Rio Preto;Aspásia;2021;20 a 24 anos;116
3504008;DRS 09 - Marília;Assis;2021;20 a 24 anos;7.314
3504107;DRS 07 - Campinas;Atibaia;2021;20 a 24 anos;10.709
3504206;DRS 02 - Araçatuba;Auriflama;2021;20 a 24 anos;941
3504305;DRS 06 - Bauru;Avaí;2021;20 a 24 anos;444
3504404;DRS 02 - Araçatuba;Avanhandava;2021;20 a 24 anos;1.328
3504503;DRS 06 - Bauru;Avaré;2021;20 a 24 anos;6.792
3504602;DRS 15 - São José do Rio Preto;Bady Bassitt;2021;20 a 24 anos;1.277
3504701;DRS 06 - Bauru;Balbinos;2021;20 a 24 anos;590
3504800;DRS 15 - São José do Rio Preto;Bálsamo;2021;20 a 24 anos;563
3504909;DRS 17 - Taubaté;Bananal;2021;20 a 24 anos;846
3505005;DRS 06 - Bauru;Barão de Antonina;2021;20 a 24 anos;297
3505104;DRS 02 - Araçatuba;Barbosa;2021;20 a 24 anos;644
3505203;DRS 06 - Bauru;Bariri;2021;20 a 24 anos;2.676
3505302;DRS 06 - Bauru;Barra Bonita;2021;20 a 24 anos;2.259
3505351;DRS 16 - Sorocaba;Barra do Chapéu;2021;20 a 24 anos;538
3505401;DRS 12 - Registro;Barra do Turvo;2021;20 a 24 anos;759
3505500;DRS 05 - Barretos;Barretos;2021;20 a 24 anos;8.246
3505609;DRS 13 - Ribeirão Preto;Barrinha;2021;20 a 24 anos;2.630
3505708;DRS 01 - Grande São Paulo;Barueri;2021;20 a 24 anos;20.446
3505807;DRS 09 - Marília;Bastos;2021;20 a 24 anos;1.476
3505906;DRS 13 - Ribeirão Preto;Batatais;2021;20 a 24 anos;4.389
3506003;DRS 06 - Bauru;Bauru;2021;20 a 24 anos;26.674
3506102;DRS 05 - Barretos;Bebedouro;2021;20 a 24 anos;5.282
3506201;DRS 02 - Araçatuba;Bento de Abreu;2021;20 a 24 anos;230
3506300;DRS 09 - Marília;Bernardino de Campos;2021;20 a 24 anos;782
3506359;DRS 04 - Baixada Santista;Bertioga;2021;20 a 24 anos;5.726
3506409;DRS 02 - Araçatuba;Bilac;2021;20 a 24 anos;564
3506508;DRS 02 - Araçatuba;Birigui;2021;20 a 24 anos;8.726
3506607;DRS 01 - Grande São Paulo;Biritiba Mirim;2021;20 a 24 anos;2.849
3506706;DRS 03 - Araraquara;Boa Esperança do Sul;2021;20 a 24 anos;1.218
3506805;DRS 06 - Bauru;Bocaina;2021;20 a 24 anos;953
3506904;DRS 06 - Bauru;Bofete;2021;20 a 24 anos;989
3507001;DRS 16 - Sorocaba;Boituva;2021;20 a 24 anos;4.492
3507100;DRS 07 - Campinas;Bom Jesus dos Perdões;2021;20 a 24 anos;2.106
3507159;DRS 16 - Sorocaba;Bom Sucesso de Itararé;2021;20 a 24 anos;385
3507209;DRS 09 - Marília;Borá;2021;20 a 24 anos;58
3507308;DRS 06 - Bauru;Boracéia;2021;20 a 24 anos;373
3507407;DRS 03 - Araraquara;Borborema;2021;20 a 24 anos;1.083
3507456;DRS 06 - Bauru;Borebi;2021;20 a 24 anos;222
3507506;DRS 06 - Bauru;Botucatu;2021;20 a 24 anos;10.516
3507605;DRS 07 - Campinas;Bragança Paulista;2021;20 a 24 anos;12.638
3507704;DRS 02 - Araçatuba;Braúna;2021;20 a 24 anos;414
3507753;DRS 02 - Araçatuba;Brejo Alegre;2021;20 a 24 anos;229
3507803;DRS 13 - Ribeirão Preto;Brodowski;2021;20 a 24 anos;1.977
3507902;DRS 06 - Bauru;Brotas;2021;20 a 24 anos;1.877
3508009;DRS 16 - Sorocaba;Buri;2021;20 a 24 anos;1.757
3508108;DRS 02 - Araçatuba;Buritama;2021;20 a 24 anos;1.170
3508207;DRS 08 - Franca;Buritizal;2021;20 a 24 anos;289
3508306;DRS 06 - Bauru;Cabrália Paulista;2021;20 a 24 anos;348
3508405;DRS 07 - Campinas;Cabreúva;2021;20 a 24 anos;4.296
3508504;DRS 17 - Taubaté;Caçapava;2021;20 a 24 anos;6.730
3508603;DRS 17 - Taubaté;Cachoeira Paulista;2021;20 a 24 anos;2.409
3508702;DRS 14 - São João da Boa Vista;Caconde;2021;20 a 24 anos;1.615
3508801;DRS 06 - Bauru;Cafelândia;2021;20 a 24 anos;1.259
3508900;DRS 11 - Presidente Prudente;Caiabu;2021;20 a 24 anos;291
3509007;DRS 01 - Grande São Paulo;Caieiras;2021;20 a 24 anos;8.535
3509106;DRS 11 - Presidente Prudente;Caiuá;2021;20 a 24 anos;517
3509205;DRS 01 - Grande São Paulo;Cajamar;2021;20 a 24 anos;6.560
3509254;DRS 12 - Registro;Cajati;2021;20 a 24 anos;2.692
3509304;DRS 05 - Barretos;Cajobi;2021;20 a 24 anos;693
3509403;DRS 13 - Ribeirão Preto;Cajuru;2021;20 a 24 anos;2.058
3509452;DRS 16 - Sorocaba;Campina do Monte Alegre;2021;20 a 24 anos;490
3509502;DRS 07 - Campinas;Campinas;2021;20 a 24 anos;84.245
3509601;DRS 07 - Campinas;Campo Limpo Paulista;2021;20 a 24 anos;6.500
3509700;DRS 17 - Taubaté;Campos do Jordão;2021;20 a 24 anos;4.083
3509809;DRS 09 - Marília;Campos Novos Paulista;2021;20 a 24 anos;408
3509908;DRS 12 - Registro;Cananéia;2021;20 a 24 anos;1.113
3509957;DRS 17 - Taubaté;Canas;2021;20 a 24 anos;434
3510005;DRS 09 - Marília;Cândido Mota;2021;20 a 24 anos;2.160
3510104;DRS 03 - Araraquara;Cândido Rodrigues;2021;20 a 24 anos;153
3510153;DRS 09 - Marília;Canitar;2021;20 a 24 anos;498
3510203;DRS 16 - Sorocaba;Capão Bonito;2021;20 a 24 anos;3.982
3510302;DRS 16 - Sorocaba;Capela do Alto;2021;20 a 24 anos;1.860
3510401;DRS 10 - Piracicaba;Capivari;2021;20 a 24 anos;4.196
3510500;DRS 17 - Taubaté;Caraguatatuba;2021;20 a 24 anos;9.701
3510609;DRS 01 - Grande São Paulo;Carapicuíba;2021;20 a 24 anos;30.009
3510708;DRS 15 - São José do Rio Preto;Cardoso;2021;20 a 24 anos;808
3510807;DRS 14 - São João da Boa Vista;Casa Branca;2021;20 a 24 anos;2.420
3510906;DRS 13 - Ribeirão Preto;Cássia dos Coqueiros;2021;20 a 24 anos;189
3511003;DRS 02 - Araçatuba;Castilho;2021;20 a 24 anos;1.701
3511102;DRS 15 - São José do Rio Preto;Catanduva;2021;20 a 24 anos;7.744
3511201;DRS 15 - São José do Rio Preto;Catiguá;2021;20 a 24 anos;515
3511300;DRS 15 - São José do Rio Preto;Cedral;2021;20 a 24 anos;645
3511409;DRS 06 - Bauru;Cerqueira César;2021;20 a 24 anos;1.533
3511508;DRS 16 - Sorocaba;Cerquilho;2021;20 a 24 anos;3.594
3511607;DRS 16 - Sorocaba;Cesário Lange;2021;20 a 24 anos;1.317
3511706;DRS 10 - Piracicaba;Charqueada;2021;20 a 24 anos;1.332
3557204;DRS 09 - Marília;Chavantes;2021;20 a 24 anos;957
3511904;DRS 02 - Araçatuba;Clementina;2021;20 a 24 anos;566
3512001;DRS 05 - Barretos;Colina;2021;20 a 24 anos;1.284
3512100;DRS 05 - Barretos;Colômbia;2021;20 a 24 anos;454
3512209;DRS 10 - Piracicaba;Conchal;2021;20 a 24 anos;2.184
3512308;DRS 06 - Bauru;Conchas;2021;20 a 24 anos;1.308
3512407;DRS 10 - Piracicaba;Cordeirópolis;2021;20 a 24 anos;1.883
3512506;DRS 02 - Araçatuba;Coroados;2021;20 a 24 anos;447
3512605;DRS 06 - Bauru;Coronel Macedo;2021;20 a 24 anos;425
3512704;DRS 10 - Piracicaba;Corumbataí;2021;20 a 24 anos;339
3512803;DRS 07 - Campinas;Cosmópolis;2021;20 a 24 anos;5.707
3512902;DRS 15 - São José do Rio Preto;Cosmorama;2021;20 a 24 anos;471
3513009;DRS 01 - Grande São Paulo;Cotia;2021;20 a 24 anos;21.058
3513108;DRS 13 - Ribeirão Preto;Cravinhos;2021;20 a 24 anos;2.709
3513207;DRS 08 - Franca;Cristais Paulista;2021;20 a 24 anos;662
3513306;DRS 09 - Marília;Cruzália;2021;20 a 24 anos;145
3513405;DRS 17 - Taubaté;Cruzeiro;2021;20 a 24 anos;5.860
3513504;DRS 04 - Baixada Santista;Cubatão;2021;20 a 24 anos;10.096
3513603;DRS 17 - Taubaté;Cunha;2021;20 a 24 anos;1.775
3513702;DRS 03 - Araraquara;Descalvado;2021;20 a 24 anos;2.300
3513801;DRS 01 - Grande São Paulo;Diadema;2021;20 a 24 anos;32.335
3513850;DRS 15 - São José do Rio Preto;Dirce Reis;2021;20 a 24 anos;102
3513900;DRS 14 - São João da Boa Vista;Divinolândia;2021;20 a 24 anos;711
3514007;DRS 03 - Araraquara;Dobrada;2021;20 a 24 anos;718
3514106;DRS 06 - Bauru;Dois Córregos;2021;20 a 24 anos;1.938
3514205;DRS 15 - São José do Rio Preto;Dolcinópolis;2021;20 a 24 anos;137
3514304;DRS 03 - Araraquara;Dourado;2021;20 a 24 anos;553
3514403;DRS 11 - Presidente Prudente;Dracena;2021;20 a 24 anos;3.271
3514502;DRS 06 - Bauru;Duartina;2021;20 a 24 anos;789
3514601;DRS 13 - Ribeirão Preto;Dumont;2021;20 a 24 anos;771
3514700;DRS 09 - Marília;Echaporã;2021;20 a 24 anos;465
3514809;DRS 12 - Registro;Eldorado;2021;20 a 24 anos;1.557
3514908;DRS 10 - Piracicaba;Elias Fausto;2021;20 a 24 anos;1.437
3514924;DRS 15 - São José do Rio Preto;Elisiário;2021;20 a 24 anos;249
3514957;DRS 15 - São José do Rio Preto;Embaúba;2021;20 a 24 anos;151
3515004;DRS 01 - Grande São Paulo;Embu das Artes;2021;20 a 24 anos;22.313
3515103;DRS 01 - Grande São Paulo;Embu-Guaçu;2021;20 a 24 anos;6.002
3515129;DRS 11 - Presidente Prudente;Emilianópolis;2021;20 a 24 anos;204
3515152;DRS 10 - Piracicaba;Engenheiro Coelho;2021;20 a 24 anos;1.770
3515186;DRS 14 - São João da Boa Vista;Espírito Santo do Pinhal;2021;20 a 24 anos;3.082
3515194;DRS 09 - Marília;Espírito Santo do Turvo;2021;20 a 24 anos;399
3557303;DRS 14 - São João da Boa Vista;Estiva Gerbi;2021;20 a 24 anos;866
3515202;DRS 15 - São José do Rio Preto;Estrela d'Oeste;2021;20 a 24 anos;521
3515301;DRS 11 - Presidente Prudente;Estrela do Norte;2021;20 a 24 anos;201
3515350;DRS 11 - Presidente Prudente;Euclides da Cunha Paulista;2021;20 a 24 anos;843
3515400;DRS 06 - Bauru;Fartura;2021;20 a 24 anos;1.180
3515608;DRS 15 - São José do Rio Preto;Fernando Prestes;2021;20 a 24 anos;354
3515509;DRS 15 - São José do Rio Preto;Fernandópolis;2021;20 a 24 anos;4.364
3515657;DRS 09 - Marília;Fernão;2021;20 a 24 anos;136
3515707;DRS 01 - Grande São Paulo;Ferraz de Vasconcelos;2021;20 a 24 anos;17.114
3515806;DRS 11 - Presidente Prudente;Flora Rica;2021;20 a 24 anos;121
3515905;DRS 15 - São José do Rio Preto;Floreal;2021;20 a 24 anos;169
3516002;DRS 09 - Marília;Flórida Paulista;2021;20 a 24 anos;1.065
3516101;DRS 09 - Marília;Florínea;2021;20 a 24 anos;193
3516200;DRS 08 - Franca;Franca;2021;20 a 24 anos;25.870
3516309;DRS 01 - Grande São Paulo;Francisco Morato;2021;20 a 24 anos;15.938
3516408;DRS 01 - Grande São Paulo;Franco da Rocha;2021;20 a 24 anos;14.501
3516507;DRS 02 - Araçatuba;Gabriel Monteiro;2021;20 a 24 anos;159
3516606;DRS 09 - Marília;Gália;2021;20 a 24 anos;466
3516705;DRS 09 - Marília;Garça;2021;20 a 24 anos;3.048
3516804;DRS 15 - São José do Rio Preto;Gastão Vidigal;2021;20 a 24 anos;297
3516853;DRS 03 - Araraquara;Gavião Peixoto;2021;20 a 24 anos;344
3516903;DRS 15 - São José do Rio Preto;General Salgado;2021;20 a 24 anos;690
3517000;DRS 06 - Bauru;Getulina;2021;20 a 24 anos;938
3517109;DRS 02 - Araçatuba;Glicério;2021;20 a 24 anos;362
3517208;DRS 06 - Bauru;Guaiçara;2021;20 a 24 anos;959
3517307;DRS 09 - Marília;Guaimbê;2021;20 a 24 anos;438
3517406;DRS 05 - Barretos;Guaíra;2021;20 a 24 anos;2.853
3517505;DRS 15 - São José do Rio Preto;Guapiaçu;2021;20 a 24 anos;1.516
3517604;DRS 16 - Sorocaba;Guapiara;2021;20 a 24 anos;1.600
3517703;DRS 08 - Franca;Guará;2021;20 a 24 anos;1.666
3517802;DRS 02 - Araçatuba;Guaraçaí;2021;20 a 24 anos;572
3517901;DRS 05 - Barretos;Guaraci;2021;20 a 24 anos;807
3518008;DRS 15 - São José do Rio Preto;Guarani d'Oeste;2021;20 a 24 anos;132
3518107;DRS 09 - Marília;Guarantã;2021;20 a 24 anos;543
3518206;DRS 02 - Araçatuba;Guararapes;2021;20 a 24 anos;2.184
3518305;DRS 01 - Grande São Paulo;Guararema;2021;20 a 24 anos;2.493
3518404;DRS 17 - Taubaté;Guaratinguetá;2021;20 a 24 anos;8.383
3518503;DRS 16 - Sorocaba;Guareí;2021;20 a 24 anos;1.679
3518602;DRS 13 - Ribeirão Preto;Guariba;2021;20 a 24 anos;2.991
3518701;DRS 04 - Baixada Santista;Guarujá;2021;20 a 24 anos;25.768
3518800;DRS 01 - Grande São Paulo;Guarulhos;2021;20 a 24 anos;116.363
3518859;DRS 13 - Ribeirão Preto;Guatapará;2021;20 a 24 anos;602
3518909;DRS 02 - Araçatuba;Guzolândia;2021;20 a 24 anos;396
3519006;DRS 09 - Marília;Herculândia;2021;20 a 24 anos;714
3519055;DRS 07 - Campinas;Holambra;2021;20 a 24 anos;1.138
3519071;DRS 07 - Campinas;Hortolândia;2021;20 a 24 anos;20.756
3519105;DRS 06 - Bauru;Iacanga;2021;20 a 24 anos;858
3519204;DRS 09 - Marília;Iacri;2021;20 a 24 anos;416
3519253;DRS 06 - Bauru;Iaras;2021;20 a 24 anos;579
3519303;DRS 03 - Araraquara;Ibaté;2021;20 a 24 anos;2.800
3519402;DRS 15 - São José do Rio Preto;Ibirá;2021;20 a 24 anos;812
3519501;DRS 09 - Marília;Ibirarema;2021;20 a 24 anos;636
3519600;DRS 03 - Araraquara;Ibitinga;2021;20 a 24 anos;4.127
3519709;DRS 16 - Sorocaba;Ibiúna;2021;20 a 24 anos;6.587
3519808;DRS 15 - São José do Rio Preto;Icém;2021;20 a 24 anos;582
3519907;DRS 11 - Presidente Prudente;Iepê;2021;20 a 24 anos;583
3520004;DRS 06 - Bauru;Igaraçu do Tietê;2021;20 a 24 anos;1.759
3520103;DRS 08 - Franca;Igarapava;2021;20 a 24 anos;2.035
3520202;DRS 17 - Taubaté;Igaratá;2021;20 a 24 anos;771
3520301;DRS 12 - Registro;Iguape;2021;20 a 24 anos;2.571
3520426;DRS 12 - Registro;Ilha Comprida;2021;20 a 24 anos;905
3520442;DRS 02 - Araçatuba;Ilha Solteira;2021;20 a 24 anos;1.739
3520400;DRS 17 - Taubaté;Ilhabela;2021;20 a 24 anos;2.696
3520509;DRS 07 - Campinas;Indaiatuba;2021;20 a 24 anos;18.461
3520608;DRS 11 - Presidente Prudente;Indiana;2021;20 a 24 anos;329
3520707;DRS 15 - São José do Rio Preto;Indiaporã;2021;20 a 24 anos;230
3520806;DRS 09 - Marília;Inúbia Paulista;2021;20 a 24 anos;301
3520905;DRS 09 - Marília;Ipaussu;2021;20 a 24 anos;1.165
3521002;DRS 16 - Sorocaba;Iperó;2021;20 a 24 anos;3.432
3521101;DRS 10 - Piracicaba;Ipeúna;2021;20 a 24 anos;662
3521150;DRS 15 - São José do Rio Preto;Ipiguá;2021;20 a 24 anos;405
3521200;DRS 12 - Registro;Iporanga;2021;20 a 24 anos;429
3521309;DRS 08 - Franca;Ipuã;2021;20 a 24 anos;1.253
3521408;DRS 10 - Piracicaba;Iracemápolis;2021;20 a 24 anos;1.770
3521507;DRS 15 - São José do Rio Preto;Irapuã;2021;20 a 24 anos;548
3521606;DRS 11 - Presidente Prudente;Irapuru;2021;20 a 24 anos;729
3521705;DRS 16 - Sorocaba;Itaberá;2021;20 a 24 anos;1.509
3521804;DRS 06 - Bauru;Itaí;2021;20 a 24 anos;2.217
3521903;DRS 15 - São José do Rio Preto;Itajobi;2021;20 a 24 anos;936
3522000;DRS 06 - Bauru;Itaju;2021;20 a 24 anos;313
3522109;DRS 04 - Baixada Santista;Itanhaém;2021;20 a 24 anos;8.519
3522158;DRS 16 - Sorocaba;Itaoca;2021;20 a 24 anos;338
3522208;DRS 01 - Grande São Paulo;Itapecerica da Serra;2021;20 a 24 anos;15.319
3522307;DRS 16 - Sorocaba;Itapetininga;2021;20 a 24 anos;14.106
3522406;DRS 16 - Sorocaba;Itapeva;2021;20 a 24 anos;7.978
3522505;DRS 01 - Grande São Paulo;Itapevi;2021;20 a 24 anos;21.649
3522604;DRS 14 - São João da Boa Vista;Itapira;2021;20 a 24 anos;5.021
3522653;DRS 16 - Sorocaba;Itapirapuã Paulista;2021;20 a 24 anos;425
3522703;DRS 03 - Araraquara;Itápolis;2021;20 a 24 anos;2.877
3522802;DRS 06 - Bauru;Itaporanga;2021;20 a 24 anos;1.167
3522901;DRS 06 - Bauru;Itapuí;2021;20 a 24 anos;1.083
3523008;DRS 02 - Araçatuba;Itapura;2021;20 a 24 anos;407
3523107;DRS 01 - Grande São Paulo;Itaquaquecetuba;2021;20 a 24 anos;34.060
3523206;DRS 16 - Sorocaba;Itararé;2021;20 a 24 anos;4.198
3523305;DRS 12 - Registro;Itariri;2021;20 a 24 anos;1.716
3523404;DRS 07 - Campinas;Itatiba;2021;20 a 24 anos;9.002
3523503;DRS 06 - Bauru;Itatinga;2021;20 a 24 anos;1.711
3523602;DRS 10 - Piracicaba;Itirapina;2021;20 a 24 anos;1.882
3523701;DRS 08 - Franca;Itirapuã;2021;20 a 24 anos;543
3523800;DRS 14 - São João da Boa Vista;Itobi;2021;20 a 24 anos;561
3523909;DRS 16 - Sorocaba;Itu;2021;20 a 24 anos;12.821
3524006;DRS 07 - Campinas;Itupeva;2021;20 a 24 anos;4.829
3524105;DRS 08 - Franca;Ituverava;2021;20 a 24 anos;2.948
3524204;DRS 05 - Barretos;Jaborandi;2021;20 a 24 anos;447
3524303;DRS 13 - Ribeirão Preto;Jaboticabal;2021;20 a 24 anos;5.171
3524402;DRS 17 - Taubaté;Jacareí;2021;20 a 24 anos;16.965
3524501;DRS 15 - São José do Rio Preto;Jaci;2021;20 a 24 anos;553
3524600;DRS 12 - Registro;Jacupiranga;2021;20 a 24 anos;1.524
3524709;DRS 07 - Campinas;Jaguariúna;2021;20 a 24 anos;4.179
3524808;DRS 15 - São José do Rio Preto;Jales;2021;20 a 24 anos;3.070
3524907;DRS 17 - Taubaté;Jambeiro;2021;20 a 24 anos;509
3525003;DRS 01 - Grande São Paulo;Jandira;2021;20 a 24 anos;10.347
3525102;DRS 13 - Ribeirão Preto;Jardinópolis;2021;20 a 24 anos;3.531
3525201;DRS 07 - Campinas;Jarinu;2021;20 a 24 anos;2.520
3525300;DRS 06 - Bauru;Jaú;2021;20 a 24 anos;10.871
3525409;DRS 08 - Franca;Jeriquara;2021;20 a 24 anos;269
3525508;DRS 07 - Campinas;Joanópolis;2021;20 a 24 anos;868
3525607;DRS 11 - Presidente Prudente;João Ramalho;2021;20 a 24 anos;347
3525706;DRS 15 - São José do Rio Preto;José Bonifácio;2021;20 a 24 anos;2.672
3525805;DRS 09 - Marília;Júlio Mesquita;2021;20 a 24 anos;397
3525854;DRS 16 - Sorocaba;Jumirim;2021;20 a 24 anos;259
3525904;DRS 07 - Campinas;Jundiaí;2021;20 a 24 anos;27.459
3526001;DRS 11 - Presidente Prudente;Junqueirópolis;2021;20 a 24 anos;1.575
3526100;DRS 12 - Registro;Juquiá;2021;20 a 24 anos;1.855
3526209;DRS 01 - Grande São Paulo;Juquitiba;2021;20 a 24 anos;2.796
3526308;DRS 17 - Taubaté;Lagoinha;2021;20 a 24 anos;379
3526407;DRS 06 - Bauru;Laranjal Paulista;2021;20 a 24 anos;2.130
3526506;DRS 02 - Araçatuba;Lavínia;2021;20 a 24 anos;1.004
3526605;DRS 17 - Taubaté;Lavrinhas;2021;20 a 24 anos;629
3526704;DRS 10 - Piracicaba;Leme;2021;20 a 24 anos;7.784
3526803;DRS 06 - Bauru;Lençóis Paulista;2021;20 a 24 anos;5.132
3526902;DRS 10 - Piracicaba;Limeira;2021;20 a 24 anos;21.658
3527009;DRS 07 - Campinas;Lindóia;2021;20 a 24 anos;600
3527108;DRS 06 - Bauru;Lins;2021;20 a 24 anos;5.379
3527207;DRS 17 - Taubaté;Lorena;2021;20 a 24 anos;6.395
3527256;DRS 02 - Araçatuba;Lourdes;2021;20 a 24 anos;146
3527306;DRS 07 - Campinas;Louveira;2021;20 a 24 anos;3.534
3527405;DRS 09 - Marília;Lucélia;2021;20 a 24 anos;1.456
3527504;DRS 06 - Bauru;Lucianópolis;2021;20 a 24 anos;203
3527603;DRS 13 - Ribeirão Preto;Luís Antônio;2021;20 a 24 anos;1.281
3527702;DRS 02 - Araçatuba;Luiziânia;2021;20 a 24 anos;435
3527801;DRS 09 - Marília;Lupércio;2021;20 a 24 anos;374
3527900;DRS 09 - Marília;Lutécia;2021;20 a 24 anos;185
3528007;DRS 06 - Bauru;Macatuba;2021;20 a 24 anos;1.304
3528106;DRS 15 - São José do Rio Preto;Macaubal;2021;20 a 24 anos;478
3528205;DRS 15 - São José do Rio Preto;Macedônia;2021;20 a 24 anos;238
3528304;DRS 15 - São José do Rio Preto;Magda;2021;20 a 24 anos;194
3528403;DRS 16 - Sorocaba;Mairinque;2021;20 a 24 anos;3.704
3528502;DRS 01 - Grande São Paulo;Mairiporã;2021;20 a 24 anos;8.933
3528601;DRS 06 - Bauru;Manduri;2021;20 a 24 anos;704
3528700;DRS 11 - Presidente Prudente;Marabá Paulista;2021;20 a 24 anos;715
3528809;DRS 09 - Marília;Maracaí;2021;20 a 24 anos;965
3528858;DRS 15 - São José do Rio Preto;Marapoama;2021;20 a 24 anos;213
3528908;DRS 09 - Marília;Mariápolis;2021;20 a 24 anos;272
3529005;DRS 09 - Marília;Marília;2021;20 a 24 anos;17.031
3529104;DRS 15 - São José do Rio Preto;Marinópolis;2021;20 a 24 anos;157
3529203;DRS 11 - Presidente Prudente;Martinópolis;2021;20 a 24 anos;2.162
3529302;DRS 03 - Araraquara;Matão;2021;20 a 24 anos;5.558
3529401;DRS 01 - Grande São Paulo;Mauá;2021;20 a 24 anos;38.469
3529500;DRS 15 - São José do Rio Preto;Mendonça;2021;20 a 24 anos;388
3529609;DRS 15 - São José do Rio Preto;Meridiano;2021;20 a 24 anos;254
3529658;DRS 15 - São José do Rio Preto;Mesópolis;2021;20 a 24 anos;144
3529708;DRS 08 - Franca;Miguelópolis;2021;20 a 24 anos;1.607
3529807;DRS 06 - Bauru;Mineiros do Tietê;2021;20 a 24 anos;987
3530003;DRS 15 - São José do Rio Preto;Mira Estrela;2021;20 a 24 anos;220
3529906;DRS 12 - Registro;Miracatu;2021;20 a 24 anos;1.862
3530102;DRS 02 - Araçatuba;Mirandópolis;2021;20 a 24 anos;2.044
3530201;DRS 11 - Presidente Prudente;Mirante do Paranapanema;2021;20 a 24 anos;1.426
3530300;DRS 15 - São José do Rio Preto;Mirassol;2021;20 a 24 anos;3.983
3530409;DRS 15 - São José do Rio Preto;Mirassolândia;2021;20 a 24 anos;367
3530508;DRS 14 - São João da Boa Vista;Mococa;2021;20 a 24 anos;4.725
3530607;DRS 01 - Grande São Paulo;Mogi das Cruzes;2021;20 a 24 anos;35.750
3530706;DRS 14 - São João da Boa Vista;Mogi Guaçu;2021;20 a 24 anos;10.841
3530805;DRS 14 - São João da Boa Vista;Mogi Mirim;2021;20 a 24 anos;6.226
3530904;DRS 10 - Piracicaba;Mombuca;2021;20 a 24 anos;272
3531001;DRS 15 - São José do Rio Preto;Monções;2021;20 a 24 anos;131
