Paraíba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixas etárias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;3840796;3859813;3875373;3890494;3910059;3932537;3953693;3974437;3996496;4018127;4039277;4059905;4079917;4099203;4117682;4135286;4151945;4167546;4181999;4195340;4207657;4218905;4228977;4237853;4245570;4252159;4257603;4261871;4264971;4266919;4267727;4267396;4265937;4263380;4259719;4254930;4249005;4241983;4233897;4224706;4214358;4202839;4190189;4176432;4161539;4145474;4128245;4109898;4090459;4069934;4048336
0-4;303657;295247;285576;276344;272544;273406;274551;279039;285497;287281;285840;285354;284828;282440;279852;277045;274009;270718;267176;263487;259781;256104;252485;248994;245633;242368;239193;236151;233271;230527;227875;225316;222874;220560;218347;216207;214144;212174;210296;208470;206662;204854;203042;201198;199311;197370;195377;193311;191155;188940;186699
05/set;331357;326247;320194;314849;309582;302377;294034;284421;275237;271466;272351;273522;278028;284499;286300;284889;284423;283917;281556;278996;276210;273201;269936;266415;262749;259058;255396;251790;248312;244962;241712;238543;235512;232641;229903;227261;224710;222274;219967;217760;215626;213569;211603;209733;207910;206106;204302;202494;200657;198772;196837
out/14;353484;351124;347345;342146;336416;331663;326563;320520;315189;309930;302737;294405;284810;275636;271868;272746;273911;278405;284863;286650;285239;284764;284259;281902;279350;276572;273573;270319;266808;263151;259469;255819;252220;248750;245410;242168;239006;235981;233115;230384;227747;225200;222773;220466;218264;216137;214081;212120;210251;208435;206633
15-19;357823;356384;355034;353597;351788;349438;347162;343479;338372;332740;328079;323079;317125;311881;306703;299598;291357;281856;272771;269090;270034;271254;275759;282209;284003;282614;282155;281664;279329;276800;274041;271063;267829;264340;260702;257038;253405;249830;246377;243052;239823;236680;233666;230816;228099;225471;222937;220517;218223;216027;213911
20-24;351260;349442;347641;345922;344382;343071;341899;340811;339636;338089;336002;333990;330581;325751;320396;316006;311277;305585;300606;295683;288848;280851;271554;262632;259044;260032;261280;265780;272215;274023;272670;272237;271772;269472;266982;264258;261314;258111;254658;251053;247427;243824;240281;236857;233560;230359;227240;224253;221423;218730;216119
25-29;332027;333764;334808;335141;334734;333592;332098;330610;329206;327971;326968;326092;325301;324420;323169;321381;319661;316563;312043;307005;302916;298477;293037;288261;283496;276777;268880;259690;250866;247338;248348;249617;254112;260531;262350;261033;260628;260188;257922;255473;252781;249877;246709;243293;239722;236132;232566;229055;225664;222396;219226
30-34;301837;307429;312099;315912;319053;321615;323526;324757;325278;325065;324118;322824;321528;320312;319258;318429;317728;317104;316394;315313;313699;312139;309207;304842;299936;295947;291584;286229;281529;276839;270208;262404;253312;244583;241111;242140;243425;247910;254305;256127;254843;254460;254042;251809;249394;246736;243862;240730;237349;233814;230255
35-39;263842;269112;275710;283070;290259;296659;302288;307002;310876;314086;316726;318717;320041;320660;320550;319706;318519;317320;316196;315233;314487;313869;313321;312686;311678;310133;308640;305780;301501;296677;292762;288472;283199;278565;273945;267395;259678;250684;242047;238630;239673;240969;245436;251800;253628;252369;252007;251607;249404;247017;244391
40-44;247119;249904;251792;253475;255997;259990;265262;271845;279175;286336;292722;298352;303079;306981;310226;312909;314949;316336;317019;316979;316211;315101;313976;312923;312028;311345;310789;310303;309723;308775;307291;305859;303069;298876;294136;290295;286083;280893;276333;271776;265318;257699;248812;240276;236917;237979;239283;243722;250041;251865;250633
45-49;217342;223584;229194;234120;238333;241882;244713;246669;248422;251000;255016;260288;266841;274122;281243;287603;293222;297950;301874;305149;307870;309956;311399;312149;312184;311501;310479;309441;308468;307646;307030;306534;306107;305584;304697;303276;301908;299194;295093;290457;286699;282580;277486;273012;268538;262188;254692;245938;237528;234245;235325
50-54;174559;180976;188390;196285;203894;210721;216889;222454;227364;231583;235156;238023;240046;241872;244497;248528;253774;260268;267466;274510;280811;286391;291103;295030;298328;301084;303216;304715;305536;305652;305060;304137;303189;302299;301552;301008;300576;300211;299747;298924;297576;296277;293657;289671;285157;281509;277506;272532;268171;263800;257592
55-59;148897;151394;154277;157758;162106;167448;173710;180928;188610;196023;202693;208749;214229;219086;223282;226846;229735;231804;233688;236334;240347;245530;251914;258975;265894;272092;277597;282261;286167;289460;292231;294388;295930;296816;297013;296517;295693;294839;294041;293375;292901;292532;292229;291827;291076;289804;288586;286079;282233;277877;274367
60-64;131551;133970;135628;136900;138371;140413;142909;145763;149179;153421;158602;164653;171610;179008;186158;192610;198484;203829;208580;212707;216222;219092;221184;223100;225741;229698;234768;240978;247834;254547;260570;265933;270491;274322;277565;280308;282458;284020;284947;285208;284801;284076;283318;282605;282015;281607;281297;281052;280710;280026;278837
65-69;102733;105396;109180;113498;117442;120509;122884;124574;125922;127446;129497;131963;134750;138059;142130;147084;152844;159438;166441;173220;179349;184951;190069;194645;198635;202044;204847;206925;208837;211439;215273;220146;226084;232611;239007;244751;249878;254245;257926;261061;263721;265823;267368;268311;268623;268303;267680;267022;266400;265890;265548
70-74;86589;87868;88043;87819;88228;89814;92360;95884;99869;103523;106400;108672;110355;111741;113286;115292;117663;120317;123438;127239;131841;137166;143238;149671;155901;161551;166735;171497;175775;179518;182724;185381;187379;189235;191721;195335;199886;205392;211430;217332;222643;227388;231441;234874;237810;240314;242303;243781;244712;245058;244824
75-79;55763;58017;61377;65111;68244;70311;71527;71869;71904;72475;74019;76353;79492;82999;86223;88790;90861;92458;93815;95311;97189;99368;101781;104586;107973;112052;116746;122068;127688;133130;138084;142645;146859;150668;154011;156881;159273;161100;162811;165084;168337;172396;177262;182571;187751;192418;196598;200173;203214;205830;208070
80-84;41412;40314;39295;38695;38898;40020;41915;44599;47537;50013;51693;52755;53199;53443;54111;55509;57497;60085;62936;65558;67669;69412;70810;72043;73388;75017;76874;78906;81244;84043;87388;91212;95521;100048;104432;108429;112131;115576;118713;121470;123838;125826;127367;128832;130765;133488;136842;140823;145129;149324;153103
85-89;24263;25429;25723;25528;25103;24616;24159;23742;23583;23925;24843;26242;28129;30169;31891;33102;33919;34358;34691;35320;36434;37933;39822;41870;43757;45297;46593;47675;48659;49724;50976;52379;53896;55626;57675;60115;62878;65971;69199;72325;75183;77842;80342;82633;84647;86377;87841;88990;90109;91565;93599
90+;15281;14212;14067;14324;14685;14992;15244;15471;15640;15754;15815;15872;15945;16124;16539;17213;18112;19235;20446;21556;22500;23346;24123;24920;25852;26977;28258;29699;31209;32668;34015;35311;36582;37853;39160;40515;41931;43390;44970;46745;48759;50967;53355;55848;58352;60807;63245;65699;68086;70323;72367
Homens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;1861223;1869634;1876227;1882569;1891174;1901265;1910681;1919893;1929789;1939480;1948943;1958161;1967089;1975675;1983881;1991675;1999024;2005874;2012183;2017967;2023270;2028065;2032296;2035952;2039052;2041612;2043627;2045084;2045987;2046347;2046170;2045455;2044208;2042447;2040169;2037363;2034026;2030180;2025843;2020997;2015619;2009703;2003273;1996343;1988900;1980924;1972421;1963415;1953919;1943935;1933467
0-4;155311;151111;146231;141550;139634;140088;140679;142977;146285;147197;146460;146211;145941;144719;143392;141954;140398;138712;136897;135007;133109;131225;129372;127584;125864;124194;122570;121012;119537;118133;116776;115466;114216;113032;111899;110805;109749;108739;107778;106844;105919;104994;104066;103121;102156;101162;100142;99084;97981;96847;95700
