Mato Grosso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19;146195;146091;146256;146446;146284;145547;143558;140909;138509;137012;136961;137940;138200;137989;137659;135936;133419;132378;132630;133942;136778;139431;141797;144128;144841;144382;144924;145399;144733;144009;143215;142344;141417;140474;139556;138691;137890;137158;136507;135938;135417;134955;134575;134267;133992;133730;133477;133242;133027;132807;132572
20-24;147534;147672;147570;147324;147055;146834;146735;146896;147083;146923;146188;144215;141588;139207;137720;137663;138626;138867;138642;138302;136580;134077;133047;133306;134628;137462;140114;142478;144808;145534;145097;145652;146141;145495;144792;144020;143169;142261;141341;140443;139596;138811;138095;137458;136904;136396;135946;135578;135282;135018;134764
25-29;146091;147541;148524;149136;149533;149820;149936;149815;149549;149257;149015;148889;149017;149172;148982;148224;146238;143606;141216;139703;139607;140527;140744;140516;140186;138498;136043;135046;135325;136654;139481;142130;144493;146826;147564;147148;147717;148221;147594;146915;146164;145333;144448;143551;142670;141842;141075;140377;139753;139212;138720
30-34;135661;138409;141022;143434;145568;147377;148801;149764;150362;150745;151019;151123;150993;150718;150417;150162;150021;150130;150262;150057;149283;147297;144684;142317;140826;140753;141689;141926;141725;141422;139773;137361;136391;136687;138025;140848;143491;145850;148182;148930;148537;149118;149632;149022;148365;147632;146819;145953;145075;144213;143401
35-39;120621;123146;126059;129198;132299;135187;137914;140508;142903;145028;146827;148247;149217;149822;150216;150502;150619;150499;150241;149948;149708;149578;149695;149842;149661;148921;146984;144426;142110;140658;140612;141562;141820;141641;141361;139747;137377;136435;136746;138089;140901;143538;145894;148221;148975;148604;149196;149717;149125;148485;147770
40-44;110478;112172;113659;115125;116845;118988;121503;124397;127517;130595;133471;136186;138769;141159;143282;145084;146515;147505;148128;148548;148854;148995;148906;148680;148422;148218;148124;148272;148445;148296;147592;145705;143204;140941;139533;139514;140476;140748;140589;140333;138755;136429;135514;135839;137189;139989;142611;144959;147274;148035;147685
45-49;96469;99063;101501;103762;105831;107712;109415;110918;112398;114129;116271;118778;121653;124749;127806;130663;133366;135941;138328;140452;142262;143707;144719;145372;145825;146167;146346;146297;146115;145899;145738;145681;145858;146062;145945;145282;143450;141018;138819;137462;137474;138447;138734;138594;138361;136827;134557;133670;134013;135367;138146
50-54;78116;81223;84329;87378;90289;93018;95578;97991;100234;102293;104168;105871;107387;108877;110610;112746;115230;118074;121131;124152;126979;129656;132211;134585;136700;138511;139966;140998;141682;142170;142546;142765;142760;142623;142452;142332;142315;142523;142759;142674;142057;140291;137940;135820;134527;134568;135548;135847;135726;135519;134041
55-59;59685;62511;65403;68350;71337;74339;77352;80365;83329;86161;88823;91327;93691;95895;97925;99776;101466;102974;104462;106184;108290;110733;113522;116513;119473;122247;124876;127391;129729;131821;133615;135068;136111;136820;137340;137750;138005;138044;137952;137827;137751;137778;138016;138280;138227;137664;135977;133726;131704;130486;130565
60-64;43874;45875;48044;50367;52830;55415;58098;60849;63652;66496;69359;72234;75116;77950;80667;83223;85635;87921;90056;92027;93834;95487;96969;98434;100123;102174;104546;107243;110130;112985;115669;118212;120651;122919;124956;126711;128140;129178;129902;130448;130887;131174;131254;131209;131134;131105;131172;131440;131727;131710;131204
65-69;31946;33175;34509;35960;37538;39256;41114;43126;45285;47573;49974;52469;55024;57638;60287;62961;65648;68345;71000;73552;75959;78236;80397;82428;84303;86029;87612;89042;90456;92079;94039;96293;98848;101576;104272;106809;109219;111535;113693;115635;117314;118690;119705;120429;120986;121442;121757;121878;121880;121852;121867
70-74;22818;23610;24379;25172;26052;27054;28163;29364;30666;32083;33623;35288;37088;39019;41067;43217;45449;47738;50083;52464;54867;57289;59722;62118;64427;66609;68680;70652;72514;74237;75827;77291;78622;79944;81453;83266;85338;87677;90163;92619;94936;97139;99262;101245;103031;104582;105861;106815;107515;108064;108525
75-79;14039;14702;15445;16222;16973;17670;18342;19001;19686;20441;21292;22230;23248;24345;25540;26836;28237;29751;31375;33097;34905;36781;38709;40687;42696;44729;46781;48844;50879;52845;54709;56485;58181;59790;61285;62666;63946;65116;66285;67615;69199;71000;73021;75158;77272;79266;81166;83006;84726;86278;87628
80-84;7746;8120;8491;8874;9291;9749;10253;10818;11406;11977;12511;13030;13542;14081;14669;15330;16055;16841;17687;18608;19605;20683;21849;23095;24422;25811;27254;28740;30268;31822;33394;34986;36591;38176;39710;41167;42561;43900;45174;46361;47461;48485;49429;50376;51451;52724;54163;55764;57449;59118;60691
85-89;3253;3566;3842;4099;4346;4588;4829;5073;5324;5599;5902;6231;6604;6990;7363;7714;8059;8405;8774;9171;9615;10103;10629;11199;11816;12485;13209;13990;14826;15716;16647;17616;18614;19642;20690;21754;22832;23917;24996;26040;27033;27988;28909;29791;30615;31378;32092;32756;33430;34191;35092
