Santa Catarina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2060;9015090;4449324;4565766;84608;102086;0.07;9.39;11.32;84.49;81.54;87.59;3.59;3.8;3.37;1.68;25.07;45.61;70.68;181.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixas etárias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;6353055;6441468;6530943;6620186;6710154;6802306;6894058;6984749;7075494;7164788;7252502;7338473;7422480;7504322;7583889;7661113;7735919;7808220;7877936;7945021;8009480;8071564;8131505;8189289;8244918;8298422;8349850;8399227;8446582;8491935;8535304;8576731;8616285;8654030;8689972;8724096;8756398;8786906;8815651;8842605;8867714;8890942;8912269;8931679;8949178;8964776;8978488;8990348;9000381;9008618;9015090
0-4;427766;428503;433568;439491;446299;456444;465196;472036;479371;484745;486588;487323;487394;485494;483034;480078;476726;473123;469383;465580;461782;458068;454514;451175;448091;445280;442774;440625;438860;437461;436399;435642;435198;435064;435193;435529;435999;436517;437027;437479;437827;438012;437988;437702;437154;436348;435296;434026;432546;430896;429118
05/set;449163;443834;440904;439742;438844;436411;437029;441971;447769;454448;464458;473076;479786;486991;492240;493957;494564;494509;492482;489892;486808;483346;479658;475864;472032;468238;464538;460991;457663;454592;451789;449293;447147;445387;443996;442940;442186;441749;441615;441751;442089;442567;443085;443601;444053;444407;444597;444572;444290;443744;442940
out/14;526534;515005;498738;481672;467932;459341;453870;450791;449479;448435;445854;446319;451104;456746;463264;473116;481573;488122;495173;500264;501820;502285;502120;500023;497390;494298;490841;487162;483371;479544;475756;472061;468523;465198;462129;459334;456841;454696;452940;451550;450499;449743;449315;449184;449321;449659;450139;450659;451177;451629;451984
15-19;552268;551240;550884;549889;546154;538528;526858;510459;493259;479379;470637;465008;461756;460266;459043;456284;456572;461165;466616;472939;482590;490874;497296;504257;509307;510856;511337;511183;509100;506483;503405;499959;496291;492512;488697;484916;481236;477706;474391;471328;468538;466055;463917;462166;460786;459739;458989;458567;458436;458577;458914
20-24;573005;574794;575267;574779;573771;572460;571173;570551;569290;565292;557407;545483;528844;511400;497261;488244;482326;478771;476965;475429;472361;472375;476767;482084;488337;497967;506256;512687;519657;524714;526280;526778;526640;524578;521982;518924;515493;511845;508086;504291;500524;496861;493344;490047;486996;484217;481748;479619;477879;476504;475464
25-29;573841;583047;589062;592639;595128;597412;598881;599032;598223;596886;595243;593622;592659;591049;586707;578488;566231;549278;531512;517036;507663;501414;497599;495610;493975;490899;490939;495348;500675;506937;516570;524863;531300;538270;543334;544914;545427;545306;543263;540683;537646;534236;530607;526863;523082;519335;515682;512182;508902;505860;503095
30-34;517788;532526;548739;565141;579856;591686;600640;606417;609764;612024;614073;615307;615220;614174;612599;610713;608847;607621;605753;601158;592690;580220;563122;545271;530768;521415;515219;511443;509488;507887;504842;504906;509330;514664;520930;530558;538853;545293;552261;557335;558927;559450;559344;557315;554753;551731;548342;544726;540997;537231;533499
35-39;477208;483732;492237;502607;514573;527842;542414;558449;574669;589215;600893;609703;615353;618584;620729;622656;623764;623556;622386;620685;618671;616688;615373;613452;608853;600448;588070;571075;553327;538911;529629;523489;519755;517835;516268;513260;513345;517779;523120;529388;539009;547298;553738;560708;565780;567382;567918;567823;565813;563271;560266
40-44;470247;472230;473623;475183;477938;482544;489027;497465;507749;519611;532760;547208;563103;579181;593593;605155;613871;619440;622604;624684;626539;627587;627357;626196;624534;622585;620689;619449;617596;613070;604752;592474;575600;557975;543668;534468;528394;524706;522824;521287;518319;518433;522873;528209;534473;544074;552345;558778;565734;570798;572406
45-49;447385;456081;462174;466221;469171;471723;473770;475229;476840;479625;484233;490682;499061;509262;521020;534052;548365;564115;580037;594304;605748;614378;619907;623076;625189;627104;628228;628082;627006;625434;623570;621755;620579;618795;614350;606132;593980;577262;559799;545640;536548;530553;526918;525073;523568;520649;520787;525224;530544;536787;546345
