Mato Grosso do Sul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2035;3179599;1569311;1610288;40523;23757;0.62;12.74;7.47;79.17;75.87;82.59;9.02;10.04;7.94;1.93;30.02;21.71;51.73;72.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;3198627;1578288;1620339;40413;24316;0.6;12.63;7.6;79.3;76.01;82.71;8.88;9.89;7.81;1.93;29.74;22.29;52.03;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2037;3216992;1586954;1630038;40327;24888;0.57;12.54;7.74;79.42;76.14;82.81;8.74;9.75;7.68;1.92;29.48;22.87;52.34;77.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2038;3234690;1595309;1639381;40235;25471;0.55;12.44;7.87;79.54;76.26;82.92;8.62;9.61;7.57;1.92;29.24;23.44;52.68;80.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2039;3251697;1603342;1648355;40129;26071;0.53;12.34;8.02;79.65;76.38;83.02;8.5;9.49;7.46;1.91;29.03;24.03;53.06;82.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2040;3268004;1611049;1656955;40035;26672;0.5;12.25;8.16;79.76;76.5;83.11;8.38;9.37;7.35;1.91;28.85;24.63;53.47;85.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2041;3283622;1618437;1665185;39964;27285;0.48;12.17;8.31;79.86;76.61;83.21;8.27;9.25;7.26;1.9;28.68;25.25;53.93;88.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2042;3298572;1625519;1673053;39928;27902;0.46;12.1;8.46;79.96;76.72;83.29;8.18;9.15;7.16;1.9;28.55;25.88;54.43;90.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2043;3312848;1632292;1680556;39862;28530;0.43;12.03;8.61;80.05;76.82;83.38;8.09;9.05;7.08;1.89;28.44;26.53;54.97;93.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2044;3326410;1638738;1687672;39757;29159;0.41;11.95;8.77;80.14;76.92;83.46;7.99;8.95;7;1.89;28.34;27.2;55.55;96.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2045;3339241;1644846;1694395;39649;29778;0.39;11.87;8.92;80.23;77.02;83.53;7.91;8.86;6.92;1.88;28.27;27.89;56.16;98.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2046;3351345;1650619;1700726;39543;30401;0.36;11.8;9.07;80.31;77.11;83.61;7.84;8.77;6.85;1.87;28.21;28.59;56.8;101.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2047;3362728;1656061;1706667;39448;31018;0.34;11.73;9.22;80.39;77.2;83.68;7.76;8.69;6.78;1.87;28.17;29.31;57.48;103.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2048;3373384;1661168;1712216;39322;31632;0.32;11.66;9.38;80.46;77.28;83.74;7.69;8.61;6.72;1.86;28.14;30.04;58.17;106.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2049;3383280;1665923;1717357;39154;32246;0.29;11.57;9.53;80.53;77.36;83.81;7.62;8.54;6.66;1.86;28.11;30.75;58.86;109.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2050;3392392;1670313;1722079;38973;32851;0.27;11.49;9.68;80.6;77.44;83.87;7.56;8.47;6.61;1.85;28.08;31.43;59.52;111.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2051;3400723;1674339;1726384;38792;33446;0.25;11.41;9.83;80.67;77.51;83.92;7.5;8.41;6.56;1.85;28.06;32.09;60.15;114.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
