Ceará;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2035;9744180;4697265;5046915;108623;81674;0.19;11.15;8.38;77.03;73.27;80.79;9.25;9.86;8.6;1.65;26.91;20.48;47.4;75.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;9759629;4702961;5056668;107302;83148;0.16;10.99;8.52;77.15;73.4;80.89;9.17;9.78;8.53;1.65;26.56;21.06;47.62;79.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2037;9772281;4707333;5064948;106019;84663;0.13;10.85;8.66;77.26;73.53;80.99;9.11;9.71;8.47;1.65;26.22;21.62;47.84;82.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2038;9782155;4710401;5071754;104839;86241;0.1;10.72;8.82;77.37;73.66;81.08;9.04;9.65;8.42;1.65;25.89;22.19;48.08;85.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2039;9789317;4712199;5077118;103756;87824;0.07;10.6;8.97;77.48;73.78;81.17;8.99;9.59;8.37;1.65;25.57;22.78;48.35;89.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2040;9793834;4712761;5081073;102731;89422;0.05;10.49;9.13;77.58;73.9;81.25;8.95;9.54;8.32;1.65;25.29;23.4;48.69;92.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2041;9795742;4712108;5083634;101760;91047;0.02;10.39;9.29;77.68;74.02;81.33;8.91;9.5;8.28;1.65;25.02;24.07;49.09;95.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2042;9795059;4710248;5084811;100852;92726;-0.01;10.3;9.47;77.77;74.13;81.41;8.87;9.46;8.25;1.65;24.79;24.77;49.56;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2043;9791826;4707206;5084620;100013;94397;-0.03;10.21;9.64;77.87;74.24;81.49;8.84;9.42;8.21;1.65;24.58;25.51;50.09;103.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2044;9786100;4703009;5083091;99239;96102;-0.06;10.14;9.82;77.95;74.35;81.56;8.81;9.39;8.18;1.65;24.4;26.29;50.69;107.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
