Rio de Janeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2035;18317762;8802132;9515630;188883;165572;0.16;10.31;9.04;80.18;77.3;82.88;6.49;6.87;6.09;1.66;25.58;27.82;53.4;108.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;18342021;8816490;9525531;187092;168669;0.13;10.2;9.2;80.31;77.45;83.01;6.32;6.69;5.94;1.66;25.31;28.43;53.74;112.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2037;18361396;8828504;9532892;185374;171829;0.11;10.1;9.36;80.44;77.59;83.13;6.16;6.52;5.79;1.65;25.06;29.03;54.08;115.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2038;18375931;8838196;9537735;183769;175025;0.08;10;9.52;80.56;77.72;83.24;6.01;6.35;5.65;1.65;24.82;29.63;54.45;119.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2039;18385689;8845593;9540096;182205;178215;0.05;9.91;9.69;80.68;77.85;83.36;5.86;6.2;5.51;1.64;24.61;30.26;54.87;122.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2040;18390776;8850750;9540026;180794;181394;0.03;9.83;9.86;80.79;77.97;83.47;5.72;6.05;5.38;1.64;24.43;30.94;55.36;126.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2041;18391358;8853747;9537611;179513;184531;0;9.76;10.03;80.9;78.08;83.57;5.59;5.9;5.26;1.63;24.27;31.66;55.93;130.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2042;18387586;8854647;9532939;178359;187667;-0.02;9.7;10.21;81;78.19;83.67;5.46;5.77;5.14;1.63;24.14;32.43;56.57;134.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2043;18379573;8853506;9526067;177252;190752;-0.04;9.64;10.38;81.09;78.29;83.77;5.34;5.64;5.03;1.63;24.03;33.24;57.27;137.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2044;18367369;8850351;9517018;176113;193804;-0.07;9.59;10.55;81.18;78.39;83.86;5.22;5.51;4.92;1.62;23.95;34.06;58.01;142.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2045;18351047;8845210;9505837;175032;196768;-0.09;9.54;10.72;81.27;78.48;83.96;5.11;5.39;4.81;1.62;23.88;34.89;58.77;146.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2046;18330739;8838138;9492601;174008;199670;-0.11;9.49;10.89;81.35;78.57;84.04;5;5.28;4.71;1.61;23.82;35.72;59.54;150.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2047;18306527;8829174;9477353;172980;202523;-0.13;9.45;11.06;81.43;78.65;84.13;4.9;5.17;4.62;1.61;23.79;36.57;60.35;154.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2048;18278453;8818332;9460121;171904;205291;-0.15;9.4;11.23;81.51;78.73;84.21;4.8;5.07;4.53;1.6;23.76;37.4;61.17;157.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2049;18246526;8805598;9440928;170701;207950;-0.17;9.36;11.4;81.58;78.8;84.29;4.71;4.97;4.44;1.6;23.75;38.22;61.96;160.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2050;18210736;8790956;9419780;169384;210499;-0.2;9.3;11.56;81.65;78.87;84.36;4.62;4.87;4.35;1.59;23.73;38.99;62.72;164.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2051;18171147;8774431;9396716;168117;212964;-0.22;9.25;11.72;81.71;78.94;84.43;4.53;4.78;4.27;1.59;23.72;39.73;63.45;167.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2052;18127853;8756060;9371793;166777;215301;-0.24;9.2;11.88;81.78;79;84.5;4.45;4.7;4.2;1.59;23.71;40.43;64.14;170.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2053;18080837;8735820;9345017;165271;217562;-0.26;9.14;12.03;81.84;79.06;84.57;4.37;4.61;4.12;1.58;23.71;41.09;64.8;172.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
