Pará;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2046;10226126;5029666;5196460;121288;90015;0.27;11.86;8.8;76.23;72.24;80.52;10.14;11.44;8.76;1.8;27.39;20.95;48.34;76.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2047;10250595;5038414;5212181;120559;91945;0.24;11.76;8.97;76.32;72.35;80.59;10.08;11.37;8.72;1.8;27.24;21.74;48.98;79.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2048;10272374;5045894;5226480;119794;93900;0.21;11.66;9.14;76.41;72.45;80.66;10.03;11.31;8.68;1.8;27.11;22.55;49.66;83.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2049;10291421;5052094;5239327;119023;95873;0.19;11.57;9.32;76.5;72.55;80.73;9.97;11.24;8.64;1.8;27;23.36;50.36;86.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2050;10307745;5057027;5250718;118295;97847;0.16;11.48;9.49;76.58;72.65;80.79;9.93;11.19;8.61;1.8;26.9;24.16;51.06;89.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2051;10321384;5060718;5260666;117607;99826;0.13;11.39;9.67;76.67;72.74;80.85;9.89;11.13;8.58;1.8;26.8;24.96;51.76;92.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2052;10332358;5063186;5269172;116927;101810;0.11;11.32;9.85;76.75;72.84;80.9;9.85;11.08;8.55;1.8;26.72;25.74;52.46;96.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2053;10340631;5064421;5276210;116193;103813;0.08;11.24;10.04;76.83;72.94;80.96;9.81;11.03;8.52;1.8;26.65;26.51;53.16;99.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2054;10346154;5064407;5281747;115424;105807;0.05;11.16;10.23;76.91;73.03;81.01;9.77;10.99;8.5;1.8;26.58;27.28;53.86;102.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2055;10348902;5063144;5285758;114639;107810;0.03;11.08;10.42;76.98;73.12;81.06;9.74;10.95;8.47;1.8;26.53;28.04;54.57;105.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2056;10348887;5060649;5288238;113903;109812;0;11.01;10.61;77.06;73.21;81.11;9.71;10.91;8.45;1.8;26.48;28.8;55.28;108.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2057;10346144;5056949;5289195;113162;111790;-0.03;10.94;10.8;77.13;73.3;81.15;9.69;10.87;8.43;1.8;26.44;29.54;55.98;111.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2058;10340650;5052039;5288611;112362;113771;-0.05;10.87;11;77.19;73.39;81.2;9.66;10.84;8.42;1.8;26.41;30.28;56.69;114.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2059;10332396;5045921;5286475;111553;115701;-0.08;10.8;11.2;77.27;73.47;81.24;9.63;10.81;8.4;1.8;26.38;31.03;57.42;117.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2060;10321412;5038618;5282794;110740;117610;-0.11;10.73;11.39;77.33;73.56;81.28;9.61;10.78;8.38;1.8;26.37;31.81;58.18;120.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixas etárias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;7762953;7862943;7960134;8054419;8149418;8244575;8334346;8422634;8513497;8602865;8690745;8777124;8861974;8945219;9026771;9106465;9184171;9259811;9333294;9404564;9473593;9540216;9604249;9665694;9724587;9780938;9834703;9885814;9934265;9980050;10023188;10063691;10101541;10136721;10169203;10198997;10226126;10250595;10272374;10291421;10307745;10321384;10332358;10340631;10346154;10348902;10348887;10346144;10340650;10332396;10321412
0-4;797433;782470;766883;750588;739204;734749;727703;722199;722380;720553;717267;718036;718946;715865;712764;709467;705859;701902;697570;692906;688055;683033;677786;672421;667021;661622;656292;651088;645998;640989;636061;631272;626667;622236;617945;613778;609728;605805;601980;598228;594536;590901;587316;583773;580238;576677;573061;569388;565650;561860;558034
05/set;823378;819406;816291;812055;804764;793031;778195;762734;746554;735268;730890;723935;718509;718752;716995;713781;714612;715582;712567;709527;706291;702745;698835;694542;689912;685089;680101;674887;669552;664182;658815;653511;648336;643275;638289;633381;628614;624031;619624;615355;611208;607174;603271;599462;595731;592055;588437;584869;581339;577816;574271
out/14;847110;846057;840094;832444;824901;817535;813660;810638;806502;799314;787696;772978;757635;741569;730389;726106;719248;713912;714234;712564;709439;710337;711368;708407;705410;702204;698682;694795;690522;685908;681108;676142;670950;665637;660288;654942;649655;644498;639452;634484;629592;624845;620275;615883;611628;607500;603479;599589;595790;592071;588408
15-19;797478;805092;814792;824836;832533;836239;835330;829542;822083;814737;807565;803869;801013;797044;790032;778595;764087;748957;733114;722140;718024;711319;706102;706502;704898;701835;702761;703814;700897;697943;694780;691303;687456;683227;678661;673906;668986;663837;658569;653262;647957;642708;637594;632586;627656;622799;618088;613554;609196;604972;600872
20-24;758804;762283;765695;769525;774427;780667;788440;798263;808431;816264;820147;819458;813943;806786;799734;792852;789412;786802;783085;776349;765215;751029;736199;720636;709881;705892;699304;694195;694657;693133;690158;691133;692234;689398;686522;683436;680040;676271;672123;667637;662963;658126;653057;647868;642642;637415;632242;627200;622266;617402;612614
25-29;716721;725713;731905;736097;739566;743184;746829;750413;754403;759451;765815;773692;783593;793834;801769;805803;805312;800052;793173;786392;779780;776561;774149;770620;764073;753154;739200;724600;709270;698699;694825;688374;683385;683911;682473;679591;680620;681776;679026;676237;673240;669929;666247;662193;657801;653215;648472;643497;638392;633258;628120
30-34;625351;643486;661113;677554;691876;703546;712595;718882;723191;726789;730538;734309;738016;742124;747276;753723;761673;771613;781889;789884;794024;793690;788628;781956;775372;768933;765847;763556;760154;753760;743033;729299;714931;699828;689436;685672;679349;674478;675067;673707;670912;671992;673202;670534;667827;664916;661689;658088;654123;649819;645317
35-39;521264;538418;556811;575962;595111;613695;631730;649269;665645;679935;691601;700687;707049;711454;715163;719019;722896;726707;730913;736153;742664;750651;760599;770870;778877;783072;782838;777929;771435;765025;758750;755794;753613;750334;744092;733557;720045;705897;691021;680808;677153;670960;666199;666843;665556;662853;663975;665228;662641;660010;657181
40-44;440515;454441;467652;480791;494904;510589;527590;545815;564792;583769;602204;620096;637510;653787;668004;679643;688740;695157;699643;703438;707382;711345;715237;719510;724798;731332;739315;749230;759464;767459;771691;771550;766795;760477;754243;748143;745316;743251;740095;734005;723662;710382;696472;681843;671820;668272;662216;657566;658264;657054;654439
45-49;358628;371222;385223;400078;414890;429138;442876;455929;468914;482866;498356;515141;533126;551846;570577;588783;606467;623693;639803;653895;665456;674521;680959;685499;689364;693369;697390;701338;705656;710971;717513;725470;735325;745491;753445;757693;757646;753063;746957;740933;735042;732363;730424;727405;721495;711381;698384;684772;670455;660680;657267
50-54;298059;307210;315994;324906;334688;345775;358107;371798;386325;400816;414768;428236;441052;453814;467518;482728;499195;516829;535182;553557;571420;588792;605726;621574;635457;646869;655851;662272;666849;670768;674825;678898;682892;687247;692573;699098;706997;716745;726784;734661;738910;738966;734599;728757;723000;717373;714872;713088;710238;704549;694740
55-59;236077;245819;255567;265210;274624;283769;292654;301199;309874;319387;330158;342126;355395;369475;383526;397069;410158;422636;435076;448426;463236;479253;496388;514223;532083;549468;566381;582889;598350;611917;623094;631926;638287;642873;646826;650916;655017;659033;663402;668703;675167;682954;692520;702359;710096;714313;714475;710362;704843;699410;694094
60-64;176721;184030;192376;201451;210777;220050;229329;238622;247827;256823;265574;274087;282291;290630;299770;310097;321563;334251;347714;361153;374121;386676;398663;410628;423465;437690;453065;469493;486591;503716;520404;536659;552540;567431;580516;591317;599890;606119;610662;614610;618688;622777;626777;631109;636328;642659;650249;659521;669033;676534;680655
65-69;136143;140478;144550;148755;153651;159555;166375;174151;182595;191274;199911;208561;217244;225849;234276;242483;250479;258207;266069;274676;284385;295148;307041;319648;332238;344402;356194;367483;378766;390871;404271;418737;434177;450236;466336;482046;497366;512350;526417;538797;549041;557214;563201;567628;571505;575506;579513;583432;587658;592707;598802
70-74;96588;100225;104219;108412;112567;116592;120499;124193;128025;132473;137809;143950;150930;158501;166276;174024;181792;189604;197361;204973;212389;219629;226651;233806;241639;250450;260204;270960;282348;293722;304721;315409;325678;335970;347012;359221;372382;386406;400972;415589;429875;443823;457495;470341;481663;491049;498571;504144;508329;512033;515852
75-79;63546;65740;68067;70547;73213;76069;79148;82531;86076;89594;93002;96329;99498;102799;106617;111166;116384;122293;128692;135258;141814;148396;155030;161634;168116;174450;180644;186673;192835;199575;207145;215502;224694;234414;244124;253534;262703;271545;280440;289985;300516;311851;323904;336409;348968;361268;373303;385117;396239;406051;414203
80-84;37492;38707;40014;41412;42911;44509;46216;48033;49975;52057;54279;56667;59291;62041;64772;67418;70012;72513;75125;78142;81713;85787;90386;95348;100442;105529;110648;115825;120991;126072;131042;135919;140692;145581;150928;156925;163524;170761;178395;186023;193433;200673;207689;214777;222391;230780;239785;249333;259223;269162;278924
85-89;18313;19153;19988;20815;21636;22443;23280;24184;25152;26189;27288;28467;29723;31069;32512;34048;35691;37498;39394;41276;43102;44902;46649;48489;50608;53098;55932;59112;62536;66052;69565;73110;76705;80302;83852;87322;90739;94104;97561;101342;105572;110215;115291;120635;125973;131169;136267;141232;146269;151690;157647
90+;13332;12993;12900;12981;13175;13440;13790;14239;14753;15306;15877;16500;17210;17980;18801;19660;20591;21603;22690;23855;25083;26402;27853;29381;30933;32480;34054;35675;37394;39288;41387;43683;46184;48853;51642;54519;57509;60625;63827;67055;70278;73531;76825;80226;83836;87702;91809;96164;100702;105318;109972
Homens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;3915560;3963990;4010819;4056010;4101424;4146782;4189258;4230858;4273661;4315587;4356651;4396853;4436183;4474611;4512095;4548557;4583943;4618219;4651343;4683292;4714061;4743585;4771787;4798674;4824266;4848575;4871586;4893268;4913623;4932654;4950380;4966816;4981961;4995818;5008379;5019656;5029666;5038414;5045894;5052094;5057027;5060718;5063186;5064421;5064407;5063144;5060649;5056949;5052039;5045921;5038618
0-4;407167;399667;391819;383582;377833;375596;372016;369224;369337;368418;366755;367164;367643;366079;364505;362832;360999;358987;356783;354409;351936;349377;346703;343970;341220;338470;335753;333100;330507;327953;325441;323000;320653;318394;316206;314081;312016;310015;308065;306151;304269;302413;300584;298777;296972;295155;293307;291433;289525;287589;285635
05/set;419935;417972;416468;414410;410812;404961;397523;389736;381555;375854;373651;370114;367358;367498;366613;364982;365418;365923;364389;362842;361200;359398;357409;355223;352867;350410;347873;345219;342504;339772;337041;334341;331705;329128;326590;324091;321666;319334;317090;314917;312804;310752;308762;306822;304922;303051;301208;299390;297592;295796;293988
out/14;431115;431129;428426;424703;420944;417238;415317;413852;411836;408280;402480;395094;387362;379234;373581;371420;367926;365209;365382;364534;362942;363406;363941;362435;360912;359287;357498;355523;353348;351004;348560;346037;343397;340696;337976;335259;332569;329945;327377;324852;322363;319951;317631;315397;313233;311130;309086;307107;305175;303282;301420
15-19;402171;406616;412303;418260;422985;425565;425630;423005;419375;415716;412106;410272;408883;406948;403478;397767;390493;382878;374875;369334;367256;363840;361184;361398;360589;359042;359525;360076;358605;357111;355519;353764;351821;349682;347374;344966;342478;339872;337207;334519;331834;329176;326584;324048;321555;319095;316714;314419;312212;310076;307996
20-24;380457;382245;383982;385971;388642;392187;396682;402393;408374;413135;415784;415957;413482;410029;406544;403105;401418;400167;398375;395067;389541;382472;375060;367254;361873;359890;356572;354002;354265;353523;352048;352571;353160;351754;350327;348800;347113;345237;343167;340926;338587;336167;333629;331031;328410;325794;323200;320672;318198;315763;313362
25-29;357363;361586;364664;366909;368803;370682;372539;374350;376405;379129;382715;387229;392940;398916;403696;406409;406687;404367;401084;397770;394501;392951;391823;390158;386986;381630;374750;367527;359913;354683;352795;349588;347116;347433;346760;345363;345934;346568;345235;343883;342429;340814;339013;337023;334863;332600;330260;327800;325278;322733;320193
30-34;314078;322299;330115;337312;343621;348894;353117;356220;358507;360456;362389;364300;366165;368268;371031;374639;379164;384861;390821;395607;398365;398731;396538;393397;390223;387086;385638;384602;383033;379983;374780;368074;361031;353596;348510;346708;343605;341229;341595;340984;339659;340271;340950;339685;338401;337019;335472;333742;331824;329737;327546
35-39;262918;271092;279934;289129;298176;306731;314846;322574;329697;335954;341196;345413;348537;350862;352858;354834;356791;358701;360847;363642;367268;371792;377470;383403;388182;390965;391395;389309;386298;383247;380230;378874;377920;376441;373501;368445;361903;355026;347761;342807;341087;338082;335790;336199;335646;334389;335038;335753;334552;333328;332009
40-44;224036;230649;236750;242727;249205;256544;264588;273284;282333;291236;299664;307665;315289;322325;328515;333720;337920;341055;343406;345435;347444;349435;351381;353559;356373;360003;364511;370153;376044;380804;383601;384091;382108;379219;376288;373392;372127;371253;369862;367030;362113;355736;349027;341935;337116;335474;332567;330356;330806;330313;329122
