Rondônia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;814371;823690;833047;842425;852003;861751;871055;880360;889834;899108;908169;917011;925615;933950;941998;949747;957185;964305;971104;977584;983752;989612;995172;1000450;1005458;1010201;1014672;1018872;1022816;1026512;1029962;1033163;1036115;1038825;1041297;1043530;1045523;1047279;1048796;1050073;1051112;1051915;1052485;1052821;1052922;1052789;1052427;1051839;1051029;1050001;1048760
0-4;69743;68683;68195;68064;68409;69199;69823;70424;71187;71570;71586;71846;71886;71511;71068;70560;69982;69345;68680;68006;67343;66693;66061;65462;64907;64397;63927;63502;63119;62772;62452;62162;61899;61653;61417;61183;60957;60734;60507;60268;60015;59751;59475;59183;58875;58552;58215;57865;57506;57143;56779
05/set;76893;74912;73329;72226;71224;70133;69070;68577;68440;68776;69560;70173;70768;71520;71897;71908;72159;72195;71813;71365;70851;70269;69628;68965;68293;67631;66986;66360;65765;65213;64710;64242;63819;63440;63094;62778;62491;62232;61988;61754;61523;61300;61077;60853;60615;60364;60102;59828;59539;59232;58911
out/14;80988;81334;80812;79607;78254;77021;75045;73461;72361;71358;70266;69207;68711;68573;68904;69682;70293;70883;71629;72003;72011;72258;72293;71909;71462;70949;70372;69732;69073;68404;67744;67102;66480;65886;65338;64837;64371;63949;63572;63230;62915;62630;62372;62128;61897;61668;61446;61224;61001;60764;60516
15-19;79791;79987;80244;80475;80553;80392;80744;80233;79040;77704;76484;74530;72962;71875;70884;69806;68760;68273;68144;68482;69262;69876;70467;71216;71592;71605;71852;71891;71513;71072;70562;69993;69359;68707;68046;67392;66756;66139;65553;65007;64511;64049;63633;63260;62922;62609;62328;62075;61833;61605;61379
20-24;77796;78094;78320;78501;78676;78858;79063;79332;79570;79656;79509;79870;79376;78207;76898;75701;73783;72245;71181;70206;69151;68127;67654;67537;67883;68666;69282;69876;70625;71007;71030;71283;71328;70962;70531;70036;69478;68860;68219;67573;66930;66307;65703;65128;64593;64107;63654;63246;62882;62552;62245
25-29;74311;75443;76313;76967;77460;77840;78131;78350;78527;78695;78871;79066;79329;79558;79637;79490;79840;79345;78188;76895;75707;73811;72299;71255;70303;69275;68277;67822;67718;68068;68855;69473;70071;70821;71209;71242;71503;71556;71204;70786;70307;69764;69162;68537;67904;67277;66668;66079;65514;64992;64518
30-34;67243;69032;70723;72289;73725;75021;76119;76958;77588;78062;78422;78695;78896;79056;79210;79366;79543;79789;79997;80058;79896;80228;79733;78591;77322;76162;74308;72831;71815;70890;69885;68913;68475;68384;68742;69527;70147;70746;71499;71891;71934;72200;72261;71923;71519;71054;70523;69934;69326;68705;68092
35-39;58651;59936;61593;63498;65442;67279;69035;70692;72228;73634;74905;75983;76805;77422;77885;78236;78503;78698;78851;78999;79151;79321;79560;79769;79837;79690;80031;79556;78445;77210;76079;74261;72818;71827;70924;69943;68995;68575;68493;68857;69641;70262;70860;71614;72010;72059;72332;72400;72072;71682;71229
